AvgNormIw,VarJ,BatchSize,Bound,VarRet,MaxVanillaIw,VanillaAvgRet,MaxNormIw,VarVanillaIw,ESSRenyi,VarDiscRet,AvgRet,eRenyi2,MinVanillaIw,ESSClassic,AvgDiscRet,MinNormIw,J,EpsThisIter,IterType,VarNormIw,AvgVanillaIw,AvgEpLen,Delta
0.01,37.4579,200,-421.694,1417.2669224,1.0,-371.458552079,0.01,,200.0,1417.2669224,-371.458552079,1.0,1.0,100.0,-371.458552079,0.01,-371.459,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.6942,200,-407.063,1155.43684683,1.78772,-374.549262806,0.00901639,0.108629,183.747618989,1155.43684683,-374.549262806,1.08845,0.247141,180.184196342,-374.549262806,0.00124646,-370.004,100,1,2.76319e-06,0.991374,500.0,0.5
0.01,44.6497,200,-436.772,2013.73327331,1.0,-384.642908304,0.01,,200.0,2013.73327331,-384.642908304,1.0,1.0,100.0,-384.642908304,0.01,-384.643,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.531,200,-414.938,1841.31212179,1.97811,-374.841318933,0.00973898,0.155184,175.839150281,1841.31212179,-374.841318933,1.1374,0.0719509,173.956570718,-374.841318933,0.000354242,-374.931,100,1,3.76162e-06,1.01556,500.0,0.5
0.01,40.7066,200,-434.508,1673.76762889,1.0,-384.589201227,0.01,,200.0,1673.76762889,-384.589201227,1.0,1.0,100.0,-384.589201227,0.01,-384.589,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.2265,200,-412.028,1507.24686586,3.40596,-371.864385119,0.0162172,0.133401,182.929875857,1507.24686586,-371.864385119,1.09332,0.463948,178.512529619,-371.864385119,0.00220906,-375.12,100,1,3.02436e-06,1.0501,500.0,0.5
0.01,42.619,200,-436.843,1834.72286629,1.0,-377.521483271,0.01,,200.0,1834.72286629,-377.521483271,1.0,1.0,100.0,-377.521483271,0.01,-377.521,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.0337,200,-418.552,1342.86736373,1.9047,-379.099867068,0.0099955,0.07955,185.397102397,1342.86736373,-379.099867068,1.07877,0.259044,183.960098593,-379.099867068,0.00135941,-374.984,100,1,2.19076e-06,0.95278,500.0,0.5
0.01,33.2552,200,-418.711,1117.07941,1.0,-369.423984306,0.01,,200.0,1117.07941,-369.423984306,1.0,1.0,100.0,-369.423984306,0.01,-369.424,100,2,3.50449e-18,1.0,500.0,0.5
0.005,33.1995,200,-401.714,1113.12520335,1.65782,-366.853976629,0.00813616,0.074866,186.748184608,1113.12520335,-366.853976629,1.07096,0.235385,186.607606527,-366.853976629,0.00115521,-365.647,100,1,1.80321e-06,1.0188,500.0,0.5
0.01,39.5668,200,-427.565,1581.3478677,1.0,-377.429335608,0.01,,200.0,1581.3478677,-377.429335608,1.0,1.0,100.0,-377.429335608,0.01,-377.429,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.3927,200,-411.233,2077.77779157,2.49689,-377.576580359,0.0126995,0.174586,173.006774061,2077.77779157,-377.576580359,1.15602,0.0768104,169.527512518,-377.576580359,0.000390668,-371.34,100,1,4.51632e-06,0.983065,500.0,0.5
0.01,43.8785,200,-425.451,1944.76747495,1.0,-365.321572803,0.01,,200.0,1944.76747495,-365.321572803,1.0,1.0,100.0,-365.321572803,0.01,-365.322,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.949,200,-408.436,1295.94887216,1.73278,-369.125430772,0.0087523,0.0811919,185.687699159,1295.94887216,-369.125430772,1.07708,0.167427,184.76722969,-369.125430772,0.000845676,-364.31,100,1,2.07142e-06,0.989901,500.0,0.5
0.01,30.6157,200,-417.337,946.788000193,1.0,-372.961262605,0.01,,200.0,946.788000193,-372.961262605,1.0,1.0,100.0,-372.961262605,0.01,-372.961,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.1242,200,-411.854,1843.01823602,2.10876,-381.058069465,0.0108156,0.0898751,184.538030602,1843.01823602,-381.058069465,1.08379,0.335636,182.799297539,-381.058069465,0.00172145,-374.463,100,1,2.36423e-06,0.974866,500.0,0.5
0.01,43.4103,200,-419.379,1903.48861999,1.0,-367.326940276,0.01,,200.0,1903.48861999,-367.326940276,1.0,1.0,100.0,-367.326940276,0.01,-367.327,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.6178,200,-405.131,1455.44616861,2.31541,-374.034303988,0.0118047,0.153619,175.129087798,1455.44616861,-374.034303988,1.14201,0.0182914,172.574249445,-374.034303988,9.32556e-05,-365.798,100,1,3.99299e-06,0.980715,500.0,0.5
0.01,35.0259,200,-421.316,1239.20372403,1.0,-371.503650663,0.01,,200.0,1239.20372403,-371.503650663,1.0,1.0,100.0,-371.503650663,0.01,-371.504,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.7635,200,-405.846,1594.01416661,3.097,-371.745938887,0.0151295,0.079797,189.781178117,1594.01416661,-371.745938887,1.05385,0.672109,185.909042184,-371.745938887,0.0032834,-369.687,100,1,1.90439e-06,1.0235,500.0,0.5
0.01,37.8349,200,-414.991,1445.94020629,1.0,-367.550256273,0.01,,200.0,1445.94020629,-367.550256273,1.0,1.0,100.0,-367.550256273,0.01,-367.55,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.1763,200,-403.726,1649.5369542,2.16926,-373.172508618,0.0108475,0.11273,182.083801099,1649.5369542,-373.172508618,1.0984,0.128812,179.82540173,-373.172508618,0.00064413,-366.452,100,1,2.81884e-06,0.999894,500.0,0.5
0.01,38.1145,200,-413.314,1467.39121772,1.0,-367.337985945,0.01,,200.0,1467.39121772,-367.337985945,1.0,1.0,100.0,-367.337985945,0.01,-367.338,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.7655,200,-404.381,1876.60595919,3.69757,-371.35828645,0.0186094,0.125926,180.015577472,1876.60595919,-371.35828645,1.11101,0.276338,177.470316724,-371.35828645,0.00139077,-365.779,100,1,3.18968e-06,0.993468,500.0,0.5
0.01,38.0784,200,-414.348,1464.6129736,1.0,-367.627925275,0.01,,200.0,1464.6129736,-367.627925275,1.0,1.0,100.0,-367.627925275,0.01,-367.628,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.967,200,-400.134,1159.23070705,1.6424,-364.846654801,0.00811968,0.0380625,192.952988024,1159.23070705,-364.846654801,1.03652,0.544318,192.85935026,-364.846654801,0.00269099,-365.046,100,1,9.30283e-07,1.01137,500.0,0.5
0.01,45.7698,200,-423.566,2116.03884116,1.0,-372.879341721,0.01,,200.0,2116.03884116,-372.879341721,1.0,1.0,100.0,-372.879341721,0.01,-372.879,100,2,3.50449e-18,1.0,500.0,0.5
0.005,95.6432,200,-354.542,1740.76408472,32.0096,-362.975652959,0.821267,5.21722,199.999713898,1740.76408472,-362.975652959,1.0,,1.4525572203,-362.975652959,,-318.275,100,1,0.00343438,0.194879,500.0,0.5
0.01,30.5935,200,-398.433,945.416991543,1.0,-354.557439783,0.01,,200.0,945.416991543,-354.557439783,1.0,1.0,100.0,-354.557439783,0.01,-354.557,100,2,3.50449e-18,1.0,500.0,0.5
nan,nan,300,nan,1740.76408472,inf,-362.975652959,nan,nan,nan,1091.48091791,-362.975652959,nan,0.0312406,nan,-362.206057779,nan,nan,100,,nan,inf,500.0,0.5
0.00333333,40.8878,300,-398.298,1403.51431013,1.75225,-372.786634499,0.00586688,0.0643167,282.919516895,1403.51431013,-372.786634499,1.06037,0.298688,281.77613894,-372.786634499,0.00100006,-367.805,100,1,7.21015e-07,0.995562,500.0,0.5
0.01,35.2715,300,-420.294,1256.64661436,1.0,-367.902428687,0.01,,300.0,1256.64661436,-367.902428687,1.0,1.0,100.0,-367.902428687,0.01,-367.902,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.2604,300,-405.163,1700.55645131,1.0,-368.331252342,0.005,,300.0,1700.55645131,-368.331252342,1.0,1.0,200.000000102,-368.331252342,0.005,-368.117,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,50.9424,300,-397.134,1440.29609118,10.9556,-367.479236975,0.0355586,0.47145,256.750815398,1440.29609118,-367.479236975,1.16845,0.191216,207.541545188,-367.479236975,0.000620627,-364.437,100,1,4.96649e-06,1.027,500.0,0.5
0.01,40.2661,300,-410.714,1637.73869727,1.0,-363.621254996,0.01,,300.0,1637.73869727,-363.621254996,1.0,1.0,100.0,-363.621254996,0.01,-363.621,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.7987,300,-405.059,1853.45570937,1.0,-372.337533358,0.005,,300.0,1853.45570937,-372.337533358,1.0,1.0,200.000000102,-372.337533358,0.005,-367.979,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,39.0251,300,-395.534,1335.95990823,2.8711,-366.399227631,0.00961886,0.200055,254.879380118,1335.95990823,-366.399227631,1.17703,0.0648644,249.705631172,-366.399227631,0.000217311,-362.688,100,1,2.24543e-06,0.994955,500.0,0.5
0.01,38.1883,300,-414.047,1473.08034459,1.0,-365.186661649,0.01,,300.0,1473.08034459,-365.186661649,1.0,1.0,100.0,-365.186661649,0.01,-365.187,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.5728,300,-403.388,2008.13361214,1.0,-369.702667457,0.005,,300.0,2008.13361214,-369.702667457,1.0,1.0,200.000000102,-369.702667457,0.005,-367.445,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,41.0381,300,-401.956,1838.6189993,1.79204,-373.406025967,0.00609148,0.0347213,290.288196621,1838.6189993,-373.406025967,1.03346,0.375829,289.579199134,-373.406025967,0.00127752,-368.239,100,1,4.01188e-07,0.980625,500.0,0.5
0.01,43.4213,300,-422.531,1904.45735874,1.0,-369.297710971,0.01,,300.0,1904.45735874,-369.297710971,1.0,1.0,100.0,-369.297710971,0.01,-369.298,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.062,300,-407.671,1336.81220642,1.0,-370.761918118,0.005,,300.0,1336.81220642,-370.761918118,1.0,1.0,200.000000102,-370.761918118,0.005,-370.03,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,39.2601,300,-399.145,1395.21331676,1.96822,-367.191452047,0.00657448,0.0399184,287.832775377,1395.21331676,-367.191452047,1.04227,0.662723,288.474803602,-367.191452047,0.00221371,-367.768,100,1,4.454e-07,0.997907,500.0,0.5
0.01,37.0895,300,-416.135,1389.5244479,1.0,-367.592178308,0.01,,300.0,1389.5244479,-367.592178308,1.0,1.0,100.0,-367.592178308,0.01,-367.592,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.3521,300,-400.477,1569.35309051,1.0,-362.59544444,0.005,,300.0,1569.35309051,-362.59544444,1.0,1.0,200.000000102,-362.59544444,0.005,-365.094,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,39.2791,300,-398.685,1504.77105123,2.82535,-369.659925897,0.00935601,0.0785234,281.441757723,1504.77105123,-369.659925897,1.06594,0.495717,278.490124983,-369.659925897,0.00164155,-364.576,100,1,8.61067e-07,1.00661,500.0,0.5
0.01,38.0663,300,-410.624,1463.67733938,1.0,-365.653617509,0.01,,300.0,1463.67733938,-365.653617509,1.0,1.0,100.0,-365.653617509,0.01,-365.654,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.417,300,-404.459,1830.71461944,1.0,-369.00481078,0.005,,300.0,1830.71461944,-369.00481078,1.0,1.0,200.000000102,-369.00481078,0.005,-367.329,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,41.4644,300,-395.498,1304.00862024,1.71866,-365.441876845,0.00587458,0.112463,269.715070604,1304.00862024,-365.441876845,1.11228,0.122805,268.369194418,-365.441876845,0.000419763,-363.526,100,1,1.31397e-06,0.975194,500.0,0.5
0.01,38.0741,300,-416.534,1464.2778597,1.0,-366.447446265,0.01,,300.0,1464.2778597,-366.447446265,1.0,1.0,100.0,-366.447446265,0.01,-366.447,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.9292,300,-403.494,1436.66540026,1.0,-369.707438596,0.005,,300.0,1436.66540026,-369.707438596,1.0,1.0,200.000000102,-369.707438596,0.005,-368.077,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,36.5846,300,-395.069,1294.87822098,1.7656,-364.093909746,0.00590635,0.0401154,289.171039903,1294.87822098,-364.093909746,1.03745,0.503364,288.387434734,-364.093909746,0.00168387,-365.616,100,1,4.48914e-07,0.996443,500.0,0.5
0.01,35.4249,300,-417.667,1267.60271098,1.0,-370.616411254,0.01,,300.0,1267.60271098,-370.616411254,1.0,1.0,100.0,-370.616411254,0.01,-370.616,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.2757,300,-406.797,1692.05710359,1.0,-370.592985536,0.005,,300.0,1692.05710359,-370.592985536,1.0,1.0,200.000000102,-370.592985536,0.005,-370.605,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,53.9224,300,-366.424,1736.45966336,956.91,-363.603485206,0.901764,3051.57,299.998569495,1736.45966336,-363.603485206,1.0,6.14949e-06,1.22907642115,-363.603485206,5.7951e-09,-336.728,100,1,0.00270999,3.53718,500.0,0.5
0.01,43.5122,300,-418.681,1912.43837426,1.0,-368.279083264,0.01,,300.0,1912.43837426,-368.279083264,1.0,1.0,100.0,-368.279083264,0.01,-368.279,100,2,3.50449e-18,1.0,500.0,0.5
0.005,43.9867,300,-402.047,1989.22942478,1.0,-364.535133837,0.005,,300.0,1989.22942478,-364.535133837,1.0,1.0,200.000000102,-364.535133837,0.005,-366.407,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,310.734,400,-inf,1736.45966336,162615.0,-363.603485206,0.623698,9.41625e+07,2857371.47208,1897.32592182,-363.603485206,0.000139989,0.00104503,2.39519889245,-373.433480586,4.00814e-09,-364.41,100,,0.00138518,869.09,500.0,0.5
0.0025,38.5774,400,-394.861,1523.31406415,3.00558,-364.613425692,0.00751324,0.0786755,372.408435141,1523.31406415,-364.613425692,1.07409,0.353578,370.897981157,-364.613425692,0.000883862,-365.334,100,1,4.91628e-07,1.00009,500.0,0.5
0.01,38.6203,400,-419.185,1506.59661845,1.0,-366.220976735,0.01,,400.0,1506.59661845,-366.220976735,1.0,1.0,100.0,-366.220976735,0.01,-366.221,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.8333,400,-404.503,1538.52677191,1.0,-367.881562314,0.005,,400.0,1538.52677191,-367.881562314,1.0,1.0,200.000000102,-367.881562314,0.005,-367.051,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,39.0914,400,-397.34,1583.70199295,1.0,-366.179326818,0.00333333,,400.0,1583.70199295,-366.179326818,1.0,1.0,299.999969474,-366.179326818,0.00333333,-366.761,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,39.5732,400,-390.885,1482.66114179,2.25423,-361.974686591,0.00573378,0.107869,362.678394205,1482.66114179,-361.974686591,1.10291,0.13658,359.912110309,-361.974686591,0.000347402,-363.074,100,1,6.97888e-07,0.98287,500.0,0.5
0.01,39.6989,400,-418.606,1591.92090742,1.0,-369.820091006,0.01,,400.0,1591.92090742,-369.820091006,1.0,1.0,100.0,-369.820091006,0.01,-369.82,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.4379,400,-406.805,1875.66468634,1.0,-371.426214695,0.005,,400.0,1875.66468634,-371.426214695,1.0,1.0,200.000000102,-371.426214695,0.005,-370.623,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,40.4786,400,-399.588,1488.80098094,1.0,-367.283897245,0.00333333,,400.0,1488.80098094,-367.283897245,1.0,1.0,299.999969474,-367.283897245,0.00333333,-369.51,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,39.8622,400,-394.557,1361.52192319,1.87326,-370.310131437,0.00472632,0.105111,362.144835995,1361.52192319,-370.310131437,1.10453,0.166417,361.405447909,-370.310131437,0.000419879,-367.181,100,1,6.69113e-07,0.990864,500.0,0.5
0.01,30.9531,400,-410.622,967.772237305,1.0,-363.866516922,0.01,,400.0,967.772237305,-363.866516922,1.0,1.0,100.0,-363.866516922,0.01,-363.866,100,2,3.50449e-18,1.0,500.0,0.5
0.005,33.6374,400,-397.899,1316.12465715,1.0,-365.809155249,0.005,,400.0,1316.12465715,-365.809155249,1.0,1.0,200.000000102,-365.809155249,0.005,-364.838,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,35.3205,400,-393.498,1486.43385614,1.0,-368.323030347,0.00333333,,400.0,1486.43385614,-368.323030347,1.0,1.0,299.999969474,-368.323030347,0.00333333,-366.0,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,41.6652,400,-388.178,1244.7263868,4.18588,-366.876539863,0.010344,0.323396,320.185165677,1244.7263868,-366.876539863,1.24928,0.0632371,304.139024277,-366.876539863,0.000156269,-361.56,100,1,1.97486e-06,1.01167,500.0,0.5
0.01,35.1997,400,-406.055,1251.5310381,1.0,-361.057024552,0.01,,400.0,1251.5310381,-361.057024552,1.0,1.0,100.0,-361.057024552,0.01,-361.057,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.3367,400,-395.503,1414.96564247,1.0,-362.380580369,0.005,,400.0,1414.96564247,-362.380580369,1.0,1.0,200.000000102,-362.380580369,0.005,-361.719,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,36.2732,400,-391.692,1302.28554162,1.0,-366.809179689,0.00333333,,400.0,1302.28554162,-366.809179689,1.0,1.0,299.999969474,-366.809179689,0.00333333,-363.416,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,36.1295,400,-386.714,1160.31721426,2.06748,-360.227926908,0.00521479,0.076386,372.528295921,1160.31721426,-360.227926908,1.07374,0.225781,371.208991202,-360.227926908,0.000569486,-360.872,100,1,4.85967e-07,0.99116,500.0,0.5
0.01,34.979,400,-416.896,1235.89116582,1.0,-370.717212875,0.01,,400.0,1235.89116582,-370.717212875,1.0,1.0,100.0,-370.717212875,0.01,-370.717,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.4893,400,-409.075,1912.73788315,1.0,-372.545781596,0.005,,400.0,1912.73788315,-372.545781596,1.0,1.0,200.000000102,-372.545781596,0.005,-371.632,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,39.0614,400,-399.674,1434.50751169,1.0,-364.041327193,0.00333333,,400.0,1434.50751169,-364.041327193,1.0,1.0,299.999969474,-364.041327193,0.00333333,-369.102,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,39.998,400,-392.027,1318.03537572,2.32747,-359.053391069,0.00582904,0.083097,368.472455682,1318.03537572,-359.053391069,1.08556,0.319061,369.2812344,-359.053391069,0.000799075,-364.442,100,1,5.21211e-07,0.998219,500.0,0.5
0.01,40.5198,400,-415.794,1658.43623606,1.0,-368.766790611,0.01,,400.0,1658.43623606,-368.766790611,1.0,1.0,100.0,-368.766790611,0.01,-368.767,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.3278,400,-400.24,1457.72385769,1.0,-364.679013108,0.005,,400.0,1457.72385769,-364.679013108,1.0,1.0,200.000000102,-364.679013108,0.005,-366.723,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,37.7225,400,-393.858,1149.1437474,1.0,-359.177021274,0.00333333,,400.0,1149.1437474,-359.177021274,1.0,1.0,299.999969474,-359.177021274,0.00333333,-364.208,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,35.9954,400,-388.69,1198.83737174,1.81205,-362.556091437,0.00455924,0.0442637,380.812015501,1198.83737174,-362.556091437,1.05039,0.329927,382.876736298,-362.556091437,0.000830117,-362.374,100,1,2.80214e-07,0.993616,500.0,0.5
0.01,43.5265,400,-419.159,1913.69021567,1.0,-364.657176399,0.01,,400.0,1913.69021567,-364.657176399,1.0,1.0,100.0,-364.657176399,0.01,-364.657,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.8543,400,-400.314,813.453272187,1.0,-358.894967366,0.005,,400.0,813.453272187,-358.894967366,1.0,1.0,200.000000102,-358.894967366,0.005,-361.776,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,35.1694,400,-393.366,1004.12643149,1.0,-362.146295232,0.00333333,,400.0,1004.12643149,-362.146295232,1.0,1.0,299.999969474,-362.146295232,0.00333333,-361.899,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,34.9831,400,-389.231,1522.35848183,1.97245,-364.446228208,0.00483444,0.0749952,373.541939991,1522.35848183,-364.446228208,1.07083,0.238853,373.167962399,-364.446228208,0.000585424,-360.669,100,1,4.50521e-07,1.02,500.0,0.5
0.01,40.7162,400,-416.86,1674.55691381,1.0,-367.379895125,0.01,,400.0,1674.55691381,-367.379895125,1.0,1.0,100.0,-367.379895125,0.01,-367.38,100,2,3.50449e-18,1.0,500.0,0.5
0.005,45.8199,400,-406.131,2559.0059814,1.0,-371.305974925,0.005,,400.0,2559.0059814,-371.305974925,1.0,1.0,200.000000102,-371.305974925,0.005,-369.343,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,44.1759,400,-398.309,1665.37135825,1.0,-366.129002793,0.00333333,,400.0,1665.37135825,-366.129002793,1.0,1.0,299.999969474,-366.129002793,0.00333333,-368.272,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,41.8896,400,-391.945,1245.16328309,1.95272,-361.937521037,0.00476783,0.0624249,376.544013696,1245.16328309,-361.937521037,1.06229,0.250582,377.573738144,-361.937521037,0.00061183,-365.134,100,1,3.72153e-07,1.0239,500.0,0.5
0.01,48.2218,400,-428.359,2348.83089974,1.0,-372.466741134,0.01,,400.0,2348.83089974,-372.466741134,1.0,1.0,100.0,-372.466741134,0.01,-372.467,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.8726,400,-406.134,1123.9820805,1.0,-360.757634594,0.005,,400.0,1123.9820805,-360.757634594,1.0,1.0,200.000000102,-360.757634594,0.005,-366.612,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,41.2788,400,-396.178,1577.08181308,1.0,-358.499753041,0.00333333,,400.0,1577.08181308,-358.499753041,1.0,1.0,299.999969474,-358.499753041,0.00333333,-363.908,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,40.6741,400,-390.745,1301.40244203,2.91001,-362.317205863,0.00716277,0.0794677,374.978146858,1301.40244203,-362.317205863,1.06673,0.435294,371.456646382,-362.317205863,0.00107145,-361.882,100,1,4.81465e-07,1.01567,500.0,0.5
0.01,32.773,400,-404.027,1084.91618632,1.0,-358.526403421,0.01,,400.0,1084.91618632,-358.526403421,1.0,1.0,100.0,-358.526403421,0.01,-358.526,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.9341,400,-399.188,1758.49557067,1.0,-369.75297449,0.005,,400.0,1758.49557067,-369.75297449,1.0,1.0,200.000000102,-369.75297449,0.005,-364.14,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,37.1066,400,-390.889,1244.23044314,1.0,-358.537745626,0.00333333,,400.0,1244.23044314,-358.537745626,1.0,1.0,299.999969474,-358.537745626,0.00333333,-362.272,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,36.4653,400,-386.472,1167.79037303,1.98048,-362.394215731,0.00494546,0.0463478,380.903790849,1167.79037303,-362.394215731,1.05013,0.508343,382.363864072,-362.394215731,0.00126938,-361.075,100,1,2.89001e-07,1.00116,500.0,0.5
0.01,36.2648,400,-412.07,1328.42119518,1.0,-363.268301686,0.01,,400.0,1328.42119518,-363.268301686,1.0,1.0,100.0,-363.268301686,0.01,-363.268,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.6971,400,-405.117,1828.83049683,1.0,-370.484885776,0.005,,400.0,1828.83049683,-370.484885776,1.0,1.0,200.000000102,-370.484885776,0.005,-366.877,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,38.1823,400,-394.704,1164.37390514,1.0,-356.687279141,0.00333333,,400.0,1164.37390514,-356.687279141,1.0,1.0,299.999969474,-356.687279141,0.00333333,-363.48,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,206.232,400,-364.281,1475.66717312,167.613,-366.458403679,0.33447,72.8609,399.999380113,1475.66717312,-366.458403679,1.0,5.018e-12,8.45575129974,-366.458403679,1.00134e-14,-337.241,100,1,0.000290132,1.25282,500.0,0.5
0.01,41.4607,400,-414.117,1736.35697476,1.0,-367.441442199,0.01,,400.0,1736.35697476,-367.441442199,1.0,1.0,100.0,-367.441442199,0.01,-367.441,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.0267,400,-394.699,966.58283408,1.0,-355.948433761,0.005,,400.0,966.58283408,-355.948433761,1.0,1.0,200.000000102,-355.948433761,0.005,-361.695,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,36.7027,400,-391.252,1295.95566818,1.0,-366.641681032,0.00333333,,400.0,1295.95566818,-366.641681032,1.0,1.0,299.999969474,-366.641681032,0.00333333,-363.344,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,346.931,500,-inf,1475.66717312,1.99283e+11,-366.458403679,0.656591,1.24943e+20,nan,1347.97545861,-366.458403679,nan,0.00596614,1.83934905368,-369.149254838,1.96571e-14,-352.327,100,,0.00135632,7.58778e+08,500.0,0.5
0.002,41.4042,500,-387.934,1773.32667434,2.75683,-367.215845884,0.00553062,0.130225,448.102412078,1773.32667434,-367.215845884,1.11582,0.153854,442.178654606,-367.215845884,0.000308655,-362.386,100,1,5.24109e-07,0.996935,500.0,0.5
0.01,37.2753,500,-407.715,1403.48151998,1.0,-361.420361915,0.01,,500.0,1403.48151998,-361.420361915,1.0,1.0,100.0,-361.420361915,0.01,-361.42,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.5543,500,-394.237,1295.92949367,1.0,-361.583600757,0.005,,500.0,1295.92949367,-361.583600757,1.0,1.0,200.000000102,-361.583600757,0.005,-361.502,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,36.0177,500,-390.025,1231.65137864,1.0,-361.198547303,0.00333333,,500.0,1231.65137864,-361.198547303,1.0,1.0,299.999969474,-361.198547303,0.00333333,-361.401,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,36.6006,500,-386.272,1481.31717653,1.0,-361.729660526,0.0025,,500.0,1481.31717653,-361.729660526,1.0,1.0,400.0,-361.729660526,0.0025,-361.483,100,2,5.4346e-20,1.0,500.0,0.5
0.002,37.6447,500,-382.466,1410.02556967,1.95191,-363.622630019,0.00400202,0.172552,428.59933996,1410.02556967,-363.622630019,1.16659,0.0858411,423.377731243,-363.622630019,0.000176001,-358.519,100,1,7.25368e-07,0.975464,500.0,0.5
0.01,42.6162,500,-418.726,1834.48408421,1.0,-368.64606567,0.01,,500.0,1834.48408421,-368.64606567,1.0,1.0,100.0,-368.64606567,0.01,-368.646,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.5975,500,-403.682,1492.96614876,1.0,-366.575509098,0.005,,500.0,1492.96614876,-366.575509098,1.0,1.0,200.000000102,-366.575509098,0.005,-367.611,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,38.5005,500,-394.362,1117.96754623,1.0,-359.508573253,0.00333333,,500.0,1117.96754623,-359.508573253,1.0,1.0,299.999969474,-359.508573253,0.00333333,-364.91,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,38.9034,500,-389.258,1607.01253928,1.0,-360.280015421,0.0025,,500.0,1607.01253928,-360.280015421,1.0,1.0,400.0,-360.280015421,0.0025,-363.753,100,2,5.4346e-20,1.0,500.0,0.5
0.002,39.6502,500,-384.708,1555.38846385,2.01913,-358.558469189,0.00409656,0.0699278,464.074198692,1555.38846385,-358.558469189,1.07741,0.36671,466.496958865,-358.558469189,0.00074401,-361.029,100,1,2.87847e-07,0.985766,500.0,0.5
0.01,38.4828,500,-411.957,1495.88753845,1.0,-362.37802822,0.01,,500.0,1495.88753845,-362.37802822,1.0,1.0,100.0,-362.37802822,0.01,-362.378,100,2,3.50449e-18,1.0,500.0,0.5
