BatchSize,VarRet,VarJ,AvgNormIw,AvgEpLen,AvgDiscRet,AvgRet,AvgVanillaIw,VarNormIw,J,eRenyi2,Bound,ESSRenyi,MinNormIw,MaxVanillaIw,MinVanillaIw,VarVanillaIw,VarDiscRet,ESSClassic,MaxNormIw
100,4553425.762000742,114.31603,0.01,200.0,-1.0913936421275138e-13,-1704.5819581729843,1.1166441,0.00013549649,1653.3203,2.6685686,1096.9017,37.47327296827207,2.3883597e-16,3.7212787,2.6669478e-14,1.6894978,4553425.762000742,42.70920677063913,0.033325557
100,82194.21483362118,68.90536,0.01,200.0,-6.927791673660977e-15,-41.304963385597375,1.0194124,7.0101432e-06,23.136206,1.065069,-222.94283,93.89063406953268,0.0023693084,1.2355075,0.24153022,0.07284951,82194.21483362118,93.51033575462458,0.012119801
100,150.1498158742601,10.589988,0.01,200.0,-2.1671553440683055e-15,-11.982743021670185,0.87464666,5.6207424e-05,2.5386357,1.4125888,-5.111815,70.79200793542158,1.959394e-06,1.8453264,0.00017137775,0.4299907,150.1498158742601,64.24862348115764,0.021097964
100,58.04565437733092,8.793184,0.009999998,200.0,5.329070518200751e-16,-8.279871672711208,0.9705856,9.4362986e-05,1.4488056,1.8544694,-0.6889827,53.9237794924114,9.65159e-06,3.088695,0.00093676936,0.8889336,58.045654377330905,51.701141564394206,0.031823006
100,52.856413488524126,11.01804,0.01,200.0,-1.0480505352461477e-15,-8.73671051324076,0.9712417,0.00044614862,3.0780447,5.011579,0.3072176,19.953790864604454,3.1492432e-37,7.05879,3.0586762e-35,4.208565,52.856413488524126,18.460844231963296,0.072678
100,59.030207268897456,9.833626,0.010000002,200.0,-1.4566126083082053e-15,-9.053978611805746,0.9844938,8.884581e-05,0.87503123,1.8352978,-0.8779006,54.487069482346705,3.1329336e-07,2.487306,3.0843537e-05,0.8611187,59.03020726889747,53.203551010964034,0.025264822
100,59.729114241898394,15.424966,0.01,200.0,-1.021405182655144e-15,-8.42781903198379,0.884497,0.0009017615,3.3062754,8.852206,-0.77172947,11.296618876687893,,12.43969,,7.0547967,59.729114241898394,10.073090796735471,0.1406414
100,62.68617774249218,10.284531,0.009999998,200.0,-1.3322676295501878e-16,-9.674987411946962,0.44394886,0.0057922574,5.5984035,21.464417,-0.17801905,4.658873442089669,,33.398518,,11.415995,62.68617774249218,1.7139922316834777,0.7523055
100,57.04622940191607,8.681235,0.01,200.0,1.0835776720341528e-15,-8.065138042425877,1.0317196,0.00012584138,1.483648,2.348075,-0.5719582,42.58807904521888,5.0466986e-10,3.629109,5.206778e-08,1.3395127,57.04622940191608,44.52697050551996,0.035175342
100,55.23250786950973,16.547832,0.01,200.0,-7.815970093361102e-16,-8.416470127027193,1.285089,0.00089872134,4.570577,11.464218,-0.0144991875,8.722792848310771,1.0340997e-13,25.188776,1.3289101e-11,14.841969,55.23250786950973,10.10372303808817,0.19600803
100,63.97709597153335,9.290323,0.01,200.0,-1.5454304502782179e-15,-9.116507693829226,0.94569534,9.652729e-05,0.69944704,1.8031639,-0.99191225,55.45807609198313,0.0037204397,7.8553658,0.35184026,0.8632817,63.97709597153335,51.134674857855,0.083064444
100,65.0887290265078,8.688621,0.01,200.0,1.021405182655144e-15,-8.358874950031497,1.0331991,3.55599e-05,0.52502143,1.2834307,-1.0006416,77.91616668355594,0.0008437883,2.902948,0.08718013,0.3796021,65.08872902650782,73.96214992192536,0.028096694
100,57.001775817885594,5.366037,0.01,200.0,1.6608936448392343e-15,-8.698023371099334,0.33859456,0.0038026322,6.783878,11.32419,2.3554783,8.830653562483063,,15.334759,,4.3595786,57.001775817885594,2.5875850962545144,0.45289442
100,58.58526854474392,8.3479805,0.010000002,200.0,-1.0302869668521452e-15,-8.34853494629749,0.82960474,0.0004350145,4.1253805,4.3951774,1.2702835,22.752210368375742,,6.174912,,2.9939616,58.58526854474392,18.844300585508805,0.07443198
100,58.245537748295135,14.290669,0.01,200.0,7.549516567451064e-16,-8.364616881988072,0.9846872,0.0006143214,3.4115024,6.0947757,0.16396022,16.40749476339987,6.882755e-13,9.573856,6.7773606e-11,5.956514,58.245537748295135,14.120740223929644,0.09722739
100,57.8478661169973,8.420235,0.01,200.0,-1.0658141036401502e-16,-8.10711003003862,1.1307186,4.19143e-05,1.0183688,1.5936599,-0.723894,62.74864630430678,1.511931e-05,2.1604388,0.0017095684,0.5358845,57.8478661169973,70.67379813846821,0.019106777
100,50.699604336099014,11.715366,0.009999999,200.0,2.3092638912203257e-16,-8.565141529917256,0.9295028,0.0003612919,2.1122062,4.7470217,-0.71228266,21.065840192879598,2.9308126e-06,11.5416355,0.00027241986,3.1214736,50.699604336099014,21.849375724466462,0.12416999
100,58.859175258170275,12.765794,0.01,200.0,8.348877145181177e-16,-8.454976624137972,0.9183753,0.00026692447,2.9607744,3.501258,0.511889,28.561163718374925,,4.899697,,2.2512763,58.85917525817027,27.453278217728922,0.05335179
100,56.285487961852276,11.175549,0.01,200.0,-8.881784197001253e-17,-8.842316225912443,1.247258,0.00027728063,2.7815945,3.5171278,0.34225988,28.43229107458204,5.123094e-39,4.922393,6.3898197e-37,4.3135214,56.285487961852276,26.701713204096706,0.039465718
100,58.11364017900351,8.159615,0.010000002,200.0,7.01660951563099e-16,-7.329418132846374,1.0604019,1.7134673e-05,0.09022105,1.0561823,-1.3642702,94.68062784914365,0.008202471,2.061106,0.8697916,0.19267122,58.113640179003504,85.4968714420223,0.019437026
100,59.09308112165572,7.8378882,0.01,200.0,-2.3803181647963358e-15,-9.375268469736346,1.0841434,7.1670706e-06,0.049712703,1.0322866,-1.2505139,96.87231795837333,0.008256186,1.5252702,0.8950889,0.08423939,59.09308112165572,93.37471074365678,0.014068898
100,55.72477187355353,8.542778,0.01,200.0,8.526512829121202e-16,-9.394678766324866,1.0734066,3.192991e-05,0.39840528,1.1795021,-0.97407603,84.78153408485079,0.0012027569,1.4591073,0.1291047,0.36789694,55.72477187355353,75.98171624236647,0.013593241
100,44.095105985349306,6.6762433,0.010000002,200.0,-9.769962616701378e-16,-6.883010495692981,1.1342797,1.8189774e-05,0.044655383,1.0278975,-1.456552,97.28596695972887,0.007944747,2.1281211,0.9011565,0.23402785,44.0951059853493,84.7401003489985,0.018761873
100,58.21659124538618,8.723135,0.01,200.0,-2.753353101070388e-16,-8.31413366410453,1.1833376,5.2018375e-05,0.44319385,1.2133327,-1.0310867,82.41762862722304,0.006752259,3.059711,0.7990202,0.728407,58.21659124538618,66.00738565168153,0.02585662
100,48.36727385041092,7.5831013,0.009999999,200.0,4.085620730620576e-16,-8.222907850573703,0.9802533,1.6908403e-05,0.09275374,1.0658394,-1.1957066,93.82276455335806,0.003598243,1.2365699,0.35271895,0.16247225,48.36727385041092,85.66097425328678,0.0126148
100,47.487131994443004,7.4523215,0.010000002,200.0,7.993605777301127e-16,-6.753162077269533,1.2236335,5.370878e-05,0.59011537,1.2456647,-1.0125823,80.27842382806351,0.006468376,3.0659208,0.7914922,0.8041701,47.487131994443004,65.28620973926553,0.025055874
100,55.11134268755422,7.625404,0.009999999,200.0,-6.572520305780927e-16,-8.487475439102802,1.1366115,1.8362969e-05,0.52010274,1.2235909,-0.87379694,81.72666535726422,0.007007676,1.8271397,0.79650044,0.23722851,55.11134268755422,84.61715809718643,0.016075324
100,55.15883975416455,8.948619,0.009999999,200.0,-5.062616992290713e-16,-7.941332584483905,1.0463474,6.033652e-05,0.79236895,1.3431649,-0.822972,74.45102120440028,0.0009176745,1.7345151,0.09602064,0.66059,55.15883975416457,62.60441620392139,0.016576856
