VanillaAvgRet,J,MinVanillaIw,MaxVanillaIw,MaxNormIw,VarNormIw,AvgDiscRet,BatchSize,Bound,MinNormIw,AvgVanillaIw,VarDiscRet,AvgRet,ESSClassic,VarJ,VarVanillaIw,AvgNormIw,AvgEpLen,VarRet,ESSRenyi,eRenyi2
-2269.909742770197,-69.3984,1.840879e-18,3.6742873,0.040072475,0.00018521893,-2269.909742770197,100,-854.35565,2.0076977e-20,0.91691047,5660910.817268638,-2269.909742770197,35.289954436247186,195.99597,1.5571816,0.010000002,200.0,5660910.817268638,38.13959900127686,2.6219468
-39.81179697776442,-16.03145,0.21571472,1.2174569,0.011772556,4.351256e-06,-39.81179697776442,100,-269.1853,0.0020859167,1.0341483,85107.79881332525,-39.81179697776442,95.87017436538221,61.823334,0.046535064,0.01,200.0,85107.79881332525,94.58510221227179,1.057249
-37.13657207332847,-15.140703,0.170708,1.2023122,0.011799204,4.486673e-06,-37.13657207332847,100,-240.4403,0.0016752875,1.0189774,67680.71210470572,-37.13657207332847,95.74709687688869,44.54748,0.046585795,0.01,200.0,67680.71210470572,95.15149349680782,1.0509557
-8.433109299345942,-7.620833,0.0009251707,2.246495,0.024908248,7.645284e-05,-8.433109299345942,100,-10.690019,1.0257928e-05,0.90190804,64.77365742079192,-8.433109299345942,56.91898686692718,9.947348,0.6218965,0.01,200.0,64.77365742079192,61.57513607683973,1.6240321
-7.564617842221148,-6.9987965,0.12488627,2.5155296,0.025957024,2.5066629e-05,-7.564617842221148,100,-9.687497,0.0012886652,0.9691133,57.964660749817924,-7.564617842221148,80.11796095854945,7.425591,0.23542096,0.01,200.0,57.964660749817924,79.51891698307303,1.2575624
-7.6372401791303375,-7.389871,0.42798066,1.6866475,0.018317154,1.0294707e-05,-7.6372401791303375,100,-9.694254,0.0046479106,0.92080224,57.25257565558282,-7.6372401791303375,90.75088139238143,7.6418233,0.08728641,0.01,200.0,57.25257565558282,88.2960063794188,1.132554
-8.903227898298729,-8.284032,0.0062965658,1.661204,0.017651105,3.1207703e-05,-8.903227898298729,100,-10.865102,6.69041e-05,0.94113314,56.08218373934931,-8.903227898298729,76.39675222849418,7.3324027,0.27641642,0.009999999,200.0,56.08218373934931,76.80494797501146,1.3019994
-9.099536867428782,-7.7409563,0.00019296157,2.568133,0.027492948,8.9260146e-05,-9.099536867428782,100,-10.50358,2.0657349e-06,0.9341061,58.56795852803787,-9.099536867428782,53.087711376261375,9.550342,0.7788431,0.01,200.0,58.56795852803787,55.31945593552282,1.8076823
-7.816562001418747,-2.5381389,,8.819656,0.12072306,0.0007065214,-7.816562001418747,100,-7.433594,,0.7305693,56.88018835428933,-7.816562001418747,12.508501468110648,6.7022524,3.7709274,0.010000002,200.0,56.88018835428933,16.001065744811648,6.2495837
-7.065182286521994,-6.285117,0.02528708,2.3114977,0.02196933,4.4789565e-05,-7.065182286521994,100,-8.698214,0.00024033777,1.0521476,47.20183938530713,-7.065182286521994,69.28005859712671,7.7902884,0.49582708,0.01,200.0,47.20183938530713,68.54770220453796,1.4588381
