VarDiscRet,eRenyi2,AvgRet,MinVanillaIw,AvgNormIw,VarVanillaIw,AvgVanillaIw,VarJ,ESSRenyi,J,MaxVanillaIw,MinNormIw,MaxNormIw,Bound,BatchSize,AvgDiscRet,AvgEpLen,VarRet,ESSClassic,VarNormIw
3680974.578020517,2.1125252,-1439.2221432774563,9.601511e-12,0.01,1.0567828,0.84963137,47.665512,47.33671287398682,-22.966772,2.8951488,1.1300797e-13,0.034075353,-254.04085,100,-1439.2221432774563,200.0,3680974.578020517,40.827898257689256,0.0001463945
101.07751959339646,36.924366,-11.762813427102655,,0.01,7.2243533,0.45934278,9.745511,2.7082387821438316,-1.633913,22.852821,,0.4975113,-5.888541,100,-11.762813427102655,200.0,101.07751959339646,2.8655814672301956,0.0034239325
64.42069396367593,21.074139,-9.203305843250416,,0.01,5.6402164,0.28150746,11.848379,4.745152421259711,-5.751348,23.629684,,0.8393982,-4.7178874,100,-9.203305843250416,200.0,64.42069396367593,1.399356766077563,0.0071173166
65.2338266626035,33.24377,-8.856479063381007,,0.010000002,0.16559897,0.057459835,32.116413,3.0080823624113635,-5.545987,3.901551,,0.6790049,-4.2352166,100,-8.856479063381007,200.0,65.2338266626035,1.974133878766955,0.0050156675
57.94398287378643,28.779888,-8.833868856468941,,0.010000002,16.275307,0.6287319,5.532608,3.4746486667395677,-1.6186665,31.918957,,0.507672,-4.452182,100,-8.833868856468941,200.0,57.94398287378643,2.3946395490068997,0.004117165
66.48675603833912,34.21777,-9.227049628387949,1.830606e-33,0.01,7.405959,0.48113614,38.10764,2.9224581585048712,-6.0031047,21.874872,3.804757e-35,0.45465037,-6.8997936,100,-9.227049628387949,200.0,66.48675603833912,3.06069088936433,0.0031992283
61.341125192702634,33.00436,-9.554499524958112,,0.01,24.764818,0.6748452,5.2827525,3.0299026976171115,-1.1084225,48.680695,,0.7213609,-4.5322046,100,-9.554499524958112,200.0,61.341125192702634,1.8236629875781105,0.005437849
71.0849112795189,28.78647,-8.869347269208818,,0.01,6.531566,0.31106338,10.361971,3.473854160116737,-2.8293083,25.377474,,0.8158297,-4.684567,100,-8.869347269208818,200.0,71.0849112795189,1.4743290447552784,0.0067502493
62.79900985833195,3.3994706,-9.629922750880741,0.03209854,0.010000002,0.8544881,0.83934903,12.198293,29.416345283307475,-10.221386,5.8403654,0.00038242183,0.06958208,-9.808146,100,-9.629922750880741,200.0,62.79900985833195,45.4388612795894,0.00012128881
65.1148759545856,3.0360858,-9.335887708781465,0.016442414,0.01,0.9962837,0.83987445,13.30803,32.93714510619261,-9.996401,5.4395275,0.0001957723,0.06476596,-9.578242,100,-9.335887708781465,200.0,65.1148759545856,41.69680420912768,0.0001412389
54.128792802965805,1.484198,-8.402670399848423,0.7583275,0.01,0.14242555,0.9818148,7.525331,67.37645633397602,-8.101907,2.8687706,0.0077237324,0.029219061,-8.708398,100,-8.402670399848423,200.0,54.128792802965805,87.23926596706666,1.4775043e-05
64.44565763781591,8.7668295,-9.566980204205187,9.1573864e-05,0.01,2.551407,0.8400554,10.50805,11.406632250178864,-9.086684,9.909418,1.0900932e-06,0.11796148,-9.632397,100,-9.566980204205187,200.0,64.44565763781591,21.837356215454086,0.00036154632
60.003151070895086,70.25312,-9.036651694209061,,0.009999998,3.6837165,0.21862698,12.770003,1.423424317650203,-3.7086878,19.160563,,0.8764043,-6.2713065,100,-9.036651694209061,200.0,60.003151070895086,1.2936924080811623,0.0077068824
62.03234283429098,1.2993097,-7.505467997210117,0.005158493,0.010000002,0.4368236,0.9703402,8.736087,76.96394296933777,-6.799295,1.6631616,5.3161693e-05,0.017139984,-7.3526807,100,-7.505467997210117,200.0,62.03234283429098,68.52614973611949,4.639359e-05
68.00051239384737,1.0351812,-9.352195547068117,0.52789605,0.01,0.07987425,0.99027747,8.45518,96.60144852516702,-9.154366,1.1612954,0.0053307894,0.01172697,-9.77099,100,-9.352195547068117,200.0,68.00051239384737,92.53809638711255,8.145032e-06
