eRenyi2,VanillaAvgRet,AvgRet,J,MinVanillaIw,AvgNormIw,MinNormIw,AvgDiscRet,Bound,ESSRenyi,AvgVanillaIw,VarNormIw,EpsThisIter,VarJ,MaxNormIw,MaxVanillaIw,IterType,VarRet,ESSClassic,AvgEpLen,Delta,VarDiscRet,BatchSize,VarVanillaIw
1.0,-40.8484276469,-40.8484276469,-33.7293,1.0,0.00333333,0.00333333,-40.8484276469,-37.5012,500.0,1.0,5.43914e-20,100,85.5213,0.00333333,1.0,2,7219.17571226,299.999969474,256.88,0.8,7219.17571226,500,
1.0,-17.6136241236,-17.6136241236,-29.7004,1.0,0.0025,0.0025,-17.6136241236,-32.9669,500.0,1.0,5.4346e-20,100,85.3187,0.0025,1.0,2,7051.15935363,400.0,322.02,0.8,7051.15935363,500,
4.27924,-29.6102331723,-29.6102331723,-12.0253,0.006632,0.002,1.22374e-05,-29.6102331723,-18.0693,116.843239273,1.08389,1.39985e-05,100,163.614,0.0642796,34.8361,1,7280.49927093,111.293450892,283.0,0.8,7280.49927093,500,4.11144
1.0,-33.8274513514,-33.8274513514,-33.8274,1.0,0.01,0.01,-33.8274513514,-40.1327,500.0,1.0,3.50449e-18,100,85.3035,0.01,1.0,2,7350.19518548,100.0,265.1,0.8,7350.19518548,500,
1.0,-27.9310054162,-27.9310054162,-30.8792,1.0,0.005,0.005,-27.9310054162,-35.4298,500.0,1.0,2.1793e-19,100,85.8056,0.005,1.0,2,7506.20076195,200.000000102,287.18,0.8,7506.20076195,500,
1.0,-35.7837856995,-35.7837856995,-32.5141,1.0,0.00333333,0.00333333,-35.7837856995,-36.2744,500.0,1.0,5.43914e-20,100,85.4937,0.00333333,1.0,2,7258.86410636,299.999969474,271.93,0.8,7258.86410636,500,
1.0,-36.5573248266,-36.5573248266,-33.5249,1.0,0.0025,0.0025,-36.5573248266,-36.7896,500.0,1.0,5.4346e-20,100,85.1195,0.0025,1.0,2,7112.68832394,400.0,268.46,0.8,7112.68832394,500,
67.8893,-25.2092371477,-25.2092371477,28.9936,4.00358e-13,0.002,6.71713e-16,-25.2092371477,4.93392,7.36492781278,1.19205,0.000232366,100,251.659,0.311934,185.921,1,7512.29784079,8.47813542025,291.27,0.8,7512.29784079,500,82.5469
1.0,-39.4945229539,-39.4945229539,-39.4945,1.0,0.01,0.01,-39.4945229539,-45.876,500.0,1.0,3.50449e-18,100,84.4404,0.01,1.0,2,7202.20716216,100.0,265.91,0.8,7202.20716216,500,
1.0,-14.9483027341,-14.9483027341,-27.2214,1.0,0.005,0.005,-14.9483027341,-31.7338,500.0,1.0,2.1793e-19,100,85.4417,0.005,1.0,2,7241.5564212,200.000000102,317.28,0.8,7241.5564212,500,
1.0,-27.1484906893,-27.1484906893,-27.1971,1.0,0.00333333,0.00333333,-27.1484906893,-30.9338,500.0,1.0,5.43914e-20,100,85.7612,0.00333333,1.0,2,7539.76725188,299.999969474,293.68,0.8,7539.76725188,500,
1.0,-34.8788126976,-34.8788126976,-29.1175,1.0,0.0025,0.0025,-34.8788126976,-32.3536,500.0,1.0,5.4346e-20,100,85.8223,0.0025,1.0,2,7426.90740901,400.0,261.24,0.8,7426.90740901,500,
102.119,-29.3970711412,-29.3970711412,54.5811,,0.002,,-29.3970711412,25.3316,4.89622565671,2.02287,0.000515984,100,138.203,0.398468,403.024,1,7333.45330582,3.8539236198,287.21,0.8,7333.45330582,500,527.85
1.0,-25.6162600712,-25.6162600712,-25.6163,1.0,0.01,0.01,-25.6162600712,-32.0053,500.0,1.0,3.50449e-18,100,86.8124,0.01,1.0,2,7612.52517098,100.0,291.88,0.8,7612.52517098,500,
1.0,-22.8448895532,-22.8448895532,-24.2306,1.0,0.005,0.005,-22.8448895532,-28.7761,500.0,1.0,2.1793e-19,100,86.0597,0.005,1.0,2,7345.75747096,200.000000102,307.56,0.8,7345.75747096,500,
1.0,-36.8635069751,-36.8635069751,-28.4416,1.0,0.00333333,0.00333333,-36.8635069751,-32.153,500.0,1.0,5.43914e-20,100,85.1759,0.00333333,1.0,2,6915.01120218,299.999969474,264.49,0.8,6915.01120218,500,
1.0,-26.0345789072,-26.0345789072,-27.8398,1.0,0.0025,0.0025,-26.0345789072,-31.054,500.0,1.0,5.4346e-20,100,85.2982,0.0025,1.0,2,7408.10182615,400.0,281.69,0.8,7408.10182615,500,
35.6739,-17.1684919921,-17.1684919921,34.8963,1.39577e-22,0.002,1.83535e-25,-17.1684919921,17.5713,14.0158668698,1.52098,0.000322425,100,308.169,0.379167,288.353,1,7532.36489319,6.13910883741,308.81,0.8,7532.36489319,500,186.473
1.0,-13.2219588897,-13.2219588897,-13.222,1.0,0.01,0.01,-13.2219588897,-19.6686,500.0,1.0,3.50449e-18,100,84.7945,0.01,1.0,2,7262.72727513,100.0,330.89,0.8,7262.72727513,500,
1.0,-28.9327744372,-28.9327744372,-21.0774,1.0,0.005,0.005,-28.9327744372,-25.6358,500.0,1.0,2.1793e-19,100,85.9349,0.005,1.0,2,7531.42250265,200.000000102,279.83,0.8,7531.42250265,500,
1.0,-11.2149455285,-11.2149455285,-17.7899,1.0,0.00333333,0.00333333,-11.2149455285,-21.5119,500.0,1.0,5.43914e-20,100,85.507,0.00333333,1.0,2,7171.5637948,299.999969474,326.94,0.8,7171.5637948,500,
1.0,-29.9987044753,-29.9987044753,-20.8421,1.0,0.0025,0.0025,-29.9987044753,-24.0654,500.0,1.0,5.4346e-20,100,85.2174,0.0025,1.0,2,7072.67203763,400.0,289.81,0.8,7072.67203763,500,
89.7588,-31.3553424732,-31.3553424732,52.9507,2.14246e-19,0.002,2.08652e-22,-31.3553424732,25.6365,5.57048418571,2.05362,0.000244975,100,215.905,0.231048,237.242,1,7533.93457441,8.04877155839,277.95,0.8,7533.93457441,500,258.286
1.0,-44.7089067447,-44.7089067447,-44.7089,1.0,0.01,0.01,-44.7089067447,-50.9964,500.0,1.0,3.50449e-18,100,83.8036,0.01,1.0,2,7093.9899508,100.0,245.6,0.8,7093.9899508,500,
1.0,-28.6486657994,-28.6486657994,-36.6788,1.0,0.005,0.005,-28.6486657994,-41.2147,500.0,1.0,2.1793e-19,100,85.0174,0.005,1.0,2,7377.67029864,200.000000102,288.51,0.8,7377.67029864,500,
1.0,-28.2083273481,-28.2083273481,-33.8553,1.0,0.00333333,0.00333333,-28.2083273481,-37.5588,500.0,1.0,5.43914e-20,100,85.3447,0.00333333,1.0,2,7421.60679488,299.999969474,286.01,0.8,7421.60679488,500,
1.0,-30.5788588498,-30.5788588498,-33.0362,1.0,0.0025,0.0025,-30.5788588498,-36.2435,500.0,1.0,5.4346e-20,100,85.277,0.0025,1.0,2,7302.50450356,400.0,278.74,0.8,7302.50450356,500,
125.201,-22.8628919494,-22.8628919494,49.257,,0.002,,-22.8628919494,17.1578,3.99359231233,1.71625,0.00104732,100,234.838,0.718885,616.894,1,7491.06225681,1.90616377387,308.71,0.8,7491.06225681,500,771.229
1.0,-39.8827368216,-39.8827368216,-39.8827,1.0,0.01,0.01,-39.8827368216,-46.2252,500.0,1.0,3.50449e-18,100,84.8312,0.01,1.0,2,7269.01980208,100.0,263.72,0.8,7269.01980208,500,
1.0,-18.7068804708,-18.7068804708,-29.2948,1.0,0.005,0.005,-18.7068804708,-33.7796,500.0,1.0,2.1793e-19,100,85.0853,0.005,1.0,2,7129.76413738,200.000000102,302.87,0.8,7129.76413738,500,
1.0,-41.607586652,-41.607586652,-33.3991,1.0,0.00333333,0.00333333,-41.607586652,-37.0609,500.0,1.0,5.43914e-20,100,85.0067,0.00333333,1.0,2,7170.05800602,299.999969474,256.28,0.8,7170.05800602,500,
1.0,-34.2942463963,-34.2942463963,-33.6229,1.0,0.0025,0.0025,-34.2942463963,-36.8339,500.0,1.0,5.4346e-20,100,84.7529,0.0025,1.0,2,7124.45952001,400.0,267.19,0.8,7124.45952001,500,
1.02389,-38.4250368165,-38.4250368165,-32.545,0.822502,0.002,0.00163146,-38.4250368165,-35.4511,488.331765833,1.0083,1.23092e-07,100,86.0808,0.00616525,3.10822,1,6979.54826691,485.101523735,259.16,0.8,6979.54826691,500,0.0312863
1.0,-16.8147571342,-16.8147571342,-16.8148,1.0,0.01,0.01,-16.8147571342,-23.2235,500.0,1.0,3.50449e-18,100,86.5167,0.01,1.0,2,7560.745779,100.0,316.37,0.8,7560.745779,500,
1.0,-10.4177609935,-10.4177609935,-13.6163,1.0,0.005,0.005,-10.4177609935,-18.2246,500.0,1.0,2.1793e-19,100,84.5662,0.005,1.0,2,6865.94023087,200.000000102,334.31,0.8,6865.94023087,500,
1.0,-32.3176215679,-32.3176215679,-19.85,1.0,0.00333333,0.00333333,-32.3176215679,-23.6127,500.0,1.0,5.43914e-20,100,85.737,0.00333333,1.0,2,7592.39654805,299.999969474,275.36,0.8,7592.39654805,500,
1.0,-37.6168085663,-37.6168085663,-24.2917,1.0,0.0025,0.0025,-37.6168085663,-27.5503,500.0,1.0,5.4346e-20,100,85.8091,0.0025,1.0,2,7235.87900044,400.0,258.81,0.8,7235.87900044,500,
1.22425,-30.6455528103,-30.6455528103,-22.5765,0.238847,0.002,0.000477061,-30.6455528103,-25.8014,408.412612122,1.00133,8.0482e-07,100,94.6468,0.00836926,4.19018,1,7646.44206579,416.388195145,276.37,0.8,7646.44206579,500,0.201739
1.0,-41.7664379548,-41.7664379548,-41.7664,1.0,0.01,0.01,-41.7664379548,-48.2447,500.0,1.0,3.50449e-18,100,83.7808,0.01,1.0,2,7090.12096325,100.0,258.0,0.8,7090.12096325,500,
1.0,-35.4308685494,-35.4308685494,-38.5987,1.0,0.005,0.005,-35.4308685494,-43.1795,500.0,1.0,2.1793e-19,100,83.5458,0.005,1.0,2,6990.41234138,200.000000102,276.02,0.8,6990.41234138,500,
1.0,-21.2783663135,-21.2783663135,-32.8252,1.0,0.00333333,0.00333333,-21.2783663135,-36.5654,500.0,1.0,5.43914e-20,100,84.2694,0.00333333,1.0,2,7216.37731184,299.999969474,306.89,0.8,7216.37731184,500,
1.0,-33.3402991158,-33.3402991158,-32.954,1.0,0.0025,0.0025,-33.3402991158,-36.1931,500.0,1.0,5.4346e-20,100,84.6141,0.0025,1.0,2,7408.03674802,400.0,272.26,0.8,7408.03674802,500,
16.6973,-22.4735974292,-22.4735974292,3.53469,5.25226e-09,0.002,6.90468e-12,-22.4735974292,-8.30376,29.9449543967,1.52136,0.000183299,100,455.24,0.289835,220.472,1,7608.82280236,10.6990500282,302.7,0.8,7608.82280236,500,106.063
1.0,-51.3599740097,-51.3599740097,-51.36,1.0,0.01,0.01,-51.3599740097,-57.6588,500.0,1.0,3.50449e-18,100,80.1609,0.01,1.0,2,6490.6721252,100.0,228.03,0.8,6490.6721252,500,
1.0,-26.9930325275,-26.9930325275,-39.1765,1.0,0.005,0.005,-26.9930325275,-43.686,500.0,1.0,2.1793e-19,100,83.1797,0.005,1.0,2,7186.97299782,200.000000102,295.13,0.8,7186.97299782,500,
1.0,-25.9993214993,-25.9993214993,-34.7841,1.0,0.00333333,0.00333333,-25.9993214993,-38.5214,500.0,1.0,5.43914e-20,100,83.7909,0.00333333,1.0,2,7181.07392034,299.999969474,295.34,0.8,7181.07392034,500,
1.0,-24.3243705122,-24.3243705122,-32.1692,1.0,0.0025,0.0025,-24.3243705122,-35.4063,500.0,1.0,5.4346e-20,100,84.5239,0.0025,1.0,2,7507.4186002,400.0,304.62,0.8,7507.4186002,500,
1.0,-36.5354230238,-36.5354230238,-33.0424,1.0,0.002,0.002,-36.5354230238,-35.9378,500.0,1.0,5.43187e-20,100,84.8654,0.002,1.0,1,7493.22184105,500.000006643,264.22,0.8,7493.22184105,500,
1.0,-32.6008151599,-32.6008151599,-32.6008,1.0,0.01,0.01,-32.6008151599,-39.0102,500.0,1.0,3.50449e-18,100,85.9953,0.01,1.0,2,7469.88631192,100.0,279.0,0.8,7469.88631192,500,
1.0,-17.3561161476,-17.3561161476,-24.9785,1.0,0.005,0.005,-17.3561161476,-29.5106,500.0,1.0,2.1793e-19,100,86.7002,0.005,1.0,2,7598.45559211,200.000000102,314.75,0.8,7598.45559211,500,
1.0,-15.3923771342,-15.3923771342,-21.7831,1.0,0.00333333,0.00333333,-15.3923771342,-25.4836,500.0,1.0,5.43914e-20,100,86.2513,0.00333333,1.0,2,7295.67758739,299.999969474,321.72,0.8,7295.67758739,500,
1.0,-34.6323886631,-34.6323886631,-24.9954,1.0,0.0025,0.0025,-34.6323886631,-28.2001,500.0,1.0,5.4346e-20,100,86.3372,0.0025,1.0,2,7449.23849894,400.0,272.88,0.8,7449.23849894,500,
1.0,-41.7428957687,-41.7428957687,-28.3449,1.0,0.002,0.002,-41.7428957687,-31.2113,500.0,1.0,5.43187e-20,100,86.0191,0.002,1.0,1,7025.87248725,500.000006643,255.77,0.8,7025.87248725,500,
1.0,-19.5595574963,-19.5595574963,-19.5596,1.0,0.01,0.01,-19.5595574963,-25.8064,500.0,1.0,3.50449e-18,100,86.507,0.01,1.0,2,7559.05977035,100.0,305.85,0.8,7559.05977035,500,
1.0,-24.8031838203,-24.8031838203,-22.1814,1.0,0.005,0.005,-24.8031838203,-26.7044,500.0,1.0,2.1793e-19,100,86.9372,0.005,1.0,2,7695.88509856,200.000000102,300.99,0.8,7695.88509856,500,
1.0,-38.9319200285,-38.9319200285,-27.7649,1.0,0.00333333,0.00333333,-38.9319200285,-31.557,500.0,1.0,5.43914e-20,100,86.9595,0.00333333,1.0,2,7457.26273929,299.999969474,272.0,0.8,7457.26273929,500,
1.0,-35.7395960814,-35.7395960814,-29.7586,1.0,0.0025,0.0025,-35.7395960814,-33.0426,500.0,1.0,5.4346e-20,100,86.4747,0.0025,1.0,2,7250.37899966,400.0,270.78,0.8,7250.37899966,500,
1.0,-20.5707815463,-20.5707815463,-27.921,1.0,0.002,0.002,-20.5707815463,-30.8583,500.0,1.0,5.43187e-20,100,86.2591,0.002,1.0,1,7297.12779752,500.000006643,303.92,0.8,7297.12779752,500,
1.0,-21.0963099799,-21.0963099799,-21.0963,1.0,0.01,0.01,-21.0963099799,-27.4607,500.0,1.0,3.50449e-18,100,86.3388,0.01,1.0,2,7529.67890833,100.0,301.69,0.8,7529.67890833,500,
1.0,-32.081843831,-32.081843831,-26.5891,1.0,0.005,0.005,-32.081843831,-31.0952,500.0,1.0,2.1793e-19,100,85.4282,0.005,1.0,2,7152.74394741,200.000000102,278.09,0.8,7152.74394741,500,
1.0,-26.4464350501,-26.4464350501,-26.5415,1.0,0.00333333,0.00333333,-26.4464350501,-30.2208,500.0,1.0,5.43914e-20,100,85.8286,0.00333333,1.0,2,7579.47536851,299.999969474,287.02,0.8,7579.47536851,500,
1.0,-33.9172351824,-33.9172351824,-28.3855,1.0,0.0025,0.0025,-33.9172351824,-31.607,500.0,1.0,5.4346e-20,100,85.5946,0.0025,1.0,2,7237.65410141,400.0,270.48,0.8,7237.65410141,500,
1.0,-33.9315167739,-33.9315167739,-29.4947,1.0,0.002,0.002,-33.9315167739,-32.3761,500.0,1.0,5.43187e-20,100,86.0038,0.002,1.0,1,7730.28706574,500.000006643,265.88,0.8,7730.28706574,500,
1.0,-26.3615810015,-26.3615810015,-26.3616,1.0,0.01,0.01,-26.3615810015,-32.7471,500.0,1.0,3.50449e-18,100,84.576,0.01,1.0,2,7225.34906375,100.0,305.3,0.8,7225.34906375,500,
1.0,-27.9952533913,-27.9952533913,-27.1784,1.0,0.005,0.005,-27.9952533913,-31.6937,500.0,1.0,2.1793e-19,100,84.7176,0.005,1.0,2,7272.43029539,200.000000102,291.17,0.8,7272.43029539,500,
1.0,-32.2554459376,-32.2554459376,-28.8708,1.0,0.00333333,0.00333333,-32.2554459376,-32.7015,500.0,1.0,5.43914e-20,100,84.756,0.00333333,1.0,2,7251.95635035,299.999969474,284.5,0.8,7251.95635035,500,
1.0,-18.5852557656,-18.5852557656,-26.2994,1.0,0.0025,0.0025,-18.5852557656,-29.6169,500.0,1.0,5.4346e-20,100,84.6894,0.0025,1.0,2,7130.39094155,400.0,315.34,0.8,7130.39094155,500,
1.0,-37.4314625265,-37.4314625265,-28.5255,0.999839,0.002,0.00199968,-37.4314625265,-31.4928,500.0,1.0,3.60333e-15,100,84.7785,0.00200026,1.00013,1,7220.88107477,499.999921343,265.04,0.8,7220.88107477,500,9.00809e-10
1.0,-26.6629074232,-26.6629074232,-26.6629,1.0,0.01,0.01,-26.6629074232,-33.061,500.0,1.0,3.50449e-18,100,83.774,0.01,1.0,2,7088.96985982,100.0,295.96,0.8,7088.96985982,500,
1.0,-28.026459518,-28.026459518,-27.3447,1.0,0.005,0.005,-28.026459518,-31.8688,500.0,1.0,2.1793e-19,100,83.9636,0.005,1.0,2,7152.2712966,200.000000102,292.03,0.8,7152.2712966,500,
1.0,-29.2205766301,-29.2205766301,-27.97,1.0,0.00333333,0.00333333,-29.2205766301,-31.7064,500.0,1.0,5.43914e-20,100,85.2682,0.00333333,1.0,2,7787.78200981,299.999969474,286.37,0.8,7787.78200981,500,
1.0,-30.1870167856,-30.1870167856,-28.5242,1.0,0.0025,0.0025,-30.1870167856,-31.76,500.0,1.0,5.4346e-20,100,85.2687,0.0025,1.0,2,7340.69746311,400.0,289.48,0.8,7340.69746311,500,
1.0,-32.4024087584,-32.4024087584,-29.2999,1.0,0.002,0.002,-32.4024087584,-32.1941,500.0,1.0,5.43187e-20,100,85.3036,0.002,1.0,1,7362.10384544,500.000006643,272.53,0.8,7362.10384544,500,
1.0,-46.3100477604,-46.3100477604,-46.31,1.0,0.01,0.01,-46.3100477604,-52.7505,500.0,1.0,3.50449e-18,100,81.6088,0.01,1.0,2,6727.26736427,100.0,241.02,0.8,6727.26736427,500,
1.0,-26.29481513,-26.29481513,-36.3024,1.0,0.005,0.005,-26.29481513,-40.8722,500.0,1.0,2.1793e-19,100,85.1917,0.005,1.0,2,7732.26054329,200.000000102,291.32,0.8,7732.26054329,500,
1.0,-26.7004037282,-26.7004037282,-33.1018,1.0,0.00333333,0.00333333,-26.7004037282,-36.8329,500.0,1.0,5.43914e-20,100,85.0802,0.00333333,1.0,2,7211.31098493,299.999969474,296.48,0.8,7211.31098493,500,
1.0,-30.7041348367,-30.7041348367,-32.5023,1.0,0.0025,0.0025,-30.7041348367,-35.7336,500.0,1.0,5.4346e-20,100,85.2368,0.0025,1.0,2,7415.21821246,400.0,290.79,0.8,7415.21821246,500,
1.0,-38.1619190215,-38.1619190215,-33.6343,1.0,0.002,0.002,-38.1619190215,-36.5244,500.0,1.0,5.43187e-20,100,84.9256,0.002,1.0,1,7045.31946437,500.000006643,268.19,0.8,7045.31946437,500,
1.0,-22.8173548641,-22.8173548641,-22.8174,1.0,0.01,0.01,-22.8173548641,-29.2141,500.0,1.0,3.50449e-18,100,83.9005,0.01,1.0,2,7110.39266161,100.0,300.32,0.8,7110.39266161,500,
1.0,-36.3196779444,-36.3196779444,-29.5685,1.0,0.005,0.005,-36.3196779444,-34.1623,500.0,1.0,2.1793e-19,100,85.7373,0.005,1.0,2,7647.81808307,200.000000102,269.66,0.8,7647.81808307,500,
1.0,-32.1721548207,-32.1721548207,-30.4364,1.0,0.00333333,0.00333333,-32.1721548207,-34.1872,500.0,1.0,5.43914e-20,100,86.0494,0.00333333,1.0,2,7583.04178096,299.999969474,271.77,0.8,7583.04178096,500,
1.0,-52.0891942082,-52.0891942082,-35.8496,1.0,0.0025,0.0025,-52.0891942082,-39.0979,500.0,1.0,5.4346e-20,100,85.7131,0.0025,1.0,2,6890.69004584,400.0,235.42,0.8,6890.69004584,500,
1.0,-26.3836349335,-26.3836349335,-33.9564,1.0,0.002,0.002,-26.3836349335,-36.8618,500.0,1.0,5.43187e-20,100,85.8735,0.002,1.0,1,7487.56790647,500.000006643,287.12,0.8,7487.56790647,500,
1.0,-29.4550441443,-29.4550441443,-29.455,1.0,0.01,0.01,-29.4550441443,-36.1162,500.0,1.0,3.50449e-18,100,85.4616,0.01,1.0,2,7377.45792979,100.0,282.99,0.8,7377.45792979,500,
1.0,-37.1648041218,-37.1648041218,-33.3099,1.0,0.005,0.005,-37.1648041218,-38.0201,500.0,1.0,2.1793e-19,100,84.8713,0.005,1.0,2,7144.31207761,200.000000102,265.08,0.8,7144.31207761,500,
1.0,-26.6973383099,-26.6973383099,-31.1057,1.0,0.00333333,0.00333333,-26.6973383099,-34.9516,500.0,1.0,5.43914e-20,100,85.4528,0.00333333,1.0,2,7546.562055,299.999969474,296.46,0.8,7546.562055,500,
1.0,-16.9709127253,-16.9709127253,-27.572,1.0,0.0025,0.0025,-16.9709127253,-30.9026,500.0,1.0,5.4346e-20,100,85.8624,0.0025,1.0,2,7508.15995624,400.0,310.1,0.8,7508.15995624,500,
1.0,-34.071649167,-34.071649167,-28.872,1.0,0.002,0.002,-34.071649167,-31.8509,500.0,1.0,5.43187e-20,100,85.8001,0.002,1.0,1,7358.61569437,500.000006643,271.36,0.8,7358.61569437,500,
1.0,-29.7883462905,-29.7883462905,-29.7883,1.0,0.01,0.01,-29.7883462905,-36.1302,500.0,1.0,3.50449e-18,100,86.204,0.01,1.0,2,7506.18973056,100.0,282.28,0.8,7506.18973056,500,
1.0,-38.0050696066,-38.0050696066,-33.8967,1.0,0.005,0.005,-38.0050696066,-38.4195,500.0,1.0,2.1793e-19,100,86.1104,0.005,1.0,2,7439.52179769,200.000000102,264.45,0.8,7439.52179769,500,
1.0,-37.6572511263,-37.6572511263,-35.1502,1.0,0.00333333,0.00333333,-37.6572511263,-38.843,500.0,1.0,5.43914e-20,100,85.5516,0.00333333,1.0,2,7189.65979219,299.999969474,272.1,0.8,7189.65979219,500,
1.0,-36.0614169572,-36.0614169572,-35.378,1.0,0.0025,0.0025,-36.0614169572,-38.5996,500.0,1.0,5.4346e-20,100,85.1802,0.0025,1.0,2,7136.20404377,400.0,260.95,0.8,7136.20404377,500,
1.0,-30.1538673719,-30.1538673719,-34.3332,0.999987,0.002,0.00199997,-30.1538673719,-37.2146,500.0,1.0,2.9354e-17,100,85.3092,0.00200002,1.00001,1,7417.94689786,499.999969872,282.03,0.8,7417.94689786,500,7.32187e-12
1.0,-42.6261962979,-42.6261962979,-42.6262,1.0,0.01,0.01,-42.6261962979,-48.9282,500.0,1.0,3.50449e-18,100,84.2776,0.01,1.0,2,7174.46257963,100.0,255.63,0.8,7174.46257963,500,
1.0,-39.9505734547,-39.9505734547,-41.2884,1.0,0.005,0.005,-39.9505734547,-45.8521,500.0,1.0,2.1793e-19,100,84.6516,0.005,1.0,2,7298.46599652,200.000000102,259.81,0.8,7298.46599652,500,
1.0,-21.5120633304,-21.5120633304,-34.6963,1.0,0.00333333,0.00333333,-21.5120633304,-38.6095,500.0,1.0,5.43914e-20,100,85.5581,0.00333333,1.0,2,7442.46601362,299.999969474,314.2,0.8,7442.46601362,500,
1.0,-21.5134699335,-21.5134699335,-31.4006,1.0,0.0025,0.0025,-21.5134699335,-34.7895,500.0,1.0,5.4346e-20,100,85.9625,0.0025,1.0,2,7542.73510987,400.0,303.51,0.8,7542.73510987,500,
1.0,-20.5313608767,-20.5313608767,-29.2267,1.0,0.002,0.002,-20.5313608767,-32.2579,500.0,1.0,5.43187e-20,100,86.2186,0.002,1.0,1,7591.38856694,500.000006643,308.07,0.8,7591.38856694,500,
1.0,-28.789748291,-28.789748291,-28.7897,1.0,0.01,0.01,-28.789748291,-35.2027,500.0,1.0,3.50449e-18,100,87.3169,0.01,1.0,2,7701.24871204,100.0,290.97,0.8,7701.24871204,500,
1.0,-20.1074777963,-20.1074777963,-24.4486,1.0,0.005,0.005,-20.1074777963,-28.9833,500.0,1.0,2.1793e-19,100,86.8095,0.005,1.0,2,7484.69936094,200.000000102,311.33,0.8,7484.69936094,500,
1.0,-13.6015524361,-13.6015524361,-20.8329,1.0,0.00333333,0.00333333,-13.6015524361,-24.5354,500.0,1.0,5.43914e-20,100,86.9118,0.00333333,1.0,2,7586.61964755,299.999969474,319.74,0.8,7586.61964755,500,
1.0,-33.477901968,-33.477901968,-23.9942,1.0,0.0025,0.0025,-33.477901968,-27.2006,500.0,1.0,5.4346e-20,100,87.2133,0.0025,1.0,2,7720.96000104,400.0,268.12,0.8,7720.96000104,500,
1.0,-30.9395590066,-30.9395590066,-25.3832,1.0,0.002,0.002,-30.9395590066,-28.2512,500.0,1.0,5.43187e-20,100,87.1158,0.002,1.0,1,7558.15325132,500.000006643,276.93,0.8,7558.15325132,500,
1.0,-23.7059927729,-23.7059927729,-23.706,1.0,0.01,0.01,-23.7059927729,-30.144,500.0,1.0,3.50449e-18,100,85.094,0.01,1.0,2,7314.1280314,100.0,298.98,0.8,7314.1280314,500,
1.0,-28.2434584871,-28.2434584871,-25.9747,1.0,0.005,0.005,-28.2434584871,-30.5271,500.0,1.0,2.1793e-19,100,86.0922,0.005,1.0,2,7648.95536566,200.000000102,282.29,0.8,7648.95536566,500,
1.0,-25.6798226794,-25.6798226794,-25.8764,1.0,0.00333333,0.00333333,-25.6798226794,-29.5934,500.0,1.0,5.43914e-20,100,85.692,0.00333333,1.0,2,7278.31412123,299.999969474,297.6,0.8,7278.31412123,500,
1.0,-26.2351575891,-26.2351575891,-25.9661,1.0,0.0025,0.0025,-26.2351575891,-29.1851,500.0,1.0,5.4346e-20,100,85.8094,0.0025,1.0,2,7498.56876209,400.0,291.26,0.8,7498.56876209,500,
1.0,-38.2238580513,-38.2238580513,-28.4177,1.0,0.002,0.002,-38.2238580513,-31.3008,500.0,1.0,5.43187e-20,100,85.7941,0.002,1.0,1,7302.97126516,500.000006643,264.02,0.8,7302.97126516,500,
1.0,-36.8516292483,-36.8516292483,-36.8516,1.0,0.01,0.01,-36.8516292483,-43.1838,500.0,1.0,3.50449e-18,100,84.6495,0.01,1.0,2,7237.9130065,100.0,260.98,0.8,7237.9130065,500,
1.0,-20.9575827064,-20.9575827064,-28.9046,1.0,0.005,0.005,-20.9575827064,-33.5916,500.0,1.0,2.1793e-19,100,85.7515,0.005,1.0,2,7489.69485846,200.000000102,308.91,0.8,7489.69485846,500,
1.0,-16.4642897639,-16.4642897639,-24.7578,1.0,0.00333333,0.00333333,-16.4642897639,-28.5847,500.0,1.0,5.43914e-20,100,85.4469,0.00333333,1.0,2,7165.34534163,299.999969474,316.27,0.8,7165.34534163,500,
1.0,-22.2520930692,-22.2520930692,-24.1314,1.0,0.0025,0.0025,-22.2520930692,-27.4456,500.0,1.0,5.4346e-20,100,85.6661,0.0025,1.0,2,7521.73249668,400.0,299.44,0.8,7521.73249668,500,
1.0,-22.7972037267,-22.7972037267,-23.8646,1.0,0.002,0.002,-22.7972037267,-26.8288,500.0,1.0,5.43187e-20,100,85.7676,0.002,1.0,1,7499.26781716,500.000006643,293.19,0.8,7499.26781716,500,
1.0,-39.4003811998,-39.4003811998,-39.4004,1.0,0.01,0.01,-39.4003811998,-45.7711,500.0,1.0,3.50449e-18,100,85.0075,0.01,1.0,2,7299.26875021,100.0,258.56,0.8,7299.26875021,500,
1.0,-29.9516636081,-29.9516636081,-34.676,1.0,0.005,0.005,-29.9516636081,-39.2215,500.0,1.0,2.1793e-19,100,84.8994,0.005,1.0,2,7217.087608,200.000000102,280.58,0.8,7217.087608,500,
1.0,-30.5307685169,-30.5307685169,-33.2943,1.0,0.00333333,0.00333333,-30.5307685169,-37.0143,500.0,1.0,5.43914e-20,100,85.2332,0.00333333,1.0,2,7441.23804532,299.999969474,280.14,0.8,7441.23804532,500,
1.0,-33.411384344,-33.411384344,-33.3235,1.0,0.0025,0.0025,-33.411384344,-36.5452,500.0,1.0,5.4346e-20,100,85.4266,0.0025,1.0,2,7471.42352704,400.0,272.4,0.8,7471.42352704,500,
