AvgNormIw,Bound,AvgEpLen,MinVanillaIw,eRenyi2,IterType,Delta,AvgVanillaIw,VarNormIw,AvgDiscRet,MaxVanillaIw,MinNormIw,ESSRenyi,VanillaAvgRet,VarRet,BatchSize,AvgRet,EpsThisIter,VarVanillaIw,ESSClassic,VarJ,J,MaxNormIw,VarDiscRet
0.01,-440.45,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.825186111,1.0,0.01,200.0,-406.825186111,1650.30440229,200,-406.825186111,100,,100.0,40.4203,-406.825,0.01,1650.30440229
0.005,-424.352,500.0,0.035106,1.49605,1,0.7,1.02666,1.63131e-05,-403.057603755,5.94223,0.000170971,133.685712339,-403.057603755,1525.02185363,200,-403.057603755,100,0.687787,121.266252317,50.9936,-395.27,0.0289395,1525.02185363
0.01,-444.858,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-409.480121022,1.0,0.01,200.0,-409.480121022,1477.32875424,200,-409.480121022,100,,100.0,38.2434,-409.48,0.01,1477.32875424
0.005,-426.698,500.0,0.0342926,1.24717,1,0.7,1.04889,9.44966e-06,-400.069649807,5.96026,0.000163471,160.363034985,-400.069649807,1856.58263154,200,-400.069649807,100,0.415852,145.338595876,40.3039,-398.536,0.0284121,1856.58263154
0.01,-430.084,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-397.208205863,1.0,0.01,200.0,-397.208205863,1094.04070444,200,-397.208205863,100,,100.0,32.9105,-397.208,0.01,1094.04070444
0.005,-424.104,500.0,0.222767,1.11372,1,0.7,0.999797,3.00883e-06,-404.911196998,1.71078,0.00111406,179.578013692,-404.911196998,1585.60571799,200,-404.911196998,100,0.120304,178.611123654,37.1252,-398.442,0.00855564,1585.60571799
0.01,-436.75,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.76471787,1.0,0.01,200.0,-402.76471787,1406.17937716,200,-402.76471787,100,,100.0,37.3111,-402.765,0.01,1406.17937716
0.005,-426.422,500.0,0.261695,1.09613,1,0.7,1.02562,3.29245e-06,-404.071364137,2.96917,0.00127578,182.460226477,-404.071364137,1248.30997875,200,-404.071364137,100,0.138534,176.828423813,36.761,-401.262,0.0144749,1248.30997875
0.01,-436.782,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.768394972,1.0,0.01,200.0,-402.768394972,1490.23460982,200,-402.768394972,100,,100.0,38.4101,-402.768,0.01,1490.23460982
0.005,-428.146,500.0,0.299355,1.10094,1,0.7,0.985146,2.36318e-06,-405.005633261,1.63525,0.00151934,181.662531299,-405.005633261,1487.86625091,200,-405.005633261,100,0.0917399,182.806210391,37.3069,-401.337,0.00829953,1487.86625091
0.01,-434.083,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.218673975,1.0,0.01,200.0,-398.218673975,1415.81051035,200,-398.218673975,100,,100.0,37.4386,-398.219,0.01,1415.81051035
0.005,-423.636,500.0,0.511222,1.05276,1,0.7,1.00167,1.01888e-06,-399.796283608,1.76148,0.00255185,189.976929486,-399.796283608,1499.67495648,200,-399.796283608,100,0.0408914,192.205780294,37.9191,-397.616,0.00879272,1499.67495648
0.01,-429.839,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.524836468,1.0,0.01,200.0,-398.524836468,1235.22398616,200,-398.524836468,100,,100.0,34.9696,-398.525,0.01,1235.22398616
0.005,-422.725,500.0,0.191585,1.37855,1,0.7,1.08706,6.15333e-05,-407.259391885,23.623,0.000881209,145.080070162,-407.259391885,1277.4869755,200,-407.259391885,100,2.90853,57.9873648373,44.403,-395.924,0.108656,1277.4869755
0.01,-439.445,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.219009873,1.0,0.01,200.0,-402.219009873,1579.13470333,200,-402.219009873,100,,100.0,39.5391,-402.219,0.01,1579.13470333
0.005,-427.46,500.0,0.0411332,1.32597,1,0.7,1.01305,1.68286e-05,-406.754353094,10.4503,0.000203017,150.833240208,-406.754353094,1791.14089983,200,-406.754353094,100,0.690825,119.776478683,60.1689,-397.149,0.0515782,1791.14089983
0.01,-436.877,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.263897743,1.0,0.01,200.0,-401.263897743,1592.58289815,200,-401.263897743,100,,100.0,39.7071,-401.264,0.01,1592.58289815
0.005,-424.645,500.0,0.0925052,1.19247,1,0.7,0.989237,5.51722e-06,-402.29418276,3.30068,0.000467559,167.718976313,-402.29418276,1338.8528702,200,-402.29418276,100,0.215964,163.99013292,38.5209,-397.146,0.016683,1338.8528702
0.01,-437.957,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.187934366,1.0,0.01,200.0,-401.187934366,1434.98293658,200,-401.187934366,100,,100.0,37.6913,-401.188,0.01,1434.98293658
0.005,-423.715,500.0,0.0288827,1.4221,1,0.7,1.03193,1.16916e-05,-403.147629277,2.98765,0.000139945,140.637468401,-403.147629277,1447.18346269,200,-403.147629277,100,0.498008,136.488373564,40.2804,-392.71,0.014476,1447.18346269
0.01,-435.234,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.764921192,1.0,0.01,200.0,-401.764921192,1582.31777168,200,-401.764921192,100,,100.0,39.579,-401.765,0.01,1582.31777168
0.005,-403.391,500.0,0.00518296,3.57477,1,0.7,2.08407,0.00124698,-403.401748348,208.505,1.24347e-05,55.9476333959,-403.401748348,1436.41434634,200,-403.401748348,100,216.642,3.95025184128,288.782,-358.154,0.500237,1436.41434634
0.01,-433.203,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.157246293,1.0,0.01,200.0,-400.157246293,1517.79360157,200,-400.157246293,100,,100.0,38.7636,-400.157,0.01,1517.79360157
0.005,-423.489,500.0,0.0337222,1.46442,1,0.7,1.04727,2.1426e-05,-403.656332356,9.58524,0.000161001,136.572589061,-403.656332356,1289.79678069,200,-403.656332356,100,0.939973,107.947274029,49.5616,-393.47,0.0457632,1289.79678069
0.01,-443.8,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.414676747,1.0,0.01,200.0,-408.414676747,1484.43321505,200,-408.414676747,100,,100.0,38.3352,-408.415,0.01,1484.43321505
0.005,-434.534,500.0,0.13377,1.51814,1,0.7,1.13301,3.43408e-05,-410.032748041,14.3073,0.000590329,131.740459324,-410.032748041,2261.25250658,200,-410.032748041,100,1.76336,84.503605348,76.2152,-400.7,0.0631381,2261.25250658
0.01,-436.236,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.581573464,1.0,0.01,200.0,-404.581573464,1096.98101922,200,-404.581573464,100,,100.0,32.9547,-404.582,0.01,1096.98101922
0.005,-427.677,500.0,0.147154,1.22603,1,0.7,0.978947,5.69334e-06,-405.362465304,3.10441,0.000751595,163.128574621,-405.362465304,1461.44306654,200,-405.362465304,100,0.218246,163.052931863,38.4612,-400.243,0.0158559,1461.44306654
0.01,-432.64,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.912907777,1.0,0.01,200.0,-398.912907777,1652.04321735,200,-398.912907777,100,,100.0,40.4416,-398.913,0.01,1652.04321735
0.005,-413.986,500.0,0.0197345,2.75768,1,0.7,1.62229,0.000645968,-404.240772856,115.366,6.0823e-05,72.5246259369,-404.240772856,1990.88840632,200,-404.240772856,100,68.0032,7.4879602612,213.347,-374.106,0.355566,1990.88840632
0.01,-437.425,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.3064875,1.0,0.01,200.0,-404.3064875,1697.7237963,200,-404.3064875,100,,100.0,40.9969,-404.306,0.01,1697.7237963
0.005,-422.886,500.0,0.021663,1.67812,1,0.7,1.07207,5.30974e-05,-403.93979811,20.3084,0.000101034,119.18077538,-403.93979811,1503.11287088,200,-403.93979811,100,2.44105,64.2409873858,83.1818,-392.367,0.0947161,1503.11287088
0.01,-428.748,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.245071447,1.0,0.01,200.0,-398.245071447,1170.60564513,200,-398.245071447,100,,100.0,34.0426,-398.245,0.01,1170.60564513
0.005,-423.029,500.0,0.276676,1.11095,1,0.7,1.00884,2.34048e-06,-402.799027607,2.08376,0.00137125,180.026491249,-402.799027607,1485.72637168,200,-402.799027607,100,0.0952824,182.95733231,38.8859,-397.817,0.0103275,1485.72637168
0.01,-433.403,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-399.055306812,1.0,0.01,200.0,-399.055306812,1644.19234134,200,-399.055306812,100,,100.0,40.3454,-399.055,0.01,1644.19234134
0.005,-426.016,500.0,0.117635,1.13432,1,0.7,1.02353,4.48454e-06,-406.374198725,4.82133,0.000574652,176.31782663,-406.374198725,1157.09209914,200,-406.374198725,100,0.187924,169.709464466,36.8006,-399.304,0.0235523,1157.09209914
0.01,-439.162,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.58582809,1.0,0.01,200.0,-406.58582809,1360.21674098,200,-406.58582809,100,,100.0,36.6962,-406.586,0.01,1360.21674098
0.005,-434.351,500.0,0.190793,1.08707,1,0.7,1.00218,2.87574e-06,-409.048406873,2.60557,0.000951891,183.981157554,-409.048406873,1823.33695071,200,-409.048406873,100,0.115531,179.459995417,40.3467,-405.685,0.0129995,1823.33695071
0.01,-432.22,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.842079514,1.0,0.01,200.0,-398.842079514,1548.73795013,200,-398.842079514,100,,100.0,39.1567,-398.842,0.01,1548.73795013
0.005,-423.705,500.0,0.296332,1.15642,1,0.7,0.990084,5.97826e-06,-401.292515599,4.89125,0.0014965,172.947974018,-401.292515599,1301.36203527,200,-401.292515599,100,0.234411,161.559395083,40.8484,-397.103,0.0247012,1301.36203527
0.01,-446.236,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-409.758658228,1.0,0.01,200.0,-409.758658228,1975.82931919,200,-409.758658228,100,,100.0,44.2275,-409.759,0.01,1975.82931919
0.005,-436.185,500.0,0.624021,1.05623,1,0.7,0.992877,1.29511e-06,-412.716290467,2.4849,0.00314249,189.352984768,-412.716290467,1635.68170025,200,-412.716290467,100,0.0510691,190.196301101,41.262,-409.676,0.0125136,1635.68170025
0.01,-446.014,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.655785114,1.0,0.01,200.0,-406.655785114,1835.04289064,200,-406.655785114,100,,100.0,42.6227,-406.656,0.01,1835.04289064
0.005,-428.212,500.0,0.249145,1.12547,1,0.7,0.974292,3.50247e-06,-397.187510511,2.45406,0.00127859,177.703963435,-397.187510511,1250.4998208,200,-397.187510511,100,0.132988,175.531332349,37.9249,-398.687,0.0125941,1250.4998208
0.01,-440.827,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.138848116,1.0,0.01,200.0,-405.138848116,1620.14189725,200,-405.138848116,100,,100.0,40.0492,-405.139,0.01,1620.14189725
0.005,-424.619,500.0,0.239564,1.46557,1,0.7,1.03935,3.01739e-05,-396.990759266,14.8164,0.00115247,136.465322783,-396.990759266,1303.69092072,200,-396.990759266,100,1.30381,90.8710061483,75.767,-394.069,0.0712774,1303.69092072
0.01,-446.472,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.101285061,1.0,0.01,200.0,-408.101285061,2638.70965312,200,-408.101285061,100,,100.0,51.1109,-408.101,0.01,2638.70965312
0.005,-429.896,500.0,0.184385,1.13135,1,0.7,1.08638,7.21912e-06,-401.176750029,4.78028,0.00084862,176.779462531,-401.176750029,1448.61856552,200,-401.176750029,100,0.340809,155.361413614,44.5526,-401.037,0.0220009,1448.61856552
0.01,-438.483,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.579243607,1.0,0.01,200.0,-405.579243607,1171.65347657,200,-405.579243607,100,,100.0,34.0578,-405.579,0.01,1171.65347657
0.005,-429.043,500.0,0.0705673,1.08117,1,0.7,0.988296,2.00989e-06,-405.822351801,1.69313,0.000357015,184.984995316,-405.822351801,2000.21948619,200,-405.822351801,100,0.0785249,185.186272298,39.9929,-403.617,0.00856588,2000.21948619
0.01,-448.807,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.676514979,1.0,0.01,200.0,-413.676514979,2024.87164333,200,-413.676514979,100,,100.0,44.773,-413.676,0.01,2024.87164333
0.005,-434.674,500.0,0.175602,1.18701,1,0.7,1.0305,5.02705e-06,-404.081555225,2.36988,0.000852022,168.490823911,-404.081555225,1857.30007301,200,-404.081555225,100,0.213537,166.65598939,46.4918,-404.439,0.0114986,1857.30007301
0.01,-440.025,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.343329338,1.0,0.01,200.0,-406.343329338,1550.00519451,200,-406.343329338,100,,100.0,39.1728,-406.343,0.01,1550.00519451
0.005,-426.41,500.0,0.104929,1.11264,1,0.7,1.01696,2.75652e-06,-400.428149988,2.33091,0.000515891,179.753157318,-400.428149988,1480.05326451,200,-400.428149988,100,0.114034,180.22736303,39.6705,-400.756,0.0114601,1480.05326451
0.01,-438.569,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.718769495,1.0,0.01,200.0,-404.718769495,1385.16513216,200,-404.718769495,100,,100.0,37.0312,-404.719,0.01,1385.16513216
0.005,-423.472,500.0,0.272501,1.14162,1,0.7,1.02632,3.70805e-06,-397.279447237,3.24145,0.00132756,175.189819595,-397.279447237,1046.82159587,200,-397.279447237,100,0.156232,174.279697956,37.112,-397.898,0.0157916,1046.82159587
0.01,-434.928,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.275891344,1.0,0.01,200.0,-401.275891344,1460.55600962,200,-401.275891344,100,,100.0,38.0257,-401.276,0.01,1460.55600962
0.005,-420.746,500.0,0.308431,1.70389,1,0.7,1.38818,0.000244802,-403.62256733,58.7874,0.00111092,117.378389487,-403.62256733,1236.96378116,200,-403.62256733,100,18.8698,18.6165339277,91.789,-389.684,0.211743,1236.96378116
0.01,-437.581,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-399.146269317,1.0,0.01,200.0,-399.146269317,1705.68983475,200,-399.146269317,100,,100.0,41.093,-399.146,0.01,1705.68983475
0.005,-422.636,500.0,0.0628376,1.31192,1,0.7,1.01405,1.02265e-05,-398.539992728,4.159,0.000309834,152.448660892,-398.539992728,1362.98529824,200,-398.539992728,100,0.420637,142.1448492,43.2138,-391.507,0.0205068,1362.98529824
0.01,-431.978,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.400292716,1.0,0.01,200.0,-400.400292716,1150.90887875,200,-400.400292716,100,,100.0,33.755,-400.4,0.01,1150.90887875
0.005,-422.364,500.0,0.595886,1.04658,1,0.7,0.996529,1.04386e-06,-400.263694232,1.81448,0.00298981,191.098350882,-400.263694232,1109.64613921,200,-400.263694232,100,0.0414651,192.022258668,34.0291,-399.273,0.00910399,1109.64613921
0.01,-443.919,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-410.151709976,1.0,0.01,200.0,-410.151709976,1452.10878076,200,-410.151709976,100,,100.0,37.9155,-410.152,0.01,1452.10878076
0.005,-426.192,500.0,0.18615,1.24321,1,0.7,0.977326,5.84825e-06,-397.749044431,2.43388,0.000952343,160.873471197,-397.749044431,1344.00243189,200,-397.749044431,100,0.223442,162.237523869,35.0114,-398.596,0.0124517,1344.00243189
0.01,-437.285,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.160357207,1.0,0.01,200.0,-404.160357207,1505.84211264,200,-404.160357207,100,,100.0,38.6107,-404.16,0.01,1505.84211264
0.005,-426.003,500.0,0.255607,1.08151,1,0.7,1.01908,1.74673e-06,-402.579565847,1.78642,0.0012541,184.926924659,-402.579565847,1019.96584962,200,-402.579565847,100,0.0725614,186.999745441,35.0956,-401.645,0.00876485,1019.96584962
0.01,-432.938,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-397.839025584,1.0,0.01,200.0,-397.839025584,1748.39235678,200,-397.839025584,100,,100.0,41.6042,-397.839,0.01,1748.39235678
0.005,-418.85,500.0,0.0786826,2.03658,1,0.7,1.26292,0.000192405,-399.696930811,48.995,0.00031151,98.2039393924,-399.696930811,1058.46651141,200,-399.696930811,100,12.2753,23.1007403808,171.548,-383.432,0.193975,1058.46651141
0.01,-439.39,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.408268132,1.0,0.01,200.0,-401.408268132,1989.93357818,200,-401.408268132,100,,100.0,44.3851,-401.408,0.01,1989.93357818
0.005,-426.995,500.0,0.239844,1.11036,1,0.7,1.03795,3.52024e-06,-401.706922003,2.93841,0.00115537,180.122396193,-401.706922003,1743.96269206,200,-401.706922003,100,0.151701,175.422445118,40.3056,-398.694,0.0141548,1743.96269206
0.01,-438.033,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.236842699,1.0,0.01,200.0,-402.236842699,1721.89513365,200,-402.236842699,100,,100.0,41.2877,-402.237,0.01,1721.89513365
0.005,-405.587,500.0,0.0240458,2.65945,1,0.7,1.8835,0.0013975,-403.074049841,199.827,6.38328e-05,75.2036056386,-403.074049841,1724.09144285,200,-403.074049841,100,198.31,3.53228946738,261.483,-363.357,0.530467,1724.09144285
0.01,-427.685,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-395.161457521,1.0,0.01,200.0,-395.161457521,1176.70231189,200,-395.161457521,100,,100.0,34.1311,-395.161,0.01,1176.70231189
0.005,-426.65,500.0,0.112163,1.18101,1,0.7,1.00508,5.39339e-06,-410.062941683,3.55332,0.000557981,169.346643483,-410.062941683,2057.79402532,200,-410.062941683,100,0.217933,164.655495045,46.6064,-398.462,0.0176768,2057.79402532
0.01,-438.686,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.96602286,1.0,0.01,200.0,-405.96602286,997.444036785,200,-405.96602286,100,,100.0,31.424,-405.966,0.01,997.444036785
0.005,-425.185,500.0,0.150858,1.10817,1,0.7,1.0371,2.36894e-06,-398.258447494,1.66384,0.000727305,180.477719244,-398.258447494,1414.01593914,200,-398.258447494,100,0.10192,182.768032928,35.4311,-399.455,0.00802155,1414.01593914
0.01,-430.357,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.353853038,1.0,0.01,200.0,-398.353853038,1188.45886543,200,-398.353853038,100,,100.0,34.3012,-398.354,0.01,1188.45886543
0.005,-425.335,500.0,0.0164128,1.18454,1,0.7,1.01961,4.274e-06,-404.294995718,2.1431,8.04851e-05,168.842027507,-404.294995718,1742.77772962,200,-404.294995718,100,0.177732,170.924833078,36.4732,-397.071,0.0105094,1742.77772962
0.01,-427.64,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-395.040249552,1.0,0.01,200.0,-395.040249552,1506.4991449,200,-395.040249552,100,,100.0,38.6191,-395.04,0.01,1506.4991449
0.005,-422.186,500.0,0.195023,1.09524,1,0.7,1.00102,2.01997e-06,-405.382071692,1.98489,0.000974115,182.609173617,-405.382071692,1143.59258682,200,-405.382071692,100,0.0809646,185.117572624,35.9691,-398.063,0.00991428,1143.59258682
0.01,-434.902,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.802464233,1.0,0.01,200.0,-402.802464233,1140.71737684,200,-402.802464233,100,,100.0,33.6052,-402.802,0.01,1140.71737684
0.005,-425.027,500.0,0.16554,1.26636,1,0.7,1.02008,6.11081e-06,-402.47746533,2.45982,0.000811404,157.933205573,-402.47746533,1548.3036037,200,-402.47746533,100,0.254349,160.873796073,40.0129,-397.279,0.012057,1548.3036037
0.01,-428.269,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.066189668,1.0,0.01,200.0,-396.066189668,1299.1008091,200,-396.066189668,100,,100.0,35.8624,-396.066,0.01,1299.1008091
0.005,-407.704,500.0,6.73399e-06,1.0,1,0.7,1.01204,0.000188768,-400.591859455,28.5926,3.32694e-08,199.999976158,-400.591859455,1603.7086613,200,-400.591859455,100,7.73366,23.4935221707,72.5861,-382.041,0.141262,1603.7086613
0.01,-439.736,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.127824587,1.0,0.01,200.0,-403.127824587,2105.20565097,200,-403.127824587,100,,100.0,45.6525,-403.128,0.01,2105.20565097
0.005,-426.017,500.0,0.0674582,1.23483,1,0.7,0.996565,7.35446e-06,-400.66085671,3.72838,0.000338453,161.966049642,-400.66085671,1661.47342384,200,-400.66085671,100,0.292161,154.714036973,45.789,-397.253,0.0187062,1661.47342384
0.01,-435.93,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.248965116,1.0,0.01,200.0,-402.248965116,1422.75720325,200,-402.248965116,100,,100.0,37.5304,-402.249,0.01,1422.75720325
0.005,-422.073,500.0,0.526023,1.09457,1,0.7,1.02543,2.68479e-06,-392.317589829,3.24802,0.00256488,182.719391955,-392.317589829,1518.23290691,200,-392.317589829,100,0.112924,180.692252182,40.8681,-394.975,0.0158373,1518.23290691
0.01,-438.362,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.233302458,1.0,0.01,200.0,-404.233302458,1208.73768251,200,-404.233302458,100,,100.0,34.5926,-404.233,0.01,1208.73768251
0.005,-430.779,500.0,0.678021,1.1124,1,0.7,1.01042,4.65017e-06,-406.132543796,5.01932,0.00335514,179.790662365,-406.132543796,1413.6612691,200,-406.132543796,100,0.189904,168.765429997,36.0051,-402.079,0.0248378,1413.6612691
0.01,-431.273,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.169381962,1.0,0.01,200.0,-398.169381962,1357.80347382,200,-398.169381962,100,,100.0,36.6637,-398.169,0.01,1357.80347382
0.005,-410.993,500.0,2.93283e-11,1.0,1,0.7,1.38682,0.00153827,-402.478823833,150.184,1.0574e-13,200.0,-402.478823833,1959.99937802,200,-402.478823833,100,118.34,3.21424108301,57.0696,-384.636,0.541471,1959.99937802
0.01,-433.459,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.946302746,1.0,0.01,200.0,-398.946302746,1197.03612677,200,-398.946302746,100,,100.0,34.4248,-398.946,0.01,1197.03612677
0.005,-422.856,500.0,0.407345,1.11187,1,0.7,0.973202,3.733e-06,-400.055970433,2.7909,0.00209281,179.877945749,-400.055970433,1514.09924696,200,-400.055970433,100,0.141424,174.12907497,38.0876,-397.123,0.0143387,1514.09924696
0.01,-431.884,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-397.857664412,1.0,0.01,200.0,-397.857664412,1232.57145011,200,-397.857664412,100,,100.0,34.932,-397.858,0.01,1232.57145011
0.005,-399.542,500.0,0.0162723,2.24522,1,0.7,2.05859,0.00159773,-393.744505804,233.373,3.95229e-05,89.0780096055,-393.744505804,1457.36498141,200,-393.744505804,100,270.835,3.09647819692,156.288,-363.49,0.566826,1457.36498141
0.01,-434.472,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.402921013,1.0,0.01,200.0,-401.402921013,1204.47742734,200,-401.402921013,100,,100.0,34.5316,-401.403,0.01,1204.47742734
0.005,-445.938,500.0,0.00428499,2.76667,,0.7,3.08887,8.27627e-05,-406.636806451,61.4541,6.93617e-06,108.433623431,-393.744505804,1457.36498141,300,-393.744505804,100,31.5859,46.5771027555,100.325,-406.308,0.0994766,1512.28401771
0.00333333,-398.767,500.0,0.0648727,2.86527,1,0.7,2.12635,0.00106507,-397.677529397,361.239,0.000101697,104.702169629,-397.677529397,1665.56644945,300,-397.677529397,100,433.401,3.10762547606,210.375,-365.514,0.56629,1665.56644945
0.01,-431.864,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-397.396081977,1.0,0.01,300.0,-397.396081977,1789.04145983,300,-397.396081977,100,,100.0,42.085,-397.396,0.01,1789.04145983
0.005,-423.156,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-398.668864375,1.0,0.005,300.0,-398.668864375,1866.39307278,300,-398.668864375,100,,200.000000102,42.5423,-398.032,0.005,1866.39307278
0.00333333,-415.642,500.0,0.0267201,1.35613,1,0.7,0.969177,4.37308e-06,-398.075842546,3.42973,9.18996e-05,221.218157034,-398.075842546,1352.50991155,300,-398.075842546,100,0.369689,215.476178456,45.1596,-391.753,0.011796,1352.50991155
0.01,-427.703,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.104603368,1.0,0.01,300.0,-396.104603368,1298.51482572,300,-396.104603368,100,,100.0,35.8543,-396.105,0.01,1298.51482572
0.005,-421.941,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-397.709942117,1.0,0.005,300.0,-397.709942117,1288.85371552,300,-397.709942117,100,,200.000000102,35.7965,-396.907,0.005,1288.85371552
0.00333333,-418.179,500.0,0.109421,1.21514,1,0.7,0.986402,2.71491e-06,-402.815917694,2.79621,0.000369765,246.884166801,-402.815917694,1479.72204447,300,-402.815917694,100,0.237742,241.249230249,40.5994,-395.648,0.0094492,1479.72204447
0.01,-423.831,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-393.124937378,1.0,0.01,300.0,-393.124937378,1085.83623736,300,-393.124937378,100,,100.0,32.7869,-393.125,0.01,1085.83623736
0.005,-420.625,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-401.827976708,1.0,0.005,300.0,-401.827976708,1288.37115242,300,-401.827976708,100,,200.000000102,34.5567,-397.476,0.005,1288.37115242
0.00333333,-419.291,500.0,0.424283,1.10335,1,0.7,0.990788,1.21411e-06,-398.212571618,2.7572,0.00142742,271.898030287,-398.212571618,1548.47069279,300,-398.212571618,100,0.107266,270.536781996,37.515,-395.538,0.00927612,1548.47069279
0.01,-435.342,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-400.286825381,1.0,0.01,300.0,-400.286825381,1532.91225641,300,-400.286825381,100,,100.0,38.9562,-400.287,0.01,1532.91225641
0.005,-425.379,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-400.894705048,1.0,0.005,300.0,-400.894705048,1547.15827196,300,-400.894705048,100,,200.000000102,39.0478,-400.591,0.005,1547.15827196
0.00333333,-415.385,500.0,0.127346,2.23035,1,0.7,1.08386,8.55112e-05,-400.75626455,51.1841,0.000391646,134.508337747,-400.75626455,1339.10982287,300,-400.75626455,100,9.04083,34.600642841,188.209,-384.885,0.157414,1339.10982287
0.01,-426.1,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-392.354817531,1.0,0.01,300.0,-392.354817531,1211.09705778,300,-392.354817531,100,,100.0,34.6264,-392.355,0.01,1211.09705778
0.005,-422.882,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-403.934979162,1.0,0.005,300.0,-403.934979162,1149.43247608,300,-403.934979162,100,,200.000000102,34.6697,-398.145,0.005,1149.43247608
0.00333333,-415.977,500.0,0.131869,1.10374,1,0.7,0.997009,9.47549e-07,-393.85223654,2.51581,0.000440882,271.802472549,-393.85223654,1337.33724872,300,-393.85223654,100,0.08477,276.498868668,34.6622,-394.758,0.00841119,1337.33724872
0.01,-423.777,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-391.359901228,1.0,0.01,300.0,-391.359901228,1077.76566852,300,-391.359901228,100,,100.0,32.6648,-391.36,0.01,1077.76566852
0.005,-422.15,500.0,1.0,1.0,2,0.7,1.0,2.1793e-19,-399.739132848,1.0,0.005,300.0,-399.739132848,1642.26626395,300,-399.739132848,100,,200.000000102,36.9319,-395.55,0.005,1642.26626395
0.00333333,-416.86,500.0,0.067533,1.24367,1,0.7,1.00274,4.2188e-06,-400.60741268,6.64713,0.000224496,241.222172773,-400.60741268,1829.94444056,300,-400.60741268,100,0.381773,217.639441926,40.0507,-392.638,0.0220966,1829.94444056
0.01,-429.816,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.203116137,1.0,0.01,300.0,-396.203116137,1283.80357878,300,-396.203116137,100,,100.0,35.6506,-396.203,0.01,1283.80357878
