VarVanillaIw,VarDiscRet,AvgVanillaIw,IterType,J,MaxVanillaIw,AvgEpLen,VanillaAvgRet,VarRet,VarJ,MaxNormIw,AvgDiscRet,AvgRet,MinNormIw,Bound,MinVanillaIw,ESSRenyi,ESSClassic,VarNormIw,AvgNormIw,BatchSize,EpsThisIter,eRenyi2
,2363.762350980153,1.0,2,3.480637,1.0,47.89,8.302903566234862,2363.762350980153,39.332413,0.005,8.302903566234862,8.302903566234862,0.005,-13.590147,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,771.6084011038429,1.0,2,3.06043,1.0,44.95,2.2200166355902393,771.6084011038429,35.86563,0.0033333334,2.2200166355902393,2.2200166355902393,0.0033333334,-10.877806,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1701.5429308541295,1.0,2,2.0187964,1.0,48.38,-1.1061067110160214,1701.5429308541295,37.271225,0.0025,-1.1061067110160214,-1.1061067110160214,0.0025,-10.052071,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
24879817000.0,1314.1763460637849,7055.0493,1,286.80927,3527027.0,48.22,-0.6974925125734651,1314.1763460637849,0.86615175,0.9998589,-0.6974925125734651,-0.6974925125734651,4.0838422e-08,275.2067,0.14405854,432.9408830796484,1.0002822689604391,0.0019994348,0.002,500,100,1.1548921
,1124.509799346923,1.0,2,0.3807026,1.0,56.35,0.38070298007846004,1124.509799346923,33.36562,0.01,0.38070298007846004,0.38070298007846004,0.01,-10.944695,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1140.324777359657,1.0,2,2.480464,1.0,54.77,4.58022583163934,1140.324777359657,33.5485,0.005,4.58022583163934,4.58022583163934,0.005,-7.366932,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1011.6828037622984,1.0,2,3.2757752,1.0,48.57,4.866397875715157,1011.6828037622984,32.946247,0.0033333334,4.866397875715157,4.866397875715157,0.0033333334,-4.7645903,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1101.0027111932725,1.0,2,3.3419046,1.0,47.78,3.540294283297389,1101.0027111932725,32.963654,0.0025,3.540294283297389,3.540294283297389,0.0025,-3.6212559,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
17676861000.0,1263.8589502910481,5946.9287,1,165.44379,2972950.8,56.59,0.6959585113099243,1263.8589502910481,0.59083784,0.9998273,0.6959585113099243,0.6959585113099243,2.4492442e-08,158.14862,0.0728274,440.38058135893027,1.000345477870356,0.001999308,0.0019999999,500,100,1.1353816
,1634.941732309579,1.0,2,2.4579473,1.0,57.11,2.4579476626242074,1634.941732309579,40.23173,0.01,2.4579476626242074,2.4579476626242074,0.01,-11.301088,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1052.6668429571052,1.0,2,0.5334633,1.0,54.13,-1.3910215139373765,1052.6668429571052,36.52492,0.005,-1.3910215139373765,-1.3910215139373765,0.005,-9.195643,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,923.9960322150803,1.0,2,1.5688418,1.0,45.09,3.6395986380719267,923.9960322150803,34.58963,0.0033333334,3.6395986380719267,3.6395986380719267,0.0033333334,-6.6779165,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1607.5439318621418,1.0,2,3.4426923,1.0,52.07,9.064245076807138,1607.5439318621418,36.13493,0.0025,9.064245076807138,9.064245076807138,0.0025,-4.117272,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
141747360000.0,1091.9190792870668,16838.36,1,179.64233,8418650.0,61.68,-0.7778946847068913,1091.9190792870668,0.22544679,0.99993706,-0.7778946847068913,-0.7778946847068913,8.190834e-09,172.20251,0.0689601,413.02349691121384,1.0001259148873507,0.0019997477,0.0019999996,500,100,1.2105849
,966.0848990105925,1.0,2,0.038028345,1.0,42.08,0.038028363243776585,966.0848990105925,30.926107,0.01,0.038028363243776585,0.038028363243776585,0.01,-11.147608,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,857.5838103235845,1.0,2,-1.3584712,1.0,45.11,-2.7549706244572745,857.5838103235845,30.07767,0.005,-2.7549706244572745,-2.7549706244572745,0.005,-9.26791,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1118.3467062126892,1.0,2,-0.14778668,1.0,53.39,2.2735831663339736,1118.3467062126892,31.22654,0.0033333334,2.2735831663339736,2.2735831663339736,0.0033333334,-6.6058164,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1336.9939711782497,1.0,2,1.7794166,1.0,48.92,7.561024611749457,1336.9939711782497,32.76234,0.0025,7.561024611749457,7.561024611749457,0.0025,-6.4551473,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
79027840000.0,1775.707479861782,12573.012,1,195.66869,6286010.5,56.54,-5.018399897762313,1775.707479861782,0.32859227,0.9999212,-5.018399897762313,-5.018399897762313,2.8745074e-08,187.2924,0.18070608,434.63362336513853,1.0001576578750861,0.0019996841,0.0020000003,500,100,1.1503942
,1183.5827371211847,1.0,2,12.912314,1.0,43.08,12.912315917421857,1183.5827371211847,34.23079,0.01,12.912315917421857,12.912315917421857,0.01,-0.90274334,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1196.6140385588333,1.0,2,6.743906,1.0,46.01,0.5754960252955051,1196.6140385588333,34.874725,0.005,0.5754960252955051,0.5754960252955051,0.005,-3.0248146,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1733.1358109382384,1.0,2,4.9269238,1.0,50.06,1.2929580700488672,1733.1358109382384,37.274235,0.0033333334,1.2929580700488672,1.2929580700488672,0.0033333334,-5.868572,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1607.9037180320445,1.0,2,6.1181884,1.0,47.93,9.691984776789889,1607.9037180320445,38.00316,0.0025,9.691984776789889,9.691984776789889,0.0025,-6.847161,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
13190859000.0,1097.3358749399079,5137.28,1,308.0479,2568158.0,45.3,0.010847502954132367,1097.3358749399079,1.2581383,0.99981236,0.010847502954132367,0.010847502954132367,1.3308875e-07,295.7508,0.34185708,444.6541633267898,1.000375401538099,0.001999248,0.002,500,100,1.1244694
,1541.5627354626777,1.0,2,-1.6399143,1.0,62.33,-1.639914556059196,1541.5627354626777,39.06593,0.01,-1.639914556059196,-1.639914556059196,0.01,-14.700596,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1872.4079038455357,1.0,2,0.6231175,1.0,51.22,2.886148616967724,1872.4079038455357,41.170826,0.005,2.886148616967724,2.886148616967724,0.005,-13.96922,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1175.282359340657,1.0,2,1.7950991,1.0,46.25,4.139063235565141,1175.282359340657,38.995064,0.0033333334,4.139063235565141,4.139063235565141,0.0033333334,-10.119494,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1079.1307136703726,1.0,2,2.0821981,1.0,56.86,2.9434929071033484,1079.1307136703726,37.52057,0.0025,2.9434929071033484,2.9434929071033484,0.0025,-8.236143,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
17452940000.0,757.3029710897871,5909.1235,1,222.96812,2954060.5,40.43,-0.21782209438525285,757.3029710897871,0.7971503,0.99983037,-0.21782209438525285,-0.21782209438525285,8.277846e-09,213.0279,0.024457408,431.0097351403876,1.0003393921867716,0.0019993202,0.002,500,100,1.1600666
,1854.9461742895294,1.0,2,3.748476,1.0,59.13,3.7484763511553663,1854.9461742895294,42.8532,0.01,3.7484763511553663,3.7484763511553663,0.01,-16.979681,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,927.4997791730771,1.0,2,0.7386131,1.0,57.66,-2.2712493435364465,927.4997791730771,37.23399,0.005,-2.2712493435364465,-2.2712493435364465,0.005,-13.918407,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1034.0954005907038,1.0,2,1.6458477,1.0,49.57,3.4603169229228046,1034.0954005907038,35.59697,0.0033333334,3.4603169229228046,3.4603169229228046,0.0033333334,-10.321559,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1439.817527790067,1.0,2,2.4945621,1.0,57.43,5.040706050114792,1439.817527790067,36.178364,0.0025,5.040706050114792,5.040706050114792,0.0025,-7.8695164,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
36452420000.0,1137.302843524885,8539.478,1,240.68765,4269217.5,54.29,-0.43426865361318867,1137.302843524885,0.6206293,0.99987787,-0.43426865361318867,-0.43426865361318867,9.671383e-09,230.68317,0.04129428,429.27118433824364,1.0002443219871247,0.0019995105,0.002,500,100,1.1647649
,1041.6690777882832,1.0,2,3.5855215,1.0,47.18,3.585521223187113,1041.6690777882832,32.113117,0.01,3.585521223187113,3.585521223187113,0.01,-11.395486,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,699.3890431690598,1.0,2,1.3448997,1.0,49.75,-0.8957221556752839,699.3890431690598,29.442215,0.005,-0.8957221556752839,-0.8957221556752839,0.005,-9.248272,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1690.6442465937528,1.0,2,2.120927,1.0,51.1,3.672980809560435,1690.6442465937528,33.719627,0.0033333334,3.672980809560435,3.672980809560435,0.0033333334,-6.5283613,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1463.440010147732,1.0,2,2.1224146,1.0,65.63,2.126876593171143,1463.440010147732,34.856293,0.0025,2.126876593171143,2.126876593171143,0.0025,-5.8380203,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
336146330000.0,1120.28283040652,25929.668,1,189.16194,12964305.0,49.9,-4.609249425676096,1120.28283040652,0.15918437,0.9999592,-4.609249425676096,-4.609249425676096,1.0865853e-08,181.4795,0.14087398,429.4725856819672,1.0000816103590204,0.0019998364,0.002,500,100,1.1642187
,810.6161156499527,1.0,2,1.5170792,1.0,43.5,1.5170789298560714,810.6161156499527,28.328606,0.01,1.5170789298560714,1.5170789298560714,0.01,-8.573087,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1040.2257627821816,1.0,2,0.5454502,1.0,51.29,-0.4261783154910641,1040.2257627821816,30.283838,0.005,-0.4261783154910641,-0.4261783154910641,0.005,-6.589375,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1044.5807311540627,1.0,2,1.8592547,1.0,47.38,4.486862924049044,1044.5807311540627,30.976942,0.0033333334,4.486862924049044,4.486862924049044,0.0033333334,-5.5384274,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,939.2793764488542,1.0,2,1.4391594,1.0,52.08,0.17887440078401454,939.2793764488542,30.865503,0.0025,0.17887440078401454,0.17887440078401454,0.0025,-4.9674215,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
38630224000.0,1134.5200919901433,8790.801,1,160.5966,4394897.0,48.02,5.344011090067379,1134.5200919901433,0.3774253,0.99988544,5.344011090067379,5.344011090067379,2.0305679e-08,154.02956,0.08925159,423.69801350139005,1.0002291424994305,0.001999541,0.002,500,100,1.1800858
,829.5319620413422,1.0,2,-1.6324925,1.0,52.22,-1.6324926426515358,829.5319620413422,28.657227,0.01,-1.6324926426515358,-1.6324926426515358,0.01,-11.954399,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1852.5729617731615,1.0,2,3.2283328,1.0,46.48,8.089157556281656,1852.5729617731615,36.75962,0.005,8.089157556281656,8.089157556281656,0.005,-11.693036,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1335.3275612042185,1.0,2,3.5987976,1.0,59.62,4.339726507665692,1335.3275612042185,36.6303,0.0033333334,4.339726507665692,4.339726507665692,0.0033333334,-8.584448,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1348.8604345976003,1.0,2,2.2931228,1.0,48.89,-1.623900254173742,1348.8604345976003,36.678215,0.0025,-1.623900254173742,-1.623900254173742,0.0025,-8.257877,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
22437128000.0,1524.1408442340269,6699.79,1,250.69568,3349413.5,51.74,8.05172046877932,1524.1408442340269,0.7769893,0.9998563,8.05172046877932,8.05172046877932,7.938748e-08,240.61823,0.26593974,438.4760455128982,1.000287533688737,0.001999424,0.0019999999,500,100,1.1403131
,974.8635895204004,1.0,2,0.16926038,1.0,53.76,0.16926082716427424,974.8635895204004,31.0663,0.01,0.16926082716427424,0.16926082716427424,0.01,-9.149935,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1073.7060126750723,1.0,2,-1.3055177,1.0,45.51,-2.780297832495589,1073.7060126750723,31.878157,0.005,-2.780297832495589,-2.780297832495589,0.005,-8.116478,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1754.1597734082827,1.0,2,-0.8291744,1.0,56.44,0.12351347935347937,1754.1597734082827,35.45144,0.0033333334,0.12351347935347937,0.12351347935347937,0.0033333334,-14.925309,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1775.375509818848,1.0,2,2.2371101,1.0,59.28,11.435962311426847,1775.375509818848,37.55283,0.0025,11.435962311426847,11.435962311426847,0.0025,-9.970502,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
14103819000.0,739.0179703946203,5312.109,1,222.67586,2655544.0,41.91,4.165146000531703,739.0179703946203,0.8780815,0.9998078,4.165146000531703,4.165146000531703,9.16457e-09,210.87946,0.024341598,428.3727234390628,1.000384515616453,0.00199923,0.0020000003,500,100,1.1672078
,689.8860445809672,1.0,2,-0.36045027,1.0,42.29,-0.360450136062172,689.8860445809672,26.134024,0.01,-0.360450136062172,-0.360450136062172,0.01,-8.274967,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1096.0879732055503,1.0,2,0.82889557,1.0,47.68,2.0182408617335197,1096.0879732055503,29.756874,0.005,2.0182408617335197,2.0182408617335197,0.005,-11.839741,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1090.7532011749,1.0,2,0.31313896,1.0,44.66,-0.7183742525276844,1090.7532011749,30.834965,0.0033333334,-0.7183742525276844,-0.7183742525276844,0.0033333334,-10.030759,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1672.3774069394133,1.0,2,3.4143996,1.0,52.11,12.718183072741326,1672.3774069394133,33.997986,0.0025,12.718183072741326,12.718183072741326,0.0025,-8.298229,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
32662768000.0,1696.688056564039,8083.443,1,278.3019,4041212.0,58.08,-0.08911356775843504,1696.688056564039,0.7384685,0.99987394,-0.08911356775843504,-0.08911356775843504,2.0338236e-08,267.0601,0.08220149,434.20487207982416,1.0002521679723166,0.0019994949,0.0020000003,500,100,1.1515301
,2051.174177649087,1.0,2,2.9300287,1.0,47.51,2.930028304277449,2051.174177649087,45.062874,0.01,2.930028304277449,2.930028304277449,0.01,-22.119347,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1470.8048499898002,1.0,2,0.8720015,1.0,46.38,-1.1860262244970472,1470.8048499898002,41.804485,0.005,-1.1860262244970472,-1.1860262244970472,0.005,-16.840582,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1184.810913881515,1.0,2,1.0355699,1.0,45.28,1.3627060990594415,1184.810913881515,39.44766,0.0033333334,1.3627060990594415,1.3627060990594415,0.0033333334,-13.426693,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1353.6734846775644,1.0,2,0.65779614,1.0,64.08,-0.4755246620086196,1353.6734846775644,38.76275,0.0025,-0.4755246620086196,-0.4755246620086196,0.0025,-11.866892,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
20625023000.0,755.0372868090626,6423.634,1,297.58743,3211312.0,42.8,7.290279347272347,755.0372868090626,1.006858,0.99984276,7.290279347272347,7.290279347272347,5.0377782e-08,285.50406,0.16180421,429.7506028777474,1.0003145379254903,0.0019993698,0.002,500,100,1.1634655
,1850.946534834197,1.0,2,-0.5048615,1.0,64.21,-0.5048609883820322,1850.946534834197,42.806976,0.01,-0.5048609883820322,-0.5048609883820322,0.01,-19.653357,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1354.8723126182208,1.0,2,3.55029,1.0,49.73,7.605442116798424,1354.8723126182208,40.041534,0.005,7.605442116798424,7.605442116798424,0.005,-9.989741,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1670.312349438472,1.0,2,1.5299218,1.0,47.37,-2.51081594515089,1670.312349438472,40.351578,0.0033333334,-2.51081594515089,-2.51081594515089,0.0033333334,-9.525467,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,4048.2498944203026,1.0,2,3.269643,1.0,46.87,8.488807958284948,4048.2498944203026,47.246258,0.0025,8.488807958284948,8.488807958284948,0.0025,-18.645277,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
3241830700.0,1300.92305912652,2547.317,1,520.57733,1273152.8,53.07,5.435170070586611,1300.92305912652,4.5071807,0.9996029,5.435170070586611,5.435170070586611,9.5437166e-08,499.86737,0.12155436,447.8997119083779,1.0007946422023932,0.001998409,0.002,500,100,1.1163213
,1022.565508562409,1.0,2,1.4131548,1.0,48.93,1.4131547804295215,1022.565508562409,31.817287,0.01,1.4131547804295215,1.4131547804295215,0.01,-7.084257,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,910.9179899270441,1.0,2,3.4864428,1.0,46.32,5.559729851032937,910.9179899270441,31.006014,0.005,5.559729851032937,5.559729851032937,0.005,-2.5221345,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1145.5469829734454,1.0,2,5.149439,1.0,53.63,8.47543135153959,1145.5469829734454,32.00745,0.0033333334,8.47543135153959,8.47543135153959,0.0033333334,-2.2978964,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1454.7429910818805,1.0,2,5.037095,1.0,57.12,4.70006394822026,1454.7429910818805,33.592327,0.0025,4.70006394822026,4.70006394822026,0.0025,-5.6570606,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
8360713000.0,737.280412968774,4090.169,1,254.07391,2044592.9,42.79,1.9493091982377178,737.280412968774,1.306255,0.9997596,1.9493091982377178,1.9493091982377178,1.516543e-07,243.86815,0.31014585,439.1993789245233,1.0004809604023817,0.0019990366,0.002,500,100,1.1384351
,962.7609628541273,1.0,2,9.688437,1.0,42.39,9.688437567534299,962.7609628541273,30.872856,0.01,9.688437567534299,9.688437567534299,0.01,-2.2269354,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1348.5527287425007,1.0,2,5.378098,1.0,50.59,1.0677599716714492,1348.5527287425007,34.098083,0.005,1.0677599716714492,1.0677599716714492,0.005,-3.5612912,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1351.9373455374175,1.0,2,4.38277,1.0,50.82,2.392112550253633,1351.9373455374175,34.97485,0.0033333334,2.392112550253633,2.392112550253633,0.0033333334,-4.881371,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1784.366548330835,1.0,2,4.6418004,1.0,55.1,5.418892927551021,1784.366548330835,36.86817,0.0025,5.418892927551021,5.418892927551021,0.0025,-4.855881,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
410470200000.0,651.627489567127,28653.09,1,225.69206,14326029.0,47.43,-1.5230756078771157,651.627489567127,0.17010534,0.999964,-1.5230756078771157,-1.5230756078771157,1.2808531e-08,216.52394,0.183502,429.2739522160813,1.0000720380075645,0.001999856,0.0020000003,500,100,1.1647574
,943.67042391565,1.0,2,1.2572479,1.0,51.24,1.2572485249668173,943.67042391565,30.565235,0.01,1.2572485249668173,1.2572485249668173,0.01,-7.205923,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,783.3857047154519,1.0,2,1.1567111,1.0,47.18,1.0561742723839822,783.3857047154519,29.238724,0.005,1.0561742723839822,1.0561742723839822,0.005,-5.657759,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1023.4022716621761,1.0,2,-0.4094118,1.0,50.4,-3.54165856626479,1023.4022716621761,30.208666,0.0033333334,-3.54165856626479,-3.54165856626479,0.0033333334,-6.0167484,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1467.1132107393478,1.0,2,-0.4919049,1.0,55.23,-0.7393833063060952,1467.1132107393478,32.365932,0.0025,-0.7393833063060952,-0.7393833063060952,0.0025,-6.6710563,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
16669981000.0,1403.5859770032514,5775.0474,1,180.25784,2887039.0,69.89,1.3548268441926503,1403.5859770032514,0.6642851,0.9998321,1.3548268441926503,1.3548268441926503,1.188168e-07,173.00883,0.34308633,438.1352709890652,1.0003358393815382,0.001999327,0.0019999999,500,100,1.1412001
,1584.5195686651598,1.0,2,3.6902816,1.0,53.39,3.6902822564827558,1584.5195686651598,39.606495,0.01,3.6902822564827558,3.6902822564827558,0.01,-15.8247,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1237.7365935216303,1.0,2,3.5764222,1.0,43.0,3.4625633471892434,1237.7365935216303,37.37686,0.005,3.4625633471892434,3.4625633471892434,0.005,-10.222754,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1477.4945274814795,1.0,2,3.1843219,1.0,54.88,2.40012003118942,1477.4945274814795,37.67272,0.0033333334,2.40012003118942,2.40012003118942,0.0033333334,-8.082659,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1795.3210116459882,1.0,2,3.2220602,1.0,52.95,3.3352771613832215,1795.3210116459882,38.84291,0.0025,3.3352771613832215,3.3352771613832215,0.0025,-6.535431,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
20895721000.0,823.8323700180804,6465.684,1,231.839,3232316.0,43.64,3.7771840196036197,823.8323700180804,0.7767142,0.9998373,3.7771840196036197,3.7771840196036197,4.849664e-09,222.24635,0.015678197,413.86503274516593,1.0003254897098022,0.001999348,0.002,500,100,1.2081233
,1328.0199004409428,1.0,2,3.4771547,1.0,61.09,3.477155062370432,1328.0199004409428,36.25934,0.01,3.477155062370432,3.477155062370432,0.01,-9.4208145,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,934.8263378002946,1.0,2,3.8850632,1.0,51.37,4.29297108708944,934.8263378002946,33.470512,0.005,4.29297108708944,4.29297108708944,0.005,-5.235178,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1642.6243216248224,1.0,2,0.37281784,1.0,48.5,-6.6516726679405975,1642.6243216248224,36.243454,0.0033333334,-6.6516726679405975,-6.6516726679405975,0.0033333334,-10.361652,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,2058.1761314290907,1.0,2,-0.15135956,1.0,56.19,-1.723891742709234,2058.1761314290907,38.67058,0.0025,-1.723891742709234,-1.723891742709234,0.0025,-11.033779,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
5540117000.0,1776.7393012529021,3329.7107,1,153.20734,1664350.4,64.02,2.0716583759124987,1776.7393012529021,0.9879234,0.9996967,2.0716583759124987,2.0716583759124987,5.318386e-08,142.86235,0.08854344,442.6404746062141,1.0006069354404732,0.0019987845,0.002,500,100,1.1295849
,1123.114238715308,1.0,2,3.9582374,1.0,55.19,3.9582374450948845,1123.114238715308,33.34491,0.01,3.9582374450948845,3.9582374450948845,0.01,-7.476243,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,1823.02248583355,1.0,2,3.6602979,1.0,44.39,3.3623584616456537,1823.02248583355,38.18935,0.005,3.3623584616456537,3.3623584616456537,0.005,-10.475712,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1420.5481392222193,1.0,2,3.4405704,1.0,51.99,3.0011144710244606,1420.5481392222193,37.962635,0.0033333334,3.0011144710244606,3.0011144710244606,0.0033333334,-8.101433,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1590.0391832660011,1.0,2,2.7315664,1.0,50.45,0.6045566034601759,1590.0391832660011,38.417625,0.0025,0.6045566034601759,0.6045566034601759,0.0025,-7.264102,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
7966505000.0,823.9165152816406,3992.5806,1,149.07089,1995809.6,46.28,6.418575477827614,823.9165152816406,0.7547203,0.99975926,6.418575477827614,6.418575477827614,9.281439e-08,139.56703,0.18528447,442.4694758804626,1.0004816921066297,0.0019990352,0.0019999999,500,100,1.1300215
,1497.361154640748,1.0,2,3.5698009,1.0,47.15,3.5698004833241415,1497.361154640748,38.501785,0.01,3.5698004833241415,3.5698004833241415,0.01,-16.904863,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,883.6027060339221,1.0,2,2.4860547,1.0,39.99,1.402309294053549,883.6027060339221,34.34751,0.005,1.402309294053549,1.402309294053549,0.005,-11.991719,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1342.0880517190508,1.0,2,4.82296,1.0,53.48,9.49676965355456,1342.0880517190508,35.218067,0.0033333334,9.49676965355456,9.49676965355456,0.0033333334,-6.9980927,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1047.5065007940514,1.0,2,4.310192,1.0,48.59,2.771890348091645,1047.5065007940514,34.500446,0.0025,2.771890348091645,2.771890348091645,0.0025,-5.92714,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
60263560000.0,1017.3499007336372,10979.496,1,186.15324,5489243.5,51.48,4.092801168273341,1017.3499007336372,0.3473745,0.9999081,4.092801168273341,4.092801168273341,7.659493e-09,176.23898,0.042048685,426.4932562718385,1.000183822482477,0.0019996318,0.0019999999,500,100,1.1723515
,1119.0942755156188,1.0,2,-3.6309838,1.0,53.73,-3.6309834991059144,1119.0942755156188,33.285183,0.01,-3.6309834991059144,-3.6309834991059144,0.01,-22.928974,1.0,500.0,100.0,3.5044917e-18,0.009999998,500,100,1.0
,2110.2507598964285,1.0,2,-2.3701546,1.0,57.29,-1.1093248901499295,2110.2507598964285,40.001446,0.005,-1.1093248901499295,-1.1093248901499295,0.005,-16.162348,1.0,500.0,200.00000010221265,2.179301e-19,0.0049999994,500,100,1.0
,1621.7736426605481,1.0,2,-0.831138,1.0,53.92,2.2468962965581945,1621.7736426605481,40.083244,0.0033333334,2.2468962965581945,2.2468962965581945,0.0033333334,-15.12206,1.0,500.0,299.999969473632,5.4391416e-20,0.0033333336,500,100,1.0
,1030.2384357547655,1.0,2,0.8696989,1.0,48.17,5.972208394804897,1030.2384357547655,38.323128,0.0025,5.972208394804897,5.972208394804897,0.0025,-11.506604,1.0,500.0,400.0,5.434597e-20,0.0024999997,500,100,1.0
134926670000.0,2142.16369247475,16428.19,1,327.56143,8213607.5,45.18,3.135081987968611,2142.16369247475,0.4221798,0.9999407,3.135081987968611,3.135081987968611,1.5069146e-08,314.27234,0.123779394,430.4053048688508,1.0001185872194565,0.0019997624,0.0019999996,500,100,1.1616957
