VarJ,VarDiscRet,eRenyi2,Delta,VarVanillaIw,VarRet,MaxNormIw,IterType,AvgRet,MinVanillaIw,AvgNormIw,VanillaAvgRet,VarNormIw,Bound,J,MinNormIw,AvgDiscRet,AvgVanillaIw,MaxVanillaIw,EpsThisIter,AvgEpLen,ESSClassic,BatchSize,ESSRenyi
423.423,171731.873746,1.02001,0.1,0.0250299,171731.873746,0.0146644,1,1440.62537134,0.638861,0.01,1440.62537134,2.50434e-06,425.201,1460.77,0.00639033,1440.62537134,0.99973,1.46604,100,157.02,97.5807308141,100,98.0383581752
522.359,147273.580132,1.05623,0.1,0.0766053,147273.580132,0.0242145,1,1390.44686531,0.470532,0.01,1390.44686531,7.56833e-06,540.581,1428.38,0.00467692,1390.44686531,1.00607,2.43615,100,151.62,93.0296408444,100,94.6760222249
435.815,165673.037518,1.03838,0.1,0.0483349,165673.037518,0.0173227,1,1421.30616078,0.542189,0.01,1421.30616078,4.78739e-06,631.321,1451.38,0.00539598,1421.30616078,1.0048,1.74059,100,155.02,95.4749665361,100,96.3041539579
497.343,121387.701371,1.1089,0.1,0.168444,121387.701371,0.027686,1,1329.93691439,0.27751,0.01,1329.93691439,1.62592e-05,598.701,1399.65,0.00272647,1329.93691439,1.01784,2.81799,100,145.24,86.1351342271,100,90.1796356074
1807.51,150092.160704,1.52467,0.1,2.6725,150092.160704,0.151767,1,1338.72430249,0.125087,0.01,1338.72430249,0.000245582,574.064,1591.6,0.00119909,1338.72430249,1.04318,15.8321,100,146.15,29.1438326067,100,65.587793861
560.034,189050.491733,1.09178,0.1,0.122068,189050.491733,0.0221698,1,1413.59331705,0.364365,0.01,1413.59331705,1.19266e-05,613.783,1474.06,0.00360159,1413.59331705,1.01168,2.24288,100,154.05,89.4395942853,100,91.5931588756
406.198,127955.206818,1.06326,0.1,0.076448,127955.206818,0.0175576,1,1344.2472794,0.396791,0.01,1344.2472794,7.69809e-06,613.679,1386.5,0.00398171,1344.2472794,0.996532,1.74967,100,146.75,92.9185825434,100,94.0499552039
421.417,139697.797891,1.06948,0.1,0.092792,139697.797891,0.0203783,1,1357.67827463,0.350039,0.01,1357.67827463,9.51763e-06,603.076,1410.5,0.00354508,1357.67827463,0.987395,2.01214,100,148.42,91.3889328278,100,93.5038171827
2179.85,174042.136904,1.76066,0.1,16.1073,174042.136904,0.309204,1,1425.44557946,0.0989227,0.01,1425.44557946,0.000941576,671.64,1800.17,0.000756332,1425.44557946,1.30793,40.4416,100,155.22,9.68842134871,100,56.7968005434
4777.82,151999.982045,2.28143,0.1,28.4116,151999.982045,0.394705,1,1371.49335747,0.0109657,0.01,1371.49335747,0.00155014,656.936,2192.82,8.09984e-05,1371.49335747,1.35382,53.4361,100,149.7,6.11755557861,100,43.8321806884
250.932,52938.773483,1.032,0.1,0.0386902,52938.773483,0.0201731,1,1358.67960778,0.499479,0.01,1358.67960778,4.08521e-06,775.949,1375.12,0.00513245,1358.67960778,0.97318,1.96321,100,148.1,96.1128789622,100,96.8994873525
1385.3,73928.5756563,1.4518,0.1,4.82798,73928.5756563,0.194411,1,1367.36215589,0.146281,0.01,1367.36215589,0.000363888,734.651,1547.11,0.00126996,1367.36215589,1.15186,22.3934,100,148.96,21.7273537932,100,68.879938029
507.611,139337.849111,1.03976,0.1,0.0555377,139337.849111,0.0183832,1,1398.48420795,0.57557,0.01,1398.48420795,5.37786e-06,292.23,1440.63,0.00566381,1398.48420795,1.01622,1.86815,100,152.24,94.9450190417,100,96.1763830487
1733.35,147216.153362,1.53085,0.1,29.4402,147216.153362,0.36863,1,1421.92176388,0.280104,0.01,1421.92176388,0.00132893,573.625,1696.27,0.00188191,1421.92176388,1.4884,54.8669,100,154.99,7.06393717502,100,65.3233012072
416.042,129468.79267,1.05966,0.1,0.072123,129468.79267,0.0178364,1,1395.23680176,0.465287,0.01,1395.23680176,7.23861e-06,589.011,1440.83,0.00466135,1395.23680176,0.99818,1.78039,100,152.3,93.3130071081,100,94.3699596786
2255.1,138586.742414,1.62962,0.1,9.35533,138586.742414,0.253224,1,1424.24152847,0.138331,0.01,1424.24152847,0.000628934,571.857,1734.88,0.00113421,1424.24152847,1.21963,30.8839,100,155.12,13.8380580695,100,61.3639871587
4195.05,139506.449422,2.25534,0.1,28.6733,139506.449422,0.363957,1,1382.39852605,0.0925847,0.01,1382.39852605,0.0012974,593.936,2017.82,0.000622783,1382.39852605,1.48663,54.1069,100,150.8,7.22321809886,100,44.3393045048
4311.12,148173.900029,2.44815,0.1,160.133,148173.900029,0.563046,1,1399.04274101,0.0369941,0.01,1399.04274101,0.00315057,857.583,2282.29,0.000164092,1399.04274101,2.25448,126.937,100,152.35,3.10649462976,100,40.8471000515
1941.92,95459.5991695,1.52266,0.1,4.44309,95459.5991695,0.204511,1,1360.03845387,0.0889592,0.01,1360.03845387,0.000409875,588.367,1618.14,0.000854425,1360.03845387,1.04116,21.2928,100,148.46,19.7716009161,100,65.6745733498
316.63,73582.1564209,1.04062,0.1,0.0488753,73582.1564209,0.0185108,1,1406.22917755,0.425164,0.01,1406.22917755,5.01315e-06,677.584,1435.5,0.00430593,1406.22917755,0.987391,1.82774,100,153.3,95.2716472232,100,96.0968028363
6311.92,125683.496871,2.41932,0.1,89.25,125683.496871,0.491921,1,1400.06019069,0.0432527,0.01,1400.06019069,0.00238551,806.795,2626.03,0.000223614,1400.06019069,1.93426,95.1501,100,152.63,4.06231573359,100,41.3338493284
365.663,118332.46056,1.02001,0.1,0.0208543,118332.46056,0.0144326,1,1429.70847236,0.53716,0.01,1429.70847236,2.13724e-06,575.456,1446.75,0.00543792,1429.70847236,0.987805,1.42566,100,155.62,97.927980313,100,98.0384269222
395.282,99443.1400187,1.02426,0.1,0.0220771,99443.1400187,0.0147433,1,1389.93463662,0.700386,0.01,1389.93463662,2.21171e-06,372.307,1412.67,0.00701021,1389.93463662,0.999095,1.473,100,151.64,97.8573370321,100,97.6311611237
2629.33,140582.361482,1.92634,0.1,57.3999,140582.361482,0.43703,1,1438.01488175,0.0839198,0.01,1438.01488175,0.00187561,644.57,1958.07,0.000479712,1438.01488175,1.74938,76.453,100,156.8,5.11023122821,100,51.9119516316
3849.66,154766.633573,2.21186,0.1,138.872,154766.633573,0.590563,1,1464.47653982,0.0473218,0.01,1464.47653982,0.00345466,1028.65,2376.04,0.000236024,1464.47653982,2.00496,118.405,100,159.63,2.84081878143,100,45.2107656342
384.762,123695.665015,1.03319,0.1,0.0523817,123695.665015,0.0241732,1,1379.65725567,0.611174,0.01,1379.65725567,5.20746e-06,595.502,1403.86,0.0060938,1379.65725567,1.00294,2.42444,100,150.86,95.0973644983,100,96.7876624751
433.436,147008.864364,1.04671,0.1,0.0989475,147008.864364,0.0246477,1,1397.7628684,0.354583,0.01,1397.7628684,9.43771e-06,544.108,1433.82,0.00346297,1397.7628684,1.02393,2.52374,100,152.42,91.4550773761,100,95.5378254192
419.01,110720.579528,1.05102,0.1,0.0599354,110720.579528,0.0216935,1,1400.22105385,0.614453,0.01,1400.22105385,6.28622e-06,590.185,1436.34,0.00629277,1400.22105385,0.976443,2.11825,100,152.72,94.141273012,100,95.1455145623
1517.25,141361.874421,1.47774,0.1,59.8845,141361.874421,0.456617,1,1414.07278041,0.268389,0.01,1414.07278041,0.00204804,616.107,1694.06,0.00156955,1414.07278041,1.70997,78.0801,100,154.19,4.70022837205,100,67.6709333588
4024.36,131482.250179,2.88889,0.1,114.405,131482.250179,0.552048,1,1374.95275112,0.0253505,0.01,1374.95275112,0.00302379,790.121,2363.66,0.000130328,1374.95275112,1.94512,107.38,100,150.34,3.23252638111,100,34.6153795366
318.272,101972.74704,1.0546,0.1,0.0524916,101972.74704,0.0157009,1,1325.01116835,0.369213,0.01,1325.01116835,5.48384e-06,663.314,1363.8,0.00377376,1325.01116835,0.978369,1.53613,100,144.89,94.8505625767,100,94.8224028706
2592.33,185205.36148,2.2037,0.1,516.429,185205.36148,0.731828,1,1478.55361545,0.0735426,0.01,1478.55361545,0.00532103,1181.16,2410.97,0.000236065,1478.55361545,3.11535,227.99,100,160.91,1.86295245154,100,45.3782261753
434.094,130328.69868,1.05687,0.1,0.0797641,130328.69868,0.0235925,1,1374.97858598,0.527966,0.01,1374.97858598,8.28994e-06,580.793,1417.38,0.00538243,1374.97858598,0.980907,2.3142,100,150.15,92.4154333896,100,94.6187298345
425.778,162170.590968,1.01762,0.1,0.0156241,162170.590968,0.0140287,1,1430.53324519,0.740556,0.01,1430.53324519,1.52517e-06,448.704,1446.76,0.00731677,1430.53324519,1.01213,1.4199,100,155.97,98.512508641,100,98.2682357362
2884.07,156223.239729,2.13977,0.1,68.9597,156223.239729,0.494197,1,1385.03807577,0.0692852,0.01,1385.03807577,0.00241944,680.543,1982.76,0.000410393,1385.03807577,1.68826,83.4335,100,151.1,4.00762244806,100,46.7340357564
446.46,166869.858621,1.0431,0.1,0.0515626,166869.858621,0.0176096,1,1347.62030842,0.462291,0.01,1347.62030842,5.31166e-06,442.275,1383.42,0.00469206,1347.62030842,0.985263,1.73501,100,147.19,95.0041592045,100,95.86801983
360.405,112813.517572,1.07077,0.1,0.0776032,112813.517572,0.0171683,1,1298.19126744,0.427789,0.01,1298.19126744,7.79461e-06,657.978,1341.28,0.00428733,1298.19126744,0.997798,1.71305,100,141.9,92.8361541867,100,93.3904857712
1300.36,157524.203962,1.33403,0.1,2.09908,157524.203962,0.125961,1,1420.79617269,0.270793,0.01,1420.79617269,0.000170712,512.928,1609.92,0.00244205,1420.79617269,1.10887,13.9675,100,154.86,37.1740612984,100,74.9608713489
534.743,169935.342885,1.09703,0.1,0.156609,169935.342885,0.0236515,1,1448.72564701,0.332689,0.01,1448.72564701,1.46884e-05,680.902,1515.61,0.00322194,1448.72564701,1.03258,2.44219,100,157.91,87.304560741,100,91.1550874881
377.646,160488.661673,1.0,0.1,31618.7,160488.661673,0.939668,1,1390.63793577,0.000954841,0.01,1390.63793577,0.00882404,1192.31,2034.1,5.04421e-07,1390.63793577,18.9295,1778.74,100,151.68,1.1317593262,100,99.9995112443
566.612,230631.804309,1.03675,0.1,0.0417755,230631.804309,0.0180636,1,1391.2972134,0.520854,0.01,1391.2972134,4.24148e-06,444.604,1422.32,0.00524824,1391.2972134,0.992436,1.7927,100,151.96,95.9701838332,100,96.4549621435
440.158,178708.873751,1.02094,0.1,0.0255352,178708.873751,0.0146689,1,1419.69278237,0.678319,0.01,1419.69278237,2.49146e-06,411.934,1440.44,0.00670025,1419.69278237,1.01238,1.48505,100,155.03,97.5928428942,100,97.9493315921
420.973,144675.400422,1.05272,0.1,0.0589116,144675.400422,0.0163095,1,1411.66285609,0.508148,0.01,1411.66285609,6.05501e-06,645.923,1448.13,0.00515166,1411.66285609,0.986377,1.60873,100,153.7,94.3445330737,100,94.9918637688
1699.0,136576.05849,1.58562,0.1,22.2262,136576.05849,0.379298,1,1376.90286474,0.22625,0.01,1376.90286474,0.00140595,591.631,1656.05,0.00179945,1376.90286474,1.25732,47.6901,100,150.15,6.70289519991,100,63.0667021122
510.599,167842.055588,1.05161,0.1,0.0570691,167842.055588,0.0195921,1,1373.36226134,0.378004,0.01,1373.36226134,5.91956e-06,465.657,1415.95,0.00384982,1373.36226134,0.981874,1.9237,100,149.78,94.4640865106,100,95.0919643139
498.356,220190.232591,1.05993,0.1,0.0627332,220190.232591,0.016993,1,1389.79749771,0.436781,0.01,1389.79749771,5.94039e-06,490.292,1438.91,0.00425033,1389.79749771,1.02764,1.74627,100,151.39,94.4456567325,100,94.3461000253
2618.56,130650.983943,1.87968,0.1,15.0901,130650.983943,0.296298,1,1364.22219353,0.0389866,0.01,1364.22219353,0.00087855,662.873,1734.15,0.000297477,1364.22219353,1.31058,38.8322,100,148.95,10.3117835789,100,53.2004458671
841.714,164352.42117,1.20342,0.1,0.641724,164352.42117,0.0780107,1,1376.80025585,0.139233,0.01,1376.80025585,6.39457e-05,454.484,1511.33,0.00138987,1376.80025585,1.00177,7.81489,100,150.34,61.2346621011,100,83.0966946396
635.661,199434.266197,1.08216,0.1,0.113101,199434.266197,0.0266452,1,1413.62914346,0.54724,0.01,1413.62914346,1.05836e-05,528.671,1469.59,0.00529374,1413.62914346,1.03375,2.75445,100,154.1,90.515887217,100,92.4078079158
2339.02,258449.690441,1.47862,0.1,1.97835,258449.690441,0.122319,1,1381.29569344,0.0600745,0.01,1381.29569344,0.00016955,421.562,1717.44,0.000556144,1381.29569344,1.0802,13.2128,100,150.84,37.3337136944,100,67.6305879976
425.05,148012.043738,1.04686,0.1,0.0520222,148012.043738,0.01396,1,1332.95727857,0.291514,0.01,1332.95727857,5.1349e-06,432.485,1374.5,0.00289622,1332.95727857,1.00653,1.40512,100,145.77,95.1623817851,100,95.5239652918
509.736,131626.365668,1.08225,0.1,0.199213,131626.365668,0.043908,1,1391.61488764,0.498871,0.01,1391.61488764,1.87623e-05,623.366,1440.7,0.00484141,1391.61488764,1.03042,4.52438,100,151.93,84.335042969,100,92.3997769701
4279.36,149770.005466,2.38266,0.1,64.3133,149770.005466,0.49384,1,1387.1712178,0.101607,0.01,1387.1712178,0.00240835,785.786,2202.61,0.000621773,1387.1712178,1.63414,80.7005,100,151.38,4.02532936071,100,41.969946933
2968.74,215219.619756,2.26377,0.1,410.533,215219.619756,0.710743,1,1387.37094454,0.074183,0.01,1387.37094454,0.0050155,980.06,2434.11,0.000259291,1387.37094454,2.86099,203.343,100,151.71,1.97419768082,100,44.1740364592
369.11,108722.889273,1.04039,0.1,0.0607652,108722.889273,0.0184234,1,1381.34708882,0.593366,0.01,1381.34708882,5.64264e-06,595.292,1413.92,0.00571789,1381.34708882,1.03773,1.91186,100,151.05,94.7093259714,100,96.1182521725
4697.74,317764.425047,2.71681,0.1,62.3798,317764.425047,0.485316,1,1398.90479139,0.01858,0.01,1398.90479139,0.0023283,717.456,2356.58,0.000113512,1398.90479139,1.63683,79.4378,100,152.68,4.15797961,100,36.8079354755
528.676,173508.746059,1.03884,0.1,0.0451602,173508.746059,0.0163812,1,1388.06920879,0.539094,0.01,1388.06920879,4.43989e-06,320.547,1425.8,0.0053453,1388.06920879,1.00854,1.6521,100,151.74,95.7895622949,100,96.2612203381
2679.84,139412.494056,1.7618,0.1,15.2497,139412.494056,0.286331,1,1400.69903115,0.0628441,0.01,1400.69903115,0.000820192,704.004,1781.52,0.000460884,1400.69903115,1.36355,39.0428,100,152.97,10.9650252941,100,56.7602875132
481.244,178158.723259,1.0781,0.1,0.0948223,178158.723259,0.0228018,1,1334.74487541,0.421069,0.01,1334.74487541,9.15517e-06,484.78,1393.18,0.00413744,1334.74487541,1.01771,2.32055,100,145.7,91.6896137247,100,92.7558077369
518.023,123233.093422,1.0852,0.1,0.226605,123233.093422,0.0399169,1,1415.7062804,0.428321,0.01,1415.7062804,2.17925e-05,615.214,1468.27,0.00420038,1415.7062804,1.01972,4.07041,100,154.34,82.2540064442,100,92.1485118072
543.507,213426.811507,1.03224,0.1,0.0338114,213426.811507,0.0144778,1,1384.97377044,0.590833,0.01,1384.97377044,3.32758e-06,169.207,1421.74,0.00586135,1384.97377044,1.00802,1.45939,100,151.41,96.810756593,100,96.8766362916
476.566,181156.379586,1.03095,0.1,0.0366233,181156.379586,0.016091,1,1394.92493382,0.564461,0.01,1394.92493382,3.66917e-06,450.763,1423.35,0.00564988,1394.92493382,0.999067,1.6076,100,152.27,96.4948463947,100,96.9976163997
2510.97,107997.863652,2.22433,0.1,98.421,107997.863652,0.524691,1,1394.52852804,0.110164,0.01,1394.52852804,0.00271416,855.615,1932.28,0.000578515,1394.52852804,1.90426,99.9149,100,152.42,3.58806291697,100,44.9572963437
5144.01,212002.306648,2.47024,0.1,45.6107,212002.306648,0.453031,1,1456.03937836,0.0532088,0.01,1456.03937836,0.00202928,748.56,2417.57,0.000354912,1456.03937836,1.49921,67.9189,100,158.92,4.74161776774,100,40.4819297575
469.036,222217.098585,1.0,0.1,,222217.098585,0.01,1,1422.07444492,1.0,0.01,1422.07444492,3.50449e-18,267.932,1422.07,0.01,1422.07444492,1.0,1.0,100,155.14,100.0,100,100.0
449.336,203942.224949,1.0,0.1,,203942.224949,0.01,1,1295.46879323,1.0,0.01,1295.46879323,3.50449e-18,138.319,1295.47,0.01,1295.46879323,1.0,1.0,100,141.92,100.0,100,100.0
443.613,154104.669123,1.04405,0.1,0.0515545,154104.669123,0.0175447,1,1375.36379517,0.623805,0.01,1375.36379517,5.05756e-06,367.789,1409.37,0.00617854,1375.36379517,1.00963,1.77137,100,150.46,95.2317670074,100,95.780494508
432.94,152900.577566,1.05439,0.1,0.0671292,152900.577566,0.0197383,1,1436.70911007,0.498753,0.01,1436.70911007,6.53016e-06,563.474,1483.44,0.00491917,1436.70911007,1.0139,2.00126,100,156.53,93.927711566,100,94.8418930191
514.082,185556.880883,1.04398,0.1,0.0334735,185556.880883,0.0153256,1,1438.60331137,0.578964,0.01,1438.60331137,3.37872e-06,458.706,1480.43,0.00581671,1438.60331137,0.995347,1.52543,100,156.96,96.7633237796,100,95.7870457068
513.653,203276.712637,1.03896,0.1,0.0493185,203276.712637,0.0193906,1,1439.56059668,0.575668,0.01,1439.56059668,4.83769e-06,400.739,1480.5,0.00570146,1439.56059668,1.00969,1.95784,100,157.18,95.4295746602,100,96.2500207964
362.716,110332.784728,1.05381,0.1,0.102001,110332.784728,0.0297477,1,1375.53833094,0.480007,0.01,1375.53833094,9.79189e-06,638.6,1414.45,0.00470303,1375.53833094,1.02063,3.03615,100,150.16,91.1627248972,100,94.8938415329
464.302,174475.143736,1.02446,0.1,0.0339292,174475.143736,0.019334,1,1419.29832139,0.6277,0.01,1419.29832139,3.38898e-06,444.665,1442.97,0.00627335,1419.29832139,1.00058,1.93453,100,154.95,96.7538520054,100,97.6125750514
454.254,208430.944244,1.0,0.1,,208430.944244,0.01,1,1446.66776651,1.0,0.01,1446.66776651,3.50449e-18,425.199,1446.67,0.01,1446.66776651,1.0,1.0,100,157.61,100.0,100,100.0
415.927,144470.137131,1.04986,0.1,0.0554876,144470.137131,0.0209076,1,1395.68391936,0.559331,0.01,1395.68391936,5.33515e-06,534.711,1429.85,0.00548459,1395.68391936,1.01982,2.13221,100,152.41,94.9831802431,100,95.2511738334
664.547,178701.556696,1.1682,0.1,0.298733,178701.556696,0.0425872,1,1407.4441596,0.256222,0.01,1407.4441596,2.97298e-05,554.089,1520.84,0.00255606,1407.4441596,1.00241,4.26899,100,153.6,77.2603777561,100,85.6015696974
389.574,153300.535529,1.0,0.1,,153300.535529,0.01,1,1464.35730581,1.0,0.01,1464.35730581,3.50449e-18,436.217,1464.36,0.01,1464.35730581,1.0,1.0,100,159.65,100.0,100,100.0
467.801,121201.664692,1.12224,0.1,0.185487,121201.664692,0.0314935,1,1398.51546868,0.259388,0.01,1398.51546868,1.91285e-05,624.309,1468.82,0.00263412,1398.51546868,0.984726,3.10124,100,152.67,84.0779353898,100,89.1075507971
435.129,191249.636861,1.0,0.1,,191249.636861,0.01,1,1387.36657226,1.0,0.01,1387.36657226,3.50449e-18,297.165,1387.37,0.01,1387.36657226,1.0,1.0,100,151.45,100.0,100,100.0
353.572,126275.849258,1.0,0.1,,126275.849258,0.01,1,1362.99873064,1.0,0.01,1362.99873064,3.50449e-18,614.844,1363.0,0.01,1362.99873064,1.0,1.0,100,148.64,100.0,100,100.0
488.112,240659.587596,1.0,0.1,,240659.587596,0.01,1,1391.26699019,1.0,0.01,1391.26699019,3.50449e-18,277.367,1391.27,0.01,1391.26699019,1.0,1.0,100,151.75,100.0,100,100.0
424.436,181965.182621,1.0,0.1,,181965.182621,0.01,1,1408.50207095,1.0,0.01,1408.50207095,3.50449e-18,523.474,1408.5,0.01,1408.50207095,1.0,1.0,100,153.73,100.0,100,100.0
431.088,187714.345604,1.0,0.1,,187714.345604,0.01,1,1467.46034709,1.0,0.01,1467.46034709,3.50449e-18,647.534,1467.46,0.01,1467.46034709,1.0,1.0,100,159.8,100.0,100,100.0
398.761,160616.141877,1.0,0.1,,160616.141877,0.01,1,1413.12384571,1.0,0.01,1413.12384571,3.50449e-18,501.07,1413.12,0.01,1413.12384571,1.0,1.0,100,154.29,100.0,100,100.0
423.477,181144.227434,1.0,0.1,,181144.227434,0.01,1,1365.67680188,1.0,0.01,1365.67680188,3.50449e-18,316.676,1365.68,0.01,1365.67680188,1.0,1.0,100,149.4,100.0,100,100.0
519.166,272255.679626,1.0,0.1,,272255.679626,0.01,1,1465.91148611,1.0,0.01,1465.91148611,3.50449e-18,230.005,1465.91,0.01,1465.91148611,1.0,1.0,100,160.05,100.0,100,100.0
334.422,112967.536728,1.0,0.1,,112967.536728,0.01,1,1421.79415193,1.0,0.01,1421.79415193,3.50449e-18,529.166,1421.79,0.01,1421.79415193,1.0,1.0,100,155.29,100.0,100,100.0
385.655,150232.304326,1.0,0.1,,150232.304326,0.01,1,1362.14671288,1.0,0.01,1362.14671288,3.50449e-18,379.806,1362.15,0.01,1362.14671288,1.0,1.0,100,148.99,100.0,100,100.0
502.974,255538.685733,1.0,0.1,,255538.685733,0.01,1,1452.38064728,1.0,0.01,1452.38064728,3.50449e-18,358.645,1452.38,0.01,1452.38064728,1.0,1.0,100,158.28,100.0,100,100.0
472.29,225311.415052,1.0,0.1,,225311.415052,0.01,1,1427.27762834,1.0,0.01,1427.27762834,3.50449e-18,435.813,1427.28,0.01,1427.27762834,1.0,1.0,100,155.8,100.0,100,100.0
461.12,214779.397424,1.0,0.1,,214779.397424,0.01,1,1395.74662168,1.0,0.01,1395.74662168,3.50449e-18,426.35,1395.75,0.01,1395.74662168,1.0,1.0,100,152.49,100.0,100,100.0
451.962,206333.105333,1.0,0.1,,206333.105333,0.01,1,1469.30910239,1.0,0.01,1469.30910239,3.50449e-18,383.437,1469.31,0.01,1469.30910239,1.0,1.0,100,160.17,100.0,100,100.0
482.441,235099.909024,1.0,0.1,,235099.909024,0.01,1,1448.19562292,1.0,0.01,1448.19562292,3.50449e-18,514.985,1448.2,0.01,1448.19562292,1.0,1.0,100,157.82,100.0,100,100.0
383.037,148199.641659,1.0,0.1,,148199.641659,0.01,1,1460.78445786,1.0,0.01,1460.78445786,3.50449e-18,635.715,1460.78,0.01,1460.78445786,1.0,1.0,100,159.3,100.0,100,100.0
375.896,142724.752388,1.0,0.1,,142724.752388,0.01,1,1426.70238844,1.0,0.01,1426.70238844,3.50449e-18,615.366,1426.7,0.01,1426.70238844,1.0,1.0,100,155.51,100.0,100,100.0
456.953,210915.571087,1.0,0.1,,210915.571087,0.01,1,1411.61897058,1.0,0.01,1411.61897058,3.50449e-18,410.826,1411.62,0.01,1411.61897058,1.0,1.0,100,154.11,100.0,100,100.0
371.451,139369.377002,1.0,0.1,,139369.377002,0.01,1,1377.48436246,1.0,0.01,1377.48436246,3.50449e-18,515.414,1377.48,0.01,1377.48436246,1.0,1.0,100,150.36,100.0,100,100.0
390.359,153918.961762,1.0,0.1,,153918.961762,0.01,1,1445.11685557,1.0,0.01,1445.11685557,3.50449e-18,375.598,1445.12,0.01,1445.11685557,1.0,1.0,100,157.81,100.0,100,100.0
382.57,147837.908285,1.0,0.1,,147837.908285,0.01,1,1435.98407418,1.0,0.01,1435.98407418,3.50449e-18,527.393,1435.98,0.01,1435.98407418,1.0,1.0,100,156.77,100.0,100,100.0
424.562,182073.428674,1.0,0.1,,182073.428674,0.01,1,1402.68093562,1.0,0.01,1402.68093562,3.50449e-18,506.273,1402.68,0.01,1402.68093562,1.0,1.0,100,153.01,100.0,100,100.0
320.427,103710.442126,1.0,0.1,,103710.442126,0.01,1,1393.63829703,1.0,0.01,1393.63829703,3.50449e-18,557.261,1393.64,0.01,1393.63829703,1.0,1.0,100,152.38,100.0,100,100.0
392.571,155668.350813,1.0,0.1,,155668.350813,0.01,1,1403.7056319,1.0,0.01,1403.7056319,3.50449e-18,451.117,1403.71,0.01,1403.7056319,1.0,1.0,100,153.46,100.0,100,100.0
349.534,123408.035388,1.0,0.1,,123408.035388,0.01,1,1391.46129772,1.0,0.01,1391.46129772,3.50449e-18,661.058,1391.46,0.01,1391.46129772,1.0,1.0,100,152.01,100.0,100,100.0
370.687,138797.016674,1.0,0.1,,138797.016674,0.01,1,1455.21878169,1.0,0.01,1455.21878169,3.50449e-18,482.994,1455.22,0.01,1455.21878169,1.0,1.0,100,158.69,100.0,100,100.0
388.055,152107.59672,1.0,0.1,,152107.59672,0.01,1,1412.62437537,1.0,0.01,1412.62437537,3.50449e-18,500.773,1412.62,0.01,1412.62437537,1.0,1.0,100,154.26,100.0,100,100.0
362.779,132937.96208,1.0,0.1,,132937.96208,0.01,1,1346.29014266,1.0,0.01,1346.29014266,3.50449e-18,592.175,1346.29,0.01,1346.29014266,1.0,1.0,100,147.19,100.0,100,100.0
400.777,162244.716128,1.0,0.1,,162244.716128,0.01,1,1358.91586554,1.0,0.01,1358.91586554,3.50449e-18,409.132,1358.92,0.01,1358.91586554,1.0,1.0,100,148.74,100.0,100,100.0
445.787,200733.812982,1.0,0.1,,200733.812982,0.01,1,1423.75356587,1.0,0.01,1423.75356587,3.50449e-18,424.402,1423.75,0.01,1423.75356587,1.0,1.0,100,155.64,100.0,100,100.0
374.473,141646.671763,1.0,0.1,,141646.671763,0.01,1,1351.24813542,1.0,0.01,1351.24813542,3.50449e-18,438.348,1351.25,0.01,1351.24813542,1.0,1.0,100,147.71,100.0,100,100.0
401.161,162555.687554,1.0,0.1,,162555.687554,0.01,1,1430.86015649,1.0,0.01,1430.86015649,3.50449e-18,588.148,1430.86,0.01,1430.86015649,1.0,1.0,100,156.1,100.0,100,100.0
371.556,139448.350274,1.0,0.1,,139448.350274,0.01,1,1370.96698993,1.0,0.01,1370.96698993,3.50449e-18,542.216,1370.97,0.01,1370.96698993,1.0,1.0,100,149.61,100.0,100,100.0
449.729,204299.339652,1.0,0.1,,204299.339652,0.01,1,1410.44873377,1.0,0.01,1410.44873377,3.50449e-18,469.598,1410.45,0.01,1410.44873377,1.0,1.0,100,153.77,100.0,100,100.0
449.935,204486.134496,1.0,0.1,,204486.134496,0.01,1,1416.24969685,1.0,0.01,1416.24969685,3.50449e-18,495.08,1416.25,0.01,1416.24969685,1.0,1.0,100,154.58,100.0,100,100.0
343.395,119111.299593,1.0,0.1,,119111.299593,0.01,1,1350.93059209,1.0,0.01,1350.93059209,3.50449e-18,676.599,1350.93,0.01,1350.93059209,1.0,1.0,100,147.44,100.0,100,100.0
444.996,200021.942442,1.0,0.1,,200021.942442,0.01,1,1416.70722676,1.0,0.01,1416.70722676,3.50449e-18,436.214,1416.71,0.01,1416.70722676,1.0,1.0,100,154.57,100.0,100,100.0
467.558,220819.040242,1.0,0.1,,220819.040242,0.01,1,1447.27134578,1.0,0.01,1447.27134578,3.50449e-18,462.593,1447.27,0.01,1447.27134578,1.0,1.0,100,157.75,100.0,100,100.0
406.244,166701.278195,1.0,0.1,,166701.278195,0.01,1,1451.19621524,1.0,0.01,1451.19621524,3.50449e-18,470.898,1451.2,0.01,1451.19621524,1.0,1.0,100,158.32,100.0,100,100.0
424.691,182184.114201,1.0,0.1,,182184.114201,0.01,1,1470.0981398,1.0,0.01,1470.0981398,3.50449e-18,563.745,1470.1,0.01,1470.0981398,1.0,1.0,100,160.11,100.0,100,100.0
432.307,188777.334835,1.0,0.1,,188777.334835,0.01,1,1419.83952706,1.0,0.01,1419.83952706,3.50449e-18,485.518,1419.84,0.01,1419.83952706,1.0,1.0,100,154.98,100.0,100,100.0
362.749,132915.71457,1.0,0.1,,132915.71457,0.01,1,1419.26066748,1.0,0.01,1419.26066748,3.50449e-18,476.555,1419.26,0.01,1419.26066748,1.0,1.0,100,155.03,100.0,100,100.0
