J,EpsThisIter,AvgDiscRet,VarDiscRet,eRenyi2,MinNormIw,VanillaAvgRet,IterType,AvgRet,VarNormIw,AvgVanillaIw,Bound,AvgNormIw,ESSClassic,MinVanillaIw,AvgEpLen,VarRet,BatchSize,VarJ,Delta,VarVanillaIw,MaxVanillaIw,MaxNormIw,ESSRenyi
-107.112,100,-107.122306678,12.8948855758,1.00027,0.00938501,-107.122306678,1,-107.122306678,1.82571e-08,1.00222,-143.719,0.01,99.9818922449,0.940579,22.18,12.8948855758,100,3.57685,0.1,0.000183381,1.018,0.0101575,99.9731017005
-106.553,100,-106.560003201,4.20922015221,1.00021,0.00977593,-106.560003201,1,-106.560003201,2.26299e-08,1.00161,-140.686,0.01,99.9776093658,0.979165,17.51,4.20922015221,100,2.03245,0.1,0.000227028,1.06097,0.0105927,99.9794406253
-106.781,100,-106.80579758,4.54239482875,1.00072,0.00942124,-106.80579758,1,-106.80579758,8.57575e-08,1.00029,-140.57,0.01,99.9151863459,0.942397,19.3,4.54239482875,100,2.12538,0.1,0.000858072,1.11153,0.0111121,99.9277160905
-108.155,100,-110.34886673,1527.15435038,1.01079,0.00444981,-110.34886673,1,-110.34886673,1.47336e-06,0.990226,-257.919,0.01,98.5623213096,0.440632,23.44,1527.15435038,100,17.518,0.1,0.014447,1.1162,0.0112722,98.9326357445
-106.096,100,-106.221228093,16.5343448191,1.00373,0.00852916,-106.221228093,1,-106.221228093,3.62715e-07,1.00017,-140.63,0.01,99.6422259541,0.853063,20.5,16.5343448191,100,4.49605,0.1,0.0036284,1.23201,0.012318,99.6282028092
-106.787,100,-106.803255051,7.1952253281,1.00045,0.0093116,-106.803255051,1,-106.803255051,4.38434e-08,0.99472,-141.438,0.01,99.9566293678,0.926243,19.09,7.1952253281,100,2.69677,0.1,0.000433816,1.06078,0.0106641,99.9554355944
-106.273,100,-106.335889346,16.496613679,1.00187,0.00817413,-106.335889346,1,-106.335889346,1.96039e-07,0.992485,-140.657,0.01,99.8063461511,0.81127,18.93,16.496613679,100,4.21439,0.1,0.00193104,1.13187,0.0114044,99.8128585054
-106.767,100,-106.797814792,5.97806515168,1.00086,0.00906161,-106.797814792,1,-106.797814792,1.11771e-07,1.00492,-142.694,0.01,99.8894836159,0.910622,17.2,5.97806515168,100,2.36567,0.1,0.00112875,1.09938,0.0109399,99.9138264019
-106.758,100,-106.794992226,5.90970799799,1.00105,0.00888318,-106.794992226,1,-106.794992226,1.48448e-07,1.00994,-142.205,0.01,99.8533026411,0.897151,18.76,5.90970799799,100,2.40039,0.1,0.00151415,1.26619,0.0125372,99.8953723024
-105.801,100,-106.36662612,53.4383115301,1.01818,0.00755053,-106.36662612,1,-106.36662612,2.4774e-06,1.00162,-141.87,0.01,97.6061435681,0.756276,24.48,53.4383115301,100,12.0839,0.1,0.0248543,1.8093,0.0180637,98.2145518642
-106.104,100,-106.142800316,15.4434338638,1.00112,0.00840173,-106.142800316,1,-106.142800316,1.35882e-07,0.997262,-141.913,0.01,99.8656502351,0.837873,20.44,15.4434338638,100,4.00797,0.1,0.00135139,1.0976,0.0110062,99.8876286088
-107.336,100,-107.356003837,7.58021755015,1.00057,0.00881455,-107.356003837,1,-107.356003837,6.28105e-08,0.998436,-142.947,0.01,99.9378628325,0.880077,18.58,7.58021755015,100,2.68227,0.1,0.000626142,1.03056,0.0103217,99.9428837079
-106.31,100,-106.352979496,7.94730023863,1.00128,0.00886451,-106.352979496,1,-106.352979496,1.5569e-07,1.00046,-140.85,0.01,99.8461089826,0.886863,19.65,7.94730023863,100,2.93448,0.1,0.00155835,1.11848,0.0111796,99.8717286581
-105.772,100,-105.927786627,28.1070651314,1.00472,0.0084758,-105.927786627,1,-105.927786627,7.3214e-07,1.00274,-140.102,0.01,99.2804000209,0.849903,21.9,28.1070651314,100,6.28856,0.1,0.0073616,1.38271,0.0137893,99.5301846597
-107.733,100,-108.627143632,542.182411075,1.00747,0.00601089,-108.627143632,1,-108.627143632,6.63213e-07,1.00569,-209.462,0.01,99.3476948995,0.60451,23.92,542.182411075,100,14.1118,0.1,0.00670783,1.11786,0.0111154,99.258666755
-105.967,100,-106.054601791,11.5612202062,1.0026,0.00896664,-106.054601791,1,-106.054601791,2.31351e-07,0.997065,-139.861,0.01,99.7715024712,0.894033,20.28,11.5612202062,100,3.66292,0.1,0.00229995,1.15416,0.0115756,99.740856651
-106.043,100,-106.214362281,30.4650622352,1.00519,0.00739125,-106.214362281,1,-106.214362281,7.60385e-07,0.994295,-140.241,0.01,99.2528297637,0.734908,18.97,30.4650622352,100,6.29277,0.1,0.00751734,1.2843,0.0129166,99.4833714829
-105.418,100,-105.754752452,36.5782799765,1.01122,0.00749281,-105.754752452,1,-105.754752452,1.05844e-06,0.985478,-139.576,0.01,98.9629743908,0.738399,22.3,36.5782799765,100,8.78651,0.1,0.0102792,1.50756,0.0152978,98.8901248604
-106.728,100,-106.747934293,18.0681218506,1.00054,0.00899633,-106.747934293,1,-106.747934293,6.60523e-08,0.998926,-144.258,0.01,99.9346694859,0.898667,19.07,18.0681218506,100,4.31105,0.1,0.000659105,1.06226,0.010634,99.9456939134
-106.133,100,-106.183524544,13.0305206746,1.00147,0.00942608,-106.183524544,1,-106.183524544,1.21455e-07,0.9968,-142.061,0.01,99.8799345472,0.939592,20.2,13.0305206746,100,3.84145,0.1,0.00120679,1.14404,0.0114771,99.8535159389
-105.904,100,-105.937165504,11.9976945605,1.00096,0.0088914,-105.937165504,1,-105.937165504,9.60286e-08,1.00045,-141.683,0.01,99.9050021138,0.889537,22.93,11.9976945605,100,3.50041,0.1,0.000961142,1.07772,0.0107724,99.9045687545
-105.446,100,-105.659523577,32.307465704,1.00634,0.00586981,-105.659523577,1,-105.659523577,8.45572e-07,0.992572,-140.106,0.01,99.1698255934,0.582621,21.24,32.307465704,100,6.32293,0.1,0.00833056,1.21354,0.0122263,99.3696973057
-105.422,100,-105.704143292,26.264424116,1.00814,0.00873444,-105.704143292,1,-105.704143292,9.88985e-07,1.01119,-140.115,0.01,99.0304006838,0.883217,21.56,26.264424116,100,6.04936,0.1,0.0101124,1.35652,0.0134151,99.19211818
-107.133,100,-107.201785623,24.6762539043,1.00147,0.00835214,-107.201785623,1,-107.201785623,1.60486e-07,1.00087,-150.943,0.01,99.841357247,0.83594,21.15,24.6762539043,100,4.40902,0.1,0.00160765,1.04929,0.0104838,99.8527908963
-105.038,100,-105.122904881,24.4481106449,1.00253,0.00855825,-105.122904881,1,-105.122904881,2.93227e-07,1.00273,-138.865,0.01,99.7105690147,0.858158,23.31,24.4481106449,100,5.12646,0.1,0.00294828,1.15177,0.0114864,99.7474745373
-105.983,100,-106.051806872,18.4523836176,1.00199,0.00835273,-106.051806872,1,-106.051806872,2.2214e-07,0.99816,-140.608,0.01,99.7805284817,0.833737,21.52,18.4523836176,100,4.36456,0.1,0.00221323,1.12492,0.0112699,99.8015178773
-106.309,100,-106.391837578,14.9878017259,1.0025,0.00865837,-106.391837578,1,-106.391837578,2.75839e-07,0.990933,-140.478,0.01,99.7276785107,0.857986,21.26,14.9878017259,100,4.01863,0.1,0.0027086,1.12156,0.0113183,99.7509973188
-105.875,100,-105.934165954,21.4940429481,1.0019,0.00873511,-105.934165954,1,-105.934165954,2.19492e-07,0.995164,-141.137,0.01,99.7831659398,0.869286,21.99,21.4940429481,100,4.83963,0.1,0.00217374,1.20006,0.0120589,99.8105189188
-106.081,100,-106.120635265,8.05098360392,1.00119,0.00926139,-106.120635265,1,-106.120635265,1.2428e-07,1.00017,-139.983,0.01,99.8770879093,0.9263,21.46,8.05098360392,100,2.93037,0.1,0.00124323,1.13877,0.0113857,99.8807661543
-104.986,100,-105.244177445,31.2368000761,1.00751,0.00770196,-105.244177445,1,-105.244177445,1.13962e-06,1.00362,-140.818,0.01,98.8843585627,0.77298,24.69,31.2368000761,100,6.02502,0.1,0.0114788,1.3405,0.0133567,99.2549437815
-106.441,100,-106.832004503,87.1771542239,1.00588,0.0057279,-106.832004503,1,-106.832004503,6.51769e-07,1.0005,-163.282,0.01,99.3588988208,0.573078,28.41,87.1771542239,100,6.45457,0.1,0.00652423,1.11768,0.0111711,99.4158615589
-106.573,100,-106.630725282,84.8064087971,1.0011,0.00902228,-106.630725282,1,-106.630725282,9.72103e-08,0.998533,-160.924,0.01,99.9038512672,0.900904,25.85,84.8064087971,100,8.5091,0.1,0.000969253,1.0616,0.0106316,99.8901740223
-105.868,100,-105.939982522,16.1262471939,1.00207,0.00885554,-105.939982522,1,-105.939982522,1.88974e-07,0.997202,-141.511,0.01,99.8132610245,0.883076,21.64,16.1262471939,100,4.15466,0.1,0.00187918,1.15781,0.0116106,99.7936581373
-105.735,100,-105.849623255,26.0894217958,1.00335,0.00879728,-105.849623255,1,-105.849623255,3.12188e-07,0.995501,-140.91,0.01,99.6919093248,0.87577,22.36,26.0894217958,100,5.44538,0.1,0.00309385,1.1605,0.0116575,99.6658797419
-106.133,100,-106.179561477,11.5196916476,1.0014,0.0086928,-106.179561477,1,-106.179561477,1.33572e-07,0.998237,-140.355,0.01,99.8679016934,0.867747,21.17,11.5196916476,100,3.52322,0.1,0.00133101,1.13214,0.0113414,99.8597921572
-106.543,100,-107.274017143,431.448361209,1.0073,0.00657618,-107.274017143,1,-107.274017143,6.03496e-07,1.0078,-197.631,0.01,99.4060603945,0.662749,26.78,431.448361209,100,14.5007,0.1,0.0061295,1.15739,0.0114843,99.2754412159
-106.299,100,-106.328239275,13.0980519962,1.00087,0.00929463,-106.328239275,1,-106.328239275,9.21502e-08,0.998302,-141.344,0.01,99.908854439,0.927884,23.37,13.0980519962,100,3.70887,0.1,0.000918375,1.09616,0.0109803,99.9132432861
-108.279,100,-109.177089878,448.841290559,1.00862,0.00609935,-109.177089878,1,-109.177089878,1.09739e-06,0.993143,-200.235,0.01,98.9252547569,0.605753,27.02,448.841290559,100,14.2982,0.1,0.0108239,1.10575,0.0111338,99.1456341203
-106.084,100,-106.250628045,21.20544053,1.0049,0.00894672,-106.250628045,1,-106.250628045,4.84875e-07,1.00163,-141.394,0.01,99.522286735,0.89613,23.04,21.20544053,100,5.19373,0.1,0.00486457,1.30408,0.0130196,99.5123323832
-107.206,100,-108.728237286,1478.97661236,1.0082,0.00557296,-108.728237286,1,-108.728237286,8.82549e-07,1.00428,-252.943,0.01,99.1338117812,0.559684,28.45,1478.97661236,100,21.9634,0.1,0.00890126,1.13592,0.0113107,99.186840369
-106.459,100,-106.499229438,11.4738637285,1.00117,0.00891973,-106.499229438,1,-106.499229438,1.25087e-07,0.997565,-141.304,0.01,99.8763126322,0.889802,22.14,11.4738637285,100,3.39443,0.1,0.00124479,1.06576,0.0106836,99.8836323334
-105.493,100,-105.684141617,24.5421617322,1.00552,0.00732891,-105.684141617,1,-105.684141617,6.97629e-07,0.994654,-139.752,0.01,99.3140571969,0.728973,23.72,24.5421617322,100,5.26533,0.1,0.00690191,1.26642,0.0127322,99.4506190198
-104.509,100,-104.740562919,63.6428731039,1.00677,0.00795142,-104.740562919,1,-104.740562919,5.43243e-07,0.998035,-138.957,0.01,99.4650858601,0.793579,26.72,63.6428731039,100,8.41904,0.1,0.0054111,1.16137,0.0116366,99.3277862367
-105.729,100,-105.802346452,24.7253848145,1.00189,0.00860144,-105.802346452,1,-105.802346452,1.71104e-07,1.00091,-144.118,0.01,99.8308669731,0.860928,24.79,24.7253848145,100,4.9727,0.1,0.00171416,1.13439,0.0113336,99.811136464
-105.561,100,-106.138397143,154.2685556,1.00729,0.00562324,-106.138397143,1,-106.138397143,1.06525e-06,0.986454,-171.996,0.01,98.9563829115,0.554706,32.53,154.2685556,100,7.92979,0.1,0.0103659,1.09988,0.0111498,99.2762048942
-105.852,100,-106.034584406,27.2877157507,1.00429,0.00592213,-106.034584406,1,-106.034584406,7.54031e-07,0.98598,-144.675,0.01,99.2590584025,0.58391,21.32,27.2877157507,100,4.9938,0.1,0.00733036,1.09988,0.0111552,99.572467668
-106.003,100,-106.132836431,48.3055979881,1.00237,0.00707832,-106.132836431,1,-106.132836431,3.01754e-07,1.00155,-152.819,0.01,99.7021488931,0.708928,25.17,48.3055979881,100,5.89243,0.1,0.0030269,1.05743,0.0105579,99.7636434258
-105.25,100,-105.413694432,31.0654257361,1.00503,0.00856342,-105.413694432,1,-105.413694432,5.45757e-07,0.991133,-139.234,0.01,99.462616327,0.848749,24.83,31.0654257361,100,6.05536,0.1,0.00536121,1.41253,0.0142516,99.4992778285
-106.194,100,-106.302850797,43.6108910549,1.00203,0.00711124,-106.302850797,1,-106.302850797,2.43023e-07,1.00519,-151.884,0.01,99.7600003555,0.714814,23.49,43.6108910549,100,5.68421,0.1,0.00245552,1.05744,0.0105198,99.797374144
-104.927,100,-105.269924516,39.5567015151,1.01016,0.00713465,-105.269924516,1,-105.269924516,1.36466e-06,0.982427,-140.019,0.01,98.6669883434,0.700928,25.71,39.5567015151,100,6.92204,0.1,0.0131712,1.2155,0.0123725,98.9940932377
-104.911,100,-105.094848268,84.4907181676,1.00363,0.00793111,-105.094848268,1,-105.094848268,2.59455e-07,1.00707,-154.087,0.01,99.7438207848,0.79872,30.0,84.4907181676,100,8.62372,0.1,0.00263138,1.07749,0.0106992,99.638474435
-105.067,100,-105.263000333,17.6441534493,1.006,0.00797592,-105.263000333,1,-105.263000333,6.92021e-07,0.994799,-139.077,0.01,99.319606798,0.793444,22.55,17.6441534493,100,4.54775,0.1,0.00684841,1.32281,0.0132973,99.4032445673
-105.648,100,-105.724323856,19.3362536794,1.00204,0.00748277,-105.724323856,1,-105.724323856,2.86513e-07,0.995906,-142.441,0.01,99.7171801832,0.745214,28.97,19.3362536794,100,4.42179,0.1,0.00284172,1.06315,0.0106752,99.7959256995
-104.854,100,-105.138225335,22.7323915537,1.00836,0.00688646,-105.138225335,1,-105.138225335,1.08243e-06,0.990105,-140.76,0.01,98.9397343638,0.681833,25.51,22.7323915537,100,5.58458,0.1,0.0106112,1.3962,0.0141015,99.170810996
-106.409,100,-106.852624264,398.243871408,1.00439,0.00736101,-106.852624264,1,-106.852624264,4.97306e-07,0.998532,-196.086,0.01,99.5100769977,0.735021,32.1,398.243871408,100,14.9725,0.1,0.00495847,1.08432,0.0108591,99.5628832071
-104.55,100,-105.200916044,38.6449287678,1.02073,0.00814725,-105.200916044,1,-105.200916044,2.29892e-06,1.01098,-139.633,0.01,97.7747100411,0.823674,25.06,38.6449287678,100,8.51344,0.1,0.0234971,1.93812,0.0191707,97.9692703839
-105.35,100,-105.477577589,27.1843165425,1.00372,0.00840854,-105.477577589,1,-105.477577589,3.78401e-07,0.994816,-140.771,0.01,99.6267893027,0.836494,26.93,27.1843165425,100,5.30075,0.1,0.00374487,1.09165,0.0109734,99.6294215665
-103.967,100,-104.226111552,45.8481683091,1.00754,0.00824081,-104.226111552,1,-104.226111552,7.83307e-07,0.992681,-139.3,0.01,99.2304947109,0.81805,30.85,45.8481683091,100,7.43146,0.1,0.00771884,1.235,0.0124411,99.2517730148
-103.867,100,-104.797142563,151.979637134,1.0233,0.00545652,-104.797142563,1,-104.797142563,2.94377e-06,1.00279,-154.142,0.01,97.1682342202,0.547173,40.99,151.979637134,100,16.6681,0.1,0.029602,1.77681,0.0177187,97.7227405584
-103.353,100,-103.62208559,55.4658327088,1.00777,0.00821118,-103.62208559,1,-103.62208559,6.06854e-07,1.0068,-138.181,0.01,99.4028029127,0.826703,32.66,55.4658327088,100,7.75994,0.1,0.00615137,1.16882,0.0116092,99.2289259981
-104.211,100,-104.759144673,248.513258892,1.00689,0.00647834,-104.759144673,1,-104.759144673,8.34626e-07,1.00173,-175.945,0.01,99.1804747535,0.648957,31.13,248.513258892,100,12.2644,0.1,0.00837523,1.22019,0.0121808,99.3157089536
-103.534,100,-103.793616991,86.4335965199,1.00574,0.00799701,-103.793616991,1,-103.793616991,4.07144e-07,1.01054,-149.064,0.01,99.5985513981,0.808132,30.79,86.4335965199,100,8.98026,0.1,0.00415773,1.12912,0.0111734,99.4288353067
-105.992,100,-106.850575681,726.517927951,1.00682,0.0067171,-106.850575681,1,-106.850575681,7.05378e-07,0.997135,-216.579,0.01,99.3065278188,0.669786,32.15,726.517927951,100,18.5748,0.1,0.00701342,1.12076,0.0112398,99.322482219
-104.928,100,-105.151308136,27.0682742552,1.00654,0.00685403,-105.151308136,1,-105.151308136,7.74518e-07,0.996057,-139.573,0.01,99.2390616657,0.6827,28.76,27.0682742552,100,5.31544,0.1,0.00768422,1.19304,0.0119776,99.350161077
-103.824,100,-103.995942433,64.8467142076,1.00418,0.00636255,-103.995942433,1,-103.995942433,7.22669e-07,0.99932,-145.62,0.01,99.2896792464,0.635823,29.51,64.8467142076,100,7.84405,0.1,0.00721687,1.46449,0.0146549,99.5840754904
-104.312,100,-104.464800933,23.1772306091,1.00443,0.00860748,-104.464800933,1,-104.464800933,5.14315e-07,1.00553,-138.063,0.01,99.4933945524,0.865504,28.92,23.1772306091,100,5.05454,0.1,0.00520015,1.23102,0.0122426,99.5584638678
-103.403,100,-103.670937925,47.5970379455,1.00755,0.00754699,-103.670937925,1,-103.670937925,1.10859e-06,0.996258,-140.112,0.01,98.9143811688,0.751875,34.76,47.5970379455,100,7.30513,0.1,0.0110031,1.27234,0.0127712,99.2508100813
-103.328,100,-103.727769115,98.192341057,1.01113,0.00556349,-103.727769115,1,-103.727769115,1.39157e-06,0.991363,-141.29,0.01,98.6410670884,0.551544,29.53,98.192341057,100,10.9292,0.1,0.0136763,1.24971,0.012606,98.8992187669
-103.011,100,-103.121793007,66.7652325744,1.00262,0.00890481,-103.121793007,1,-103.121793007,1.63321e-07,1.00371,-147.488,0.01,99.8385747847,0.893782,35.04,66.7652325744,100,8.19947,0.1,0.00164534,1.1239,0.0111975,99.7390896578
-104.071,100,-104.604552896,151.113475147,1.0086,0.00606986,-104.604552896,1,-104.604552896,9.05528e-07,1.00161,-160.448,0.01,99.1114916379,0.607965,35.1,151.113475147,100,10.2574,0.1,0.00908451,1.14301,0.0114117,99.1476965492
-101.936,100,-102.235255279,47.382198141,1.00919,0.00746827,-102.235255279,1,-102.235255279,1.37485e-06,1.0095,-135.578,0.01,98.6571806315,0.753922,35.8,47.382198141,100,7.34089,0.1,0.014011,1.44625,0.0143264,99.0895361687
-104.674,100,-105.107189513,70.7171717995,1.00883,0.00604318,-105.107189513,1,-105.107189513,1.31982e-06,0.990313,-148.68,0.01,98.710250564,0.598464,34.97,70.7171717995,100,6.99739,0.1,0.0129438,1.15325,0.0116454,99.1246280142
-102.033,100,-102.418311284,64.1251682092,1.01149,0.00708602,-102.418311284,1,-102.418311284,1.41147e-06,1.0147,-137.639,0.01,98.6218942019,0.719015,31.85,64.1251682092,100,8.4068,0.1,0.0145326,1.54655,0.0152415,98.863610516
-102.792,100,-103.539378074,77.2100718051,1.02487,0.00700473,-103.539378074,1,-103.539378074,2.85953e-06,0.990768,-138.126,0.01,97.2469967052,0.694006,37.13,77.2100718051,100,13.8911,0.1,0.0280697,1.83918,0.0185632,97.573551435
-102.942,100,-103.202748292,57.576214813,1.0077,0.00610906,-103.202748292,1,-103.202748292,1.01978e-06,0.993795,-137.996,0.01,99.0004899,0.607115,34.72,57.576214813,100,7.74125,0.1,0.0100717,1.12797,0.0113501,99.2359339592
-101.851,100,-102.672597898,189.270051808,1.01317,0.00731926,-102.672597898,1,-102.672597898,1.59422e-06,1.01137,-164.739,0.01,98.4462382721,0.74025,40.55,189.270051808,100,13.5572,0.1,0.0163069,1.60617,0.0158811,98.6997358197
-101.247,100,-102.242474986,72.2551350829,1.03055,0.00636258,-102.242474986,1,-102.242474986,4.1214e-06,1.04002,-136.248,0.01,96.079761453,0.661719,35.55,72.2551350829,100,10.591,0.1,0.0445785,1.81522,0.0174538,97.0356867178
-103.154,100,-103.526564116,162.077241529,1.00577,0.00721497,-103.526564116,1,-103.526564116,6.05105e-07,0.98909,-165.592,0.01,99.4044794791,0.713625,42.87,162.077241529,100,10.5397,0.1,0.00591973,1.11219,0.0112446,99.4265490418
-102.685,100,-102.875513919,51.1893276431,1.00538,0.00734866,-102.875513919,1,-102.875513919,5.82207e-07,1.00337,-139.903,0.01,99.4268929855,0.737343,35.64,51.1893276431,100,7.34555,0.1,0.00586139,1.12839,0.011246,99.4648755433
-103.718,100,-104.982513693,280.284562914,1.01526,0.00420994,-104.982513693,1,-104.982513693,1.70378e-06,1.00314,-172.188,0.01,98.3412694094,0.422318,47.26,280.284562914,100,10.0385,0.1,0.0171451,1.21879,0.0121497,98.4969385735
-101.87,100,-103.038367806,242.238284364,1.01339,0.00331698,-103.038367806,1,-103.038367806,2.46025e-06,0.984185,-172.101,0.01,97.6222446373,0.326452,42.96,242.238284364,100,10.1558,0.1,0.0238305,1.14755,0.0116599,98.6783958559
-96.3266,100,-99.4685226833,231.135960159,1.12237,0.00408513,-99.4685226833,1,-99.4685226833,1.53235e-05,1.0164,-133.115,0.01,86.827943667,0.415214,46.14,231.135960159,100,41.5994,0.1,0.158304,3.27406,0.0322122,89.0973293344
-100.332,100,-100.80327173,77.3734157521,1.01361,0.00688916,-100.80327173,1,-100.80327173,1.71205e-06,1.00786,-136.261,0.01,98.3333351657,0.694334,48.26,77.3734157521,100,9.40191,0.1,0.0173908,1.2433,0.012336,98.6572739706
-100.077,100,-100.574816226,109.201684443,1.01316,0.00614316,-100.574816226,1,-100.574816226,1.57132e-06,1.0038,-139.608,0.01,98.4682139558,0.616653,41.17,109.201684443,100,11.1037,0.1,0.015833,1.24149,0.0123678,98.7007926083
-99.9835,100,-100.195207324,63.2830754995,1.00636,0.00808117,-100.195207324,1,-100.195207324,6.29856e-07,1.00239,-134.795,0.01,99.380316097,0.810046,42.86,63.2830754995,100,8.19683,0.1,0.00632868,1.13573,0.0113302,99.3682847906
-100.004,100,-100.628042601,177.938336652,1.01806,0.00482652,-100.628042601,1,-100.628042601,2.23719e-06,0.976545,-137.152,0.01,97.8331741477,0.471332,44.83,177.938336652,100,17.1687,0.1,0.0213347,1.40283,0.0143652,98.2262247822
-100.436,100,-100.85704936,163.874104665,1.01014,0.00775096,-100.85704936,1,-100.85704936,1.05163e-06,1.00128,-143.645,0.01,98.9696030107,0.776087,51.63,163.874104665,100,14.5498,0.1,0.0105432,1.31217,0.0131049,98.9964297545
-99.4171,100,-100.198014773,284.47857596,1.01438,0.00681749,-100.198014773,1,-100.198014773,1.59412e-06,1.0,-153.6,0.01,98.4463463267,0.681753,48.81,284.47857596,100,17.7981,0.1,0.0159413,1.44943,0.0144942,98.5824105907
-102.951,100,-104.661390466,665.778907637,1.01488,0.00419378,-104.661390466,1,-104.661390466,1.44195e-06,0.988587,-197.656,0.01,98.5925451009,0.414592,55.95,665.778907637,100,15.5268,0.1,0.0140923,1.13927,0.0115242,98.5335446694
-100.822,100,-101.13499875,111.290294225,1.0081,0.00730464,-101.13499875,1,-101.13499875,9.15729e-07,1.00795,-139.879,0.01,99.1015775031,0.736268,45.48,111.290294225,100,10.4185,0.1,0.00930339,1.26273,0.0125277,99.1968804204
-99.3936,100,-99.5537836618,50.8156755521,1.00458,0.00763836,-99.5537836618,1,-99.5537836618,7.27508e-07,1.00949,-136.058,0.01,99.2849241354,0.771082,41.78,50.8156755521,100,7.38764,0.1,0.00741376,1.52791,0.0151355,99.5444876311
-99.8382,100,-99.925357933,53.7876728951,1.00246,0.00742525,-99.925357933,1,-99.925357933,3.37425e-07,0.995739,-134.381,0.01,99.6670558424,0.739361,43.09,53.7876728951,100,7.24149,0.1,0.00334555,1.07511,0.0107971,99.754306825
-99.9698,100,-100.347271155,155.181092227,1.00652,0.00643468,-100.347271155,1,-100.347271155,7.28202e-07,1.0026,-152.796,0.01,99.2842275736,0.645144,45.79,155.181092227,100,11.1858,0.1,0.00732,1.1345,0.0113155,99.3519613839
-100.427,100,-100.532264022,52.2974422039,1.00327,0.00844519,-100.532264022,1,-100.532264022,2.88888e-07,1.00022,-135.052,0.01,99.7147773562,0.844702,45.66,52.2974422039,100,7.29667,0.1,0.00289014,1.07434,0.0107411,99.6742523161
-100.738,100,-100.865424575,74.5415622962,1.00361,0.00722894,-100.865424575,1,-100.865424575,4.2339e-07,1.00154,-137.076,0.01,99.5825952234,0.724007,44.32,74.5415622962,100,8.78539,0.1,0.00424696,1.13366,0.0113192,99.6404035595
-99.6897,100,-100.107207509,69.1968146516,1.01102,0.0070211,-100.107207509,1,-100.107207509,1.2937e-06,0.993944,-139.523,0.01,98.7354230292,0.697858,41.43,69.1968146516,100,8.12741,0.1,0.0127808,1.15587,0.0116291,98.9096555026
-99.9878,100,-100.353013346,110.090837915,1.00668,0.00707452,-100.353013346,1,-100.353013346,7.89055e-07,0.986973,-152.068,0.01,99.2248970335,0.698236,49.82,110.090837915,100,9.20741,0.1,0.00768631,1.13815,0.0115318,99.3362432591
-99.3063,100,-99.4970213824,73.5880386494,1.00563,0.00814369,-99.4970213824,1,-99.4970213824,4.67711e-07,1.00968,-133.545,0.01,99.539109782,0.822256,44.93,73.5880386494,100,8.53626,0.1,0.00476814,1.11479,0.011041,99.4401621179
-99.9942,100,-100.2145479,96.3110772226,1.00642,0.0067603,-100.2145479,1,-100.2145479,6.61748e-07,0.998681,-134.493,0.01,99.3491487852,0.675139,46.32,96.3110772226,100,10.0153,0.1,0.00660004,1.10615,0.0110761,99.3623644349
-100.011,100,-100.261244751,91.8676334428,1.00628,0.00648287,-100.261244751,1,-100.261244751,9.81878e-07,0.980881,-138.987,0.01,99.037314279,0.635893,47.38,91.8676334428,100,9.53966,0.1,0.00944691,1.10787,0.0112947,99.3763131193
-97.9486,100,-98.2718641353,61.4422063153,1.00918,0.00551848,-98.2718641353,1,-98.2718641353,1.27186e-06,0.996651,-132.844,0.01,98.7564921721,0.55,47.72,61.4422063153,100,8.06237,0.1,0.0126335,1.47182,0.0147676,99.0905662058
-99.8373,100,-99.9084549499,39.3111797281,1.00218,0.00889848,-99.9084549499,1,-99.9084549499,1.48199e-07,0.9968,-133.123,0.01,99.8535049688,0.887,44.32,39.3111797281,100,6.26106,0.1,0.00147252,1.09042,0.0109392,99.782250657
-100.51,100,-100.595226486,51.4314345446,1.00259,0.00856872,-100.595226486,1,-100.595226486,4.3689e-07,1.00381,-133.919,0.01,99.569344947,0.860136,40.91,51.4314345446,100,7.21841,0.1,0.00440225,1.36511,0.0135993,99.7415089126
-100.296,100,-100.401347633,38.5095712996,1.00317,0.00847306,-100.401347633,1,-100.401347633,3.26925e-07,0.997855,-133.704,0.01,99.6773960434,0.845488,44.81,38.5095712996,100,6.24372,0.1,0.00325524,1.2172,0.0121982,99.6835147086
-99.6516,100,-100.107793774,126.912467857,1.01387,0.00771741,-100.107793774,1,-100.107793774,1.84013e-06,1.00882,-135.544,0.01,98.2108714295,0.778549,49.17,126.912467857,100,13.6685,0.1,0.0187274,1.54515,0.0153164,98.6320556109
-99.8114,100,-99.92849111,56.3647978997,1.00325,0.00867246,-99.92849111,1,-99.92849111,3.05507e-07,0.999461,-135.785,0.01,99.6984349859,0.866778,45.83,56.3647978997,100,7.50657,0.1,0.00305178,1.12542,0.0112602,99.6759222622
-101.026,100,-101.331445996,80.2978185633,1.00632,0.00642671,-101.331445996,1,-101.331445996,7.63376e-07,0.991903,-146.942,0.01,99.2499426431,0.637467,40.45,80.2978185633,100,8.18137,0.1,0.00751063,1.10309,0.011121,99.3720869019
-99.8356,100,-99.9790195818,61.8086480912,1.00417,0.00784804,-99.9790195818,1,-99.9790195818,4.24956e-07,1.00067,-134.445,0.01,99.5810911722,0.785334,42.79,61.8086480912,100,8.21333,0.1,0.0042553,1.15462,0.0115384,99.5844419728
