J,MinVanillaIw,VarVanillaIw,AvgRet,VarJ,AvgNormIw,AvgEpLen,AvgDiscRet,MaxNormIw,VarRet,BatchSize,ESSRenyi,MinNormIw,AvgVanillaIw,VanillaAvgRet,Bound,MaxVanillaIw,VarDiscRet,VarNormIw,ESSClassic,eRenyi2
32.1725,4.361567e-23,0.8733065,2.2382096176443156e-15,58.132847,0.01,4.41,2.2382096176443156e-15,0.3927803,256.62887337303863,100,0.27703739751231105,2.2989347e-24,0.18972123,34.07641874443197,8.643978,7.4518757,256.62887337303863,0.0024262462,3.996829024717592,360.9621
55.144768,,0.001425556,-4.263256414560601e-15,97.01533,0.01,5.61,-4.263256414560601e-15,0.46524116,565.3793200476885,100,0.033827253071788764,,0.0068213083,46.06906301486995,15.622627,0.31735533,565.3793200476885,0.0030637186,3.191745907259814,2956.1963
68.6815,2.8767962e-18,0.061295766,5.4711790653527716e-15,137.2677,0.01,8.68,5.4711790653527716e-15,0.24502997,2215.893197023517,100,nan,4.2840638e-19,0.06715111,76.75502521725673,16.45776,1.6454034,2215.893197023517,0.0013593272,6.9169007809542045,nan
123.429214,,1.5200241e-08,-1.4921397450962103e-15,129.9202,0.009999999,10.46,-1.4921397450962103e-15,0.53035355,2437.4661733197117,100,nan,,1.8943365e-05,94.54041049527672,26.700684,0.0010046681,2437.4661733197117,0.0042358087,2.3291283110046628,nan
93.18571,,0.043653503,2.1316282072803006e-14,82.84804,0.009999999,16.32,2.1316282072803006e-14,0.26285678,2703.897022641479,100,0.015608913787274284,,0.047464952,153.12141960031965,22.554062,1.2476485,2703.897022641479,0.0019376397,4.954755602169309,6406.5957
140.78528,,4.90521,5.542233338928782e-15,97.247574,0.01,15.57,5.542233338928782e-15,0.3741409,2965.2006128820317,100,0.07914121731983129,,0.40047485,145.62312579668932,21.081818,14.983401,2965.2006128820317,0.00305849,3.1970283800738692,1263.5641
48.558006,1.44491e-20,0.21430066,-8.526512829121202e-16,105.6725,0.01,16.07,-8.526512829121202e-16,0.10231603,3084.527134619561,100,nan,7.0232875e-22,0.2057313,150.6266418706947,-0.8298569,2.104961,3084.527134619561,0.0005063173,16.631905117809396,nan
175.00638,,7.7000686e-07,2.6716406864579765e-14,279.48557,0.01,15.79,2.6716406864579765e-14,0.7289124,2428.1116694444718,100,nan,,0.00011320845,147.82592433305334,42.71547,0.0082519045,2428.1116694444718,0.006008101,1.6534340972128991,nan
130.70006,,3.728261,1.3926637620897963e-14,103.96516,0.01,16.37,1.3926637620897963e-14,0.36069903,2479.277784899738,100,nan,,0.3637873,153.62320635594426,64.50971,13.121773,2479.277784899738,0.0028171577,3.4614222536049573,nan
196.27948,,0.064731374,7.105427357601002e-16,326.88123,0.010000002,17.32,7.105427357601002e-16,0.76823294,3655.537829823934,100,4.760547879578726e-30,,0.03182852,163.12383987478904,43.26596,2.4451718,3655.537829823934,0.006389719,1.5562209884646672,2.1005986e+31
101.4043,,0.0067957146,2.927436071331613e-14,93.20573,0.01,16.05,2.927436071331613e-14,0.2981374,2458.421145063511,100,0.38894571828545776,,0.017240323,150.42164314941138,32.042572,0.5139985,2458.421145063511,0.0022863585,4.231023237384038,257.1053
55.359028,,10.270818,-1.3358203432289883e-14,136.63228,0.01,15.49,-1.3358203432289883e-14,0.20310631,2343.521730260198,100,nan,,1.0066634,144.82041635923855,3.609356,20.44597,2343.521730260198,0.0010135296,9.062941628995459,nan
199.31631,,0.1909608,2.3021584638627248e-14,183.31645,0.010000002,17.34,2.3021584638627248e-14,0.5714235,4434.137320992992,100,1.0150610394199642,,0.06372602,163.3243605581401,67.79907,3.6414545,4434.137320992992,0.0047023026,2.1029260295943084,98.51624
345.02155,,,1.3358203432289883e-14,,0.01,16.5,1.3358203432289883e-14,1.0,3921.5737713524663,100,0.0005890978242960511,,8.4966704e-26,154.92015743402217,54.644104,8.49667e-24,3921.5737713524663,0.010000003,inf,169751.1
7.132321,0.017701417,0.2724807,-1.6200374375330283e-14,103.82022,0.01,16.08,-1.6200374375330283e-14,0.019374738,5509.779275540524,100,78.89569828589228,0.00016643584,1.0635581,150.7200061229657,-40.56259,2.0606158,5509.779275540524,2.4088697e-05,80.7442636517571,1.2674962
90.801254,0.0001301969,3.1258333,-6.252776074688882e-15,325.99625,0.01,16.5,-6.252776074688882e-15,0.29882342,3491.290728194069,100,nan,2.5508493e-06,0.5104061,154.9220599717761,13.777115,15.252129,3491.290728194069,0.00119987,7.764750889108409,nan
249.52155,,8.2907345e-06,1.0942358130705543e-14,4.569333e-06,0.01,17.05,1.0942358130705543e-14,1.0,3531.333294294473,100,nan,,0.00028793642,160.4231606405429,39.51892,0.02879364,3531.333294294473,0.010000003,1.0,nan
68.49437,1.6156626e-07,3.5251791,,295.1517,0.010000002,17.43,,0.16865744,4377.382916398947,100,nan,2.03278e-09,0.79480445,164.22306824608054,-3.6747665,13.404968,4377.382916398947,0.0005580339,15.326760338363774,nan
20.24918,8.359173e-06,0.39602816,-7.673861546209083e-15,82.65364,0.010000002,15.37,-7.673861546209083e-15,0.06780948,1883.105333957529,100,nan,1.8929752e-07,0.44158912,143.6205970102715,-6.957596,2.9943926,1883.105333957529,0.00020309037,33.21602583346443,nan
453.82028,,4.9198705e-29,1.1795009413617663e-14,2.2208428e-06,0.01,17.62,1.1795009413617663e-14,1.0,5269.470360144171,100,nan,,7.01418e-16,166.12441794013415,71.87549,7.0141795e-14,5269.470360144171,0.010000003,1.0,nan
42.19336,1.1312142e-14,10.36364,2.415845301584341e-15,150.06502,0.01,16.86,2.415845301584341e-15,0.14573117,3514.5206318804912,100,nan,9.066355e-17,1.2477056,158.52199082377498,-2.191471,18.182959,3514.5206318804912,0.00066571473,13.174233267189946,nan
1.1600251,0.6882279,0.03127112,-1.7621459846850484e-14,72.32624,0.01,16.42,-1.7621459846850484e-14,0.016165834,5108.782380868715,100,nan,0.006794465,1.0129243,154.12026530769123,-38.63158,1.6374767,5108.782380868715,3.0478204e-06,97.071033919846,nan
206.32085,,0.022308692,-2.3874235921539365e-14,286.7916,0.01,18.11,-2.3874235921539365e-14,0.6552318,4176.921328397829,100,nan,,0.020412281,171.0253981921234,58.554764,1.3374774,4176.921328397829,0.0053541563,1.8516412418723596,nan
384.8414,,1.2997449e-06,-1.2647660696529783e-14,911.3852,0.010000002,17.25,-1.2647660696529783e-14,0.6540578,6982.570447142922,100,nan,,0.00016681367,162.4208320621938,91.25659,0.010910578,6982.570447142922,0.0046708393,2.11679110570283,nan
98.81332,3.6313775e-37,0.012173324,-3.268496584496461e-15,132.01733,0.009999998,17.06,-3.268496584496461e-15,0.38547695,3556.650413401742,100,nan,1.7432646e-37,0.020830903,160.5225560666542,13.300186,0.8029833,3556.650413401742,0.002805389,3.4754382103255086,nan
137.95308,,11.586917,-6.394884621840902e-15,214.82257,0.01,16.47,-6.394884621840902e-15,0.3126786,4256.571386081394,100,nan,,0.75372607,154.62256791142087,19.664055,23.5674,4256.571386081394,0.0020395806,4.71879694701142,nan
