InitialReturnMax,LearnableVariance,InitialBound,MeanIW,TimestepsSoFar,StdIWNorm,OptimizationReturnMin,EmpiricalD2,MaxIWNorm,MaxIW,J_sample_variance,ESSRenyi,MeanIWNorm,VarianceInit,MinIW,Iteration,EpLenMean,StdIW,OptimizationReturnMax,EpRewMean,Bound,OptimizationReturnMean,InitialReturnMean,ESSClassic,ReturnStepMaxmin,ReturnMeanIW,InitialReturnStd,ReturnStepMax,MinIWNorm,Weights,InitialReturnMin,TimeElapsed,EpisodesSoFar,EpThisIter,MeanEntropy
767.4741,True,108.54837,1.0475107,62292,0.0018987908,,1.0406389,0.01727092,1.727092,58774.777,96.09481,0.0104751075,-1,0.48713487,24,36.59,0.18987909,573.5248,338.7905643405453,124.42561,144.84122,338.7906,96.818756,9.359902,359.29965,105.68465,9.359902,0.004871349,[-0.086  0.19  -0.037  0.021 -0.007  0.058  0.125 -0.27   0.     0.  0.    -0.627],193.94936,35.5055787563324,2400,100,0.7912849
1159.073,True,-4.425812,1.0451064,65998,0.0023871446,,1.0538052,0.01700587,1.700587,68852.76,94.894196,0.010451064,-1,0.44307697,25,37.06,0.23871447,984.69965,343.2960945861905,9.056152,168.92273,343.29608,95.041504,9.359762,366.0101,134.19426,9.359762,0.0044307695,[-0.129  0.21  -0.042  0.029 -0.008  0.066  0.127 -0.275  0.     0.  0.    -0.628],174.37335,37.429908752441406,2500,100,0.77008563
1220.0892,True,-13.283356,1.026585,69806,0.0017518711,,1.0359024,0.017778348,1.7778348,65457.863,96.534195,0.0102658495,-1,0.5388959,26,38.08,0.17518711,1027.1265,352.7434032138559,-4.0132446,159.7806,352.74344,97.17026,9.359907,368.52618,129.03372,9.359907,0.005388959,[-1.310e-01  2.026e-01 -4.182e-02  3.259e-02  1.350e-05  6.969e-02  1.273e-01 -2.751e-01  0.000e+00  0.000e+00  0.000e+00 -6.488e-01],192.96281,39.51331353187561,2600,100,0.7673702
846.08496,True,87.191986,1.0995935,73485,0.003977655,,1.152056,0.024489207,2.4489207,75165.78,86.80134,0.010995936,-1,0.27919436,27,36.79,0.39776552,644.15454,341.0174752359877,108.541626,139.08707,341.0175,88.42866,9.359961,380.98233,115.20684,9.359961,0.0027919435,[-1.200e-01  2.014e-01 -4.459e-02  3.274e-02  3.246e-04  7.345e-02  1.232e-01 -2.825e-01  0.000e+00  0.000e+00  0.000e+00 -6.516e-01],201.9304,41.44951248168945,2700,100,0.7441814
794.68567,True,97.67549,1.0373487,77115,0.00381919,,1.076684,0.037258513,3.7258515,101295.414,92.87776,0.010373486,-1,0.45834696,28,36.3,0.38191903,601.87054,336.0811719073605,117.0789,143.26604,336.08118,88.06321,9.35981,364.45673,109.47905,9.35981,0.0045834696,[-0.118  0.211 -0.046  0.039  0.005  0.079  0.139 -0.295  0.     0.  0.    -0.675],192.81514,43.59689426422119,2800,100,0.72207236
733.34125,True,141.0215,1.0558888,81012,0.0043881033,,1.1366057,0.024385465,2.4385467,68235.125,87.981255,0.010558889,-1,0.33391348,29,38.97,0.43881032,540.4109,361.0238804923607,154.89566,168.09355,361.02386,85.272575,9.359854,389.44397,114.719124,9.359854,0.0033391346,[-0.14   0.223 -0.046  0.039  0.006  0.076  0.14  -0.294  0.     0.  0.    -0.697],192.93033,46.0699565410614,2900,100,0.7007714
670.9586,True,144.56345,1.1448727,84745,0.005737676,,1.2405729,0.032480028,3.2480028,78011.336,80.60792,0.011448728,-1,0.28573048,30,37.33,0.5737676,458.1849,345.8510033943061,177.43286,133.07729,345.851,79.92555,9.359676,401.629,86.61467,9.359676,0.0028573046,[-0.144  0.226 -0.047  0.028 -0.006  0.079  0.138 -0.291  0.     0.  0.    -0.718],212.77371,47.847898721694946,3000,100,0.6608885
1070.344,True,56.46472,1.1863365,88817,0.008137691,,1.4277283,0.05440822,5.440822,267933.9,70.041336,0.011863365,-1,0.0588885,31,40.72,0.8137691,857.5742,377.56792458757116,113.274445,164.79819,377.56793,68.00274,9.359899,496.9529,126.927826,9.359899,0.000588885,[-0.144  0.233 -0.046  0.02  -0.012  0.085  0.162 -0.283  0.     0.  0.    -0.758],212.76974,50.4637770652771,3100,100,0.635408
713.92596,True,155.2328,1.0196242,92804,0.002842827,,1.0711215,0.024075886,2.4075887,84493.94,93.36009,0.0101962425,-1,0.3672146,32,39.87,0.2842827,474.76572,369.41058762519236,166.83728,130.25034,369.41058,92.78714,9.35981,388.50058,104.13154,9.35981,0.0036721458,[-0.14   0.233 -0.047  0.025 -0.007  0.101  0.179 -0.308  0.     0.  0.    -0.784],239.16025,53.125483989715576,3200,100,0.62411505
729.8019,True,156.28711,9.926738,96851,0.8884191,,79.92075,8.934873,893.4873,160505360.0,1.2512394,0.099267356,-1,0.0006552108,33,40.47,88.84191,517.7085,375.2276847297902,1565.3907,163.1343,375.22766,1.2330731,9.3599415,3522.6846,85.04329,9.3599415,6.552108e-06,[-0.146  0.238 -0.05   0.025 -0.009  0.115  0.18  -0.31   0.     0.  0.    -0.795],212.09338,55.93902516365051,3300,100,0.5895997
828.0597,True,98.04045,1.2043766,100588,0.008573007,,1.5043331,0.05424411,5.424411,202935.84,66.47464,0.012043763,-1,0.12839642,34,37.37,0.85730064,615.4376,346.4583597345333,149.84357,133.83632,346.4584,66.37069,9.359896,454.53122,88.86227,9.359896,0.0012839641,[-0.192  0.272 -0.05   0.032 -0.003  0.11   0.195 -0.187  0.     0.  0.    -0.829],212.62204,59.0561888217926,3400,100,0.5750956
866.4388,True,92.65033,1.209729,104393,0.017464515,,1.5458788,0.1760437,17.60437,635430.06,64.688126,0.012097288,-1,0.15818156,35,38.05,1.7464516,682.8561,352.58194944698596,149.77295,168.99924,352.58194,32.423443,9.359769,472.9547,121.79977,9.359769,0.0015818155,[-0.172  0.281 -0.055  0.032 -0.003  0.118  0.219 -0.213  0.     0.  0.    -0.844],183.58272,61.305548667907715,3500,100,0.5275555
639.6018,True,160.9253,1.3442945,108199,0.013953862,,1.9040158,0.073565304,7.3565307,156616.2,52.520573,0.013442947,-1,0.06522918,36,38.06,1.3953862,454.97104,352.8058281883286,218.51096,168.17506,352.80582,48.135773,9.359989,483.2794,91.077965,9.359989,0.00065229175,[-0.14   0.252 -0.044  0.038  0.003  0.133  0.219 -0.214  0.     0.  0.    -0.891],184.63077,64.32901525497437,3600,100,0.46218672
1243.6757,True,-20.255676,1.014249,112007,0.0010680626,,1.0147516,0.013343709,1.3343709,75708.95,98.54629,0.010142489,-1,0.689452,37,38.08,0.10680626,1032.5535,352.8470025411521,-12.776794,141.72484,352.847,98.90323,9.359909,363.06775,138.47136,9.359909,0.0068945196,[-0.131  0.256 -0.036  0.052  0.007  0.13   0.243 -0.198  0.     0.  0.    -0.957],211.12216,67.51598238945007,3700,100,0.4514471
745.58844,True,133.4274,1.0532304,115858,0.0053574196,,1.1866974,0.030587377,3.0587378,97608.73,84.26749,0.010532304,-1,0.18186909,38,38.51,0.535742,524.56195,357.1039060715338,154.8801,136.07744,357.10388,79.444496,9.3599615,398.54355,94.365425,9.3599615,0.0018186908,[-0.126  0.257 -0.036  0.054  0.006  0.13   0.243 -0.2    0.     0.  0.    -0.967],221.02647,70.32001757621765,3800,100,0.4165314
576.39514,True,169.149,1.0549895,119547,0.004273876,,1.1400081,0.025849322,2.5849323,54095.35,87.71867,0.0105498945,-1,0.11452145,39,36.89,0.42738762,392.13013,342.06750843718777,179.59897,157.8025,342.0675,85.90218,9.359943,364.2261,78.56408,9.359943,0.0011452145,[-0.126  0.256 -0.038  0.052  0.004  0.134  0.247 -0.213  0.     0.  0.    -1.002],184.265,73.10654377937317,3900,100,0.38719672
808.7063,True,126.147,1.0294665,123526,0.0023452863,,1.0476058,0.0223763,2.2376301,67286.41,95.45576,0.010294665,-1,0.55567837,40,39.79,0.23452866,587.89905,368.7588853654095,133.87196,147.95163,368.75888,95.066055,9.35997,382.19156,107.79058,9.35997,0.0055567836,[-0.116  0.249 -0.03   0.058  0.002  0.149  0.253 -0.218  0.     0.  0.    -1.032],220.80727,76.23632097244263,4000,100,0.37582406
1034.8748,True,59.310455,1.151375,127514,0.0115506975,,1.3906709,0.110059604,11.00596,849611.4,71.90774,0.011513751,-1,0.24659897,41,39.88,1.1550698,804.7101,369.7728523777285,128.50607,139.6082,369.77283,49.839813,9.359937,494.62418,124.74512,9.359937,0.0024659897,[-1.074e-01  2.473e-01 -3.281e-02  5.422e-02 -9.253e-04  1.494e-01  2.495e-01 -2.151e-01  0.000e+00  0.000e+00  0.000e+00 -1.043e+00],230.16466,79.39021253585815,4100,100,0.3617112
623.4824,True,177.44281,2.447952,131444,0.122707345,,9.026937,1.2301208,123.01208,17346028.0,11.077955,0.024479518,-1,0.002852893,42,39.3,12.270734,420.80423,364.4875094601332,530.2267,161.80933,364.4875,3.8275034,9.359854,1092.2,94.83625,9.359854,2.852893e-05,[-0.076  0.25  -0.032  0.045 -0.012  0.152  0.269 -0.211  0.     0.  0.    -1.057],202.67819,81.84486508369446,4200,100,0.38893616
773.08044,True,133.41457,1.0440457,135385,0.0042842138,,1.1531186,0.024577746,2.4577746,84257.06,86.721344,0.010440457,-1,0.2304459,43,39.41,0.42842138,560.8843,365.33871717055723,152.05125,153.14253,365.33868,85.58823,9.359883,401.09918,110.80417,9.359883,0.002304459,[-0.081  0.256 -0.03   0.042 -0.017  0.187  0.239 -0.186  0.     0.  0.    -1.03 ],212.19617,85.9187240600586,4300,100,0.38343567
651.90314,True,162.16678,1.0434101,139243,0.0038647507,,1.1212071,0.021341562,2.1341562,68576.46,89.18959,0.0104341,-1,0.34327394,44,38.58,0.38647512,449.23346,357.7376840930161,179.21059,155.068,357.7377,87.93581,9.359927,386.29492,94.9263,9.359927,0.0034327393,[-0.098  0.266 -0.041  0.045 -0.02   0.18   0.236 -0.198  0.     0.  0.    -1.036],202.6697,89.20725131034851,4400,100,0.35244742
753.2951,True,127.96881,1.1419342,143062,0.008739296,,1.3715494,0.07731678,7.7316785,199867.47,72.91025,0.011419343,-1,0.14361475,45,38.19,0.8739297,550.87195,353.9573055672821,161.4584,151.5341,353.9573,63.06386,9.359888,426.12073,99.87335,9.359888,0.0014361475,[-0.106  0.273 -0.044  0.047 -0.016  0.187  0.24  -0.209  0.     0.  0.    -1.066],202.42319,92.7599663734436,4500,100,0.375475
781.1083,True,132.69347,1.0387418,147024,0.0029112524,,1.0769398,0.021702189,2.170219,75310.39,92.8557,0.01038742,-1,0.35242105,46,39.62,0.29112524,551.1122,367.0259582015587,145.48668,137.02983,367.02594,92.71707,9.359948,388.66687,105.58986,9.359948,0.0035242103,[-0.109  0.257 -0.039  0.056 -0.005  0.185  0.23  -0.229  0.     0.  0.    -1.043],229.99612,95.51411056518555,4600,100,0.37147257
676.58984,True,166.8684,1.2522868,151014,0.021593349,,1.9376655,0.19827329,19.82733,675709.94,51.608498,0.012522868,-1,0.14365982,47,39.9,2.1593351,446.39154,369.8453647897127,225.39609,139.64706,369.84534,25.168272,9.359889,507.9401,109.11321,9.359889,0.0014365981,[-0.108  0.256 -0.046  0.056 -0.009  0.182  0.216 -0.236  0.     0.  0.    -1.047],230.19829,99.29715204238892,4700,100,0.42522907
742.078,True,137.86282,3.3746696,154903,0.23533717,,5.2918835,2.3736663,237.36664,125450910.0,18.896864,0.033746697,-1,0.015331891,48,38.89,23.533718,520.723,360.48620656819463,1508.2136,139.13126,360.4862,2.014845,9.35975,2020.3385,103.19577,9.35975,0.0001533189,[-0.128  0.243 -0.048  0.061 -0.011  0.171  0.185 -0.253  0.     0.  0.    -0.994],221.35495,103.9537136554718,4800,100,0.3953067
830.0554,True,168.02177,1.1856097,159402,0.0128350835,,1.4434063,0.10506379,10.506379,418973.28,69.28056,0.011856096,-1,0.20569289,49,44.99,1.2835084,608.82263,417.0383761607263,232.47601,195.80557,417.03836,46.041306,9.359956,531.6492,136.5009,9.359956,0.0020569288,[-0.062  0.225 -0.061  0.05  -0.027  0.113  0.141 -0.286  0.     0.  0.    -1.024],221.23282,108.87752556800842,4900,100,0.43288103
1186.5547,True,42.34256,1.0419552,163698,0.0065044775,,1.2247887,0.063572235,6.3572235,460180.3,81.646736,0.010419552,-1,0.11175857,50,42.96,0.6504478,957.05115,398.30896814129557,78.54489,168.80547,398.309,71.95815,9.359964,472.49353,151.23819,9.359964,0.0011175857,[-0.032  0.223 -0.065  0.048 -0.029  0.113  0.147 -0.303  0.     0.  0.    -0.986],229.50351,113.9573986530304,5000,100,0.43963563
615.3811,True,204.81046,1.3514446,167898,0.013223074,,1.9906007,0.08241596,8.241596,185659.92,50.23609,0.013514443,-1,0.06924837,51,42.0,1.3223075,375.23145,389.4248007793269,281.45483,149.27513,389.4248,51.089615,9.359981,541.9247,84.990875,9.359981,0.0006924837,[-0.04   0.251 -0.079  0.041 -0.032  0.121  0.135 -0.319  0.     0.  0.    -0.979],240.14966,118.8946180343628,5100,100,0.42642274
1108.1967,True,96.0379,1.6164975,172518,0.04316945,,3.1927426,0.4210129,42.10129,9260269.0,31.321033,0.016164977,-1,0.055933297,52,46.2,4.316945,858.2743,428.4969075511994,314.6643,178.57455,428.49692,12.297303,9.35998,908.71027,163.75461,9.35998,0.00055933296,[-0.045  0.264 -0.08   0.048 -0.025  0.132  0.176 -0.334  0.     0.  0.    -0.993],249.92236,124.16932725906372,5200,100,0.46559858
854.2583,True,157.66891,1.4196166,176981,0.026140105,,1.9708548,0.21234943,21.234943,264271.06,50.739407,0.014196166,-1,0.097859286,53,44.63,2.6140108,623.624,413.9464016584064,212.34271,183.3121,413.94644,22.776087,9.359861,572.12335,106.51598,9.359861,0.0009785928,[-0.071  0.282 -0.082  0.042 -0.028  0.172  0.204 -0.369  0.     0.  0.    -0.953],230.63428,128.65914702415466,5300,100,0.4661453
716.998,True,200.5132,1.0253872,181462,0.0021253207,,1.0429596,0.01870879,1.870879,70352.75,95.881,0.010253871,-1,0.6019058,54,44.81,0.21253206,486.12567,415.61257742976466,206.49841,184.74028,415.6126,95.88088,9.359782,426.1695,103.06039,9.359782,0.006019058,[-0.049  0.247 -0.081  0.039 -0.03   0.169  0.168 -0.358  0.     0.  0.    -0.953],230.87231,134.7025797367096,5400,100,0.47422317
745.1113,True,163.3338,1.0660696,185636,0.0034271216,,1.0821882,0.024225222,2.4225223,55787.293,92.405365,0.010660697,-1,0.39991683,55,41.74,0.3427122,552.2006,386.8671837867545,172.32382,193.95647,386.8672,90.6335,9.359921,404.86176,106.98483,9.359921,0.003999168,[-0.052  0.24  -0.081  0.036 -0.034  0.163  0.164 -0.352  0.     0.  0.    -0.945],192.91072,139.0131778717041,5500,100,0.4671524
724.3324,True,180.95807,2.8074741,189930,0.18181749,,4.9613557,1.8315457,183.15457,75408640.0,20.15578,0.02807474,-1,0.03118446,56,42.94,18.18175,493.06778,398.25780907001587,1204.3807,166.99321,398.2578,2.3287709,9.359848,1688.3964,105.55144,9.359848,0.00031184457,[-0.044  0.247 -0.079  0.034 -0.031  0.173  0.176 -0.341  0.     0.  0.    -0.952],231.26462,144.61081528663635,5600,100,0.44031042
807.31104,True,176.87521,1.0404946,194448,0.0054354295,,1.1122897,0.055505496,5.5505495,116253.42,89.90464,0.010404944,-1,0.3283532,57,45.18,0.54354304,576.08936,419.068493849503,192.31526,187.84686,419.06848,78.56137,9.35996,447.74478,118.95886,9.35996,0.0032835319,[ 0.012  0.224 -0.074  0.022 -0.045  0.146  0.191 -0.364  0.     0.  0.    -0.979],231.22165,151.30451703071594,5700,100,0.45228997
911.35803,True,147.73099,1.4092746,198989,0.02432442,,2.081967,0.20919856,20.919857,1663579.5,48.031498,0.014092744,-1,0.025995018,58,45.41,2.432442,671.7614,421.13836509112366,328.95636,181.54176,421.13837,25.130936,9.35972,723.45654,129.19394,9.35972,0.00025995017,[ 0.024  0.208 -0.076  0.022 -0.043  0.151  0.185 -0.363  0.     0.  0.    -0.967],239.5966,157.08932304382324,5800,100,0.39242616
1196.7949,True,88.30475,1.037476,203809,0.0023165806,,1.0542063,0.016204093,1.6204093,87316.32,94.8581,0.010374759,-1,0.46483195,59,48.2,0.23165809,967.2091,447.3432501964867,100.9516,217.75746,447.34323,95.25093,9.359933,469.5927,150.08089,9.359933,0.0046483194,[ 0.019  0.207 -0.08   0.023 -0.046  0.148  0.198 -0.391  0.     0.  0.    -1.027],229.58578,163.74108052253723,5900,100,0.37909266
913.78345,True,176.58514,2.0927987,208669,0.10117478,,5.863327,1.0167266,101.67266,11651010.0,17.055162,0.020927988,-1,0.0039526876,60,48.6,10.117478,628.5605,450.7201692438391,473.68787,165.49721,450.72015,4.103125,9.359922,1137.4869,136.965,9.359922,3.9526876e-05,[ 0.025  0.206 -0.083  0.024 -0.045  0.15   0.198 -0.401  0.     0.  0.    -1.04 ],285.22296,171.20622992515564,6000,100,0.37133536
1146.0317,True,109.7486,1.1005703,213557,0.0038233735,,1.1240329,0.021267679,2.1267679,122627.414,88.96537,0.011005704,-1,0.24558443,61,48.88,0.38233736,888.6273,453.55812876714475,132.63156,196.15369,453.55817,89.23106,9.359767,497.13983,150.03229,9.359767,0.0024558443,[-0.031  0.218 -0.084  0.02  -0.051  0.144  0.218 -0.412  0.     0.  0.    -1.048],257.40445,179.80460858345032,6100,100,0.390536
