MeanIWNorm,MaxIW,OptimizationReturnMax,InitialBound,MeanIW,Bound,MeanEntropy,InitialReturnStd,StdIWNorm,MinIWNorm,OptimizationReturnMean,InitialReturnMin,EpRewMean,OptimizationReturnMin,StdIW,VarianceInit,EpLenMean,J_sample_variance,TimeElapsed,EpThisIter,ESSClassic,LearnableVariance,EmpiricalD2,MinIW,InitialReturnMax,Weights,InitialReturnMean,ReturnStepMax,ReturnStepMaxmin,Iteration,ESSRenyi,ReturnMeanIW,EpisodesSoFar,MaxIWNorm,TimestepsSoFar
0.012465537,9.092814,357.08575,119.89714,1.2465538,161.3264,1.2999848,73.66534,0.0127560645,0.0008659509,125.193115,145.47107,270.66418672897214,,1.2756064,-1,29.28,160179.08,199.82820653915405,100,48.84826,True,1.6662686,0.08659509,502.55682,[-0.073  0.101 -0.02  -0.089 -0.11  -0.027  0.026 -0.39   0.     0.  0.    -0.035],270.66418,9.359786,9.359786,19,60.014336,355.94257,1900,0.090928145,44076
0.017367756,61.978714,506.66284,75.79782,1.7367755,267.54526,1.2780751,85.034904,0.06226908,5.022617e-05,119.714836,154.40259,274.11742722168407,,6.2269087,-1,29.67,9896537.0,211.92101430892944,100,7.217834,True,5.313915,0.005022617,661.0654,[-0.02   0.097 -0.012 -0.071 -0.089 -0.019  0.053 -0.342  0.     0.  0.    -0.119],274.11743,9.359979,9.359979,20,18.818518,724.71027,2000,0.6197871,47043
0.0110679455,2.8150396,356.20157,125.02051,1.1067946,139.01994,1.2606161,62.2449,0.006075901,0.0027135964,117.11049,163.95786,281.0683343562225,,0.60759014,-1,30.41,44569.703,224.27503395080566,100,76.84261,True,1.2434149,0.27135965,520.1594,[-0.04   0.09  -0.022 -0.043 -0.067 -0.097  0.071 -0.377  0.     0.  0.    -0.141],281.06833,9.359651,9.359651,21,80.42368,313.02655,2100,0.028150396,50084
0.01931988,70.256805,465.28156,117.96312,1.9319879,339.16516,1.2274741,99.023384,0.072924115,0.00016496303,135.63185,174.16534,309.79718987406903,,7.292412,-1,33.51,10099682.0,236.97125601768494,100,6.5585227,True,8.606641,0.016496303,639.4469,[-0.039  0.095 -0.009 -0.013 -0.031 -0.104  0.084 -0.372  0.     0.  0.    -0.158],309.7972,9.359699,9.359699,22,11.618935,901.95026,2200,0.70256805,53435
0.010138645,1.2668099,401.66025,136.53471,1.0138645,140.19246,1.2281045,84.86576,0.0010429639,0.0076069185,108.44007,212.2753,320.71536594512827,,0.10429639,-1,34.63,54449.832,250.83833265304565,100,98.95287,True,1.0156211,0.7606919,613.93555,[-0.024  0.099 -0.007  0.002 -0.019 -0.105  0.133 -0.464  0.     0.  0.    -0.191],320.71536,9.359677,9.359677,23,98.46192,325.8061,2300,0.012668099,56898
0.011797252,4.3474946,485.6883,104.913315,1.1797252,141.4054,1.205824,82.553894,0.007359968,0.0030280238,108.54238,202.96771,311.5100969926764,,0.7359968,-1,33.64,90075.41,263.9954001903534,100,71.98307,True,1.2791969,0.30280238,688.656,[-0.037  0.097 -0.025  0.017 -0.017 -0.109  0.128 -0.466  0.     0.  0.    -0.191],311.51013,9.359928,9.359928,24,78.17405,375.06964,2400,0.043474946,60262
0.012246613,5.7446394,392.89337,139.38513,1.2246614,177.55376,1.1710237,79.77787,0.009824898,0.0005576153,115.65239,202.2868,317.93918889815495,,0.9824898,-1,34.36,97833.62,276.9896311759949,100,60.841618,True,1.5245646,0.05576153,595.1802,[-0.049  0.121 -0.021  0.036 -0.009 -0.068  0.179 -0.413  0.     0.  0.    -0.213],317.9392,9.35993,9.35993,25,65.5925,398.02026,2500,0.057446394,63698
0.069151476,457.1652,604.8816,93.40282,6.915148,1922.4746,0.98789954,101.720726,0.46733603,2.2901786e-07,146.00897,184.08334,330.09230815049233,,46.7336,-1,35.65,311290180.0,289.9810082912445,100,2.1425855,True,45.803795,2.2901786e-05,788.96497,[-0.06   0.116 -0.027  0.008 -0.031 -0.058  0.152 -0.439  0.     0.  0.    -0.248],330.09232,9.359918,9.359918,26,2.1832252,3524.3535,2600,4.571652,67263
0.011938866,4.5226917,484.69836,150.97946,1.1938868,185.58606,1.016841,103.91861,0.0073303883,0.0014786993,154.96973,202.02751,356.99723432165973,,0.73303884,-1,38.54,90317.164,304.8657875061035,100,72.62228,True,1.3448615,0.14786993,686.7259,[-0.031  0.132 -0.032  0.027 -0.006 -0.019  0.218 -0.512  0.     0.  0.    -0.431],356.99725,9.359711,9.359711,27,74.3571,424.50107,2700,0.045226917,71117
0.012530749,13.239752,579.63184,112.100006,1.253075,167.72916,1.0654871,104.8876,0.014441405,0.0032120957,131.8506,220.19844,352.0490517245533,,1.4441406,-1,38.01,254464.02,319.4043393135071,100,42.95157,True,1.5208229,0.32120958,799.83026,[-0.037  0.133 -0.032  0.004 -0.022 -0.036  0.205 -0.519  0.     0.  0.    -0.402],352.04907,9.359907,9.359907,28,65.753876,463.63834,2800,0.13239752,74918
0.02031025,106.87271,504.5735,152.19083,2.031025,341.32886,1.0204655,96.82871,0.10603671,3.9193663e-05,141.77316,231.12817,372.9013361006325,,10.603671,-1,40.22,9505793.0,336.5605161190033,100,3.5389154,True,6.338902,0.0039193663,735.70166,[-0.14   0.229 -0.058  0.011 -0.036 -0.002  0.234 -0.504  0.     0.  0.    -0.353],372.90134,9.359954,9.359954,29,15.775602,897.01556,2900,1.0687271,78940
0.011369091,2.6174839,589.1747,116.30496,1.1369091,153.43176,1.0126914,98.53632,0.004446117,0.0036197626,125.42173,239.47946,364.9011863950997,,0.44461176,-1,39.38,101689.21,352.73548436164856,100,86.73506,True,1.1874253,0.36197627,828.6541,[-0.205  0.261 -0.056  0.02  -0.045 -0.045  0.265 -0.505  0.     0.  0.    -0.398],364.90118,9.359787,9.359787,30,84.21583,424.3247,3000,0.026174838,82878
0.021595811,135.01244,469.14655,146.02588,2.1595812,538.99927,1.0712094,85.56849,0.1338118,0.0003477093,132.24608,220.74821,352.99429195416883,,13.381181,-1,38.11,36869236.0,367.01269149780273,100,2.5385354,True,9.104159,0.034770932,689.8948,[-0.212  0.294 -0.056  0.01  -0.053 -0.025  0.304 -0.51   0.     0.  0.    -0.406],352.9943,9.359987,9.359987,31,10.983991,1163.4872,3100,1.3501244,86689
0.011998299,4.492884,501.9031,129.90689,1.1998297,168.08745,1.05933,98.579285,0.0071029435,0.00011235803,125.7916,220.98032,346.7719068774038,,0.71029437,-1,37.45,109840.42,381.78223967552185,100,74.04889,True,1.3464164,0.011235803,722.8834,[-0.227  0.304 -0.081  0.009 -0.054 -0.025  0.219 -0.465  0.     0.  0.    -0.348],346.77188,9.359764,9.359764,32,74.27123,419.72717,3200,0.04492884,90434
0.011680725,8.321969,483.5268,143.4335,1.1680725,175.09981,1.0205847,87.93477,0.009836778,0.0006337586,146.08406,203.43925,349.5233123913195,,0.98367774,-1,37.75,123557.09,396.27909660339355,100,58.50705,True,1.438483,0.06337586,686.96606,[-0.22   0.296 -0.083  0.014 -0.047 -0.042  0.207 -0.436  0.     0.  0.    -0.36 ],349.5233,9.359538,9.359538,33,69.51768,422.27728,3300,0.08321969,94209
0.011836741,6.2304034,472.21735,160.3587,1.1836742,191.9343,0.95304424,92.87018,0.0099914195,0.0012004297,153.16826,212.65092,365.8191888357716,,0.99914193,-1,39.48,135535.1,410.959335565567,100,58.393867,True,1.548196,0.12004297,684.8683,[-0.225  0.307 -0.087  0.032 -0.018 -0.012  0.214 -0.428  0.     0.  0.    -0.398],365.81918,9.359914,9.359914,34,64.59131,447.58163,3400,0.06230403,98157
0.021196717,113.37355,478.79022,152.25085,2.1196718,408.1582,1.0018309,100.64101,0.114974566,0.0005024921,134.32288,230.8072,365.13008069423563,,11.497457,-1,39.42,17123616.0,428.77557039260864,100,3.2871382,True,9.412243,0.050249215,709.5974,[-0.227  0.312 -0.091  0.042 -0.008 -0.006  0.222 -0.447  0.     0.  0.    -0.466],365.13007,9.359983,9.359983,35,10.62446,1061.2584,3500,1.1337355,102099
0.010984147,3.4158056,458.79242,157.24435,1.0984147,178.11873,1.0284578,95.90628,0.0042668395,0.005688255,127.50706,239.10716,366.6142280777003,,0.426684,-1,39.57,90421.31,446.46767807006836,100,86.88876,True,1.1471542,0.56882554,697.8996,[-0.23   0.329 -0.093  0.019 -0.034  0.005  0.285 -0.496  0.     0.  0.    -0.417],366.61423,9.35995,9.35995,36,87.17224,402.36493,3600,0.034158055,106056
0.010791483,3.2634084,364.06516,174.16298,1.0791482,193.83412,1.003479,85.54099,0.005496748,0.002372375,122.445984,229.90933,352.3553281619315,,0.5496748,-1,38.05,94344.18,462.0716760158539,100,79.399895,True,1.2481388,0.2372375,593.9745,[-0.24   0.343 -0.093  0.014 -0.045  0.016  0.304 -0.48   0.     0.  0.    -0.39 ],352.35532,9.359662,9.359662,37,80.11929,392.91083,3700,0.032634083,109861
0.014738594,41.904392,483.56628,153.7389,1.4738594,268.8077,1.0062671,91.63368,0.041446794,0.0012314817,137.23502,230.8197,368.05471821750393,,4.1446795,-1,39.7,979807.2,476.86611795425415,100,11.225791,True,2.0749984,0.123148166,714.386,[-0.231  0.342 -0.096  0.009 -0.046  0.031  0.284 -0.48   0.     0.  0.    -0.415],368.0547,9.359837,9.359837,38,48.19281,577.5265,3800,0.4190439,113831
0.011406038,3.893202,690.5458,81.301575,1.1406037,101.790375,0.9720867,108.21124,0.00705059,0.0014887853,127.56905,229.85179,357.4208485800776,,0.70505905,-1,38.59,98505.38,492.303174495697,100,72.353455,True,1.2819158,0.14887853,920.3976,[-0.234  0.331 -0.096  0.02  -0.033 -0.023  0.259 -0.478  0.     0.  0.    -0.413],357.42087,9.359971,9.359971,39,78.00825,414.41736,3900,0.038932018,117690
0.010938504,3.0158296,401.87646,179.56496,1.0938504,197.89076,0.9335948,82.992714,0.005156424,0.0005132647,145.07623,221.50233,366.57855759826447,,0.51564246,-1,39.55,75136.47,507.8112139701843,100,81.81838,True,1.2081434,0.05132647,623.3788,[-0.227  0.325 -0.102  0.029 -0.026 -0.015  0.239 -0.468  0.     0.  0.    -0.447],366.57855,9.35947,9.35947,40,82.77164,403.44788,4000,0.030158294,121645
0.03379509,224.96698,436.1123,182.7949,3.379509,670.1368,1.0301563,103.58648,0.22330837,0.00018049772,145.0524,240.82312,385.8755264312756,,22.330837,-1,41.61,34667360.0,523.729159116745,100,2.2390442,True,18.740807,0.018049773,676.9354,[-0.229  0.328 -0.106  0.021 -0.03   0.002  0.243 -0.474  0.     0.  0.    -0.485],385.87552,9.359841,9.359841,41,5.3359494,1549.2861,4100,2.2496698,125806
0.014428644,15.57592,421.6725,172.59433,1.4428644,262.26633,0.9766233,90.11087,0.020807592,0.00012866767,164.28244,192.59088,356.87332328584574,,2.0807593,-1,38.5,366959.6,539.8706343173981,100,32.4711,True,2.8054984,0.012866767,614.26337,[-0.214  0.313 -0.108 -0.026 -0.079 -0.003  0.203 -0.496  0.     0.  0.    -0.389],356.87332,9.359669,9.359669,42,35.64429,570.9267,4200,0.1557592,129656
0.010739394,2.8100116,605.93,138.21907,1.0739394,158.28564,0.99065685,104.037964,0.0033469426,0.0039794696,158.7606,230.33923,389.0998390660776,,0.33469427,-1,41.96,81444.35,556.0602715015411,100,91.14722,True,1.1036338,0.39794695,836.2692,[-1.831e-01  2.834e-01 -1.048e-01 -5.348e-03 -4.826e-02  2.916e-04  1.829e-01 -5.433e-01  0.000e+00  0.000e+00  0.000e+00 -4.423e-01],389.09985,9.359812,9.359812,43,90.60977,421.84586,4300,0.028100116,133852
0.012751772,9.14382,466.78546,179.3901,1.2751774,236.16855,0.9041736,94.32647,0.0131794065,0.0005025838,184.0003,193.46492,377.4652410782212,,1.3179407,-1,40.74,223265.4,570.7793552875519,100,48.351337,True,1.8704059,0.050258383,660.25037,[-0.184  0.286 -0.108 -0.007 -0.049  0.012  0.192 -0.557  0.     0.  0.    -0.428],377.46524,9.35993,9.35993,44,53.46433,507.06158,4400,0.0914382,137926
0.010543547,2.036282,656.089,124.86044,1.0543545,138.71518,0.8895084,115.92202,0.002976172,0.004369544,153.59474,240.13205,393.72678609625217,,0.2976172,-1,42.48,86677.39,587.2307150363922,100,92.62013,True,1.0706791,0.43695438,896.22107,[-0.197  0.29  -0.114 -0.01  -0.062 -0.015  0.155 -0.583  0.     0.  0.    -0.515],393.72675,9.359709,9.359709,45,93.39867,416.9209,4500,0.02036282,142174
0.011732831,3.863673,570.7077,151.51042,1.1732831,196.69464,0.8351453,113.27571,0.0076636467,0.0008786882,168.46667,220.36577,388.8324429099235,,0.76636475,-1,41.93,155181.97,602.6459188461304,100,70.094574,True,1.4136784,0.08786882,791.0735,[-0.221  0.298 -0.116 -0.009 -0.06  -0.014  0.144 -0.575  0.     0.  0.    -0.529],388.83243,9.359596,9.359596,46,70.73745,478.8663,4600,0.03863673,146367
0.012014084,5.106973,590.17566,148.59949,1.2014084,196.62073,0.7991897,102.28642,0.008476744,0.0007247197,158.0683,239.40555,397.47384277117106,,0.8476745,-1,42.89,177696.84,620.2496755123138,100,66.76347,True,1.4490818,0.07247198,829.58124,[-0.224  0.304 -0.121 -0.008 -0.054 -0.022  0.156 -0.588  0.     0.  0.    -0.584],397.47388,9.359736,9.359736,47,69.00922,496.21024,4700,0.05106973,150656
0.01152151,14.149131,568.98267,169.67395,1.152151,252.80234,0.76633286,102.07959,0.013781862,0.0030577704,192.60454,211.09172,403.69624512268587,,1.378186,-1,43.56,706424.2,638.1376373767853,100,41.137722,True,1.349701,0.30577704,780.0744,[-0.23   0.291 -0.125 -0.002 -0.043 -0.035  0.138 -0.629  0.     0.  0.    -0.62 ],403.69626,9.359752,9.359752,48,74.090485,524.6816,4800,0.14149131,155012
0.010472311,1.6050165,477.21478,191.24847,1.047231,204.19308,0.749246,96.52743,0.0027463608,0.0042012245,160.49171,248.4588,408.9505046066886,,0.2746361,-1,44.1,80860.195,655.8691794872284,100,93.56506,True,1.0751122,0.42012247,725.6736,[-0.231  0.304 -0.126  0.002 -0.042 -0.011  0.155 -0.628  0.     0.  0.    -0.653],408.9505,9.359966,9.359966,49,93.01354,429.9232,4900,0.016050164,159422
0.040314082,281.40027,553.70764,179.29443,4.031409,826.7727,0.83260345,122.295654,0.27984864,0.00021189672,152.51021,275.5664,428.0766253738334,,27.984865,-1,46.18,42133744.0,672.3859989643097,100,2.0330446,True,21.240368,0.021189673,829.27405,[-0.237  0.315 -0.129  0.005 -0.039 -0.002  0.16  -0.637  0.     0.  0.    -0.67 ],428.07663,9.359749,9.359749,50,4.7080164,1973.342,5000,2.8140025,164040
0.112932704,1018.26324,618.28015,158.24237,11.293269,4734.4946,0.8261779,123.30993,1.0122826,2.5224012e-05,163.88713,256.91324,420.8003597516839,,101.228264,-1,45.4,2454645000.0,689.726166009903,100,1.2293168,True,152.40451,0.0025224013,875.19336,[-0.253  0.322 -0.137  0.021 -0.024  0.014  0.109 -0.61   0.     0.  0.    -0.586],420.80035,9.359818,9.359818,51,0.65614855,7975.8315,5100,10.182632,168580
0.010811781,2.0636194,544.0403,167.3641,1.0811781,181.35173,0.84245014,111.89198,0.003119843,0.004537277,163.34944,238.8953,402.2447332952215,,0.31198433,-1,43.37,80779.39,707.5661525726318,100,92.31338,True,1.0823673,0.45372772,782.93555,[-0.197  0.304 -0.14   0.063  0.015  0.017  0.116 -0.673  0.     0.  0.    -0.593],402.24475,9.3598795,9.3598795,52,92.390076,425.71423,5200,0.020636193,172917
0.011022966,3.247446,567.40076,168.81151,1.1022966,204.81369,0.83799344,131.06842,0.0043282397,0.0047057997,164.96107,248.67233,413.6333954495525,,0.43282396,-1,44.63,117882.516,724.7521035671234,100,86.64166,True,1.1550161,0.47057998,816.0731,[-0.202  0.305 -0.144  0.069  0.025  0.026  0.114 -0.672  0.     0.  0.    -0.576],413.63336,9.359898,9.359898,53,86.57888,467.92792,5300,0.03247446,177380
0.010144033,1.7517077,492.66656,180.05916,1.0144033,184.7378,0.84168047,101.485405,0.001864574,0.006258173,160.66093,238.8546,399.5155284673219,,0.18645741,-1,43.11,73726.29,742.4016559123993,100,96.73182,True,1.0338844,0.6258173,731.5212,[-0.225  0.306 -0.146  0.066  0.021  0.037  0.097 -0.669  0.     0.  0.    -0.581],399.51553,9.359895,9.359895,54,96.72261,407.88123,5400,0.017517077,181691
0.0116325375,10.191483,814.5947,126.35281,1.1632537,213.81888,0.8423687,137.78738,0.010018348,0.0017084348,222.85272,211.25502,434.10771974032815,,1.0018349,-1,46.81,520452.44,764.5620229244232,100,57.414314,True,1.2941678,0.17084348,1025.8497,[-0.223  0.315 -0.152  0.066  0.022  0.037  0.095 -0.683  0.     0.  0.    -0.577],434.10773,9.359807,9.359807,55,77.26974,563.9255,5500,0.10191482,186372
0.011380447,6.5726223,645.87726,146.98178,1.1380446,180.50638,0.8642531,121.09145,0.0073673185,0.0015521807,160.3609,257.69147,418.05236694139126,,0.73673195,-1,45.13,143121.48,783.5812623500824,100,70.46802,True,1.2614014,0.15521808,903.5687,[-0.226  0.326 -0.152  0.054  0.009  0.055  0.116 -0.69   0.     0.  0.    -0.577],418.05237,9.359673,9.359673,56,79.2769,484.95157,5600,0.06572622,190885
0.0105823325,2.5660806,733.8875,161.0481,1.0582333,184.5773,0.86940736,154.97243,0.0033254134,0.0051291874,226.5832,220.9016,447.48480722897943,,0.33254135,-1,48.24,115135.87,803.7526061534882,100,91.01267,True,1.096428,0.5129188,954.7891,[-0.233  0.321 -0.152  0.052  0.01   0.062  0.095 -0.704  0.     0.  0.    -0.555],447.4848,9.3597555,9.3597555,57,91.20525,484.50653,5700,0.025660805,195709
0.01509904,26.101418,719.01294,157.08008,1.509904,232.68512,0.8931273,131.63846,0.028702267,0.0015362093,212.2766,229.2962,441.5728129940775,,2.8702266,-1,47.65,503327.0,822.8765258789062,100,21.675297,True,2.152695,0.15362093,948.30914,[-0.238  0.327 -0.153  0.043  0.002  0.078  0.099 -0.704  0.     0.  0.    -0.55 ],441.5728,9.359859,9.359859,58,46.4534,650.0947,5800,0.26101416,200474
0.010786383,3.0141568,607.91907,171.59459,1.0786383,193.86603,0.89314955,121.34737,0.0046469024,0.0034794062,199.69775,220.38937,420.0871352724171,,0.46469027,-1,45.3,94063.02,839.1741988658905,100,84.34554,True,1.1507627,0.34794062,828.3084,[-0.232  0.327 -0.15   0.059  0.015  0.064  0.129 -0.708  0.     0.  0.    -0.526],420.0872,9.359965,9.359965,59,86.89889,460.43292,5900,0.030141568,205004
0.011327578,3.9442263,645.1747,139.75345,1.1327579,170.15576,0.9156051,124.41334,0.0051941574,0.003814818,172.64493,229.51561,402.16054001117374,,0.5194158,-1,43.39,100698.38,854.9145104885101,100,82.62689,True,1.1761065,0.38148183,874.6903,[-0.239  0.321 -0.154  0.055  0.01   0.048  0.1   -0.703  0.     0.  0.    -0.526],402.16055,9.35997,9.35997,60,85.02631,454.73218,6000,0.039442264,209343
0.010306984,1.6100614,895.1626,65.11087,1.0306983,75.66992,0.9045243,148.326,0.0023247143,0.0057413196,159.85112,248.29787,408.1489866403688,,0.23247144,-1,44.02,93529.85,870.6397416591644,100,95.15908,True,1.0470269,0.57413197,1143.4604,[-0.246  0.316 -0.157  0.058  0.015  0.053  0.081 -0.702  0.     0.  0.    -0.503],408.14896,9.359896,9.359896,61,95.50853,426.6814,6100,0.016100613,213745
