Iteration,InitialReturnMean,StdIWNorm,InitialReturnMin,EpLenMean,InitialReturnStd,J_sample_variance,EmpiricalD2,EpThisIter,MaxIWNorm,MeanEntropy,EpisodesSoFar,TimeElapsed,OptimizationReturnMax,OptimizationReturnMean,MeanIWNorm,EpRewMean,Weights,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,MinIW,MaxIW,ESSClassic,ReturnMeanIW,ESSRenyi,Bound,VarianceInit,InitialBound,LearnableVariance,ReturnStepMax,MinIWNorm,StdIW,MeanIW,OptimizationReturnMin
247,457.5473,0.0010211719,293.84784,49.34,87.98911,97250.01,1.0125784,100,0.013244955,-0.26631522,24700,1845.9265208244324,685.17633,163.69948,0.010124537,457.54731656962394,[-0.237  0.539  0.01   0.029 -0.033 -0.1    0.569 -0.366  0.     0.  0.    -1.685],9.35998,1065623,979.0242,0.78611493,1.3244956,98.992935,462.74133,98.75779,167.19269,-1,163.84006,True,9.35998,0.0078611495,0.1021172,1.0124538,
248,452.25278,0.0024966847,321.3869,48.8,80.63103,124520.234,1.0613723,100,0.023047818,-0.2661286,24800,1854.7955191135406,460.60577,130.8659,0.010396195,452.25279596677814,[-0.237  0.539  0.01   0.027 -0.031 -0.099  0.567 -0.367  0.     0.  0.    -1.685],9.35976,1070503,781.9927,0.5835318,2.304782,94.5471,474.8539,94.21765,233.1644,-1,217.65498,True,9.35976,0.005835318,0.24966848,1.0396193,
249,457.17734,0.0054919943,322.42166,49.3,78.67155,144031.42,1.2485898,100,0.035185352,-0.2670701,24900,1862.42112159729,376.71213,134.75568,0.011280458,457.17735089226255,[-0.241  0.539  0.009  0.027 -0.031 -0.103  0.565 -0.368  0.     0.  0.    -1.685],9.359978,1075433,699.1338,0.34653664,3.5185354,80.838646,508.97,80.090355,274.6057,-1,247.43721,True,9.359978,0.0034653663,0.5491995,1.1280458,
250,462.90414,0.0021664072,343.96057,49.92,89.27498,138771.45,1.0487471,100,0.016502311,-0.26893267,25000,1869.2413935661316,532.7898,118.94357,0.010299052,462.90414307186467,[-0.24   0.538  0.01   0.022 -0.037 -0.102  0.561 -0.365  0.     0.  0.    -1.686],9.359987,1080425,876.75037,0.6300898,1.6502312,95.76278,478.9539,95.351875,209.59421,-1,199.87906,True,9.359987,0.0063008983,0.21664071,1.0299052,
251,457.56805,0.04885729,323.4569,49.36,79.42102,1711439.2,3.899482,100,0.43599775,-0.22381593,25100,1877.0164291858673,389.4231,134.11118,0.01827911,457.56808044179127,[-0.241  0.539  0.009  0.02  -0.038 -0.1    0.559 -0.367  0.     0.  0.    -1.688],9.359987,1085361,712.88,0.05045195,43.599777,12.278801,893.8433,25.644432,471.52386,-1,243.70407,True,9.359987,0.0005045195,4.885729,1.827911,
252,449.9199,0.0015062264,323.94534,48.58,82.92138,116815.42,1.0189892,100,0.013659575,-0.22321555,25200,1884.6290216445923,524.6489,125.97453,0.010089111,449.91988002391923,[-0.243  0.549  0.008  0.029 -0.036 -0.093  0.551 -0.371  0.     0.  0.    -1.643],9.359997,1090219,848.59424,0.6679517,1.3659575,97.81978,455.19943,98.13647,198.21542,-1,195.3416,True,9.359997,0.0066795168,0.15062264,1.008911,
253,464.39774,0.008790544,285.31714,50.06,80.138016,145729.95,1.3914361,100,0.05912711,-0.22735457,25300,1891.8052973747253,459.64886,179.08057,0.011556842,464.39771548699156,[-0.242  0.549  0.007  0.029 -0.039 -0.093  0.549 -0.372  0.     0.  0.    -1.642],9.359946,1095225,744.966,0.24028881,5.912711,63.34863,533.80896,71.868195,270.1823,-1,240.90791,True,9.359946,0.0024028881,0.87905437,1.1556842,
254,470.75278,0.0019266789,312.2078,50.82,100.175865,118316.14,1.0388949,100,0.019385898,-0.22515316,25400,1898.6506230831146,673.4418,158.54498,0.010276932,470.75278002232835,[-0.233  0.546  0.007  0.026 -0.035 -0.096  0.561 -0.381  0.     0.  0.    -1.646],9.359987,1100307,985.64954,0.58924115,1.9385898,96.6046,486.68918,96.25613,185.29868,-1,175.05792,True,9.359987,0.0058924113,0.19266789,1.0276933,
255,456.60895,0.0018618056,303.06677,49.28,102.18709,113099.69,1.0267116,100,0.018152546,-0.21957402,25500,1905.5827205181122,702.1807,153.54218,0.010188188,456.60894973156695,[-0.236  0.546  0.006  0.026 -0.035 -0.1    0.56  -0.384  0.     0.  0.    -1.644],9.359899,1105235,1005.2475,0.6321788,1.8152547,96.76848,467.55133,97.39834,161.97586,-1,155.0347,True,9.359899,0.006321788,0.18618056,1.018819,
256,463.46643,0.005018549,332.19537,50.01,80.737885,144845.89,1.1615807,100,0.038815368,-0.2215621,25600,1912.6377067565918,458.26892,131.27107,0.01085344,463.46644897880657,[-0.235  0.546  0.005  0.024 -0.036 -0.099  0.557 -0.384  0.     0.  0.    -1.639],9.359713,1110236,790.4643,0.28542513,3.881537,82.385445,503.87357,86.089584,248.29279,-1,226.32716,True,9.359713,0.0028542513,0.5018549,1.085344,
257,457.05524,0.0042902,303.65695,49.32,85.47461,120670.44,1.1359478,100,0.0278683,-0.22736016,25700,1920.656952381134,540.63696,153.39825,0.010670919,457.05521896786524,[-0.236  0.544  0.004  0.021 -0.036 -0.095  0.551 -0.386  0.     0.  0.    -1.641],9.35992,1115168,844.29395,0.36977398,2.7868302,86.08511,489.66046,88.03221,219.70377,-1,203.76707,True,9.35992,0.0036977397,0.42902005,1.067092,
258,452.4302,0.0033970403,314.54797,48.82,85.519585,131662.9,1.114117,100,0.025797142,-0.22151046,25800,1928.99391913414,420.68024,137.88223,0.010779561,452.43019382909415,[-0.238  0.544  0.003  0.02  -0.039 -0.099  0.554 -0.394  0.     0.  0.    -1.646],9.359973,1120050,735.2282,0.45036238,2.5797143,90.966034,490.43747,89.75718,257.62363,-1,231.86172,True,9.359973,0.0045036236,0.33970404,1.0779562,
259,441.72055,0.008344421,303.14352,47.66,74.99978,155903.23,1.4023923,100,0.05826209,-0.22244403,25900,1937.3576419353485,394.10135,138.57703,0.011328328,441.7205574921213,[-0.24   0.545  0.002  0.022 -0.038 -0.104  0.552 -0.395  0.     0.  0.    -1.64 ],9.359655,1124816,697.2449,0.17938623,5.826209,64.82662,508.75253,71.306725,261.04376,-1,232.54707,True,9.359655,0.0017938622,0.83444214,1.1328329,
260,450.61124,0.0027225418,304.42816,48.59,91.20043,109780.08,1.0549762,100,0.019462131,-0.22055043,26000,1944.3367109298706,522.1359,146.18309,0.010277702,450.6112550613792,[-2.398e-01  5.413e-01 -5.523e-04  1.570e-02 -4.337e-02 -1.059e-01  5.385e-01 -4.010e-01  0.000e+00  0.000e+00  0.000e+00 -1.641e+00],9.359973,1129675,826.5641,0.5040161,1.9462131,93.44299,463.85596,94.788864,209.16171,-1,202.64203,True,9.359973,0.005040161,0.2722542,1.02777,
261,459.91718,0.005411717,315.6568,49.63,95.177414,147152.4,1.2284701,100,0.038185585,-0.21695063,26100,1951.693698644638,476.14124,144.26036,0.0111510875,459.9171658642499,[-2.402e-01  5.395e-01 -9.245e-04  1.455e-02 -4.239e-02 -1.070e-01  5.397e-01 -4.062e-01  0.000e+00  0.000e+00  0.000e+00 -1.639e+00],9.359939,1134638,791.79803,0.38821903,3.8185587,80.937294,519.4806,81.40206,256.20053,-1,222.37778,True,9.359939,0.0038821902,0.5411717,1.1151087,
262,438.67746,0.00815439,284.9448,47.34,80.17363,185047.5,1.4362004,100,0.053113375,-0.21740264,26200,1959.775171995163,434.582,153.73265,0.011474333,438.6774382489606,[-0.237  0.538 -0.002  0.017 -0.039 -0.106  0.539 -0.412  0.     0.  0.    -1.636],9.359947,1139372,719.5268,0.11751309,5.3113375,66.4433,519.1806,69.62817,260.49292,-1,222.8194,True,9.359947,0.0011751308,0.8154391,1.1474334,
263,452.47382,0.0036307974,312.09256,48.81,72.891846,122004.68,1.1263311,100,0.024485761,-0.21945727,26300,1968.333524465561,432.1329,140.38129,0.0107980035,452.4738292375914,[-0.234  0.538 -0.003  0.015 -0.041 -0.105  0.542 -0.422  0.     0.  0.    -1.636],9.359984,1144253,744.22546,0.39587238,2.4485762,89.84226,485.3755,88.783844,248.42435,-1,229.20619,True,9.359984,0.003958724,0.36307976,1.0798005,
264,445.1542,0.004070038,296.09653,47.99,72.7008,110741.93,1.1285318,100,0.026577774,-0.2212513,26400,1976.8577599525452,397.3179,149.05763,0.010687159,445.1541705308828,[-0.232  0.537 -0.003  0.014 -0.041 -0.11   0.548 -0.423  0.     0.  0.    -1.638],9.35998,1149052,693.4144,0.38304162,2.6577775,87.33358,474.81116,88.6107,253.82198,-1,237.12985,True,9.35998,0.0038304161,0.40700385,1.0687159,
265,481.9591,0.0016938732,285.9891,51.96,102.59705,102026.87,1.0367633,100,0.014815187,-0.22791918,26500,1986.1953392028809,579.9398,195.97006,0.010374115,481.95914753877145,[-2.320e-01  5.449e-01 -1.308e-03  1.487e-02 -3.684e-02 -1.039e-01  5.613e-01 -4.159e-01  0.000e+00  0.000e+00  0.000e+00 -1.640e+00],9.359941,1154248,865.92896,0.61942047,1.4815187,97.40322,499.66718,96.45403,235.15643,-1,222.18048,True,9.359941,0.0061942046,0.16938733,1.0374115,
266,455.6543,0.003647093,302.92273,49.14,85.40495,115484.66,1.1084396,100,0.021802973,-0.23012762,26600,1995.143119096756,498.48523,152.73161,0.010624682,455.65433046384453,[-2.343e-01  5.488e-01 -1.478e-03  1.412e-02 -3.618e-02 -1.002e-01  5.615e-01 -4.127e-01  0.000e+00  0.000e+00  0.000e+00 -1.647e+00],9.359969,1159162,801.40796,0.4801283,2.1802974,89.45891,483.09235,90.21692,229.96977,-1,215.23198,True,9.359969,0.0048012827,0.36470932,1.0624683,
267,462.3518,0.0041525248,321.7343,49.89,89.057594,138964.05,1.1268784,100,0.022371516,-0.23398922,26700,2002.4314255714417,442.49084,140.6175,0.010612455,462.3518217627208,[-2.348e-01  5.501e-01 -1.009e-03  1.400e-02 -3.604e-02 -9.784e-02  5.671e-01 -4.169e-01  0.000e+00  0.000e+00  0.000e+00 -1.649e+00],9.359887,1164151,764.22516,0.4219815,2.2371516,86.72228,496.87552,88.74072,253.49763,-1,233.08424,True,9.359887,0.004219815,0.41525248,1.0612454,
268,440.83896,0.009396299,293.8919,47.55,62.419872,142529.22,1.4506727,100,0.07418664,-0.23560965,26800,2010.7817690372467,310.62585,146.947,0.011271056,440.8389171278066,[-0.239  0.549 -0.003  0.012 -0.037 -0.097  0.555 -0.417  0.     0.  0.    -1.653],9.359976,1168906,604.51776,0.15334813,7.418664,58.997063,503.4203,68.93353,284.9889,-1,259.48358,True,9.359976,0.0015334813,0.9396299,1.1271055,
269,459.12244,0.007511078,294.7,49.51,81.94884,160321.58,1.2834766,100,0.053678483,-0.23145953,26900,2020.395766735077,487.10974,164.42238,0.010767225,459.1224054305778,[-0.238  0.554 -0.003  0.013 -0.036 -0.095  0.564 -0.425  0.     0.  0.    -1.655],9.359674,1173857,781.80975,0.18234423,5.3678484,67.26634,514.17346,77.91338,248.45834,-1,224.57947,True,9.359674,0.0018234423,0.7511078,1.0767225,
270,459.42746,0.010030388,303.56525,49.57,78.87178,196953.1,1.5502238,100,0.07364891,-0.22461942,27000,2028.0527791976929,442.25616,155.86223,0.011905982,459.4274651939088,[-0.233  0.556 -0.003  0.019 -0.033 -0.09   0.566 -0.423  0.     0.  0.    -1.65 ],9.359888,1178814,745.8214,0.17014982,7.364891,58.488102,557.3132,64.50681,278.73102,-1,235.68105,True,9.359888,0.0017014982,1.0030389,1.1905981,
271,446.6669,0.006304987,303.52774,48.21,71.370316,137222.02,1.2852801,100,0.033126045,-0.22972211,27100,2035.112874507904,352.041,143.13918,0.011066445,446.66692708208245,[-0.231  0.556 -0.003  0.024 -0.029 -0.093  0.574 -0.434  0.     0.  0.    -1.644],9.359779,1183635,655.5687,0.2729809,3.3126044,75.49433,499.37027,77.804054,276.40442,-1,249.99632,True,9.359779,0.002729809,0.63049877,1.1066446,
272,482.4261,0.01085146,321.85107,52.04,98.5648,226205.11,1.6579572,100,0.05810437,-0.22520891,27200,2045.3545598983765,480.091,160.575,0.012509319,482.4260672043208,[-0.228  0.56  -0.003  0.024 -0.03  -0.088  0.571 -0.423  0.     0.  0.    -1.649],9.359922,1188839,801.9421,0.08949353,5.810437,57.061207,606.022,60.31519,296.2437,-1,241.84341,True,9.359922,0.0008949353,1.085146,1.2509319,
273,479.16486,0.013477482,332.17975,51.74,89.87799,235755.08,1.6050355,100,0.11224088,-0.22693318,27300,2056.0340213775635,499.8023,146.98512,0.012577016,479.1648572608633,[-0.227  0.556 -0.007  0.026 -0.027 -0.089  0.555 -0.434  0.     0.  0.    -1.644],9.359508,1194013,831.98206,0.052727662,11.224089,46.54804,601.1842,62.303917,284.9728,-1,229.57028,True,9.359508,0.0005272766,1.3477483,1.2577018,
274,469.11438,0.007860268,303.44946,50.62,90.62065,162601.05,1.3288325,100,0.05655677,-0.23201981,27400,2065.2074720859528,435.3573,165.6649,0.011306036,469.1143570330663,[-0.223  0.558 -0.006  0.029 -0.022 -0.079  0.555 -0.422  0.     0.  0.    -1.646],9.359989,1199075,738.80676,0.303042,5.655677,67.41537,541.30304,75.25403,285.8052,-1,247.47234,True,9.359989,0.0030304198,0.7860267,1.1306037,
275,470.0783,0.0046886853,294.86755,50.71,83.27439,125180.95,1.1449724,100,0.046095446,-0.23267621,27500,2075.1501140594482,482.03577,175.21078,0.010795322,470.0783430122116,[-0.222  0.562 -0.003  0.023 -0.028 -0.076  0.565 -0.416  0.     0.  0.    -1.651],9.359968,1204146,776.9033,0.46762466,4.6095448,84.12986,511.44687,87.33835,262.05304,-1,237.00735,True,9.359968,0.0046762465,0.46886855,1.0795323,
276,486.09262,0.02261561,321.3872,52.43,106.66595,1151617.2,2.634629,100,0.15153109,-0.2328492,27600,2082.650456428528,535.87146,164.70543,0.013668892,486.09264624698125,[-0.22   0.561 -0.004  0.021 -0.03  -0.071  0.564 -0.415  0.     0.  0.    -1.652],9.359983,1209389,857.25867,0.05205426,15.153109,26.756048,754.0851,37.95601,336.64624,-1,228.91507,True,9.359983,0.0005205426,2.261561,1.3668894,
277,480.82837,0.0040689013,321.87964,51.88,115.58427,154300.88,1.1245841,100,0.02846172,-0.22960985,27700,2092.843736886978,554.46265,158.94872,0.010410015,480.8283556655613,[-0.216  0.561 -0.006  0.027 -0.026 -0.069  0.562 -0.428  0.     0.  0.    -1.652],9.359998,1214577,876.3423,0.4459841,2.846172,86.74723,512.56476,88.92176,233.7659,-1,217.92566,True,9.359998,0.0044598407,0.40689018,1.0410016,
278,470.66086,0.0038759203,333.78735,50.74,83.7611,144494.16,1.1249523,100,0.024238504,-0.24164209,27800,2099.916844844818,403.00616,136.87352,0.010656428,470.6608622015456,[-0.214  0.562 -0.006  0.028 -0.024 -0.068  0.571 -0.429  0.     0.  0.    -1.649],9.359787,1219651,736.7935,0.3981886,2.4238505,88.316605,508.4409,88.892654,273.9996,-1,249.62282,True,9.359787,0.003981886,0.38759205,1.0656427,
279,465.08548,0.0012164298,313.08334,50.14,87.897995,110112.125,1.014139,100,0.012960005,-0.23583487,27900,2108.7000393867493,432.85605,152.00212,0.010129899,465.0854757882305,[-0.21   0.559 -0.007  0.03  -0.02  -0.067  0.565 -0.428  0.     0.  0.    -1.661],9.35995,1224665,745.9394,0.6988844,1.2960005,98.57848,470.67966,98.605804,245.32137,-1,241.30365,True,9.35995,0.006988844,0.12164298,1.0129898,
280,476.38147,0.008603414,312.94247,51.39,88.506386,221345.44,1.4395653,100,0.07115154,-0.24366367,28000,2116.427191257477,498.0895,163.43898,0.011471609,476.3814672472561,[-0.211  0.559 -0.007  0.03  -0.018 -0.068  0.564 -0.427  0.     0.  0.    -1.655],9.359999,1229804,811.032,0.16363344,7.115154,64.00156,555.7243,69.465416,263.79688,-1,233.07188,True,9.359999,0.0016363343,0.86034137,1.1471608,
281,463.66794,0.0015697505,293.8946,50.01,102.79011,107224.44,1.0198067,100,0.016011344,-0.24977605,28100,2124.5036976337433,822.12054,169.77338,0.010144491,463.6679708335611,[-0.211  0.56  -0.008  0.033 -0.016 -0.063  0.554 -0.418  0.     0.  0.    -1.663],9.359879,1234805,1116.0151,0.64981496,1.6011345,97.661575,473.918,98.05779,135.81403,-1,128.86343,True,9.359879,0.0064981496,0.15697505,1.0144492,
282,461.08212,0.014573916,294.07092,49.76,88.84151,210752.55,1.7984204,100,0.0990137,-0.24542229,28200,2131.21884560585,470.01263,167.01115,0.012981385,461.08207503710383,[-0.213  0.559 -0.008  0.034 -0.017 -0.063  0.549 -0.419  0.     0.  0.    -1.669],9.359747,1239781,764.08356,0.07057094,9.90137,44.23985,589.24945,55.60435,281.84674,-1,231.85701,True,9.359747,0.0007057094,1.4573915,1.2981386,
283,453.19684,0.0030991242,323.95068,48.87,86.83515,130743.21,1.081884,100,0.023176283,-0.24636844,28300,2137.9087150096893,505.29822,129.24619,0.010334197,453.1968711969581,[-0.205  0.559 -0.005  0.041 -0.011 -0.064  0.569 -0.417  0.     0.  0.    -1.664],9.35993,1244668,829.2489,0.5511705,2.3176284,91.748665,475.87643,92.43135,217.11682,-1,204.42218,True,9.35993,0.0055117053,0.3099124,1.0334197,
284,466.07712,0.056862287,314.02933,50.27,87.58643,1407886.5,4.1799254,100,0.44337043,-0.24392708,28400,2145.1256902217865,469.27084,152.04776,0.019271873,466.07709651179493,[-0.204  0.56  -0.005  0.039 -0.014 -0.059  0.571 -0.412  0.     0.  0.    -1.665],9.359787,1249695,783.3002,0.036038615,44.337044,10.303287,920.0984,23.923872,439.66437,-1,231.08708,True,9.359787,0.00036038613,5.686229,1.9271873,
285,452.4203,0.0020668935,303.2271,48.78,89.33982,107718.375,1.0327016,100,0.020654995,-0.24441136,28500,2152.247637987137,560.8866,149.19316,0.010098569,452.42027578258154,[-0.199  0.564 -0.002  0.029 -0.026 -0.048  0.578 -0.393  0.     0.  0.    -1.663],9.359739,1254573,864.1137,0.59221417,2.0654995,95.979355,459.1694,96.83339,195.73071,-1,193.18616,True,9.359739,0.0059221415,0.20668936,1.0098569,
286,474.71835,0.0023502917,331.627,51.23,100.814156,131938.56,1.0443926,100,0.021728432,-0.24038567,28600,2159.8950192928314,626.8924,143.09135,0.010307907,474.718368223558,[-1.981e-01  5.631e-01 -2.472e-04  2.974e-02 -2.586e-02 -4.557e-02  5.799e-01 -3.883e-01  0.000e+00  0.000e+00  0.000e+00 -1.663e+00],9.359992,1259696,958.5194,0.58352846,2.1728432,95.058136,489.70444,95.749435,195.83524,-1,187.16254,True,9.359992,0.0058352845,0.23502916,1.0307907,
287,461.10254,0.044995617,275.86206,49.72,89.38502,1498443.6,3.678093,100,0.39131904,-0.24005622,28700,2168.859314918518,485.7279,185.24043,0.016941989,461.1025094222004,[-1.974e-01  5.642e-01  5.548e-04  2.949e-02 -2.616e-02 -4.223e-02  5.844e-01 -3.842e-01  0.000e+00  0.000e+00  0.000e+00 -1.659e+00],9.359969,1264668,761.58997,0.020493083,39.131905,12.416786,798.5967,27.188002,360.4154,-1,232.62553,True,9.359969,0.00020493082,4.499562,1.694199,
288,475.87613,0.008459513,294.57452,51.3,103.06956,223958.27,1.2656299,100,0.083039254,-0.2497416,28800,2176.5723781585693,520.82526,181.30157,0.010880806,475.8760998401136,[-0.192  0.554 -0.004  0.026 -0.029 -0.036  0.561 -0.391  0.     0.  0.    -1.659],9.359958,1269798,815.3998,0.14931606,8.3039255,62.326183,528.6067,79.01204,253.40872,-1,231.25618,True,9.359958,0.0014931605,0.8459513,1.0880804,
289,478.5656,0.0036967702,303.0653,51.61,106.857155,135419.62,1.1275433,100,0.028330252,-0.24821475,28900,2183.659018278122,697.64343,175.50034,0.0107707335,478.56562691312155,[-0.188  0.556 -0.004  0.03  -0.023 -0.031  0.566 -0.391  0.     0.  0.    -1.669],9.359982,1274959,1000.70874,0.37472758,2.8330252,89.46126,527.86017,88.688385,209.07687,-1,178.353,True,9.359982,0.0037472758,0.36967704,1.0770735,
290,462.60098,0.00867008,321.4743,49.9,96.62707,183159.25,1.4252814,100,0.058957767,-0.25429922,29000,2190.8670489788055,426.8885,141.1267,0.012250941,462.6009953692908,[-0.191  0.556 -0.004  0.031 -0.022 -0.035  0.567 -0.391  0.     0.  0.    -1.667],9.3598995,1279949,748.3628,0.2788958,5.8957767,66.628914,559.8324,70.16158,291.8022,-1,238.09216,True,9.3598995,0.002788958,0.8670081,1.225094,
291,460.23218,0.004294755,284.69708,49.6,107.431076,123343.78,1.1100024,100,0.044500288,-0.2552784,29100,2197.8258984088898,655.3774,175.53511,0.0106004095,460.2321903544543,[-0.188  0.558 -0.002  0.038 -0.017 -0.039  0.577 -0.392  0.     0.  0.    -1.673],9.359808,1284909,940.07446,0.28722808,4.450029,85.89983,494.06458,90.0899,196.9353,-1,178.20984,True,9.359808,0.0028722808,0.4294755,1.060041,
292,455.8712,0.0016847067,277.0681,49.18,89.9358,91758.66,1.025655,100,0.015494244,-0.24958833,29200,2206.8285269737244,512.3088,178.80307,0.010191002,455.87116636367244,[-0.185  0.558 -0.002  0.039 -0.017 -0.033  0.58  -0.392  0.     0.  0.    -1.674],9.359872,1289827,789.3769,0.60474205,1.5494244,97.339836,465.8679,97.498665,226.03633,-1,219.0581,True,9.359872,0.00604742,0.16847068,1.0191001,
293,461.45282,0.0042049224,285.2917,49.72,100.449326,128634.15,1.1480821,100,0.03412189,-0.24420168,29300,2213.891238927841,739.1514,176.16113,0.010980522,461.45280963640624,[-0.186  0.556 -0.002  0.04  -0.017 -0.035  0.581 -0.393  0.     0.  0.    -1.669],9.359948,1294799,1024.4431,0.31266463,3.412189,87.210884,514.0635,87.10178,184.76059,-1,154.11987,True,9.359948,0.0031266462,0.42049226,1.0980523,
294,476.69568,0.0044290028,331.1919,51.46,108.06213,146710.75,1.1262454,100,0.037061933,-0.24517949,29400,2224.023176431656,545.53516,145.50381,0.010654103,476.69570557319025,[-0.185  0.553 -0.006  0.038 -0.018 -0.038  0.568 -0.393  0.     0.  0.    -1.663],9.359957,1299945,876.72705,0.45609766,3.7061934,85.26505,510.7498,88.790596,231.62259,-1,213.67761,True,9.359957,0.0045609768,0.4429003,1.0654103,
295,476.57254,0.021205068,314.0246,51.36,96.1354,837324.9,2.0133648,100,0.21185511,-0.25042728,29500,2232.776989221573,446.2807,162.54796,0.012166275,476.57255847986994,[-0.186  0.553 -0.004  0.034 -0.021 -0.038  0.572 -0.389  0.     0.  0.    -1.664],9.359922,1305081,760.3053,0.0067342147,21.185513,24.765753,622.4412,49.6681,298.795,-1,248.48096,True,9.359922,6.7342145e-05,2.1205068,1.2166276,
296,472.26016,0.002933617,322.80164,50.93,81.66984,128149.55,1.1033559,100,0.021297634,-0.25221717,29600,2240.6299245357513,372.49817,149.45851,0.010608529,472.2601579233144,[-0.195  0.552 -0.004  0.025 -0.026 -0.04   0.568 -0.384  0.     0.  0.    -1.669],9.359947,1310174,695.2998,0.46489802,2.1297634,92.89613,499.0515,90.63259,279.94708,-1,263.67023,True,9.359947,0.00464898,0.29336172,1.060853,
297,456.50275,0.005880212,331.25427,49.26,77.831436,166075.4,1.2152109,100,0.048815288,-0.25555393,29700,2248.895165205002,470.41614,125.24846,0.010848709,456.5027268018852,[-0.196  0.551 -0.006  0.028 -0.025 -0.041  0.564 -0.39   0.     0.  0.    -1.671],9.359995,1315100,801.6704,0.18709041,4.881529,77.292595,506.66754,82.290245,241.54727,-1,216.0016,True,9.359995,0.0018709041,0.5880213,1.0848709,
298,473.318,0.0038176225,332.34183,51.04,82.686325,142401.02,1.1347065,100,0.029378751,-0.25322333,29800,2256.463710784912,415.94077,140.97617,0.010794367,473.3179931838763,[-0.207  0.55  -0.007  0.026 -0.026 -0.046  0.561 -0.395  0.     0.  0.    -1.674],9.35993,1320204,748.2826,0.43923488,2.9378753,88.88249,510.9385,88.12852,271.8115,-1,248.83322,True,9.35993,0.0043923487,0.38176227,1.0794367,
299,483.63696,0.032146465,293.83875,52.14,90.84531,2090868.2,1.7357779,100,0.33066788,-0.25255284,29900,2263.5572566986084,462.74707,189.7982,0.012519461,483.63693429875667,[-0.204  0.549 -0.007  0.028 -0.024 -0.047  0.565 -0.401  0.     0.  0.    -1.672],9.359991,1325418,756.5858,0.25918093,33.066788,13.169705,677.379,57.611057,378.3409,-1,256.6612,True,9.359991,0.0025918093,3.2146466,1.251946,
300,470.60556,0.29103956,294.5379,50.73,86.27618,131362650.0,31.583376,100,2.9325757,-0.25818264,30000,2271.875509262085,395.31793,176.06764,0.039345052,470.60554543627455,[-0.205  0.553 -0.005  0.026 -0.027 -0.036  0.575 -0.396  0.     0.  0.    -1.671],9.35997,1330491,689.85583,0.001886918,293.25757,1.794778,2451.4087,3.1662226,1288.3306,-1,263.6488,True,9.35997,1.886918e-05,29.103952,3.9345047,
301,458.42587,0.0016731205,314.11932,49.44,80.82079,109740.37,1.0244192,100,0.015027734,-0.26105097,30100,2279.653180837631,420.19495,144.3065,0.0101412535,458.42582837566385,[-0.213  0.555 -0.002  0.024 -0.026 -0.04   0.572 -0.372  0.     0.  0.    -1.677],9.359951,1335435,734.3143,0.6159193,1.5027735,97.35021,464.3734,97.61629,241.40565,-1,238.13155,True,9.359951,0.006159193,0.16731206,1.0141253,
302,452.37128,0.5446242,303.31653,48.76,75.17076,196230340.0,75.59142,100,5.4350114,-0.25968942,30200,2288.324586391449,341.59723,149.05473,0.06852438,452.3712519521581,[-0.215  0.554 -0.002  0.026 -0.024 -0.038  0.573 -0.372  0.     0.  0.    -1.68 ],9.359964,1340311,644.91376,0.00030260833,543.50116,1.5583864,3687.272,1.3229014,2005.1436,-1,258.89716,True,9.359964,3.0260833e-06,54.46242,6.852439,
303,457.6886,0.00481489,285.63742,49.39,80.28388,133968.94,1.1443902,100,0.044022664,-0.2609873,30300,2296.275149345398,429.6774,172.05115,0.010601147,457.68857400614036,[-0.211  0.56   0.007  0.016 -0.028 -0.038  0.598 -0.339  0.     0.  0.    -1.679],9.359998,1345250,715.3148,0.40326357,4.4022665,82.89918,493.7145,87.38278,264.1496,-1,243.0941,True,9.359998,0.0040326356,0.481489,1.0601147,
304,466.3192,0.5562285,257.38742,50.32,100.33795,630095200.0,23.973694,100,5.598976,-0.25992298,30400,2303.1708047389984,627.22266,208.93182,0.065323934,466.3192350415601,[-0.202  0.556  0.007  0.013 -0.031 -0.037  0.601 -0.341  0.     0.  0.    -1.68 ],9.359775,1350282,884.6101,0.014831749,559.89764,1.3604705,4369.9634,4.171239,3070.57,-1,200.93622,True,9.359775,0.00014831749,55.622852,6.532394,
305,453.0665,0.004522934,275.76047,48.83,90.76286,126049.414,1.1610823,100,0.031238735,-0.28435868,30500,2312.004273414612,486.65555,177.30603,0.010928019,453.0665032613835,[-0.208  0.555  0.008  0.017 -0.026 -0.041  0.591 -0.324  0.     0.  0.    -1.679],9.359898,1355165,762.416,0.26799268,3.1238735,85.37522,503.1817,86.12654,256.72266,-1,224.3417,True,9.359898,0.0026799268,0.45229343,1.0928019,
306,467.2997,0.0073112524,294.79327,50.36,98.63777,154724.33,1.3203415,100,0.056613978,-0.28406957,30600,2322.0163469314575,450.6396,172.50644,0.01093743,467.2997188302673,[-0.201  0.553  0.006  0.014 -0.029 -0.04   0.586 -0.324  0.     0.  0.    -1.703],9.359958,1360201,745.43286,0.15842347,5.661398,69.11607,529.4562,75.73798,272.4918,-1,243.66986,True,9.359958,0.0015842346,0.7311252,1.0937431,
