ESSRenyi,EpisodesSoFar,OptimizationReturnMin,ReturnStepMax,MeanEntropy,InitialReturnMin,ESSClassic,EmpiricalD2,TimeElapsed,InitialReturnMax,Bound,LearnableVariance,J_sample_variance,Weights,Iteration,MinIW,TimestepsSoFar,MaxIWNorm,ReturnMeanIW,InitialReturnStd,ReturnStepMaxmin,OptimizationReturnMax,InitialBound,InitialReturnMean,EpRewMean,OptimizationReturnMean,StdIWNorm,MinIWNorm,VarianceInit,EpLenMean,StdIW,MeanIWNorm,MeanIW,EpThisIter,MaxIW
91.995766,3400,,9.359611,0.8093214,221.49797,88.79663,1.0870066,110.27247953414917,942.2571,65.19147,True,113856.695,[ 0.094  0.112  0.111 -0.011 -0.006 -0.05   0.059 -0.328  0.     0.  0.    -0.603],34,0.48768866,84912,0.033665366,359.90952,93.49594,9.359611,720.7591,48.4722,331.1493,331.1493119530779,109.65134,0.0036965986,0.0048768865,-1,35.78,0.36965987,0.010407012,1.0407013,100,3.3665369
96.31601,3500,,9.359968,0.80730736,211.13431,96.78692,1.038249,114.67544841766357,800.05316,91.40369,True,62270.9,[ 0.086  0.128  0.11  -0.019 -0.016 -0.04   0.077 -0.325  0.     0.  0.    -0.61 ],35,0.5858234,88412,0.0145688765,335.96674,96.2208,9.359968,588.9188,84.01715,324.0331,324.033100555251,112.898796,0.0018323939,0.005858234,-1,35.0,0.18323939,0.010056985,1.0056984,100,1.4568877
91.34705,3600,,9.359659,0.82175756,212.35338,91.74324,1.0947261,119.47494649887085,696.20337,147.77293,True,63357.504,[ 0.076  0.131  0.107 -0.019 -0.016 -0.043  0.078 -0.338  0.     0.  0.    -0.612],36,0.5875075,92091,0.0230394,366.30243,90.4733,9.359659,483.84998,132.10657,340.9676,340.96758833588007,128.61421,0.0032418452,0.005875075,-1,36.79,0.3241845,0.010806245,1.0806243,100,2.30394
97.50748,3700,,9.359967,0.80822283,220.28297,97.89769,1.0255624,124.99291563034058,783.1244,126.694336,True,62911.69,[ 0.098  0.133  0.11  -0.012 -0.004 -0.04   0.091 -0.339  0.     0.  0.    -0.597],37,0.6614785,95913,0.015230098,364.61548,100.12083,9.359967,562.84143,119.295425,354.23273,354.2327187521792,133.94975,0.001498178,0.006614785,-1,38.22,0.1498178,0.010223576,1.0223576,100,1.5230098
66.41811,3800,,9.359911,0.7905036,191.94449,47.894375,1.5056134,129.95248699188232,707.1015,161.06183,True,113458.91,[ 0.088  0.143  0.103 -0.008 -0.001 -0.044  0.084 -0.344  0.     0.  0.    -0.611],38,0.24633574,99499,0.10580463,421.35318,90.63244,9.359911,515.157,119.87378,332.0042,332.0042111379299,140.05972,0.013679354,0.0024633573,-1,35.86,1.3679357,0.01311492,1.311492,100,10.580463
95.28903,3900,,9.359834,0.79040563,202.58481,96.1395,1.0494387,135.24245357513428,648.89343,138.01503,True,56128.367,[ 0.083  0.135  0.101 -0.019 -0.01  -0.06   0.07  -0.32   0.     0.  0.    -0.628],39,0.57863253,102986,0.015200092,337.43707,89.67339,9.359834,446.30862,128.37071,323.03873,323.0387288237731,120.453926,0.0020587659,0.0057863253,-1,34.87,0.2058766,0.010273936,1.0273936,100,1.5200093
41.32992,4000,,9.359952,0.77785736,212.73123,16.626465,2.4195545,141.209477186203,741.1719,199.73788,True,2319793.2,[ 0.067  0.134  0.095 -0.02  -0.009 -0.066  0.053 -0.337  0.     0.  0.    -0.629],40,0.04711707,106573,0.2837967,545.6039,89.59693,9.359952,528.4407,109.89375,332.24536,332.2453401109606,119.5141,0.029564828,0.00047117067,-1,35.87,2.956483,0.013202651,1.3202653,100,28.379671
10.061392,4100,,9.359863,0.6529178,203.50568,2.0587451,9.938983,148.20873880386353,912.5866,1139.6462,True,177957460.0,[ 0.028  0.165  0.087 -0.024 -0.019 -0.023  0.042 -0.312  0.     0.  0.    -0.641],41,0.00015517678,110219,1.8810754,2002.7566,117.02676,9.359863,709.08093,64.13718,337.91312,337.91314350485135,134.40747,0.18682621,1.5517677e-06,-1,36.46,18.682625,0.027086712,2.7086713,100,188.10754
72.53779,4200,,9.359974,0.64148533,201.97621,68.72352,1.3785918,154.57229900360107,633.3253,190.86975,True,79551.14,[ 0.046  0.196  0.082  0.002  0.009  0.014  0.098 -0.316  0.     0.  0.    -0.766],42,0.19515263,114020,0.04773074,413.95248,94.16294,9.359974,431.34912,162.44781,352.4454,352.4454377466285,150.46922,0.0084148105,0.0019515263,-1,38.01,0.8414811,0.012473493,1.2473493,100,4.773074
88.42787,4300,,9.359945,0.6554929,201.37051,86.46898,1.1308652,162.03365325927734,856.4254,123.45355,True,79236.086,[ 0.05   0.182  0.083  0.015  0.018  0.005  0.071 -0.303  0.     0.  0.    -0.777],43,0.32825774,117786,0.03275706,396.67587,106.25287,9.359945,655.05493,92.06802,348.99564,348.9956655204167,147.62515,0.0043417453,0.0032825773,-1,37.66,0.4341745,0.01097562,1.0975621,100,3.2757058
50.915565,4400,,9.359989,0.65239906,212.8876,22.62172,1.964036,169.68944597244263,614.6834,313.94775,True,819817.9,[ 0.064  0.188  0.086  0.012  0.013  0.023  0.094 -0.304  0.     0.  0.    -0.763],44,0.13296172,121511,0.26281184,572.38043,92.565125,9.359989,401.7958,160.63487,345.03992,345.0398993282838,132.1523,0.027379477,0.0013296172,-1,37.25,2.7379475,0.014803975,1.4803977,100,26.281183
83.56566,4500,,9.359837,0.60708463,202.06778,80.371284,1.1966639,176.10872960090637,613.0019,185.7581,True,77336.52,[ 0.115  0.183  0.091  0.022  0.021  0.048  0.108 -0.28   0.     0.  0.    -0.767],45,0.2667027,125253,0.030405369,386.93085,86.605316,9.359837,410.9341,162.70686,346.6074,346.60739139863983,144.53961,0.0054310267,0.002667027,-1,37.42,0.5431027,0.010989718,1.0989718,100,3.0405369
94.223694,4600,,9.359954,0.5888689,211.81186,95.563835,1.0613042,181.7292459011078,570.10693,177.92139,True,57007.938,[ 0.074  0.202  0.081  0.023  0.023  0.056  0.11  -0.271  0.     0.  0.    -0.812],46,0.5464041,128921,0.015805276,354.11798,77.15683,9.359954,358.29507,168.96918,340.00125,340.00124792457586,128.18939,0.0022292563,0.005464041,-1,36.68,0.22292565,0.010346736,1.0346736,100,1.5805277
65.88593,4700,,9.359976,0.579344,220.32953,51.14502,1.5177747,187.1077868938446,846.4295,184.845,True,391270.06,[ 0.078  0.202  0.073  0.018  0.017  0.057  0.106 -0.272  0.     0.  0.    -0.83 ],47,0.059404746,132820,0.08557598,497.68024,115.967705,9.359976,626.1,107.49536,361.4242,361.42420004766797,141.09467,0.0120233605,0.0005940474,-1,38.99,1.202336,0.012301926,1.2301927,100,8.557598
83.08014,4800,,9.359681,0.57688034,193.22716,64.08614,1.2036572,194.3287751674652,786.3115,191.48026,True,323180.6,[ 0.135  0.192  0.08   0.015  0.012  0.052  0.136 -0.267  0.     0.  0.    -0.84 ],48,0.19620073,136738,0.08803984,450.28204,98.74281,9.359681,593.08435,127.19594,363.0894,363.0893862714869,169.86223,0.008489073,0.0019620073,-1,39.18,0.84890723,0.011339953,1.1339954,100,8.803984
37.869118,4900,,9.359673,0.5786761,212.6333,8.214761,2.640674,200.58529138565063,758.6792,297.0905,True,5613877.5,[ 0.084  0.225  0.073  0.014  0.013  0.068  0.153 -0.26   0.     0.  0.    -0.842],49,0.05695333,140538,0.47386345,666.9501,105.47875,9.359673,546.0459,124.49992,352.10364,352.1036865969696,139.4704,0.04680657,0.00056953327,-1,38.0,4.6806574,0.014002894,1.4002894,100,47.386345
85.89374,5000,,9.35999,0.5710122,229.62302,83.07229,1.1642293,207.76888489723206,988.4093,135.14035,True,111008.414,[ 0.05   0.237  0.068  0.009  0.008  0.093  0.177 -0.296  0.     0.  0.    -0.84 ],50,0.28944087,144856,0.036589958,455.08682,134.93056,9.35999,758.78625,103.93762,400.46042,400.46042400886085,170.8374,0.0049187383,0.0028944085,-1,43.18,0.49187386,0.010896384,1.0896384,100,3.6589959
94.972496,5100,,9.359924,0.5703971,211.32639,95.614136,1.0529364,214.43055748939514,820.2112,143.29024,True,67026.83,[ 0.046  0.23   0.061  0.008  0.005  0.082  0.157 -0.317  0.     0.  0.    -0.848],51,0.42914268,148922,0.02013831,395.78247,109.82585,9.359924,608.88477,131.01222,377.07556,377.0755629410401,165.74918,0.002237231,0.004291427,-1,40.66,0.2237231,0.010445874,1.0445874,100,2.0138311
76.5099,5200,,9.359729,0.5764226,239.16446,71.393326,1.3070203,222.5428237915039,881.3351,188.5155,True,292008.34,[ 0.036  0.234  0.057  0.011  0.011  0.074  0.151 -0.32   0.     0.  0.    -0.849],52,0.2845829,153130,0.06908701,490.79138,115.509995,9.359729,642.17065,125.67999,390.08054,390.0805338439039,150.91608,0.0073122554,0.0028458291,-1,42.08,0.7312256,0.011551714,1.1551714,100,6.9087014
88.500084,5300,,9.359853,0.55883974,239.1476,82.12863,1.1299424,228.44588470458984,767.46594,182.77942,True,101837.15,[ 0.011  0.245  0.051  0.008  0.006  0.098  0.157 -0.339  0.     0.  0.    -0.843],53,0.47757542,157215,0.04384249,427.52142,101.48584,9.359853,528.31836,148.40762,378.64737,378.6474065626896,139.49982,0.0050943075,0.004775754,-1,40.85,0.5094307,0.010920768,1.0920769,100,4.384249
85.9979,5400,,9.359829,0.54794127,222.29797,82.30901,1.162819,237.6488094329834,796.4495,203.38593,True,105865.68,[ 0.053  0.218  0.052  0.007  0.007  0.086  0.143 -0.349  0.     0.  0.    -0.86 ],54,0.1859016,161724,0.040366285,461.03912,137.82507,9.359829,574.15155,179.18268,418.11755,418.11753685557517,195.81955,0.004920992,0.0018590159,-1,45.09,0.49209926,0.010614519,1.061452,100,4.0366287
89.46746,5500,,9.359906,0.54015404,220.36148,89.65757,1.1177248,246.09743237495422,754.118,197.37997,True,83073.7,[ 0.072  0.213  0.051  0.001 -0.003  0.088  0.14  -0.359  0.     0.  0.    -0.871],55,0.2273758,166137,0.018864645,436.5617,108.88495,9.359906,533.7565,182.86243,409.0978,409.09780487656695,188.73633,0.0034990811,0.002273758,-1,44.13,0.34990814,0.010302346,1.0302347,100,1.8864646
52.758945,5600,,9.359982,0.49993944,229.41966,39.855675,1.8954132,254.01545524597168,791.7092,295.3296,True,666061.1,[ 0.072  0.217  0.048 -0.001 -0.004  0.099  0.143 -0.377  0.     0.  0.    -0.879],56,0.043694742,170652,0.105931796,622.32294,129.86897,9.359982,562.28955,181.25891,418.77167,418.77167998924665,189.352,0.015887335,0.00043694742,-1,45.15,1.5887334,0.012932985,1.2932985,100,10.59318
72.613625,5700,,9.359895,0.48248532,239.17703,73.20231,1.377152,262.89865136146545,986.9606,195.22678,True,168553.75,[ 0.062  0.218  0.044 -0.005 -0.006  0.099  0.151 -0.415  0.     0.  0.    -0.919],57,0.12454295,175392,0.053363245,542.6925,126.3211,9.359895,747.78357,143.63046,439.71863,439.7186273915823,200.5416,0.007162009,0.0012454295,-1,47.4,0.71620095,0.011837192,1.1837192,100,5.3363247
89.005745,5800,,9.359733,0.46312404,220.75879,90.89197,1.123523,272.3895721435547,742.46106,227.03835,True,83473.81,[ 7.715e-02  2.137e-01  4.481e-02 -3.363e-03  2.983e-04  1.128e-01  1.476e-01 -4.065e-01  0.000e+00  0.000e+00  0.000e+00 -9.364e-01],58,0.37175512,179997,0.024160001,463.13287,110.48365,9.359733,521.7023,204.32797,427.06625,427.066280571642,206.3075,0.0033770567,0.0037175512,-1,46.05,0.33770567,0.010668146,1.0668147,100,2.4160001
36.717186,5900,,9.359817,0.43837586,220.84055,8.943844,2.7235203,282.3367249965668,888.30035,244.08438,True,2366797.8,[ 0.041  0.226  0.034 -0.002  0.003  0.129  0.162 -0.403  0.     0.  0.    -0.956],59,0.08676198,184439,0.4688551,683.8754,131.53802,9.359817,667.45984,145.1944,411.68448,411.6844855045584,190.84395,0.047532666,0.0008676198,-1,44.42,4.7532663,0.014897028,1.4897027,100,46.885513
95.75466,6000,,9.36,0.42820367,238.90875,96.13386,1.0443356,290.1146197319031,950.67725,152.88623,True,78329.12,[ 0.014  0.225  0.034 -0.018 -0.014  0.129  0.184 -0.42   0.     0.  0.    -0.981],60,0.63826036,189073,0.016042946,444.34317,124.26542,9.36,711.7685,144.58917,429.79236,429.7923451003262,190.88359,0.002079271,0.0063826037,-1,46.34,0.20792711,0.010368346,1.0368347,100,1.6042945
84.17526,6100,,9.359969,0.42215928,229.31494,74.21603,1.1879975,298.99195408821106,894.0896,164.80365,True,177859.72,[ 0.013  0.216  0.031 -0.018 -0.014  0.126  0.173 -0.424  0.     0.  0.    -0.991],61,0.1292592,193504,0.063405454,457.15833,128.51323,9.359969,664.77466,142.55432,410.78122,410.7812079932352,181.46626,0.0063737277,0.0012925919,-1,44.31,0.6373728,0.01081353,1.081353,100,6.3405457
