ESSRenyi,EpisodesSoFar,OptimizationReturnMin,ReturnStepMax,MeanEntropy,InitialReturnMin,ESSClassic,EmpiricalD2,TimeElapsed,InitialReturnMax,Bound,LearnableVariance,J_sample_variance,Weights,Iteration,MinIW,TimestepsSoFar,MaxIWNorm,ReturnMeanIW,InitialReturnStd,ReturnStepMaxmin,OptimizationReturnMax,InitialBound,InitialReturnMean,EpRewMean,OptimizationReturnMean,StdIWNorm,MinIWNorm,VarianceInit,EpLenMean,StdIW,MeanIWNorm,MeanIW,EpThisIter,MaxIW
97.06526,100,,9.35896,1.4289584,62.861633,96.128174,1.0302347,1.4213323593139648,276.8385,50.78459,True,6025.044,[-0. -0.  0.  0.  0. -0. -0.  0. -0. -0. -0.  0.],1,0.71570444,1444,0.02083059,135.0823,44.731766,9.35896,213.97687,48.878693,131.93024,131.93024997906033,69.06862,0.0020956472,0.007157044,-1,14.44,0.20956472,0.010442036,1.0442036,100,2.083059
97.980934,200,,9.359849,1.4133193,62.69434,98.508606,1.0206068,3.8644399642944336,256.5218,54.12236,True,5910.209,[ 0.009  0.014  0.015 -0.001 -0.008  0.018 -0.004 -0.001  0.     0.  0.     0.01 ],2,0.68416303,2859,0.012889981,131.86777,39.44866,9.359849,193.82745,52.27555,129.23209,129.23208658897826,66.53775,0.0012526467,0.00684163,-1,14.15,0.12526467,0.010180508,1.0180508,100,1.2889981
97.405594,300,,9.359906,1.3961937,71.99113,97.84868,1.026635,5.688316106796265,277.2038,55.811043,True,7493.9155,[ 0.01   0.01   0.024 -0.014 -0.011 -0.005  0.009  0.018  0.     0.  0.    -0.006],3,0.4008142,4350,0.013130335,140.0724,39.600243,9.359906,205.21268,53.058807,136.21997,136.2199628050257,64.228836,0.0015058025,0.004008142,-1,14.91,0.15058026,0.010155285,1.0155284,100,1.3130336
91.78405,400,,9.359381,1.3979602,72.15468,94.98664,1.0895139,7.544231414794922,378.88913,41.829926,True,10972.358,[ 0.013  0.011  0.035 -0.027 -0.021 -0.02   0.023  0.029  0.     0.  0.    -0.023],4,0.40849304,5936,0.015884165,160.47502,48.901028,9.359381,306.73444,31.46286,145.12961,145.1296031456931,72.97493,0.0024364884,0.0040849303,-1,15.86,0.24364886,0.01060551,1.0605509,100,1.5884165
90.0062,500,,9.359421,1.4046628,72.00604,87.8978,1.1110345,9.543060064315796,296.0631,52.323242,True,11205.137,[ 0.022  0.003  0.059 -0.013 -0.019 -0.04   0.043  0.032  0.     0.  0.    -0.021],5,0.32280287,7435,0.0271904,145.94339,41.959915,9.359421,224.05707,48.19285,137.0118,137.0117937884772,65.00575,0.0036831333,0.0032280285,-1,14.99,0.36831337,0.009925997,0.9925997,100,2.7190402
93.064606,600,,9.3592005,1.3905063,72.12398,92.31941,1.0745224,11.777894735336304,294.85205,62.113365,True,9743.667,[ 0.017 -0.02   0.085 -0.005 -0.007 -0.09   0.033  0.015  0.     0.  0.    -0.014],6,0.33196113,9035,0.022380296,153.80573,44.714752,9.3592005,222.72807,57.88713,146.34276,146.34275493337793,74.21878,0.0029253315,0.003319611,-1,16.0,0.29253316,0.010142028,1.014203,100,2.2380297
80.861885,700,,9.358973,1.3543044,71.99308,74.531105,1.2366766,13.330031633377075,284.42706,93.52207,True,25140.408,[ 0.055 -0.044  0.128 -0.025 -0.012 -0.08   0.032 -0.01   0.     0.  0.    -0.028],7,0.2973728,10811,0.058798227,188.41203,49.273666,9.358973,212.43399,77.460396,162.78851,162.78852183907625,90.79545,0.006326434,0.0029737279,-1,17.76,0.63264334,0.01082238,1.082238,100,5.8798227
80.75844,800,,9.359569,1.333129,72.26271,79.40119,1.2382607,15.728582382202148,277.7168,92.83631,True,13766.251,[ 0.059 -0.026  0.125 -0.039 -0.029 -0.056  0.036 -0.038  0.     0.  0.    -0.065],8,0.31711492,12585,0.03921852,185.54692,45.65901,9.359569,205.45409,79.235565,162.55063,162.5506198651242,90.28791,0.0056456076,0.0031711492,-1,17.74,0.5645608,0.011084165,1.1084167,100,3.921852
94.65295,900,,9.359789,1.3335704,81.480965,91.24565,1.0564911,18.106788873672485,436.3969,52.736374,True,13592.984,[ 0.05  -0.019  0.117 -0.001  0.009 -0.049  0.024 -0.061  0.     0.  0.    -0.086],9,0.60617316,14541,0.030842623,187.30254,59.822002,9.359789,354.91595,48.566406,179.48547,179.48547531440923,98.00451,0.003174572,0.0060617314,-1,19.56,0.31745723,0.010248948,1.0248948,100,3.0842624
90.8426,1000,,9.359237,1.3444161,81.60764,91.35783,1.1008052,20.40103793144226,450.86182,59.29274,True,19471.562,[ 0.06  -0.005  0.12  -0.005  0.005 -0.02   0.013 -0.08   0.     0.  0.    -0.085],10,0.33566517,16543,0.023897147,201.205,59.918335,9.359237,369.25418,48.42151,183.68004,183.68003432154512,102.07238,0.0032179318,0.0033566516,-1,20.02,0.3217932,0.010462573,1.0462574,100,2.3897147
88.885925,1100,,9.359853,1.3042564,99.546844,89.28877,1.1250376,22.441247701644897,473.39444,60.22876,True,25864.037,[ 0.093 -0.007  0.137 -0.002  0.022 -0.021  0.034 -0.087  0.     0.  0.    -0.075],11,0.29720372,18628,0.021705396,210.86444,75.157585,9.359853,373.8476,49.458237,191.47656,191.476555026008,91.92972,0.003599685,0.002972037,-1,20.85,0.35996848,0.010393061,1.039306,100,2.1705396
96.47032,1200,,9.359104,1.3196899,81.67871,96.861015,1.0365882,24.72956085205078,360.1499,76.879585,True,11125.901,[ 0.103  0.001  0.133 -0.019  0.006 -0.019  0.036 -0.097  0.     0.  0.    -0.115],12,0.5201595,20592,0.01619915,186.88338,52.83295,9.359104,278.4712,72.12634,180.17131,180.17131504721732,98.4926,0.0018629865,0.005201595,-1,19.64,0.18629864,0.0103487875,1.0348788,100,1.619915
53.019127,1300,,9.359914,1.2476164,81.68503,31.42647,1.8861117,26.95892858505249,654.32837,37.472137,True,855292.06,[ 0.096  0.023  0.132 -0.013  0.005 -0.02   0.055 -0.077  0.     0.  0.    -0.099],13,0.04106243,22627,0.15863316,307.0602,74.32985,9.359914,572.6433,-9.434326,186.86417,186.8641806835983,105.17915,0.01684896,0.00041062428,-1,20.35,1.6848961,0.011406243,1.1406244,100,15.863316
95.39488,1400,,9.359833,1.239624,108.86051,96.222786,1.0482743,29.84835171699524,416.70575,94.20522,True,16851.166,[ 0.084  0.048  0.132  0.002  0.034  0.006  0.101 -0.094  0.     0.  0.    -0.171],14,0.48532665,24955,0.01638959,222.1988,58.790554,9.359833,307.84525,89.08351,214.0952,214.09522441758955,105.23472,0.0020694186,0.0048532663,-1,23.28,0.20694186,0.010444831,1.044483,100,1.6389589
24.211985,1500,,9.35909,1.06421,90.36,10.028681,4.130186,33.02635717391968,445.6194,263.0314,True,3346921.0,[ 0.074  0.072  0.128  0.003  0.025 -0.008  0.111 -0.079  0.     0.  0.    -0.179],15,0.013594786,27304,0.5059627,534.7192,65.793816,9.35909,355.2594,82.39342,216.07924,216.07922771889608,125.71924,0.053226292,0.00013594785,-1,23.49,5.32263,0.017770354,1.7770354,100,50.596275
89.27542,1600,,9.35989,1.0329553,117.64938,89.31216,1.1201291,36.47535300254822,565.9216,75.30748,True,27102.973,[ 0.055  0.097  0.126  0.021  0.034 -0.036  0.154 -0.079  0.     0.  0.    -0.355],16,0.29909152,29828,0.02265495,254.99237,69.21264,9.35989,448.2722,62.806854,232.58331,232.58332812920946,114.933945,0.0037504488,0.0029909152,-1,25.24,0.37504488,0.0108416,1.08416,100,2.265495
70.60803,1700,,9.359787,1.0593728,126.93167,54.936577,1.4162695,39.63876533508301,452.565,105.9411,True,47485.19,[ 0.043  0.101  0.127  0.011  0.023 -0.05   0.15  -0.07   0.     0.  0.    -0.386],17,0.25342083,32168,0.083612576,267.51648,53.44475,9.359787,325.63333,79.488464,215.25795,215.2579533153496,88.32628,0.0107059665,0.0025342084,-1,23.4,1.0705967,0.011820738,1.1820738,100,8.361258
90.09373,1800,,9.359328,1.0427436,108.62341,91.29266,1.1099552,42.74879193305969,583.69055,74.05606,True,27735.707,[ 0.05   0.114  0.133  0.023  0.037 -0.014  0.175 -0.082  0.     0.  0.    -0.36 ],18,0.32108727,34751,0.018113928,258.53918,74.298454,9.359328,475.06714,62.937714,238.04486,238.04487773382374,129.42145,0.003187896,0.0032108726,-1,25.83,0.31878963,0.010322367,1.0322366,100,1.8113929
86.43802,1900,,9.3597,1.0106852,136.40501,88.846985,1.1568984,45.857184410095215,614.5603,85.01985,True,32830.535,[ 0.044  0.128  0.125  0.011  0.024 -0.027  0.174 -0.092  0.     0.  0.    -0.376],19,0.3107726,37460,0.024417352,283.3247,66.81116,9.3597,478.15527,65.429504,249.79758,249.79758285901428,113.39258,0.0039169956,0.0031077259,-1,27.09,0.39169958,0.011055496,1.1055496,100,2.4417353
40.736305,2000,,9.359501,0.9489304,136.06827,27.79438,2.4548128,49.71073389053345,480.80768,179.88278,True,422578.22,[ 0.06   0.112  0.131  0.017  0.027 -0.047  0.179 -0.109  0.     0.  0.    -0.408],20,0.052738074,40157,0.17192104,405.87933,56.780247,9.359501,344.7394,104.304184,248.54648,248.5464811148135,112.47821,0.023380836,0.00052738073,-1,26.97,2.3380837,0.014506179,1.450618,100,17.192104
74.64401,2100,,9.359953,0.9739786,145.10342,57.145935,1.3396921,53.87797713279724,512.19135,152.8624,True,114186.48,[ 0.088  0.111  0.126  0.021  0.029 -0.015  0.168 -0.139  0.     0.  0.    -0.47 ],21,0.34100932,43102,0.09491591,330.71326,69.4387,9.359953,367.08792,118.39082,272.04822,272.04820979805686,126.94479,0.01006327,0.003410093,-1,29.45,1.006327,0.011620791,1.1620792,100,9.491591
90.79799,2200,,9.359505,0.9434772,154.62059,92.667244,1.101346,57.825286626815796,426.63248,133.87445,True,32019.39,[ 0.027  0.139  0.123  0.004  0.031 -0.049  0.162 -0.138  0.     0.  0.    -0.445],22,0.35600388,45807,0.020070853,268.19333,50.89937,9.359505,272.0119,121.59438,249.58414,249.58413239038566,94.96353,0.0030246594,0.0035600387,-1,27.05,0.30246595,0.010752421,1.075242,100,2.0070853
90.82394,2300,,9.359924,0.9496409,154.7945,91.51155,1.1010313,61.27468729019165,492.7765,132.333,True,36829.754,[ 0.015  0.129  0.114  0.016  0.043 -0.072  0.136 -0.153  0.     0.  0.    -0.475],23,0.3636068,48737,0.02075164,287.45416,73.08266,9.359924,337.982,122.62041,270.45337,270.45335530346574,115.65886,0.0031458489,0.003636068,-1,29.3,0.31458488,0.010329093,1.0329093,100,2.075164
18.256626,2400,,9.359231,0.8878728,163.3872,4.5605106,5.4774632,64.79142189025879,558.25415,315.65485,True,5458674.5,[ 0.031  0.14   0.12   0.009  0.037 -0.078  0.158 -0.156  0.     0.  0.    -0.469],24,0.002772676,51705,0.8737953,707.6159,66.55313,9.359231,394.86694,106.45366,273.9299,273.92990124771745,110.542694,0.08835305,2.7726759e-05,-1,29.68,8.835305,0.019313645,1.9313644,100,87.37953
54.125553,2500,,9.359823,0.86675876,182.35504,24.074001,1.8475561,68.87105298042297,585.5527,123.90819,True,289534.2,[ 0.101  0.134  0.122  0.018  0.047 -0.037  0.191 -0.189  0.     0.  0.    -0.531],25,0.1837017,54641,0.20942967,362.68164,70.53698,9.359823,403.19763,95.55376,271.21954,271.2195330955825,88.86448,0.021922722,0.0018370169,-1,29.36,2.1922722,0.012344496,1.2344496,100,20.942966
94.20057,2600,,9.359815,0.8702437,174.18301,94.089195,1.0615647,72.64959073066711,647.7422,101.186066,True,49721.61,[ 0.103  0.104  0.144  0.017  0.018 -0.022  0.149 -0.216  0.     0.  0.    -0.552],26,0.4017342,57682,0.022848729,301.4011,73.257385,9.359815,473.55917,86.921555,281.2442,281.2442147832455,107.0612,0.0026092234,0.004017342,-1,30.41,0.26092234,0.010410172,1.0410172,100,2.284873
86.24616,2700,,9.359798,0.89921,163.84364,81.2961,1.1594719,76.64289259910583,674.73425,107.72362,True,57980.484,[ 0.085  0.106  0.14   0.01   0.013 -0.048  0.12  -0.229  0.     0.  0.    -0.549],27,0.53716433,60828,0.043012183,325.6873,76.0182,9.359798,510.89062,88.542725,290.96298,290.9629654431939,127.119316,0.0052012987,0.005371643,-1,31.46,0.52012986,0.010843776,1.0843776,100,4.3012185
91.93624,2800,,9.359704,0.9126182,212.40524,92.59677,1.0877104,81.29629397392273,614.34955,126.27573,True,60315.438,[ 0.074  0.105  0.131  0.009  0.014 -0.069  0.114 -0.249  0.     0.  0.    -0.52 ],28,0.48347667,64073,0.02351554,318.49344,76.63286,9.359704,401.9443,116.05641,300.36127,300.3612861495244,87.95605,0.0029682287,0.0048347665,-1,32.45,0.29682288,0.010497465,1.0497465,100,2.351554
79.73089,2900,,9.359976,0.9001897,183.56837,82.77701,1.254219,85.29123783111572,640.32495,143.16183,True,74985.87,[ 0.07   0.111  0.128  0.001  0.008 -0.074  0.109 -0.263  0.     0.  0.    -0.506],29,0.24262474,67421,0.02749009,358.2955,85.46227,9.359976,456.7566,117.89819,309.99567,309.99567006868733,126.42729,0.004993749,0.0024262473,-1,33.48,0.4993749,0.010947811,1.0947812,100,2.7490091
13.557728,3000,,9.35996,0.86577797,193.20868,2.5523171,7.3758674,90.47908544540405,576.74927,419.6371,True,14452954.0,[ 0.068  0.101  0.127  0.006  0.016 -0.073  0.092 -0.291  0.     0.  0.    -0.519],30,0.011714286,70914,1.3114276,889.54724,82.666084,9.35996,383.5406,150.29985,323.32465,323.32464661699265,130.11597,0.12990046,0.00011714286,-1,34.93,12.990045,0.021022884,2.1022882,100,131.14276
81.89943,3100,,9.359719,0.8339848,211.93663,87.06196,1.2210097,96.33162927627563,551.20685,181.53276,True,71404.85,[ 0.093  0.118  0.126 -0.012 -0.011 -0.013  0.096 -0.283  0.     0.  0.    -0.553],31,0.22470675,74353,0.025982035,364.25668,73.74379,9.359719,339.2702,153.12202,318.4841,318.4840937321201,106.54746,0.0042804093,0.0022470674,-1,34.39,0.42804095,0.011103633,1.1103632,100,2.5982037
93.111275,3200,,9.359768,0.82374877,193.24036,93.48493,1.0739838,101.1945424079895,653.651,137.00508,True,52224.176,[ 0.079  0.119  0.115 -0.025 -0.019 -0.025  0.077 -0.312  0.     0.  0.    -0.585],32,0.38398892,77859,0.01890842,340.22488,87.07261,9.359768,460.41064,128.53282,324.6281,324.62814011208627,131.38779,0.0027328753,0.003839889,-1,35.06,0.27328753,0.010352149,1.035215,100,1.8908421
92.304306,3300,,9.359806,0.8158803,202.90524,90.717995,1.0833731,105.76309609413147,706.5204,127.721954,True,61165.547,[ 0.081  0.128  0.111 -0.017 -0.008 -0.02   0.076 -0.317  0.     0.  0.    -0.595],33,0.45383576,81334,0.02674961,348.3369,81.65667,9.359806,503.61514,109.94359,321.89966,321.89968406458115,118.99443,0.0034271546,0.0045383573,-1,34.75,0.34271547,0.010714194,1.0714194,100,2.674961
