ReturnStepMaxmin,OptimizationReturnMax,Iteration,EpRewMean,LearnableVariance,TimeElapsed,ReturnStepMax,InitialReturnMean,ESSClassic,InitialBound,ReturnMeanIW,InitialReturnStd,MeanEntropy,VarianceInit,EpThisIter,Weights,MinIW,MinIWNorm,MaxIWNorm,EpLenMean,StdIWNorm,J_sample_variance,MaxIW,TimestepsSoFar,Bound,ESSRenyi,MeanIW,EpisodesSoFar,InitialReturnMin,MeanIWNorm,OptimizationReturnMin,StdIW,EmpiricalD2,InitialReturnMax,OptimizationReturnMean
9.359917,602.515,27,319.2155808300856,True,29.016838550567627,9.359917,319.2156,3.477673,80.529816,1209.5573,109.42219,0.82373655,-1,100,[ 0.063  0.041  0.017  0.014  0.008  0.12  -0.052 -0.331  0.     0.  0.    -0.589],0.004921806,4.921806e-05,1.0558002,34.52,0.107019655,40906290.0,105.58002,59787,493.3708,11.107104,2.0313935,2700,193.10428,0.020313933,,10.701966,9.003246,795.61926,126.111305
9.359338,355.3527,28,317.9419441174429,True,30.470888137817383,9.359338,317.94196,14.264706,156.24054,508.62488,87.36187,0.8250734,-1,100,[-0.001  0.096 -0.033  0.011  0.011  0.117 -0.043 -0.371  0.     0.  0.    -0.595],0.09384766,0.0009384766,0.3604816,34.37,0.0412751,320919.03,36.04816,63224,231.65506,34.084957,1.6836032,2800,183.65207,0.016836032,,4.12751,2.9338455,539.00476,134.28989
9.3597555,672.8395,29,309.5504850426789,True,31.84049963951111,9.3597555,309.55048,43.361454,49.631195,439.68304,102.659134,0.8718043,-1,100,[-0.004  0.1   -0.032 -0.003 -0.008  0.118 -0.058 -0.331  0.     0.  0.    -0.594],0.30150142,0.003015014,0.13715757,33.48,0.016006932,189521.44,13.715757,66572,118.37451,65.43838,1.4005673,2900,193.55817,0.014005673,,1.6006932,1.5281553,866.39764,115.99232
9.359798,704.64856,30,347.4663430906946,True,33.24414825439453,9.359798,347.46634,54.275738,77.989044,542.0255,118.36496,0.82641,-1,100,[ 0.008  0.11  -0.031  0.008  0.004  0.142 -0.035 -0.342  0.     0.  0.    -0.547],0.046285555,0.00046285553,0.072069556,37.56,0.012092346,395615.88,7.206956,70328,191.65656,59.155216,1.3174682,3000,193.60907,0.013174679,,1.2092347,1.690468,898.2576,153.85727
9.3598995,514.58264,31,335.77107162355117,True,34.63151788711548,9.3598995,335.7711,90.80671,124.2339,363.11755,101.331276,0.8232225,-1,100,[-0.008  0.118 -0.039  0.014  0.009  0.148 -0.026 -0.368  0.     0.  0.    -0.593],0.18371099,0.0018371099,0.01825586,36.3,0.0033693716,59815.176,1.8255861,73958,140.14067,90.00232,1.0589432,3100,190.54123,0.01058943,,0.33693716,1.1110824,705.1239,145.22984
9.359764,662.67163,32,367.00752650956156,True,35.88235306739807,9.359764,367.0075,92.40935,104.654816,402.08624,117.11282,0.8076983,-1,100,[-0.008  0.129 -0.042  0.009  0.002  0.16  -0.012 -0.376  0.     0.  0.    -0.596],0.2916246,0.002916246,0.020052316,39.65,0.003058184,82347.3,2.0052316,77923,125.617584,90.04911,1.0670418,3200,211.83752,0.010670418,,0.3058184,1.1105051,874.50916,155.17
9.359863,505.52173,33,362.686792177376,True,37.26918697357178,9.359863,362.68677,2.2755802,147.60385,1256.301,102.84697,0.8099786,-1,100,[-0.004  0.123 -0.051  0.004 -0.002  0.164 -0.022 -0.399  0.     0.  0.    -0.611],0.018388709,0.00018388708,1.823079,39.19,0.180594,27712592.0,182.3079,81842,593.00836,10.514812,2.7558014,3300,211.42139,0.027558012,,18.0594,9.510393,716.9431,151.26541
9.359955,556.5004,34,384.50792681046494,True,38.70039105415344,9.359955,384.50793,77.27922,156.59361,440.638,116.553116,0.8020208,-1,100,[-0.011  0.125 -0.06   0.01   0.008  0.193 -0.058 -0.451  0.     0.  0.    -0.609],0.25689474,0.0025689474,0.033125743,41.53,0.005996214,96216.445,3.3125744,85995,185.71996,79.93592,1.1058518,3400,203.21393,0.011058517,,0.5996215,1.2510021,759.71436,181.294
9.359754,445.4932,35,365.9121117904001,True,40.14556431770325,9.359754,365.9121,55.890694,163.08322,444.77734,107.80942,0.7677678,-1,100,[-0.006  0.132 -0.06  -0.001 -0.002  0.196 -0.039 -0.452  0.     0.  0.    -0.617],0.06186686,0.0006186686,0.07379154,39.53,0.00980707,201270.42,7.379154,89948,203.09183,70.43011,1.1039361,3500,230.60312,0.01103936,,0.98070693,1.4198474,676.0963,135.30899
9.35987,559.3528,36,391.94466535396214,True,41.60464668273926,9.35987,391.94464,54.323586,157.89307,508.95255,118.183205,0.76776767,-1,100,[-0.022  0.124 -0.065  0.002  0.002  0.171 -0.051 -0.467  0.     0.  0.    -0.651],0.097848274,0.0009784828,0.08344481,42.34,0.011120444,230441.44,8.344481,94182,219.06522,65.18758,1.2127473,3600,220.8193,0.012127472,,1.1120445,1.5340346,780.17206,171.12535
9.359909,558.07666,37,397.9839184944867,True,43.14485239982605,9.359909,397.98395,53.685764,167.18294,562.4128,112.38043,0.7319341,-1,100,[ 0.002  0.101 -0.069 -0.004 -0.002  0.131 -0.094 -0.505  0.     0.  0.    -0.651],0.10004102,0.0010004102,0.09116752,42.95,0.012287457,259050.4,9.116752,98477,275.5681,64.74133,1.3229223,3700,211.25987,0.013229225,,1.2287457,1.5446084,769.33655,186.72406
9.359763,663.7331,38,459.36014631831756,True,44.705734968185425,9.359763,459.3601,96.98393,191.13696,472.8931,147.99309,0.7357772,-1,100,[-0.013  0.09  -0.074  0.005  0.007  0.1   -0.116 -0.521  0.     0.  0.    -0.687],0.60539365,0.006053936,0.016336221,49.61,0.0017819905,87581.08,1.6336222,103438,199.34268,96.14305,1.0104983,3800,230.34422,0.010104984,,0.17819905,1.0401168,894.07733,229.01593
9.359558,771.62976,39,443.35443656744627,True,45.928863286972046,9.359558,443.3544,84.448425,139.72998,503.55505,142.27368,0.7477431,-1,100,[-0.017  0.09  -0.08   0.007  0.007  0.101 -0.122 -0.534  0.     0.  0.    -0.683],0.42172173,0.004217217,0.03273487,47.86,0.004832514,115672.375,3.2734873,108224,175.68063,85.754814,1.1261121,3900,240.45187,0.0112611195,,0.48325145,1.1661153,1012.0816,202.90256
9.359927,662.2777,40,438.31976546485765,True,47.37618851661682,9.359927,438.31976,88.77392,176.1539,477.61536,140.08992,0.74222827,-1,100,[-0.002  0.083 -0.078  0.014  0.013  0.107 -0.12  -0.553  0.     0.  0.    -0.671],0.26455465,0.0026455463,0.027246216,47.32,0.0036942721,104436.32,2.7246218,112956,199.07785,88.59003,1.038861,4000,211.60846,0.010388609,,0.36942723,1.1287953,873.88617,226.7113
9.35993,719.99603,41,455.75784515316906,True,48.96715307235718,9.35993,455.7579,11.543061,164.7266,824.7683,130.36699,0.7271711,-1,100,[-0.008  0.091 -0.085  0.009  0.01   0.118 -0.119 -0.571  0.     0.  0.    -0.677],0.015964096,0.00015964096,0.42085174,49.21,0.045264494,2304502.2,42.085175,117877,344.88916,36.780323,1.6351297,4100,250.10822,0.016351297,,4.5264497,2.7188451,970.10425,205.64963
9.359952,861.3731,42,476.68910445761003,True,50.6036639213562,9.359952,476.68915,86.747314,146.39441,506.12476,151.32808,0.7162737,-1,100,[ 0.037  0.088 -0.075  0.001  0.006  0.126 -0.079 -0.568  0.     0.  0.    -0.692],0.3683971,0.0036839708,0.038177684,51.41,0.0039981017,130625.05,3.8177686,123018,163.69693,93.03901,1.0228927,4200,239.6092,0.010228927,,0.3998102,1.074818,1100.9823,237.0799
9.35986,615.3115,43,448.465368949267,True,51.872822761535645,9.35986,448.4654,54.5356,189.46088,538.6875,131.13504,0.69828,-1,100,[ 0.038  0.087 -0.079 -0.001  0.007  0.128 -0.09  -0.587  0.     0.  0.    -0.703],0.20563431,0.002056343,0.07345064,48.41,0.010693948,199110.3,7.345064,127859,234.5806,72.53742,1.1712306,4300,248.03685,0.011712305,,1.0693948,1.3785988,863.3484,200.42851
9.359942,728.7089,44,463.0123961305376,True,53.22166037559509,9.359942,463.0124,2.6447408,169.46591,1423.7156,141.05664,0.6521363,-1,100,[ 0.056  0.09  -0.075 -0.008  0.002  0.148 -0.069 -0.58   0.     0.  0.    -0.721],0.009963579,9.9635785e-05,1.4390801,49.95,0.14252095,38072530.0,143.90802,132854,711.72565,16.998325,2.3490412,4400,249.77942,0.023490412,,14.252096,5.882932,978.48834,213.23299
9.359869,605.73474,45,462.8343436696954,True,55.0824499130249,9.359869,462.8343,94.04823,214.53325,488.7159,130.0241,0.67053795,-1,100,[ 0.002  0.094 -0.086 -0.014 -0.004  0.125 -0.111 -0.614  0.     0.  0.    -0.767],0.47589692,0.004758969,0.019807564,49.95,0.0026383954,85204.79,1.9807564,137849,231.9043,93.48201,1.0488002,4500,221.93564,0.010488001,,0.26383954,1.0697246,827.6704,240.89871
9.359981,754.8456,46,502.8636622380474,True,56.778043031692505,9.359981,502.86365,98.109184,210.15936,514.7068,148.07379,0.6770626,-1,100,[ 0.002  0.096 -0.088 -0.015 -0.005  0.132 -0.112 -0.621  0.     0.  0.    -0.748],0.7264232,0.007264232,0.014627437,54.28,0.0014078264,78505.58,1.4627438,143277,218.55765,97.687096,1.0140922,4600,220.83536,0.010140921,,0.14078265,1.0236766,975.6809,282.0283
9.359816,784.8687,47,504.54067744168873,True,58.35586404800415,9.359816,504.5407,93.23797,200.13226,530.00574,169.5638,0.68752897,-1,100,[ 0.009  0.101 -0.09  -0.018 -0.005  0.132 -0.112 -0.628  0.     0.  0.    -0.742],0.39729774,0.0039729774,0.026205797,54.46,0.0027547304,122121.89,2.6205797,148723,216.32898,94.1778,1.022908,4700,229.82597,0.01022908,,0.27547306,1.0618213,1014.6947,274.7147
9.359978,780.7705,48,536.2980274098289,True,59.91445708274841,9.359978,536.29803,77.17143,229.80048,629.5635,171.56738,0.67591065,-1,100,[-1.483e-05  1.093e-01 -9.729e-02 -1.422e-02 -2.795e-03  1.339e-01 -1.165e-01 -6.381e-01  0.000e+00  0.000e+00  0.000e+00 -7.314e-01],0.2694598,0.0026945982,0.044282526,57.87,0.0061131846,230173.05,4.4282527,154510,286.4058,79.77497,1.1239746,4800,240.88803,0.011239746,,0.61131847,1.253526,1021.65857,295.40997
9.359946,590.5991,49,477.47576283071334,True,61.45787000656128,9.359946,477.47577,15.61701,223.22878,748.7877,139.54068,0.67925847,-1,100,[ 0.027  0.102 -0.095 -0.017 -0.005  0.146 -0.11  -0.654  0.     0.  0.    -0.743],0.0704716,0.00070471596,0.27269933,51.54,0.034093127,1482775.4,27.269932,159664,330.69833,36.980534,1.46669,4900,256.89072,0.014666899,,3.4093122,2.7041254,847.4898,220.58505
9.35994,731.86145,50,496.14334696829144,True,63.31064462661743,9.35994,496.14337,54.20288,204.71329,581.4817,150.24315,0.6680891,-1,100,[ 0.042  0.103 -0.095 -0.027 -0.013  0.119 -0.1   -0.643  0.     0.  0.    -0.74 ],0.19106022,0.0019106021,0.095885076,53.55,0.010259043,313610.8,9.588508,165019,236.76538,71.4735,1.1160893,5000,239.57211,0.011160894,,1.0259042,1.3991199,971.4336,256.57123
9.359943,827.63464,51,524.720327269015,True,64.90203070640564,9.359943,524.72034,92.16755,207.42386,569.13885,162.28073,0.6710592,-1,100,[ 0.037  0.107 -0.103 -0.023 -0.017  0.126 -0.119 -0.651  0.     0.  0.    -0.751],0.40478837,0.0040478837,0.02004254,56.68,0.00307987,107312.17,2.004254,170687,236.67996,91.086624,1.0565081,5100,230.0204,0.010565081,,0.307987,1.097856,1057.655,294.69995
9.359885,767.6004,52,515.0431756372782,True,66.26989126205444,9.359885,515.0432,15.567514,212.86185,714.56726,157.55524,0.66909546,-1,100,[ 0.048  0.099 -0.104 -0.016 -0.011  0.126 -0.12  -0.663  0.     0.  0.    -0.748],0.17184332,0.0017184331,0.3536975,55.61,0.035344195,432733.9,35.36975,176248,300.60995,53.287354,1.5176545,5200,239.67072,0.015176546,,3.534419,1.8766179,1007.2711,275.37247
9.359945,853.8806,53,515.2471365486937,True,68.3797857761383,9.359945,515.24713,69.25869,190.1647,624.35736,155.86621,0.6280818,-1,100,[ 0.059  0.092 -0.103 -0.012 -0.009  0.107 -0.125 -0.627  0.     0.  0.    -0.75 ],0.26582894,0.0026582894,0.043622255,55.58,0.0073490893,314766.88,4.3622255,181806,254.05295,77.06714,1.1030864,5300,229.72751,0.011030864,,0.73490894,1.2975699,1083.6082,285.51965
9.35994,796.5513,54,533.8168114491222,True,70.59942960739136,9.35994,533.8168,44.402027,214.2745,656.73596,152.00839,0.62399143,-1,100,[ 0.059  0.076 -0.1   -0.009 -0.005  0.101 -0.14  -0.646  0.     0.  0.    -0.791],0.052268513,0.0005226851,0.11962693,57.59,0.013025571,734867.56,11.962693,187565,250.2937,61.81003,1.1640419,5400,268.5897,0.011640417,,1.302557,1.6178603,1065.141,265.22714
9.359878,682.8424,55,549.0275382409598,True,72.42939615249634,9.359878,549.0275,74.74649,260.74268,653.91327,135.63646,0.5834962,-1,100,[ 0.055  0.078 -0.111 -0.007 -0.01   0.094 -0.142 -0.674  0.     0.  0.    -0.795],0.17452975,0.0017452975,0.041185547,59.24,0.0065613007,207293.03,4.1185546,193489,326.2578,77.41207,1.1288195,5500,278.1069,0.011288195,,0.6561301,1.2917882,960.94934,270.92062
9.359944,758.99457,56,550.6915312208695,True,74.37486243247986,9.359944,550.6915,5.577598,240.14606,1280.3274,165.93744,0.618278,-1,100,[ 0.045  0.083 -0.116 -0.003 -0.006  0.092 -0.144 -0.681  0.     0.  0.    -0.835],0.012700854,0.00012700853,0.7627177,59.44,0.07782747,17566106.0,76.271774,199433,581.9903,19.775179,1.8915552,5600,276.1573,0.018915553,,7.7827473,5.056844,1035.1519,274.53424
9.359874,883.55585,57,530.6991562940967,True,76.40515041351318,9.359874,530.69916,6.898751,185.81253,1265.263,174.59645,0.58904344,-1,100,[ 0.013  0.093 -0.119  0.021  0.017  0.104 -0.139 -0.703  0.     0.  0.    -0.801],0.027265677,0.00027265676,0.59718823,57.27,0.05895134,27899266.0,59.718826,205160,638.04987,30.235872,1.6047273,5700,266.06635,0.016047273,,5.895135,3.3073297,1149.6222,264.6328
9.359946,901.85724,58,624.467192982072,True,79.142160654068,9.359946,624.46716,50.814976,262.05853,767.98755,186.2718,0.5801103,-1,100,[-0.006  0.092 -0.126  0.009  0.007  0.092 -0.166 -0.745  0.     0.  0.    -0.83 ],0.18322016,0.0018322016,0.09473468,67.35,0.011455973,690607.7,9.473469,211895,324.11646,66.662766,1.1644244,5800,306.17157,0.011644244,,1.1455973,1.5000879,1208.0288,318.2956
9.359907,920.16003,59,603.6379434388808,True,80.95936155319214,9.359907,603.63794,95.62998,255.50543,624.4672,202.92987,0.59108704,-1,100,[-0.001  0.095 -0.128  0.015  0.014  0.102 -0.156 -0.767  0.     0.  0.    -0.839],0.63874555,0.0063874554,0.017848922,65.13,0.0021763388,118094.37,1.7848923,218408,268.00528,95.38123,1.0180784,5900,240.28174,0.010180784,,0.21763387,1.0484242,1160.4418,363.3562
9.359905,864.5981,60,591.7065034399853,True,82.94116377830505,9.359905,591.70654,89.86389,246.62735,649.6744,165.16179,0.58075124,-1,100,[ 0.001  0.093 -0.131  0.011  0.01   0.102 -0.155 -0.769  0.     0.  0.    -0.828],0.34736001,0.0034736001,0.021876054,63.81,0.0036775803,146922.4,2.1876054,224789,282.22565,88.19496,1.0950117,6000,285.6656,0.010950117,,0.36775804,1.1338516,1150.2637,306.0409
9.359944,986.74945,61,570.2443392019251,True,84.79031801223755,9.359944,570.2443,87.99561,196.68073,604.78107,182.00397,0.56568044,-1,100,[ 0.01   0.09  -0.132  0.008  0.007  0.104 -0.147 -0.777  0.     0.  0.    -0.838],0.45082253,0.0045082252,0.033900995,61.55,0.0038087154,213125.27,3.3900995,230944,213.38391,91.09483,1.0311899,6100,258.4626,0.010311898,,0.38087153,1.0977571,1245.212,311.78177
