TimestepsSoFar,TimeElapsed,Iteration,EmpiricalD2,Weights,MaxIW,InitialBound,InitialReturnStd,EpThisIter,OptimizationReturnMean,EpisodesSoFar,MinIWNorm,ReturnStepMax,Bound,InitialReturnMean,EpLenMean,InitialReturnMax,ReturnStepMaxmin,OptimizationReturnMax,StdIW,MeanIWNorm,ESSClassic,MeanEntropy,OptimizationReturnMin,LearnableVariance,MaxIWNorm,StdIWNorm,InitialReturnMin,ESSRenyi,EpRewMean,MeanIW,MinIW,J_sample_variance,ReturnMeanIW,VarianceInit
2128526,3220.0910682678223,256,1.2203593,[-0.068  0.225 -0.387  0.027 -0.017  0.047 -0.257 -0.818 -0.02   0.  0.    -1.33 ],2.9357185,540.5385,316.0617,100,811.581,25600,0.0015161833,9.359999,637.0857,1199.7949,130.2,2197.521,9.359999,1809.3073,0.49480382,0.011041769,83.277,0.08768752,,True,0.029357186,0.004948038,388.21378,81.94308,1199.794839366906,1.1041769,0.15161833,804685.06,1365.3652,-1
2141983,3237.5650248527527,257,1.1204543,[-0.07   0.225 -0.387  0.027 -0.017  0.049 -0.262 -0.817 -0.02   0.  0.    -1.331],2.5738096,643.96576,309.66763,100,863.06604,25700,0.0041769743,9.359934,721.39844,1238.4973,134.57,1981.772,9.359934,1606.3406,0.3524033,0.010761472,90.315056,0.08625504,,True,0.025738096,0.0035240331,375.43134,89.24951,1238.497307162487,1.0761472,0.41769746,454408.03,1350.7191,-1
2154359,3257.988503217697,258,1.2809987,[-0.067  0.226 -0.389  0.03  -0.014  0.045 -0.266 -0.821 -0.019  0.  0.    -1.333],5.5883656,505.74,322.28436,100,762.7523,25800,0.003109121,9.359972,606.6517,1140.6586,123.76,2116.395,9.359972,1738.4888,0.72815675,0.011629223,71.83619,0.084320046,,True,0.055883653,0.0072815674,377.90622,78.064095,1140.6585501695329,1.1629224,0.3109121,601990.4,1325.2601,-1
2166705,3279.2562227249146,259,468.4096,[-0.069  0.225 -0.389  0.03  -0.014  0.043 -0.265 -0.82  -0.023  0.  0.    -1.335],3149.303,480.64655,295.71408,100,777.6191,25900,6.7930865e-05,9.359991,25137.238,1137.0273,123.46,2187.9358,9.359991,1828.5276,313.25894,0.3245391,1.0619175,0.08901632,,True,31.493029,3.132589,359.40826,0.21348836,1137.0273845354363,32.453915,0.0067930864,73055190000.0,39343.137,-1
2178536,3296.8133795261383,260,1.1258149,[-0.075  0.228 -0.388  0.03  -0.014  0.06  -0.252 -0.835 -0.03   0.  0.    -1.33 ],2.137343,473.2058,339.8662,100,740.9919,26000,0.0043932274,9.359962,557.74896,1088.8646,118.31,2052.1958,9.359962,1704.3231,0.38355693,0.010793414,88.787704,0.099841386,,True,0.021373428,0.0038355694,347.87268,88.82455,1088.8645300797352,1.0793414,0.43932277,411551.9,1210.9901,-1
2191205,3314.967198610306,261,1.064772,[-0.074  0.222 -0.386  0.03  -0.013  0.057 -0.26  -0.84  -0.032  0.  0.    -1.319],2.3026617,343.17902,418.19254,100,836.25885,26100,0.005852782,9.359957,416.64172,1166.7983,126.69,2745.398,9.359957,2414.8584,0.28608942,0.010431903,93.005066,0.09140798,,True,0.023026615,0.0028608942,330.53946,93.91682,1166.7982702488614,1.0431905,0.5852782,541554.56,1266.5164,-1
2203853,3335.113377094269,262,1.3136538,[-0.074  0.226 -0.39   0.03  -0.014  0.055 -0.266 -0.843 -0.032  0.  0.    -1.328],4.7013617,585.32715,338.70517,100,848.61475,26200,0.0008451096,9.359926,660.60425,1160.3857,126.48,1916.8625,9.359926,1605.0916,0.6893634,0.011008877,71.833305,0.09340651,,True,0.047013614,0.006893634,311.77106,76.12356,1160.3858037080086,1.1008879,0.08451096,834855.94,1319.7063,-1
2216320,3351.3618829250336,263,8.428532,[-0.075  0.226 -0.39   0.028 -0.015  0.053 -0.266 -0.842 -0.032  0.  0.    -1.326],141.10635,512.4246,335.48312,100,793.1883,26300,0.00019278224,9.3598585,1692.4785,1144.8063,124.67,2107.939,9.3598585,1756.3208,13.992661,0.025678251,3.257959,0.09761875,,True,1.4110636,0.13992661,351.6181,11.864463,1144.8064025222254,2.5678253,0.019278225,338780830.0,3528.4048,-1
2228296,3369.7439687252045,264,1.113128,[-0.079  0.231 -0.391  0.035 -0.008  0.064 -0.26  -0.842 -0.022  0.  0.    -1.321],2.4884338,475.0229,397.02707,100,779.3215,26400,0.004686229,9.359991,543.8099,1103.1364,119.76,2093.7117,9.359991,1769.8969,0.3452067,0.010229376,89.77601,0.095746405,,True,0.024884338,0.003452067,323.81482,89.83693,1103.1363729321802,1.0229377,0.4686229,576193.56,1206.5002,-1
2240716,3393.035751581192,265,1.2346405,[-0.078  0.23  -0.391  0.031 -0.012  0.062 -0.262 -0.843 -0.024  0.  0.    -1.323],5.9421973,413.87653,359.66492,100,753.45825,26500,0.004561928,9.359903,600.46075,1140.1313,124.2,2420.8496,9.359903,2034.1765,0.773033,0.011858118,70.17662,0.09390275,,True,0.05942197,0.0077303303,386.67303,80.99524,1140.1314049637667,1.1858118,0.45619282,1257762.6,1407.4343,-1
2252520,3413.1960442066193,266,1.2803596,[-0.08   0.232 -0.391  0.026 -0.017  0.066 -0.258 -0.844 -0.021  0.  0.    -1.325],4.0401273,475.02197,338.85202,100,746.66284,26600,0.0023385717,9.359872,592.1564,1086.9727,118.04,2039.8362,9.359872,1699.5262,0.6254892,0.011397522,76.85362,0.09216287,,True,0.040401272,0.0062548923,340.3099,78.10306,1086.9727214547381,1.1397523,0.23385718,771531.9,1284.5969,-1
2265717,3435.3708720207214,267,1.0033556,[-0.077  0.232 -0.391  0.023 -0.021  0.063 -0.254 -0.845 -0.017  0.  0.    -1.327],1.2887542,522.45233,361.08374,100,818.09015,26700,0.008004033,9.359968,529.7446,1213.5503,131.97,2303.6604,9.359968,1908.2002,0.065947644,0.010055593,99.57174,0.090640664,,True,0.012887542,0.0006594765,395.46014,99.66556,1213.5503037254705,1.0055592,0.80040336,298284.0,1222.0013,-1
2278244,3451.2476377487183,268,1.1798434,[-0.077  0.231 -0.392  0.022 -0.021  0.063 -0.254 -0.845 -0.019  0.  0.    -1.328],5.1020737,466.76,359.99207,100,763.66205,26800,0.0033207694,9.359979,583.4094,1150.3882,125.27,2278.7607,9.359979,1892.0344,0.60817456,0.011276339,77.46627,0.09416631,,True,0.051020734,0.006081746,386.72626,84.75701,1150.3882929468868,1.1276339,0.33207694,797995.8,1325.9705,-1
2290905,3468.723491191864,269,1.279326,[-0.082  0.232 -0.392  0.024 -0.02   0.066 -0.251 -0.85  -0.018  0.  0.    -1.325],7.9167647,646.9587,327.49158,100,793.3912,26900,0.0011605107,9.359958,787.4577,1162.0356,126.61,1716.9233,9.359958,1348.2788,0.8212186,0.011506383,66.25248,0.092514046,,True,0.07916765,0.008212185,368.64453,78.16616,1162.0356880751176,1.1506383,0.11605107,944422.8,1370.0474,-1
2303902,3488.676822423935,270,1.0211519,[-0.079  0.232 -0.392  0.022 -0.022  0.06  -0.251 -0.847 -0.019  0.  0.    -1.326],1.7682587,527.5771,350.86707,100,789.75903,27000,0.007482853,9.3599825,547.2309,1196.1604,129.97,2228.6108,9.3599825,1822.2096,0.150325,0.010240908,97.89076,0.094775446,,True,0.017682586,0.00150325,406.40128,97.92863,1196.160320445693,1.0240908,0.7482853,315183.72,1222.848,-1
2317621,3508.6057097911835,271,1.0377707,[-0.081  0.231 -0.391  0.022 -0.022  0.062 -0.25  -0.845 -0.019  0.  0.    -1.324],2.5322096,543.32153,357.07312,100,838.0018,27100,0.0067020063,9.359955,572.5926,1261.7556,137.19,2394.78,9.359955,1971.0262,0.2683401,0.01027114,93.61062,0.0967433,,True,0.025322096,0.002683401,423.75378,96.3604,1261.755566568513,1.0271139,0.67020065,389444.94,1304.4688,-1
2330098,3526.8474435806274,272,1.1620531,[-0.078  0.228 -0.391  0.021 -0.023  0.059 -0.252 -0.846 -0.018  0.  0.    -1.322],4.631523,377.62646,349.304,100,786.7974,27200,0.0034513883,9.359918,434.86218,1145.9207,124.77,2560.9812,9.359918,2201.858,0.5819462,0.010723188,77.24859,0.09891004,,True,0.04631523,0.005819462,359.12326,86.05459,1145.9207021582336,1.0723188,0.34513885,869176.4,1263.0724,-1
2343273,3547.8127665519714,273,1.5836025,[-0.074  0.225 -0.39   0.019 -0.024  0.057 -0.253 -0.844 -0.019  0.  0.    -1.32 ],13.721794,618.7583,319.35745,100,934.3449,27300,0.0013311609,9.359843,759.8349,1210.3214,131.75,1971.8772,9.359843,1695.9008,1.5186548,0.012429331,40.11438,0.09671702,,True,0.13721794,0.015186548,275.97644,63.14716,1210.321357255569,1.2429332,0.1331161,2446262.2,1504.2655,-1
2355873,3566.18559384346,274,1.4218487,[-0.079  0.224 -0.39   0.018 -0.026  0.058 -0.259 -0.842 -0.022  0.  0.    -1.322],7.6724997,548.0577,294.82776,100,689.7653,27400,0.0029029872,9.359945,707.1685,1159.2778,126.0,2037.4001,9.359945,1567.8877,1.0161574,0.011826656,57.529434,0.09629756,,True,0.07672499,0.010161574,469.51248,70.33097,1159.2777995601352,1.1826656,0.29029873,1662784.8,1435.9952,-1
2368242,3588.367594242096,275,1.2665278,[-0.074  0.223 -0.39   0.021 -0.023  0.056 -0.259 -0.846 -0.005  0.  0.    -1.323],6.2737546,420.96747,368.38422,100,816.4075,27500,0.0026711985,9.359938,523.88086,1139.3011,123.69,2394.4453,9.359938,2071.5515,0.7570628,0.011351229,69.21307,0.098236874,,True,0.06273755,0.007570628,322.89374,78.956024,1139.301180970665,1.1351228,0.26711985,960807.8,1332.2943,-1
2381171,3607.1958746910095,276,2.2870104,[-0.078  0.224 -0.392  0.021 -0.023  0.061 -0.266 -0.852 -0.007  0.  0.    -1.321],34.323868,592.8018,324.0044,100,828.53705,27600,0.00021021396,9.3599415,923.00415,1187.3531,129.29,1981.8384,9.3599415,1623.0222,3.4459462,0.014471033,14.991485,0.090023436,,True,0.34323868,0.03445946,358.81616,43.725204,1187.353181178303,1.4471034,0.021021396,13200600.0,1822.1364,-1
2394353,3624.153201818466,277,1.2935536,[-0.086  0.225 -0.392  0.025 -0.019  0.064 -0.265 -0.853 -0.013  0.  0.    -1.329],7.651904,184.78418,392.89423,100,750.53674,27700,0.0023948916,9.359983,372.3645,1209.439,131.82,3415.516,9.359983,2956.614,0.86090946,0.01152891,64.20051,0.08974739,,True,0.07651904,0.008609095,458.90216,77.30642,1209.4389658362504,1.152891,0.23948915,5381576.5,1537.7506,-1
2408061,3646.804339647293,278,1.0468158,[-0.085  0.226 -0.392  0.019 -0.024  0.064 -0.263 -0.855 -0.013  0.  0.    -1.329],1.6941192,520.1266,322.601,100,919.0683,27800,0.005169864,9.35998,566.89185,1259.3488,137.08,2464.074,9.35998,2123.7935,0.20754199,0.0104575325,96.21057,0.09287341,,True,0.016941192,0.00207542,340.28055,95.527794,1259.3487874032653,1.0457532,0.51698637,290085.66,1323.2197,-1
2420706,3668.424231529236,279,2.2210817,[-0.087  0.226 -0.393  0.02  -0.023  0.064 -0.263 -0.855 -0.015  0.  0.    -1.326],34.663383,438.83167,341.20047,100,832.58984,27900,0.0001416507,9.359977,666.1655,1163.9578,126.45,2417.0872,9.359977,2085.7192,3.4016263,0.013388607,13.413648,0.09693662,,True,0.34663382,0.03401626,331.36792,45.023106,1163.9577476032655,1.3388605,0.014165071,23602484.0,1746.8424,-1
2433558,3691.3691926002502,280,1.05497,[-0.082  0.228 -0.395  0.016 -0.027  0.064 -0.265 -0.854 -0.022  0.  0.    -1.322],1.8032277,516.91815,330.23196,100,860.26056,28000,0.005171252,9.359998,563.24426,1181.7579,128.52,2216.1328,9.359998,1894.6354,0.24207783,0.01054749,94.99602,0.09626256,,True,0.018032277,0.0024207782,321.49744,94.78942,1181.758021121355,1.054749,0.5171252,279492.88,1246.1128,-1
2445793,3709.8448419570923,281,1.1217284,[-0.08   0.228 -0.395  0.015 -0.028  0.063 -0.263 -0.855 -0.02   0.  0.    -1.323],2.825114,297.5937,421.98737,100,822.6146,28100,0.0037859003,9.359936,366.01196,1125.8188,122.35,2760.7507,9.359936,2457.5464,0.39657348,0.010716375,87.95487,0.09460902,,True,0.02825114,0.003965735,303.20422,89.14814,1125.8188311652402,1.0716376,0.37859005,541707.56,1243.1992,-1
2460022,3730.2436833381653,282,1.1602577,[-0.08   0.226 -0.394  0.016 -0.027  0.062 -0.26  -0.857 -0.022  0.  0.    -1.324],2.424299,629.3184,348.50305,100,829.6511,28200,0.0031622988,9.359979,744.72943,1309.5615,142.29,2267.477,9.359979,1787.5667,0.42296135,0.011342124,87.79142,0.091800265,,True,0.02424299,0.0042296136,479.9104,86.18775,1309.561533739429,1.1342124,0.31622988,519520.97,1477.4551,-1
2473296,3749.02130651474,283,1.0243889,[-0.079  0.225 -0.395  0.019 -0.024  0.059 -0.262 -0.857 -0.021  0.  0.    -1.327],1.3693433,573.8127,352.35446,100,863.6894,28300,0.005955164,9.359849,590.09955,1221.3988,132.74,2158.6206,9.359849,1800.9111,0.15007025,0.010177072,97.87184,0.09072874,,True,0.013693432,0.0015007026,357.70947,97.61917,1221.3988065916005,1.0177072,0.5955164,288417.66,1245.5352,-1
2485899,3765.73752450943,284,2.248457,[-0.08   0.225 -0.396  0.019 -0.024  0.059 -0.264 -0.855 -0.022  0.  0.    -1.328],16.774061,560.31165,348.39642,100,835.93915,28400,0.0004907439,9.359836,759.6984,1157.3868,126.03,1990.2511,9.359836,1668.8032,2.154252,0.013817813,29.149374,0.09041092,,True,0.16774061,0.021542521,321.4478,44.474945,1157.3869269688298,1.3817815,0.049074393,4145420.2,1655.0043,-1
2499574,3783.22022151947,285,2.8998852,[-0.084  0.227 -0.396  0.02  -0.022  0.058 -0.26  -0.856 -0.021  0.  0.    -1.329],35.695534,455.3365,356.15497,100,887.87115,28500,0.0002234662,9.359984,1148.6567,1258.6084,136.75,2677.5728,9.359984,2306.8354,3.8368058,0.0156113,14.203857,0.08745926,,True,0.35695532,0.038368057,370.73718,34.484123,1258.608362515436,1.56113,0.02234662,69965820.0,2516.5522,-1
2513186,3801.6280524730682,286,1.423137,[-0.073  0.227 -0.398  0.017 -0.026  0.048 -0.265 -0.862 -0.026  0.  0.    -1.331],10.342334,704.2174,292.7874,100,884.7583,28600,0.0019069227,9.359992,841.7196,1254.0199,136.12,1832.6747,9.359992,1463.4131,1.1636872,0.0120827,51.878925,0.088573165,,True,0.103423335,0.011636872,369.2616,70.2673,1254.0198418332943,1.20827,0.19069228,1686251.0,1497.608,-1
2526645,3818.9701561927795,287,1.0439664,[-0.074  0.23  -0.398  0.015 -0.028  0.053 -0.257 -0.862 -0.023  0.  0.    -1.33 ],1.9518869,630.2625,348.0202,100,862.4531,28700,0.0061808997,9.359944,678.95667,1239.1594,134.59,2029.6569,9.359944,1652.9504,0.23021446,0.010387441,95.3181,0.08425159,,True,0.019518869,0.0023021444,376.70642,95.78852,1239.1594973375193,1.0387441,0.61809,364815.3,1301.0952,-1
2539751,3836.451973438263,288,1.0746012,[-0.076  0.227 -0.398  0.016 -0.027  0.055 -0.26  -0.866 -0.022  0.  0.    -1.335],1.8116668,548.95135,322.4902,100,828.5666,28800,0.0044719456,9.359996,595.6547,1207.08,131.06,2193.7622,9.359996,1815.2488,0.26543227,0.010635913,94.137024,0.08592582,,True,0.018116668,0.0026543227,378.51337,93.05778,1207.079918487627,1.0635914,0.44719455,336281.9,1277.8905,-1
2552466,3854.607934951782,289,1.0181906,[-0.077  0.226 -0.397  0.014 -0.028  0.056 -0.257 -0.87  -0.019  0.  0.    -1.333],1.679811,540.01575,350.63757,100,830.19525,28900,0.0073491368,9.359957,574.7384,1169.8497,127.15,2099.4468,9.359957,1759.7922,0.14532173,0.010247189,98.02848,0.082165666,,True,0.016798109,0.0014532171,339.65454,98.21344,1169.849749123677,1.0247189,0.7349137,286727.12,1210.2751,-1
2565337,3871.3689126968384,290,1.0914875,[-0.078  0.225 -0.397  0.015 -0.028  0.056 -0.259 -0.874 -0.02   0.  0.    -1.337],2.1924944,601.3384,296.77054,100,747.99854,29000,0.0033138227,9.359897,655.62946,1182.4521,128.71,1937.0464,9.359897,1502.5927,0.3225706,0.010586731,91.504875,0.08182908,,True,0.021924943,0.0032257058,434.45377,91.61809,1182.4522471845848,1.058673,0.33138227,439864.84,1262.744,-1
2578402,3890.12118434906,291,4.5471616,[-0.075  0.224 -0.397  0.013 -0.03   0.054 -0.259 -0.872 -0.022  0.  0.    -1.337],73.437584,583.1899,310.03928,100,826.6119,29100,0.0003127183,9.359895,1273.2356,1202.6385,130.65,2064.8286,9.359895,1688.802,7.4763713,0.019087568,6.1192207,0.077636525,,True,0.73437583,0.07476372,376.0266,21.991741,1202.6384473254118,1.9087569,0.03127183,81244080.0,2594.1523,-1
2591782,3909.174781560898,292,1.1633507,[-0.072  0.226 -0.398  0.02  -0.023  0.059 -0.257 -0.875 -0.025  0.  0.    -1.341],2.8739843,574.01154,316.4045,100,761.34814,29200,0.0032467174,9.359925,642.4218,1230.9371,133.8,2189.7524,9.359925,1720.1633,0.5016359,0.010962516,82.6863,0.078693636,,True,0.028739844,0.0050163595,469.58905,85.9586,1230.937199650407,1.0962518,0.32467175,539278.56,1350.9736,-1
2605266,3926.901125431061,293,1.0325878,[-0.071  0.224 -0.398  0.017 -0.026  0.057 -0.261 -0.872 -0.025  0.  0.    -1.34 ],2.3459659,699.399,295.93408,100,794.72797,29300,0.0070139216,9.359984,722.236,1238.8169,134.84,1798.0593,9.359984,1353.9705,0.21242096,0.0101973275,95.841125,0.07950972,,True,0.023459658,0.0021242094,444.0888,96.84407,1238.8168313854962,1.0197327,0.7013922,358139.88,1270.3726,-1
2618631,3941.372771501541,294,1.0407314,[-0.072  0.226 -0.4    0.017 -0.026  0.057 -0.261 -0.876 -0.025  0.  0.    -1.339],2.0710115,573.45514,355.86713,100,870.4797,29400,0.007288074,9.359887,630.0749,1229.581,133.65,2187.0864,9.359887,1827.985,0.19735655,0.010508571,96.59311,0.07497412,,True,0.020710114,0.0019735654,359.10147,96.086266,1229.5810982132375,1.0508572,0.72880745,336257.88,1299.4299,-1
2632923,3957.993486881256,295,1.0366157,[-0.073  0.227 -0.401  0.017 -0.025  0.058 -0.261 -0.878 -0.029  0.  0.    -1.344],1.6067903,509.33838,385.16605,100,971.4429,29500,0.0037762565,9.359968,551.31287,1311.5608,142.92,2674.0745,9.359968,2333.9565,0.20249829,0.010306414,96.283134,0.072841376,,True,0.016067903,0.0020249828,340.1178,96.467766,1311.560672372362,1.0306414,0.37762564,366482.3,1368.0901,-1
2646154,3973.7054867744446,296,1.0187672,[-0.072  0.228 -0.403  0.017 -0.026  0.056 -0.264 -0.879 -0.028  0.  0.    -1.346],1.5853404,526.789,386.3199,100,856.9229,29600,0.007543629,9.359948,551.69275,1215.4475,132.31,2295.5288,9.359948,1937.0042,0.13576482,0.010183437,98.25365,0.07186782,,True,0.015853403,0.0013576482,358.5246,98.157845,1215.4475390928494,1.0183437,0.75436294,329814.03,1246.7834,-1
2659945,3992.550394296646,297,1.4468973,[-0.07   0.229 -0.403  0.016 -0.027  0.054 -0.266 -0.877 -0.03   0.  0.    -1.347],7.0831375,594.64764,328.07916,100,971.3669,29700,0.0015218012,9.359913,719.52484,1265.4838,137.91,2236.1206,9.359913,1942.0037,1.008888,0.011865237,58.03859,0.06794271,,True,0.07083137,0.010088881,294.11688,69.11341,1265.483690873916,1.1865238,0.15218012,1243033.2,1526.4539,-1
2673003,4009.7646920681,298,1.5701127,[-0.074  0.23  -0.403  0.017 -0.025  0.053 -0.265 -0.876 -0.029  0.  0.    -1.351],11.273699,617.8592,270.84583,100,784.0444,29800,0.0017337458,9.359976,718.58466,1197.3123,130.58,1931.5103,9.359976,1518.2424,1.3213831,0.012148186,45.80567,0.066476084,,True,0.112736985,0.013213832,413.26785,63.689697,1197.3122163960113,1.2148186,0.17337458,1691015.4,1444.6633,-1
2686522,4027.3022949695587,299,1.351465,[-0.072  0.231 -0.403  0.015 -0.028  0.055 -0.261 -0.879 -0.027  0.  0.    -1.352],7.921075,580.6929,347.0227,100,846.22406,29900,0.0009215639,9.359955,708.7135,1240.5953,135.19,2199.6746,9.359955,1805.3035,0.9201354,0.011577219,61.286655,0.07305172,,True,0.07921074,0.009201353,394.37115,73.993774,1240.5952751319376,1.157722,0.09215639,1681602.9,1475.8667,-1
2700116,4042.377259492874,300,1.465138,[-0.067  0.23  -0.403  0.015 -0.027  0.048 -0.264 -0.876 -0.029  0.  0.    -1.346],8.616351,544.4664,326.82312,100,781.1928,30000,0.0018089116,9.359931,651.4981,1250.1664,135.94,2352.333,9.359931,1883.3595,1.1711109,0.011866041,50.657116,0.072873026,,True,0.086163506,0.0117111085,468.97354,68.25296,1250.166310323595,1.1866041,0.18089116,1830582.1,1505.6976,-1
2713294,4060.7074739933014,301,1.0840998,[-0.06   0.228 -0.403  0.012 -0.03   0.043 -0.263 -0.875 -0.03   0.  0.    -1.346],2.987614,504.23907,357.067,100,825.5458,30100,0.005588605,9.359898,549.5212,1212.7378,131.78,2361.6626,9.359898,1974.4706,0.38860947,0.010499331,87.95117,0.070614144,,True,0.029876139,0.0038860948,387.19202,92.24243,1212.737782931113,1.0499332,0.55886054,445557.56,1287.2109,-1
2726803,4078.7714104652405,302,1.0647594,[-0.059  0.229 -0.404  0.013 -0.028  0.044 -0.261 -0.876 -0.025  0.  0.    -1.348],1.9596777,648.19214,352.5626,100,876.1703,30200,0.005704846,9.359949,680.31525,1243.256,135.09,1983.5463,9.359949,1616.4606,0.26637563,0.010204865,93.62108,0.06815691,,True,0.019596776,0.0026637563,367.08566,93.91793,1243.2559645736628,1.0204865,0.5704846,368086.16,1294.3448,-1
2739987,4097.096020936966,303,6.49154,[-0.059  0.229 -0.404  0.015 -0.026  0.045 -0.263 -0.875 -0.024  0.  0.    -1.351],99.09508,588.66974,372.9517,100,859.8664,30300,5.6093893e-05,9.359902,1001.1478,1211.8091,131.84,2077.1309,9.359902,1725.1881,9.80964,0.019643357,3.8552363,0.067795955,,True,0.99095076,0.09809639,351.94275,15.404665,1211.8090992719558,1.9643354,0.0056093894,121686536.0,2588.8132,-1
2753396,4114.9010672569275,304,1.105084,[-0.056  0.229 -0.404  0.014 -0.028  0.051 -0.261 -0.872 -0.024  0.  0.    -1.351],2.5829117,457.5733,359.23514,100,892.34406,30400,0.0043350016,9.359968,526.2464,1233.1003,134.09,2585.0903,9.359968,2244.334,0.34315267,0.0106856255,90.651344,0.068737894,,True,0.025829116,0.0034315267,340.75635,90.49086,1233.100389743207,1.0685626,0.43350017,398041.38,1341.5035,-1
2766757,4132.492283344269,305,1.0779376,[-0.054  0.229 -0.404  0.015 -0.026  0.047 -0.262 -0.874 -0.024  0.  0.    -1.35 ],1.9618763,587.3619,341.2411,100,831.14545,30500,0.0052601686,9.359912,648.4628,1226.5674,133.61,2130.685,9.359912,1735.2632,0.3056075,0.010523229,92.22204,0.06543232,,True,0.019618763,0.0030560752,395.42194,92.769745,1226.5673632440896,1.0523229,0.5260169,437843.4,1312.1101,-1
2780538,4147.437152147293,306,1.1160738,[-0.055  0.23  -0.405  0.017 -0.024  0.047 -0.261 -0.875 -0.023  0.  0.    -1.354],2.2066848,544.6584,395.8969,100,851.51227,30600,0.004161541,9.359942,602.1298,1268.6672,137.81,2413.3625,9.359942,1996.2076,0.35170972,0.010557199,90.01006,0.06117246,,True,0.022066848,0.0035170973,417.1549,89.59981,1268.6671633121653,1.0557199,0.41615412,540940.9,1367.0045,-1
2795185,4163.787403821945,307,1.2480108,[-0.051  0.23  -0.406  0.019 -0.022  0.043 -0.262 -0.87  -0.025  0.  0.    -1.358],4.6479053,713.9572,326.971,100,754.9318,30700,0.001506897,9.359912,792.1678,1345.3829,146.47,2104.7524,9.359912,1514.3013,0.6362985,0.010818444,74.297874,0.05903376,,True,0.046479054,0.0063629844,590.45123,80.12752,1345.382986595685,1.0818444,0.1506897,1071048.1,1497.5613,-1
2808478,4181.38011264801,308,1.0744362,[-0.056  0.231 -0.406  0.019 -0.022  0.045 -0.261 -0.874 -0.023  0.  0.    -1.36 ],2.6351516,623.8529,333.84503,100,732.60046,30800,0.0035076265,9.35993,663.23596,1222.0118,132.93,1993.8633,9.35993,1504.4518,0.30366012,0.01063002,92.45535,0.060233984,,True,0.026351515,0.0030366012,489.41147,93.07207,1222.011937856554,1.063002,0.35076267,426463.62,1283.2577,-1
2822774,4200.003214597702,309,1.198709,[-0.055  0.229 -0.405  0.017 -0.024  0.045 -0.26  -0.873 -0.026  0.  0.    -1.359],6.33735,473.4897,384.71823,100,906.3197,30900,0.0016278925,9.359866,568.08954,1313.5631,142.96,2800.2441,9.359866,2393.0007,0.6696675,0.01098227,72.89579,0.057197656,,True,0.0633735,0.0066966745,407.24332,83.42308,1313.5629228097207,1.098227,0.16278926,1289955.6,1487.8485,-1
2836406,4217.338686943054,310,3.432643,[-0.051  0.23  -0.406  0.016 -0.025  0.043 -0.263 -0.871 -0.022  0.  0.    -1.362],67.71936,561.90717,327.27365,100,892.66077,31000,0.00026043828,9.359963,1346.554,1253.3469,136.32,2304.7993,9.359963,1944.1132,6.662771,0.016816452,5.9887843,0.055019356,,True,0.6771936,0.06662771,360.6862,29.132072,1253.346934992557,1.6816452,0.026043827,132805660.0,2627.6116,-1
2849722,4234.740114212036,311,1.0206254,[-0.046  0.232 -0.408  0.011 -0.03   0.039 -0.264 -0.874 -0.031  0.  0.    -1.364],1.3231301,597.6542,367.6137,100,893.55554,31100,0.0071298373,9.359996,628.31,1223.9865,133.16,2087.7744,9.359996,1757.3435,0.13020968,0.010362441,98.44561,0.053534348,,True,0.013231301,0.0013020969,330.43085,97.97915,1223.9863949814137,1.0362442,0.7129837,269994.5,1261.0685,-1
2863435,4253.378572463989,312,1.2690651,[-0.045  0.232 -0.409  0.009 -0.032  0.039 -0.266 -0.877 -0.029  0.  0.    -1.365],6.091751,577.83594,359.12595,100,972.73193,31200,0.0028893217,9.359974,681.37164,1258.5087,137.13,2268.9092,9.359974,1983.1324,0.75570655,0.011583238,70.143745,0.047285654,,True,0.060917508,0.007557066,285.77673,78.798164,1258.5086789042425,1.1583238,0.28893217,902968.9,1448.1685,-1
2876738,4266.148894309998,313,1.1234616,[-0.043  0.23  -0.41   0.007 -0.034  0.035 -0.277 -0.878 -0.033  0.  0.    -1.372],4.8170376,536.2189,348.75363,100,873.66,31300,0.003680542,9.359935,639.53094,1223.1936,133.03,2289.9155,9.359935,1940.3821,0.48729545,0.010976946,83.53727,0.045850445,,True,0.048170377,0.004872955,349.53342,89.010605,1223.1934857998654,1.0976946,0.3680542,1047238.56,1367.6792,-1
2889895,4281.270931482315,314,1.1391387,[-0.04   0.23  -0.411  0.006 -0.035  0.033 -0.28  -0.875 -0.035  0.  0.    -1.373],2.9147747,661.2564,328.31873,100,747.2061,31400,0.0025772145,9.359857,745.98676,1208.6865,131.57,1824.7667,9.359857,1363.2864,0.41326475,0.010804908,87.23796,0.045509767,,True,0.029147746,0.0041326475,461.4804,87.78562,1208.6865078860721,1.0804908,0.25772145,498352.0,1330.2612,-1
2903283,4296.955489397049,315,2.7320843,[-0.039  0.229 -0.412  0.006 -0.034  0.029 -0.285 -0.875 -0.04   0.  0.    -1.373],40.506107,587.5555,294.11728,100,762.786,31500,0.0003406858,9.359896,787.93713,1232.5106,133.88,2149.8506,9.359896,1680.126,4.0494456,0.0147584155,11.725316,0.048940316,,True,0.40506107,0.040494457,469.72455,36.602093,1232.5106123325893,1.4758416,0.03406858,14109510.0,1853.9846,-1
