J_sample_variance,ReturnStepMax,MeanEntropy,Iteration,EpLenMean,InitialReturnMin,MinIWNorm,OptimizationReturnMean,OptimizationReturnMin,MaxIW,StdIW,ESSClassic,MeanIW,Bound,MaxIWNorm,EpisodesSoFar,EmpiricalD2,MeanIWNorm,InitialReturnStd,Weights,InitialReturnMean,TimestepsSoFar,MinIW,OptimizationReturnMax,ReturnStepMaxmin,ESSRenyi,InitialReturnMax,LearnableVariance,StdIWNorm,InitialBound,VarianceInit,ReturnMeanIW,EpThisIter,EpRewMean,TimeElapsed
430022.1,9.359813,0.13176009,128,68.22,393.92264,0.002493776,239.17502,,7.539511,0.8863249,62.07414,1.133915,346.21747,0.07539511,12800,1.3064744,0.0113391485,158.1083,[ 0.067 -0.173 -0.081  0.008 -0.02   0.143 -0.197 -0.824  0.     0.  0.    -1.273],633.0976,653312,0.24937761,761.97046,9.359813,76.54187,1155.8931,True,0.008863247,286.32968,-1,742.577,100,633.0976678638402,2563.2058770656586
361959.97,9.359929,0.13644943,129,66.03,388.79468,0.0031763911,224.37442,,7.6083465,0.86522853,62.801136,1.124216,324.33322,0.07608347,12900,1.3420551,0.011242161,139.5158,[ 0.074 -0.175 -0.081  0.016 -0.014  0.144 -0.193 -0.818  0.     0.  0.    -1.287],613.1691,659915,0.3176391,727.3645,9.359929,74.51259,1116.1592,True,0.008652286,278.32126,-1,712.2446,100,613.1690977149068,2600.656083583832
283843.0,9.3598995,0.1418614,130,69.78,443.60547,0.0039714966,204.34868,,2.9474068,0.38210765,89.21603,1.0990502,340.89612,0.029474067,13000,1.113599,0.010990501,170.8336,[ 0.087 -0.182 -0.078  0.018 -0.012  0.144 -0.186 -0.824  0.     0.  0.    -1.282],647.95416,666893,0.39714965,717.59717,9.3598995,89.798935,1161.2026,True,0.0038210764,299.59332,-1,708.5115,100,647.9541434199296,2630.074937105179
3278028.5,9.359987,0.12096614,131,66.81,396.0969,0.0006392872,224.03618,,30.81736,3.124423,19.435505,1.5346024,499.16553,0.3081736,13100,2.3297129,0.015346023,167.57362,[ 0.087 -0.172 -0.081  0.016 -0.013  0.15  -0.179 -0.819  0.     0.  0.    -1.277],620.13306,673574,0.063928716,814.7057,9.359987,42.923744,1210.8026,True,0.03124423,256.8923,-1,1053.5944,100,620.1330609609477,2659.195380926132
1648197.6,9.359824,0.1509776,132,64.3,361.3944,0.0007098275,235.40819,,27.468824,2.823215,20.529785,1.4349405,295.79327,0.27468824,13200,2.0351088,0.014349404,156.43547,[ 0.067 -0.159 -0.089  0.019 -0.011  0.158 -0.186 -0.808  0.     0.  0.    -1.298],596.80255,680004,0.070982754,1038.9331,9.359824,49.13742,1400.3275,True,0.028232148,176.70438,-1,895.0939,100,596.8026098607465,2683.464677333832
205631.39,9.3599205,0.13781793,133,68.03,370.71164,0.0038149212,260.84622,,2.0777178,0.2628769,94.13001,1.0526838,342.6893,0.020777177,13300,1.0781312,0.010526837,160.01987,[ 0.046 -0.146 -0.097  0.017 -0.01   0.163 -0.199 -0.813  0.     0.  0.    -1.268],631.55786,686807,0.38149214,705.9927,9.3599205,92.75309,1076.7043,True,0.0026287688,308.54657,-1,678.0819,100,631.5578797779152,2706.059101343155
219839.56,9.359974,0.1365945,134,67.97,394.78827,0.006574769,236.03629,,2.076176,0.19049887,96.65501,1.0240167,192.51535,0.020761758,13400,1.029606,0.010240167,184.27664,[ 0.045 -0.146 -0.098  0.013 -0.014  0.162 -0.202 -0.816  0.     0.  0.    -1.281],630.8245,693604,0.6574769,1125.7632,9.359974,97.124535,1520.5515,True,0.0019049885,174.65915,-1,655.38416,100,630.8245388088691,2732.955601453781
236124.67,9.359973,0.14314485,135,67.78,405.48642,0.0052772146,223.46051,,2.5427613,0.3660481,89.499535,1.0686717,319.82974,0.025427613,13500,1.1045507,0.010686717,160.03534,[ 0.054 -0.15  -0.096  0.011 -0.014  0.161 -0.21  -0.827  0.     0.  0.    -1.282],628.94696,700382,0.52772146,714.21716,9.359973,90.534546,1119.7036,True,0.003660481,293.03583,-1,672.86426,100,628.9469332126314,2756.433776140213
194924.56,9.359979,0.1256561,136,66.8,312.42786,0.003602417,307.60977,,2.9078794,0.3740433,89.05881,1.0671562,317.18295,0.029078793,13600,1.1117772,0.010671562,169.27956,[ 0.058 -0.153 -0.096  0.01  -0.016  0.16  -0.217 -0.827  0.     0.  0.    -1.276],620.0376,707062,0.3602417,821.3812,9.359979,89.94608,1133.8091,True,0.003740433,279.8949,-1,675.8323,100,620.0376242070596,2780.0115609169006
229267.3,9.359931,0.123888046,137,69.46,433.16272,0.007909498,211.48366,,1.5282277,0.121306784,98.57931,1.0104792,207.94867,0.015282276,13700,1.0122566,0.010104791,179.17503,[ 0.053 -0.153 -0.097  0.013 -0.014  0.161 -0.223 -0.83   0.     0.  0.    -1.293],644.6464,714008,0.7909499,1038.7383,9.359931,98.78918,1471.901,True,0.0012130677,203.07602,-1,652.2168,100,644.6463634107199,2802.590102672577
217572.7,9.359941,0.122627385,138,68.97,405.96155,0.0063951965,234.09865,,2.273674,0.2589157,94.01454,1.0261418,282.65173,0.02273674,13800,1.0557319,0.010261417,170.1444,[ 0.057 -0.154 -0.097  0.013 -0.014  0.161 -0.223 -0.835  0.     0.  0.    -1.295],640.0602,720905,0.6395197,834.82996,9.359941,94.721016,1240.7915,True,0.0025891569,267.8227,-1,665.1213,100,640.0602064858912,2822.1852326393127
250397.1,9.359793,0.12242891,139,66.71,358.63193,0.0033802448,260.62747,,3.3578403,0.5187182,80.61612,1.0578455,279.2839,0.033578403,13900,1.1239622,0.0105784545,167.42928,[ 0.053 -0.149 -0.099  0.013 -0.013  0.159 -0.228 -0.831  0.     0.  0.    -1.296],619.2594,727576,0.3380245,861.1459,9.359793,88.97097,1219.7778,True,0.0051871818,253.32608,-1,667.2357,100,619.259400936446,2841.3462064266205
186634.56,9.359973,0.11897478,140,67.55,368.68,0.004204112,258.20935,,2.482125,0.30683354,92.16028,1.0520214,335.36862,0.02482125,14000,1.0733695,0.010520212,156.60309,[ 0.044 -0.14  -0.103  0.017 -0.009  0.161 -0.219 -0.826  0.     0.  0.    -1.297],626.88934,734331,0.42041123,689.1075,9.359973,93.164566,1057.7875,True,0.0030683356,309.5532,-1,664.1402,100,626.8893493491875,2861.52409863472
238583.23,9.359965,0.13657564,141,67.58,321.62573,0.002296475,305.20532,,4.295803,0.7162883,70.76663,1.1144555,355.9668,0.04295803,14100,1.2767615,0.011144554,156.19855,[ 0.053 -0.15  -0.097  0.018 -0.006  0.153 -0.225 -0.826  0.     0.  0.    -1.3  ],626.8311,741089,0.2296475,699.19275,9.359965,78.32316,1020.8185,True,0.007162883,320.58554,-1,702.0055,100,626.8310685245604,2882.408342599869
678110.7,9.35997,0.1324557,142,74.89,406.73248,0.00027638112,288.362,,6.706848,1.0553313,59.164547,1.2702842,407.77444,0.06706848,14200,1.6546807,0.012702843,199.1256,[ 0.042 -0.146 -0.099  0.011 -0.011  0.153 -0.226 -0.829  0.     0.  0.    -1.282],695.0945,748578,0.027638111,895.2098,9.35997,60.43462,1301.9423,True,0.0105533125,304.5119,-1,910.19806,100,695.094493528924,2904.677809238434
165748.67,9.359899,0.12089478,143,64.53,339.7231,0.003982629,259.49432,,1.7068117,0.2329944,95.282364,1.0471051,283.7322,0.017068116,14300,1.0467781,0.010471052,149.47646,[ 0.052 -0.143 -0.099  0.01  -0.011  0.147 -0.212 -0.82   0.     0.  0.    -1.286],599.2174,755031,0.39826292,798.52,9.359899,95.531235,1138.2432,True,0.002329944,257.74448,-1,633.1006,100,599.2174448269877,2925.0173165798187
8838805.0,9.359916,0.13074505,144,67.94,332.76205,0.00029728955,298.02484,,76.01862,7.7066693,5.882598,1.92671,570.31226,0.7601862,14400,4.6224384,0.019267099,161.74905,[ 0.056 -0.149 -0.097  0.009 -0.013  0.148 -0.216 -0.825  0.     0.  0.    -1.298],630.7869,761825,0.029728955,814.4507,9.359916,21.633604,1147.2128,True,0.077066705,286.62305,-1,1310.2595,100,630.7868925634784,2945.063663959503
238744.19,9.359942,0.1378626,145,67.74,434.49176,0.0068739546,194.36807,,1.8409553,0.19703071,96.6102,1.05186,294.84402,0.018409552,14500,1.0500115,0.010518598,159.215,[ 0.05  -0.155 -0.099  0.01  -0.015  0.159 -0.233 -0.832  0.     0.  0.    -1.288],628.85986,768599,0.68739545,746.9654,9.359942,95.23705,1181.4572,True,0.0019703072,274.42273,-1,658.036,100,628.8598357642637,2973.8299934864044
305640.97,9.359915,0.13217925,146,67.71,435.11163,0.0030618857,193.82211,,2.7724004,0.509501,82.482544,1.1055813,328.09317,0.027724003,14600,1.2069205,0.011055813,152.24461,[ 0.058 -0.157 -0.097  0.01  -0.014  0.154 -0.233 -0.825  0.     0.  0.    -1.281],628.9338,775370,0.30618858,701.5297,9.359915,82.8555,1136.6414,True,0.00509501,287.9413,-1,702.7072,100,628.9337515429559,3001.6324484348297
221638.77,9.359979,0.12149809,147,67.02,415.30347,0.0059158597,206.58705,,1.4747927,0.17688504,97.12466,1.0280452,284.39975,0.014747927,14700,1.0325142,0.010280451,166.35078,[ 0.059 -0.158 -0.097  0.015 -0.01   0.155 -0.227 -0.83   0.     0.  0.    -1.287],621.8905,782072,0.591586,768.084,9.359979,96.85097,1183.3875,True,0.0017688505,266.8743,-1,645.14136,100,621.8905059367524,3026.9409563541412
406291.5,9.359952,0.12235067,148,69.06,435.34506,0.001965323,205.95914,,4.837491,0.92964387,62.253757,1.1938852,393.31818,0.04837491,14800,1.50768,0.011938852,160.93698,[ 0.058 -0.154 -0.099  0.016 -0.007  0.154 -0.225 -0.827  0.     0.  0.    -1.297],641.3042,788978,0.19653231,634.03674,9.359952,66.32707,1069.3818,True,0.00929644,320.48965,-1,787.2387,100,641.3042205946612,3047.1809101104736
230163.67,9.359967,0.12438264,149,69.55,423.69757,0.0052015637,221.81468,,1.968058,0.20132962,96.28446,1.0248846,262.75986,0.01968058,14900,1.0397944,0.010248845,178.2841,[ 0.044 -0.157 -0.1    0.017 -0.005  0.148 -0.238 -0.83   0.     0.  0.    -1.297],645.51227,795933,0.5201564,884.14594,9.359967,96.17285,1307.8435,True,0.0020132964,253.15918,-1,662.8435,100,645.5122531167655,3075.252505302429
465211.47,9.359973,0.11018391,150,69.98,386.8334,0.0017635825,262.52124,,7.550954,0.87141865,63.223686,1.1425697,296.33826,0.07550953,15000,1.3022931,0.011425695,183.2205,[ 0.04  -0.156 -0.102  0.018 -0.004  0.146 -0.241 -0.832  0.     0.  0.    -1.295],649.3547,802931,0.17635825,1019.2162,9.359973,76.78763,1406.0496,True,0.008714186,227.53976,-1,777.7052,100,649.3546364562252,3105.45991897583
2274997.2,9.359914,0.103607126,151,70.04,414.5046,0.00039220884,235.75362,,16.206556,1.8572001,34.134598,1.336988,400.2992,0.16206557,15100,2.197338,0.013369879,185.06815,[ 0.028 -0.15  -0.104  0.025  0.002  0.143 -0.24  -0.828  0.     0.  0.    -1.309],650.25824,809935,0.039220884,854.5664,9.359914,45.50961,1269.071,True,0.018572003,269.5369,-1,964.65845,100,650.2582316227579,3137.085872888565
348722.47,9.359888,0.10516828,152,69.72,416.65247,0.0029537447,230.0886,,4.225922,0.7223673,74.03204,1.2196888,361.29443,0.04225922,15200,1.3553286,0.012196887,158.01384,[ 2.321e-02 -1.532e-01 -1.072e-01  2.771e-02  1.119e-03  1.473e-01 -2.597e-01 -8.432e-01  0.000e+00  0.000e+00  0.000e+00 -1.315e+00],646.741,816907,0.29537448,811.27136,9.359888,73.782845,1227.9238,True,0.007223673,278.3639,-1,790.1539,100,646.7410466896134,3168.3782806396484
491344.7,9.359998,0.09462722,153,72.32,414.73474,0.0022672627,256.69598,,7.289227,0.9692282,58.907875,1.1604687,382.4167,0.07289227,15300,1.3740774,0.011604688,180.82213,[ 0.023 -0.151 -0.11   0.02  -0.008  0.143 -0.258 -0.835  0.     0.  0.    -1.314],671.4307,824139,0.22672626,822.8849,9.359998,72.7761,1237.6196,True,0.0096922815,300.14487,-1,817.6419,100,671.4307220204406,3199.746885538101
465042.53,9.359952,0.085578226,154,72.0,415.19363,0.003946832,252.76534,,4.7128854,0.6401364,75.7352,1.130923,255.08563,0.047128852,15400,1.210938,0.011309231,183.08118,[ 0.009 -0.148 -0.113  0.017 -0.012  0.144 -0.266 -0.842  0.     0.  0.    -1.324],667.9589,831339,0.39468318,1246.2788,9.359952,82.58061,1661.4724,True,0.006401364,169.5173,-1,803.584,100,667.9589606783173,3230.1984717845917
1251837400.0,9.359971,0.083518974,155,73.62,376.74734,5.343991e-05,306.21228,,1253.7328,124.67955,1.1212189,13.27666,4433.9185,12.537328,15500,122.57191,0.1327666,186.57199,[-0.007 -0.139 -0.117  0.017 -0.011  0.146 -0.265 -0.848  0.     0.  0.    -1.333],682.9596,838701,0.0053439913,903.7046,9.359971,0.81584764,1280.4519,True,1.2467954,298.8241,-1,8686.768,100,682.9596191459729,3263.2996158599854
273684.44,9.359958,0.07521826,156,72.02,405.32858,0.0030591695,262.58847,,2.127779,0.3050454,92.06959,1.0393807,307.41708,0.021277789,15600,1.073231,0.010393807,194.95291,[-0.017 -0.142 -0.117  0.033  0.005  0.144 -0.287 -0.833  0.     0.  0.    -1.335],667.91705,845903,0.30591697,920.66235,9.359958,93.17659,1325.991,True,0.003050454,270.11972,-1,719.5226,100,667.9170473062325,3295.6821670532227
294528.38,9.3599,0.06729133,157,70.92,423.46814,0.0022788811,234.62233,,3.0590792,0.5338837,80.671455,1.0907049,358.30548,0.030590791,15700,1.2144618,0.010907049,163.63983,[-0.021 -0.135 -0.121  0.031  0.003  0.149 -0.285 -0.84   0.     0.  0.    -1.344],658.09045,852995,0.22788812,733.6727,9.3599,82.341,1157.1409,True,0.005338837,310.9482,-1,740.86536,100,658.0904590335135,3324.9541614055634
219882.36,9.359972,0.07349673,158,72.57,424.42834,0.0063930675,248.19481,,1.3720326,0.13033389,98.37513,1.0141213,347.73447,0.013720326,15800,1.0208966,0.0101412125,166.18456,[-0.023 -0.141 -0.119  0.031  0.002  0.142 -0.292 -0.835  0.     0.  0.    -1.352],672.6231,860252,0.6393068,691.7151,9.359972,97.95312,1116.1434,True,0.0013033388,337.78015,-1,686.0579,100,672.6231348734526,3358.6084475517273
301235.75,9.359734,0.084320046,159,71.37,414.89075,0.0048213643,246.91899,,2.5232897,0.41323543,87.41935,1.0893061,366.991,0.025232896,15900,1.1246533,0.010893061,186.18071,[-0.02  -0.142 -0.119  0.034  0.003  0.14  -0.292 -0.833  0.     0.  0.    -1.345],661.80975,867389,0.48213643,779.0177,9.359734,88.91629,1193.9084,True,0.004132354,303.63724,-1,746.8318,100,661.8097211959046,3388.6320662498474
1864695.1,9.3599825,0.08574601,160,72.03,426.47696,0.00024157813,241.92621,,19.253918,2.2713227,23.213423,1.2488371,417.69507,0.19253917,16000,2.347659,0.012488371,180.57283,[-0.027 -0.143 -0.12   0.032  0.001  0.14  -0.298 -0.842  0.     0.  0.    -1.335],668.40314,874592,0.024157815,682.5206,9.3599825,42.595623,1108.9976,True,0.022713227,335.7039,-1,927.4593,100,668.4031499625748,3424.8186678886414
294030.75,9.359976,0.086117655,161,77.44,463.03424,0.0056470935,255.15578,,1.7208183,0.22941695,95.39483,1.0441561,373.58664,0.017208183,16100,1.0701199,0.010441562,190.5647,[-3.378e-02 -1.435e-01 -1.229e-01  3.095e-02  8.231e-04  1.365e-01 -2.965e-01 -8.569e-01  0.000e+00  0.000e+00  0.000e+00 -1.333e+00],718.18994,882336,0.56470937,780.38055,9.359976,93.44748,1243.4148,True,0.0022941693,345.1656,-1,759.4677,100,718.1900101690799,3468.971236228943
280457.34,9.359953,0.08610556,162,76.26,406.97916,0.0025755097,300.13922,,2.7576332,0.45459813,86.21506,1.1368859,401.86502,0.027576331,16200,1.2014884,0.011368859,187.19415,[-0.041 -0.142 -0.124  0.032  0.003  0.14  -0.299 -0.863  0.     0.  0.    -1.333],707.11835,889962,0.25755098,773.244,9.359953,83.2301,1180.2231,True,0.0045459815,353.05142,-1,789.9664,100,707.1183653682725,3505.2975957393646
256824.75,9.359993,0.09003865,163,76.88,406.78345,0.006422882,306.3766,,2.329778,0.22398505,95.41625,1.0219269,344.30316,0.02329778,16300,1.04224,0.0102192685,224.27655,[-0.037 -0.143 -0.123  0.038  0.009  0.139 -0.297 -0.858  0.     0.  0.    -1.333],713.16,897650,0.6422882,876.48267,9.359993,95.94719,1283.2661,True,0.0022398506,328.18024,-1,737.32965,100,713.1600466032935,3544.62845993042
257138.69,9.359951,0.08291164,164,73.4,389.23352,0.0027669156,291.49014,,2.1572444,0.37626722,88.74872,1.0567591,303.86243,0.021572445,16400,1.1222444,0.01056759,185.30823,[-0.036 -0.139 -0.126  0.036  0.007  0.142 -0.295 -0.861  0.     0.  0.    -1.329],680.7237,904990,0.27669156,982.8629,9.359951,89.107155,1372.0964,True,0.003762672,269.0948,-1,739.9258,100,680.7236647565433,3581.6644592285156
2151847.5,9.3599825,0.08583758,165,72.5,415.92206,0.0003563892,256.4882,,20.05681,2.2112947,25.64602,1.298687,496.10956,0.2005681,16500,2.1827443,0.01298687,173.37349,[-0.032 -0.138 -0.126  0.034  0.003  0.141 -0.29  -0.857  0.     0.  0.    -1.336],672.4102,912240,0.03563892,679.8123,9.3599825,45.81389,1095.7344,True,0.022112945,343.69003,-1,981.76465,100,672.4102847053547,3622.0639910697937
271682.94,9.359943,0.08402165,166,81.32,417.55554,0.0061178957,336.85712,,2.2164288,0.25153542,94.62376,1.0552613,313.54156,0.022164287,16600,1.067158,0.010552614,221.88354,[-0.04  -0.138 -0.125  0.024 -0.005  0.136 -0.282 -0.851  0.     0.  0.    -1.333],754.41266,920372,0.6117896,1174.7294,9.359943,93.70684,1592.2849,True,0.0025153542,276.72714,-1,807.0066,100,754.4126760248375,3666.8924584388733
1921148700.0,9.359943,0.0867617,167,74.66,368.64746,3.127838e-07,323.7845,,1223.2258,121.91861,1.3252342,14.129059,3773.2275,12.232258,16700,336.8154,0.14129058,195.98422,[-0.044 -0.132 -0.128  0.021 -0.008  0.137 -0.282 -0.851  0.     0.  0.    -1.335],692.432,927838,3.127838e-05,822.9817,9.359943,0.29689854,1191.6292,True,1.219186,334.94315,-1,10334.051,100,692.4319539140362,3707.3195173740387
3129182.5,9.359915,0.09227758,168,78.72,453.45105,0.0005088852,276.2694,,22.416119,2.331742,23.655163,1.2979372,418.89685,0.22416118,16800,2.3597617,0.0129793715,208.78548,[-0.062 -0.126 -0.134 -0.007 -0.037  0.147 -0.288 -0.877  0.     0.  0.    -1.332],729.72046,935710,0.05088852,949.6996,9.359915,42.37716,1403.1506,True,0.023317419,308.7753,-1,1065.5325,100,729.7204536081831,3740.4883511066437
1745851.8,9.359977,0.09278359,169,81.11,434.3933,0.002084984,317.37958,,11.932783,1.217552,47.560787,1.1595353,424.2787,0.11932783,16900,1.4174744,0.011595353,229.07133,[-0.066 -0.121 -0.137 -0.003 -0.032  0.148 -0.279 -0.889  0.     0.  0.    -1.327],751.7728,943821,0.2084984,1012.35974,9.359977,70.54801,1446.753,True,0.012175519,317.747,-1,941.0201,100,751.7728925174728,3775.581645488739
299491.5,9.359919,0.08517091,170,82.04,424.0996,0.0028184464,336.21536,,2.4099977,0.3573281,89.362175,1.0356613,387.877,0.024099976,17000,1.1040645,0.010356614,203.24884,[-0.075 -0.119 -0.139 -0.007 -0.036  0.155 -0.287 -0.899  0.     0.  0.    -1.326],760.31494,952025,0.28184465,919.9418,9.359919,90.574425,1344.0414,True,0.0035732805,357.10248,-1,811.5503,100,760.314922320813,3809.8313422203064
262692.5,9.359958,0.08247666,171,79.22,385.61652,0.00537327,349.31445,,2.2181602,0.29792857,92.440414,1.0418239,321.11517,0.0221816,17100,1.0762239,0.010418239,233.9766,[-0.08  -0.114 -0.142 -0.004 -0.033  0.155 -0.29  -0.904  0.     0.  0.    -1.334],734.931,959947,0.537327,1084.7607,9.359958,92.91747,1470.3773,True,0.0029792858,293.81775,-1,778.7313,100,734.9309487752143,3837.4910428524017
1080276.1,9.359984,0.080100775,172,85.16,406.69,0.0007873905,383.00113,,12.472098,1.490922,38.822105,1.1876737,395.82916,0.12472098,17200,1.6922767,0.011876736,223.14957,[-8.476e-02 -1.118e-01 -1.423e-01  2.426e-04 -2.931e-02  1.570e-01 -2.850e-01 -8.987e-01  0.000e+00  0.000e+00  0.000e+00 -1.336e+00],789.69116,968463,0.078739055,1103.9006,9.359984,59.09199,1510.5907,True,0.014909219,336.51398,-1,985.3562,100,789.691171077775,3869.3262991905212
717227.1,9.359922,0.0884781,173,78.76,443.90662,0.0014977154,286.7472,,9.823492,1.2093602,51.660473,1.2502123,359.8642,0.09823492,17300,1.4965137,0.012502123,225.83575,[-0.076 -0.119 -0.137  0.006 -0.025  0.152 -0.279 -0.901  0.     0.  0.    -1.339],730.65375,976339,0.14977154,1162.6881,9.359922,66.821976,1606.5947,True,0.012093603,248.67542,-1,949.4784,100,730.6537988965085,3900.2755873203278
362306.03,9.359969,0.07391331,174,85.84,469.2527,0.005677285,326.22513,,2.4734883,0.34722307,90.204636,1.0536902,449.55728,0.024734883,17400,1.0904237,0.010536902,221.53099,[-0.074 -0.13  -0.133  0.006 -0.027  0.147 -0.276 -0.909  0.     0.  0.    -1.33 ],795.4777,984923,0.5677285,862.0292,9.359969,91.70747,1331.2819,True,0.0034722309,396.09332,-1,866.60803,100,795.4778322961142,3934.0100004673004
519048.53,9.359899,0.06674079,175,88.66,349.8482,0.0018024686,471.8672,,3.9704893,0.68868697,72.19806,1.1098064,455.06415,0.039704893,17500,1.3490719,0.0110980645,229.46106,[-0.07  -0.13  -0.134  0.007 -0.025  0.145 -0.283 -0.919  0.     0.  0.    -1.345],821.7154,993789,0.18024686,1095.3992,9.359899,74.12504,1445.2474,True,0.006886869,388.1411,-1,958.6587,100,821.7153961345264,3957.946773290634
229182.55,9.359961,0.06963238,176,85.03,358.81317,0.004724632,429.94122,,2.6171894,0.3486461,90.041985,1.0483853,381.4249,0.026171893,17600,1.0858257,0.010483852,223.7553,[-0.075 -0.127 -0.135  0.012 -0.02   0.145 -0.287 -0.914  0.     0.  0.    -1.352],788.7544,1002292,0.4724632,1054.605,9.359961,92.09582,1413.4182,True,0.003486461,364.72888,-1,823.272,100,788.7543557159983,3981.655213356018
465354.44,9.359957,0.06527209,177,84.92,442.89557,0.0012415694,344.5886,,3.3216982,0.6059604,77.76347,1.1331788,426.93582,0.03321698,17700,1.2850467,0.011331788,218.95897,[-0.073 -0.126 -0.137  0.014 -0.018  0.146 -0.289 -0.912  0.     0.  0.    -1.349],787.48413,1010784,0.124156944,1030.8318,9.359957,77.818184,1473.7273,True,0.0060596033,345.36597,-1,928.12054,100,787.484163885735,4009.6422691345215
272346.1,9.359921,0.060502388,178,85.23,433.85114,0.0071084597,355.8878,,1.3036637,0.11239919,98.81808,1.0277512,373.49573,0.013036637,17800,1.022724,0.0102775125,233.47313,[-0.078 -0.125 -0.138  0.019 -0.012  0.15  -0.292 -0.916  0.     0.  0.    -1.354],789.73883,1019307,0.710846,1036.7122,9.359921,97.77808,1470.5632,True,0.0011239919,348.5699,-1,819.6491,100,789.7388769138151,4039.5838494300842
1324992.5,9.359977,0.05977372,179,88.95,480.98886,0.000860396,343.67352,,7.0132327,1.1070228,54.14174,1.2028565,559.0853,0.07013232,17900,1.6602169,0.012028567,250.9214,[-0.081 -0.122 -0.14   0.02  -0.012  0.15  -0.293 -0.916  0.     0.  0.    -1.358],824.66235,1028202,0.0860396,980.3251,9.359977,60.233093,1461.314,True,0.011070227,386.2682,-1,1123.9536,100,824.6624091267312,4068.9928839206696
315350.88,9.359929,0.0628462,180,91.52,470.72852,0.006592344,378.05984,,1.4971671,0.12613706,98.47355,1.013125,338.63507,0.014971671,18000,1.0163206,0.010131249,270.02707,[-0.086 -0.12  -0.142  0.02  -0.011  0.145 -0.292 -0.924  0.     0.  0.    -1.359],848.78845,1037354,0.6592344,1265.0303,9.359929,98.39415,1735.7588,True,0.0012613705,328.0608,-1,863.5948,100,848.7883539142742,4101.675138950348
373317.34,9.359924,0.05970634,181,87.35,482.39728,0.0023001682,326.9765,,2.792297,0.41466534,87.11577,1.0782447,432.8505,0.027922967,18100,1.1442273,0.010782446,230.11674,[-0.086 -0.118 -0.143  0.019 -0.011  0.146 -0.294 -0.923  0.     0.  0.    -1.356],809.3738,1046089,0.23001683,941.1757,9.359924,87.395226,1423.573,True,0.004146653,382.30185,-1,889.68317,100,809.373767344229,4132.549799442291
328396.0,9.359879,0.058831505,182,87.65,487.0855,0.0046333186,325.64682,,2.2472925,0.28910533,92.82885,1.0401661,390.07898,0.022472925,18200,1.0544163,0.0104016615,234.25266,[-0.082 -0.119 -0.143  0.021 -0.01   0.142 -0.292 -0.926  0.     0.  0.    -1.359],812.73224,1054854,0.46333188,973.9428,9.359879,94.8392,1461.0283,True,0.0028910534,374.42383,-1,840.1551,100,812.7323094226964,4161.708879232407
332755.4,9.359906,0.06114194,183,90.76,480.73392,0.0063225636,360.09384,,2.0123188,0.18602043,96.82884,1.0279047,326.7514,0.020123187,18300,1.0297128,0.010279046,264.15515,[-0.077 -0.122 -0.142  0.019 -0.012  0.14  -0.296 -0.925  0.     0.  0.    -1.36 ],840.82776,1063930,0.6322564,1289.217,9.359906,97.114456,1769.9509,True,0.001860204,309.8426,-1,865.56744,100,840.8277769719554,4191.751718521118
356248.2,9.35997,0.066635355,184,89.42,480.9649,0.0052244645,348.993,,1.7228503,0.23603429,95.219185,1.0533849,289.42334,0.017228503,18400,1.0519004,0.010533849,266.33923,[-0.078 -0.119 -0.143  0.02  -0.012  0.143 -0.294 -0.926  0.     0.  0.    -1.358],829.9579,1072872,0.52244645,1430.6309,9.35997,95.06603,1911.5957,True,0.002360343,256.4792,-1,877.5957,100,829.9579166175571,4221.603355169296
324338.2,9.3599205,0.072574355,185,83.62,481.58044,0.006748975,293.24557,,1.970189,0.17737561,97.07065,1.0210655,367.9864,0.019701889,18500,1.0273498,0.010210656,233.89056,[-0.08  -0.12  -0.145  0.02  -0.012  0.145 -0.295 -0.934  0.     0.  0.    -1.352],774.8259,1081234,0.6748975,931.8561,9.3599205,97.33783,1413.4365,True,0.001773756,350.79504,-1,797.7768,100,774.8260275904395,4250.604873418808
357046.47,9.35994,0.07103813,186,89.92,482.5774,0.0059430324,350.61353,,2.301838,0.2797376,93.345726,1.0477251,262.48114,0.023018379,18600,1.0539547,0.0104772495,247.10477,[-0.077 -0.12  -0.145  0.021 -0.01   0.144 -0.296 -0.937  0.     0.  0.    -1.346],833.1909,1090226,0.59430325,1526.9127,9.35994,94.88074,2009.4901,True,0.002797376,230.34393,-1,881.3777,100,833.19089634686,4281.046107292175
4949089.5,9.359958,0.06753656,187,84.68,423.0497,0.0009767652,361.79126,,22.029316,2.6065092,21.592075,1.3678124,460.00543,0.22029315,18700,2.2201161,0.013678122,253.03073,[-0.074 -0.119 -0.147  0.02  -0.012  0.144 -0.302 -0.944  0.     0.  0.    -1.348],784.84094,1098694,0.097676516,1250.1761,9.359958,45.04269,1673.2258,True,0.02606509,282.8733,-1,1207.9401,100,784.8409283610273,4310.285395860672
300191.22,9.359975,0.068101116,188,83.06,432.58643,0.0032652994,337.51593,,2.914639,0.42987752,85.80395,1.0568527,412.72235,0.02914639,18800,1.1378448,0.010568527,209.30586,[-0.066 -0.124 -0.145  0.029 -0.005  0.145 -0.304 -0.934  0.     0.  0.    -1.351],770.10236,1107000,0.32652995,822.64404,9.359975,87.885445,1255.2305,True,0.0042987755,393.53323,-1,814.40796,100,770.1023640480457,4339.4614272117615
