EpLenMean,MeanIW,EpThisIter,EpisodesSoFar,ESSClassic,EpRewMean,MinIW,OptimizationReturnMax,InitialBound,MaxIWNorm,InitialReturnMean,TimeElapsed,TimestepsSoFar,ReturnStepMaxmin,MeanEntropy,InitialReturnMax,VarianceInit,LearnableVariance,Bound,J_sample_variance,InitialReturnMin,ESSRenyi,StdIW,MeanIWNorm,OptimizationReturnMin,EmpiricalD2,ReturnStepMax,Iteration,Weights,OptimizationReturnMean,MinIWNorm,InitialReturnStd,MaxIW,ReturnMeanIW,StdIWNorm
57.9,1.0991338,100,24300,86.82162,537.520005152544,0.50269413,748.33344,199.62808,0.026120812,537.52,1920.943521976471,1146239,9.359955,-0.19763185,1126.3065,-1,True,236.47964,210182.84,377.97308,86.85264,0.4282207,0.010991338,,1.1513755,9.359955,243,[ 0.781 -0.137  0.119  0.025 -0.038  0.109  0.212 -0.641  0.     0.  0.    -1.617],159.54692,0.005026941,109.72894,2.6120813,599.04504,0.0042822068
57.18,1.0344081,100,24400,93.18498,531.0333198058479,0.45049304,371.5832,300.2182,0.019605072,531.0333,1928.870604276657,1151957,9.359892,-0.19524221,769.38385,-1,True,313.41968,183085.52,397.80066,92.16359,0.27973866,0.01034408,,1.0850272,9.359892,244,[ 0.786 -0.137  0.121  0.027 -0.037  0.115  0.218 -0.649  0.     0.  0.    -1.617],133.23265,0.00450493,83.40084,1.9605073,553.8475,0.0027973866
55.47,1.2681333,100,24500,11.417179,514.9573227837317,0.09360474,656.6059,209.66281,0.35877222,514.9573,1936.5648572444916,1157504,9.359981,-0.20317069,1017.64844,-1,True,393.57556,5723334.0,361.04254,47.425854,3.5323212,0.012681331,,2.1085546,9.359981,245,[ 0.785 -0.137  0.121  0.031 -0.033  0.114  0.218 -0.649  0.     0.  0.    -1.614],153.91478,0.0009360474,97.71252,35.877224,836.8895,0.035323214
57.57,1.0455844,100,24600,93.61672,534.5521141737893,0.47233883,505.05664,269.2388,0.020778188,534.5521,1944.592842578888,1163261,9.35998,-0.20087604,884.37756,-1,True,282.3246,169248.28,379.32092,93.67412,0.27302647,0.010455844,,1.0675308,9.35998,246,[ 0.779 -0.138  0.12   0.029 -0.035  0.102  0.213 -0.655  0.     0.  0.    -1.622],155.23119,0.0047233882,86.16009,2.0778189,556.4499,0.0027302646
57.48,1.055559,100,24700,92.45689,533.4973283262028,0.33408687,467.3708,281.81042,0.019054161,533.4973,1952.12886428833,1169009,9.359992,-0.21445258,838.9563,-1,True,305.273,168533.88,371.5855,91.87063,0.30150068,0.01055559,,1.0884871,9.359992,247,[ 0.774 -0.136  0.119  0.026 -0.037  0.099  0.214 -0.652  0.     0.  0.    -1.62 ],161.91182,0.0033408685,86.68074,1.9054161,567.85944,0.0030150064
58.86,1.2071865,100,24800,43.96003,546.7128608181212,0.13814391,693.7878,221.73022,0.11124558,546.7128,1959.991389989853,1174895,9.359978,-0.21958782,1083.2754,-1,True,259.94055,279218.97,389.4876,66.57874,1.3629953,0.012071865,,1.5019809,9.359978,248,[ 0.773 -0.138  0.12   0.03  -0.036  0.097  0.214 -0.649  0.     0.  0.    -1.633],157.22525,0.001381439,112.62105,11.124558,658.22406,0.013629952
57.01,39.501358,100,24900,1.0372256,529.2757489968917,5.592206e-05,532.6111,264.0099,38.78555,529.27576,1968.1740772724152,1180596,9.359966,-0.20532227,884.2196,-1,True,11860.953,2729202000.0,351.6085,0.13627402,385.84363,0.39501357,,733.81555,9.359966,249,[ 0.773 -0.142  0.118  0.032 -0.039  0.099  0.203 -0.659  0.     0.  0.    -1.639],177.66727,5.592206e-07,93.36854,3878.555,19046.748,3.8584366
57.12,1.3174372,100,25000,49.633144,530.396101345448,0.0660728,557.04553,252.802,0.08678075,530.3961,1981.0535154342651,1186308,9.359939,-0.19776922,925.3136,-1,True,330.3147,277380.2,368.26807,62.409508,1.327139,0.013174372,,1.60232,9.359939,250,[ 0.775 -0.14   0.123  0.042 -0.031  0.104  0.201 -0.622  0.     0.  0.    -1.624],162.12804,0.00066072796,92.45222,8.678075,681.701,0.0132713895
56.09,1.0871985,100,25100,87.724915,520.8791181400509,0.26087162,486.4018,263.6024,0.025986824,520.87915,1989.4197115898132,1191917,9.359936,-0.1906346,857.5891,-1,True,289.14368,173350.77,371.18732,88.98851,0.40668672,0.010871984,,1.1237406,9.359936,251,[ 0.764 -0.141  0.12   0.044 -0.028  0.098  0.203 -0.627  0.     0.  0.    -1.617],149.6918,0.002608716,83.93313,2.5986824,561.8741,0.004066867
57.01,1.1336575,100,25200,84.78526,529.3636062250024,0.33101454,543.1574,263.4978,0.024865905,529.3636,1999.8605456352234,1197618,9.359941,-0.1966493,886.2193,-1,True,312.61517,182241.45,343.0619,82.37349,0.4802349,0.011336574,,1.2139828,9.359941,252,[ 0.777 -0.143  0.122  0.046 -0.032  0.102  0.208 -0.628  0.     0.  0.    -1.61 ],186.3017,0.0033101453,93.12624,2.4865906,605.54846,0.0048023486
57.57,1.0197651,100,25300,94.59166,534.6248094976979,0.61888635,703.3901,218.5375,0.019322481,534.6248,2008.634527206421,1203375,9.359986,-0.19437529,1053.6243,-1,True,227.61093,150842.6,350.2342,95.07945,0.24384043,0.010197651,,1.051752,9.359986,253,[ 0.776 -0.148  0.12   0.048 -0.03   0.098  0.195 -0.632  0.     0.  0.    -1.616],184.39062,0.0061888634,122.58799,1.9322481,551.7741,0.0024384041
56.76,1.0819619,100,25400,90.16362,527.1390324845664,0.43854278,609.492,236.03497,0.028919682,527.13904,2017.3279066085815,1209051,9.359983,-0.19494139,970.3469,-1,True,261.01135,168283.92,360.85492,91.666115,0.35736662,0.010819619,,1.0909157,9.359983,254,[ 0.772 -0.148  0.118  0.046 -0.032  0.1    0.194 -0.634  0.     0.  0.    -1.613],166.28412,0.0043854276,103.003334,2.8919683,565.06055,0.0035736666
56.29,1.0707947,100,25500,76.19056,522.6166110665733,0.2690396,514.3921,259.6207,0.04460207,522.6166,2025.7191967964172,1214680,9.359957,-0.19927469,876.65295,-1,True,277.9709,170569.17,362.26086,82.945244,0.5985908,0.010707946,,1.2056147,9.359957,255,[ 0.762 -0.143  0.116  0.046 -0.029  0.097  0.196 -0.63   0.     0.  0.    -1.614],160.35574,0.002690396,80.0641,4.460207,566.74164,0.0059859087
53.79,7.2339077,100,25600,1.3598754,499.1721481248037,0.0054364335,344.69006,290.05927,6.1995797,499.17215,2034.958894252777,1220059,9.359987,-0.19593962,697.043,-1,True,2208.1025,87394350.0,352.35297,2.240828,61.60986,0.072339065,,44.62636,9.359987,256,[ 0.759 -0.144  0.117  0.042 -0.029  0.095  0.195 -0.637  0.     0.  0.    -1.618],146.81918,5.4364333e-05,72.382965,619.958,3605.0386,0.6160985
57.92,21.778679,100,25700,1.1267589,537.468920069031,0.000545952,408.209,300.94305,20.515324,537.46893,2043.4905314445496,1225851,9.359931,-0.19368103,788.4194,-1,True,9863.268,4204450600.0,380.21036,0.22003397,204.01186,0.21778677,,454.47528,9.359931,257,[ 0.771 -0.159  0.12   0.033 -0.038  0.095  0.192 -0.674  0.     0.  0.    -1.615],157.25858,5.45952e-06,79.12862,2051.5325,14905.625,2.0401185
56.13,1.1335726,100,25800,60.533592,520.9381840870699,0.21705988,479.68597,274.87903,0.080255285,520.93823,2053.765383720398,1231464,9.359959,-0.18538566,820.19727,-1,True,311.93524,238446.27,340.5113,72.52077,0.91530323,0.011335726,,1.3789153,9.359959,258,[ 0.771 -0.159  0.12   0.021 -0.049  0.079  0.208 -0.676  0.     0.  0.    -1.613],180.42688,0.0021705988,97.34101,8.025529,600.87573,0.009153032
59.66,1.2635685,100,25900,41.192085,554.0697455784394,0.15802011,698.73157,233.04834,0.13103174,554.0697,2063.014526605606,1237430,9.359948,-0.19215363,1070.0713,-1,True,321.02484,510850.16,371.33975,58.25393,1.5097666,0.0126356855,,1.7166224,9.359948,259,[ 0.771 -0.155  0.12   0.021 -0.049  0.074  0.214 -0.677  0.     0.  0.    -1.604],182.72998,0.0015802011,120.62887,13.103174,741.62683,0.015097664
54.77,1.0807968,100,26000,86.07074,508.1781140986601,0.35047424,390.62445,282.24268,0.035268076,508.17813,2073.676238298416,1242907,9.359957,-0.1887447,753.11816,-1,True,302.26126,165459.53,362.4937,87.92089,0.43479073,0.010807969,,1.1373861,9.359957,260,[ 0.768 -0.147  0.12   0.026 -0.044  0.077  0.23  -0.679  0.     0.  0.    -1.611],145.68439,0.0035047424,82.43635,3.5268078,543.2176,0.004347907
55.89,1.3972293,100,26100,9.5978565,518.6027439985953,0.11203301,373.51135,298.14334,0.42450416,518.6028,2082.286735057831,1248496,9.359922,-0.18924105,734.8646,-1,True,427.09424,1694995.2,361.35327,36.99973,4.2881503,0.013972292,,2.7027225,9.359922,261,[ 0.779 -0.15   0.124  0.022 -0.046  0.079  0.235 -0.68   0.     0.  0.    -1.608],157.24948,0.0011203301,93.327934,42.450417,789.52856,0.0428815
58.48,1.0215584,100,26200,95.98561,542.9856476615654,0.48433518,598.0587,257.76712,0.01742546,542.9856,2091.9373576641083,1254344,9.359959,-0.19551125,950.72876,-1,True,269.02264,149573.67,352.67004,95.748856,0.20891532,0.010215584,,1.0443989,9.359959,262,[ 0.785 -0.159  0.126  0.026 -0.038  0.065  0.226 -0.67   0.     0.  0.    -1.608],190.31561,0.004843352,110.54801,1.7425461,560.5042,0.002089153
57.5,1.0250189,100,26300,96.2971,533.7926392462302,0.59090966,602.6276,244.35886,0.017911332,533.79266,2099.8417143821716,1260094,9.359996,-0.19891357,964.7792,-1,True,254.41019,155815.05,362.15155,96.542404,0.20100005,0.010250189,,1.0358143,9.359996,263,[ 0.79  -0.161  0.127  0.027 -0.036  0.064  0.227 -0.67   0.     0.  0.    -1.614],171.6411,0.0059090964,119.01959,1.7911332,548.98126,0.0020100002
57.48,1.1788067,100,26400,58.457073,533.4163963269248,0.18847457,498.3532,272.58957,0.08687902,533.4164,2109.782550096512,1265842,9.359963,-0.19582234,869.4228,-1,True,321.25253,249602.89,371.06958,72.60116,0.99373966,0.011788065,,1.3773885,9.359963,264,[ 0.795 -0.159  0.128  0.028 -0.035  0.067  0.231 -0.67   0.     0.  0.    -1.618],162.34682,0.0018847457,84.87048,8.687902,627.3646,0.009937396
55.03,1.5887704,100,26500,18.493849,510.7013827647038,0.014567213,459.5224,267.17123,0.23879443,510.70142,2118.9368109703064,1271345,9.359975,-0.20430107,811.76733,-1,True,381.80804,1243718.2,352.24493,26.860262,3.3353596,0.015887704,,3.722972,9.359975,265,[ 0.804 -0.166  0.128  0.029 -0.037  0.057  0.227 -0.664  0.     0.  0.    -1.615],158.45645,0.00014567212,90.921,23.879444,851.69965,0.033353593
55.48,3.5044315,100,26600,8.723234,514.7058181596987,0.013213438,526.7945,253.88968,0.8959007,514.7058,2128.014096260071,1276893,9.359989,-0.20582125,869.3872,-1,True,1097.5873,11276605.0,342.5927,7.8473253,11.335976,0.035044312,,12.743196,9.359989,266,[ 0.796 -0.167  0.125  0.019 -0.046  0.062  0.213 -0.67   0.     0.  0.    -1.623],172.1131,0.00013213437,94.23868,89.59007,2028.6387,0.11335975
57.48,1.4894046,100,26700,11.217199,533.3144892261623,0.005138394,649.5715,226.91992,0.41939694,533.3145,2137.1744837760925,1282641,9.359976,-0.20047496,1021.3152,-1,True,271.47253,470004.6,371.7437,41.066776,4.1902018,0.014894046,,2.4350584,9.359976,267,[ 0.8   -0.166  0.125  0.029 -0.034  0.066  0.228 -0.691  0.     0.  0.    -1.625],161.57079,5.1383937e-05,109.07515,41.939693,749.59125,0.041902013
56.37,1.0752562,100,26800,82.3191,523.1251622279216,0.1343185,496.14597,271.58606,0.027986092,523.1252,2147.044243335724,1288278,9.359967,-0.19966245,838.4636,-1,True,293.18896,164353.98,342.31766,83.82426,0.4983265,0.010752562,,1.1929721,9.359967,268,[ 0.807 -0.165  0.128  0.023 -0.041  0.073  0.232 -0.685  0.     0.  0.    -1.619],180.80753,0.001343185,94.16669,2.7986093,567.92816,0.0049832645
57.59,1.2089252,100,26900,55.07168,534.7918847675454,0.0922741,588.19714,260.81403,0.0786502,534.79193,2156.9093523025513,1294037,9.359995,-0.20418395,913.2596,-1,True,312.76584,291847.8,325.06244,66.48647,1.0919313,0.012089252,,1.5040653,9.359995,269,[ 0.814 -0.164  0.129  0.022 -0.04   0.069  0.238 -0.684  0.     0.  0.    -1.619],209.72945,0.00092274096,102.866165,7.8650203,648.77325,0.010919312
54.52,1.2543731,100,27000,64.624756,506.1817542302413,0.05551276,453.51996,270.17136,0.067541234,506.18176,2165.2384045124054,1299489,9.359992,-0.20055239,786.7014,-1,True,354.01642,284388.6,333.18146,64.40239,0.9280619,0.01254373,,1.5527375,9.359992,270,[ 0.814 -0.166  0.128  0.022 -0.037  0.063  0.239 -0.693  0.     0.  0.    -1.623],173.0003,0.00055512757,91.70837,6.7541237,648.1064,0.009280618
57.79,1.0958093,100,27100,86.64372,536.4131638730862,0.32018414,585.4182,246.45834,0.02832634,536.41315,2173.165350675583,1305268,9.359991,-0.20165399,966.5161,-1,True,283.8292,203161.12,381.09787,85.91393,0.43023837,0.010958092,,1.1639556,9.359991,271,[ 0.815 -0.165  0.128  0.018 -0.042  0.071  0.239 -0.686  0.     0.  0.    -1.619],155.31529,0.0032018414,103.47403,2.832634,596.6521,0.0043023834
58.47,3.537593,100,27200,2.2454607,542.5005155522098,0.0050964886,626.2826,240.37268,2.3312411,542.5005,2181.817515850067,1311115,9.359842,-0.20809457,1007.0928,-1,True,1441.3412,214918370.0,380.8102,3.687469,23.34122,0.035375927,,27.118872,9.359842,272,[ 0.813 -0.161  0.128  0.02  -0.04   0.078  0.242 -0.69   0.     0.  0.    -1.621],161.6903,5.0964885e-05,103.360535,233.12411,3014.6956,0.23341224
58.62,1.0671194,100,27300,90.84061,544.0408659632684,0.61334467,593.5896,251.90271,0.030051284,544.04083,2190.7423462867737,1316977,9.3599825,-0.21249394,973.794,-1,True,282.52106,194321.1,380.2044,91.57477,0.33884895,0.010671193,,1.0920038,9.3599825,273,[ 0.817 -0.155  0.128  0.036 -0.021  0.089  0.26  -0.705  0.     0.  0.    -1.627],163.83647,0.0061334465,116.28581,3.0051284,587.8025,0.0033884896
58.16,2.8971176,100,27400,2.4755623,539.6179593543399,0.0028934507,518.66547,269.7147,1.8310131,539.6179,2200.270037174225,1322793,9.359983,-0.22363412,899.67725,-1,True,819.8906,26912036.0,381.01178,8.258604,18.183851,0.028971177,,12.108584,9.359983,274,[ 0.812 -0.15   0.125  0.033 -0.022  0.097  0.269 -0.7    0.     0.  0.    -1.631],158.60619,2.8934506e-05,86.86551,183.10132,1759.0833,0.18183851
56.54,1.6602741,100,27500,10.098433,524.8436789256314,0.024224985,436.48096,279.52142,0.3977141,524.8437,2209.303952217102,1328447,9.359964,-0.21268141,817.74066,-1,True,361.45245,521496.2,381.2597,29.54217,4.953777,0.016602743,,3.3849916,9.359964,275,[ 0.81  -0.144  0.128  0.033 -0.016  0.093  0.292 -0.697  0.     0.  0.    -1.643],143.58397,0.00024224985,77.799965,39.77141,812.80475,0.049537767
55.4,1.0494118,100,27600,87.22121,514.0677723719533,0.31960884,419.82767,285.0432,0.02924932,514.06775,2219.098620891571,1333987,9.359897,-0.20904057,763.41516,-1,True,293.55634,145193.8,343.5875,90.479515,0.40167958,0.010494118,,1.1052226,9.359897,276,[ 0.805 -0.135  0.131  0.038 -0.011  0.106  0.297 -0.681  0.     0.  0.    -1.632],170.48027,0.0031960884,92.32316,2.924932,534.32886,0.0040167957
58.12,1.2366211,100,27700,64.09441,539.6726697184417,0.1858364,684.65857,231.81601,0.083532535,539.67267,2227.3206737041473,1339799,9.359973,-0.19991918,1026.1887,-1,True,302.81723,218444.0,341.53015,72.153915,0.9255665,0.01236621,,1.3859262,9.359973,277,[ 0.802 -0.126  0.132  0.04  -0.009  0.107  0.3   -0.685  0.     0.  0.    -1.628],198.14252,0.001858364,117.47867,8.353253,665.24255,0.009255664
58.18,1.1821942,100,27800,77.59634,540.1416040009656,0.20756201,669.3895,227.80273,0.037585348,540.1416,2235.223811149597,1345617,9.359972,-0.20247033,1041.1296,-1,True,279.83212,215552.42,371.74008,79.975266,0.6352253,0.011821942,,1.2503866,9.359972,278,[ 0.805 -0.134  0.13   0.033 -0.015  0.101  0.293 -0.689  0.     0.  0.    -1.619],168.40152,0.00207562,107.71464,3.758535,629.0916,0.0063522533
55.57,1.2182803,100,27900,67.0101,515.8982076798363,0.251012,511.66174,253.57745,0.05185478,515.8982,2243.476120710373,1351174,9.359669,-0.21084742,874.4025,-1,True,322.881,233685.38,362.74078,67.32778,0.85480595,0.012182802,,1.485271,9.359669,279,[ 0.82  -0.138  0.134  0.035 -0.014  0.107  0.305 -0.694  0.     0.  0.    -1.621],153.15742,0.00251012,81.23472,5.185478,642.57574,0.008548059
57.32,1.0553514,100,28000,87.459145,532.0159594528135,0.4607371,607.86505,246.48615,0.028707964,532.016,2252.5894227027893,1356906,9.359945,-0.2122955,951.76624,-1,True,270.35284,174767.95,343.90118,86.90268,0.39963016,0.010553513,,1.1507125,9.359945,280,[ 0.825 -0.14   0.134  0.032 -0.016  0.114  0.301 -0.696  0.     0.  0.    -1.63 ],188.11476,0.004607371,97.50663,2.8707964,576.64435,0.0039963014
56.32,1.0812459,100,28100,84.77362,522.7752119850713,0.096139096,504.45026,268.25616,0.029717406,522.7752,2261.9256591796875,1362538,9.359861,-0.21019016,848.3968,-1,True,288.4772,155208.08,343.94653,86.41114,0.4582395,0.010812459,,1.1572582,9.359861,281,[ 0.825 -0.14   0.134  0.027 -0.021  0.116  0.301 -0.697  0.     0.  0.    -1.631],178.82867,0.00096139096,83.870224,2.9717407,562.27844,0.004582395
58.92,1.1379082,100,28200,80.13112,547.0100914448765,0.22177418,470.77344,295.2346,0.040331896,547.0101,2271.009116411209,1368430,9.359924,-0.20862381,839.25146,-1,True,337.8512,200914.19,368.47803,81.209496,0.566622,0.011379081,,1.2313831,9.359924,282,[ 0.82  -0.142  0.134  0.026 -0.019  0.11   0.3   -0.693  0.     0.  0.    -1.629],178.53204,0.0022177417,115.26997,4.03319,617.2406,0.00566622
57.93,1.0270694,100,28300,95.74764,537.9452596848367,0.58023036,452.55026,304.70505,0.022441285,537.94525,2279.462368249893,1374223,9.359779,-0.20763226,777.4674,-1,True,313.77954,121418.27,324.91714,96.1471,0.21644683,0.010270693,,1.0400729,9.359779,283,[ 0.817 -0.136  0.133  0.024 -0.021  0.113  0.309 -0.696  0.     0.  0.    -1.628],213.02812,0.0058023036,84.95094,2.2441285,551.64716,0.0021644682
56.97,1.1007941,100,28400,70.01198,528.7556702803697,0.23930804,385.46436,305.00836,0.043090515,528.7556,2290.678472518921,1379920,9.359919,-0.21639441,745.82446,-1,True,332.515,191752.55,360.3601,76.22049,0.72043353,0.011007939,,1.3119832,9.359919,284,[ 0.822 -0.142  0.133  0.022 -0.021  0.109  0.305 -0.696  0.     0.  0.    -1.627],168.39555,0.0023930804,85.866165,4.3090515,588.7993,0.007204335
56.87,1.3502388,100,28500,58.529095,527.8970078507839,0.08981948,561.2521,253.64407,0.08362687,527.897,2298.5433435440063,1385607,9.359927,-0.22577322,914.1764,-1,True,339.59106,262651.75,352.92432,63.455612,1.1365706,0.013502386,,1.5759047,9.359927,285,[ 0.811 -0.138  0.131  0.027 -0.017  0.105  0.295 -0.69   0.     0.  0.    -1.635],174.9727,0.0008981948,97.893234,8.362687,683.8746,0.011365706
55.86,1.5029418,100,28600,15.643617,518.328384857279,0.016942622,400.8966,294.87946,0.3060785,518.32837,2308.0347957611084,1391193,9.359999,-0.23311946,744.8297,-1,True,359.34888,628196.75,343.9331,29.161976,3.4900577,0.015029417,,3.429123,9.359999,286,[ 0.82  -0.138  0.132  0.032 -0.013  0.108  0.305 -0.699  0.     0.  0.    -1.645],174.3953,0.00016942622,87.11232,30.607851,773.12915,0.034900572
56.06,1.4926323,100,28700,28.223003,520.3711019191046,0.08393277,475.08032,271.8894,0.17429838,520.37115,2316.496388196945,1396799,9.359966,-0.24653143,828.27234,-1,True,355.63837,363633.06,353.19202,40.788048,2.3803668,0.014926323,,2.4516985,9.359966,287,[ 0.818 -0.134  0.132  0.019 -0.024  0.12   0.313 -0.699  0.     0.  0.    -1.652],167.17906,0.0008393277,86.48356,17.429838,744.70856,0.023803666
57.6,1.7429811,100,28800,8.330131,534.7864258125434,0.099211335,546.4135,259.3636,0.5759558,534.7864,2324.519740819931,1402559,9.359999,-0.27146816,918.076,-1,True,436.0505,1130436.6,371.66248,30.706333,5.782027,0.01742981,,3.2566571,9.359999,288,[ 0.789 -0.114  0.128  0.013 -0.034  0.125  0.321 -0.678  0.     0.  0.    -1.665],163.12395,0.0009921134,98.85427,57.59558,933.0843,0.057820264
58.35,1.0629473,100,28900,89.819244,541.6145205289673,0.2687976,510.95258,276.84485,0.021844625,541.6145,2333.812404870987,1408394,9.359922,-0.26875335,882.5656,-1,True,294.03088,172242.22,371.61304,89.738495,0.35786337,0.010629471,,1.114349,9.359922,289,[ 0.781 -0.111  0.125  0.021 -0.025  0.115  0.32  -0.683  0.     0.  0.    -1.69 ],170.00146,0.002687976,95.20679,2.1844625,573.529,0.0035786338
55.65,1.1154236,100,29000,82.1275,516.5272842562098,0.21569014,374.16684,298.3512,0.032161865,516.5273,2341.483170747757,1413959,9.359902,-0.26094443,727.2537,-1,True,330.1596,168815.22,353.08688,81.198105,0.52034074,0.011154234,,1.2315558,9.359902,290,[ 0.782 -0.112  0.126  0.018 -0.027  0.113  0.323 -0.68   0.     0.  0.    -1.688],163.4404,0.0021569014,77.804855,3.2161868,572.2816,0.0052034073
57.03,1.0234054,100,29100,95.981255,529.272050355101,0.6233936,405.35632,297.15582,0.018669115,529.27203,2351.369553565979,1419662,9.359959,-0.2607563,773.7207,-1,True,302.4648,154000.84,368.36438,96.52774,0.20941126,0.010234054,,1.0359716,9.359959,291,[ 0.782 -0.112  0.127  0.021 -0.024  0.115  0.32  -0.676  0.     0.  0.    -1.68 ],160.90767,0.0062339357,96.52576,1.8669115,538.71893,0.0020941123
57.23,1.281424,100,29200,56.04383,531.3093165782816,0.106262155,494.81332,265.6294,0.08193941,531.3094,2360.5977730751038,1425385,9.359955,-0.2692414,885.5998,-1,True,345.58194,292208.6,390.78647,63.062206,1.134851,0.012814241,,1.5857358,9.359955,292,[ 0.781 -0.108  0.128  0.019 -0.024  0.118  0.325 -0.677  0.     0.  0.    -1.68 ],140.52284,0.0010626215,90.52492,8.193941,680.1421,0.011348509
58.95,2.1000319,100,29300,3.6457508,547.4244202681726,0.014793347,672.48035,239.73557,1.0715214,547.42444,2370.4503338336945,1431280,9.359995,-0.26209903,1025.6294,-1,True,734.82666,52515910.0,353.14905,10.271375,10.796123,0.021000318,,9.735795,9.359995,293,[ 0.789 -0.112  0.13   0.021 -0.022  0.121  0.324 -0.669  0.     0.  0.    -1.688],194.27539,0.00014793346,106.704384,107.15214,1694.8845,0.10796123
55.48,1.1021715,100,29400,76.95165,515.1163730071495,0.20749074,514.8601,255.8447,0.038885362,515.1164,2382.1068873405457,1436828,9.359914,-0.2565012,864.23883,-1,True,293.29987,185998.28,349.37872,79.8164,0.60319823,0.011021716,,1.2528753,9.359914,294,[ 0.788 -0.112  0.129  0.035 -0.008  0.116  0.323 -0.679  0.     0.  0.    -1.681],165.73764,0.0020749073,97.09491,3.8885365,583.50757,0.006031982
58.3,1.0378063,100,29500,95.61516,541.4563503320102,0.43711486,493.51675,279.40085,0.017108943,541.45636,2390.2408208847046,1442658,9.359983,-0.26490754,873.51843,-1,True,293.72217,170865.1,380.00168,95.25534,0.22224379,0.010378062,,1.0498099,9.359983,295,[ 0.782 -0.11   0.129  0.028 -0.01   0.111  0.32  -0.678  0.     0.  0.    -1.675],161.45467,0.0043711485,98.47833,1.7108943,562.22485,0.0022224379
56.05,1.3435125,100,29600,46.61819,520.3419441044367,0.11911027,476.45425,271.47455,0.09496603,520.3419,2398.2553441524506,1448263,9.359795,-0.25937003,829.558,-1,True,360.48648,309654.72,353.10373,51.767815,1.4376748,0.013435125,,1.9317021,9.359795,296,[ 0.78  -0.11   0.128  0.026 -0.01   0.107  0.316 -0.676  0.     0.  0.    -1.684],167.2382,0.0011911027,80.71041,9.496603,706.3765,0.0143767465
57.33,1.0713189,100,29700,92.68404,532.0975519745144,0.23854934,640.8556,231.1272,0.018874643,532.09753,2409.584696292877,1453996,9.359956,-0.26683486,1003.23456,-1,True,255.59222,173228.19,362.37897,90.97038,0.30098993,0.010713187,,1.0992589,9.359956,297,[ 0.768 -0.108  0.122  0.025 -0.012  0.108  0.3   -0.676  0.     0.  0.    -1.678],169.7186,0.0023854934,119.643814,1.8874644,571.14624,0.0030098993
57.26,2.1046956,100,29800,6.9304347,531.7597770456923,0.0013080661,607.99304,248.98328,0.75673634,531.75977,2418.11368727684,1459722,9.359994,-0.28232163,942.5884,-1,True,497.9796,4284385.5,334.59534,17.647137,7.712813,0.021046955,,5.6666417,9.359994,298,[ 0.773 -0.108  0.123  0.027 -0.008  0.106  0.299 -0.673  0.     0.  0.    -1.686],197.16446,1.308066e-05,107.25237,75.67364,1171.1208,0.07712814
56.85,1.6712435,100,29900,6.3128414,527.8767481389712,0.14978515,567.83777,240.90582,0.6512926,527.8768,2427.3586328029633,1465407,9.359977,-0.27149504,956.5697,-1,True,409.56885,2344810.8,388.73193,31.46243,6.438242,0.016712435,,3.178394,9.359977,299,[ 0.767 -0.106  0.123  0.02  -0.019  0.106  0.313 -0.684  0.     0.  0.    -1.701],139.14482,0.0014978515,98.12117,65.129265,921.18207,0.06438242
59.5,1.0861031,100,30000,86.693375,552.2222202490384,0.35601848,400.3422,314.9411,0.026471155,552.2222,2436.0932438373566,1471357,9.359961,-0.2670135,790.9372,-1,True,341.2948,194964.05,390.595,86.72226,0.42551187,0.010861032,,1.1531065,9.359961,300,[ 0.773 -0.107  0.124  0.019 -0.017  0.12   0.312 -0.703  0.     0.  0.    -1.69 ],161.62723,0.0035601847,86.93526,2.6471155,596.09393,0.004255119
56.12,1.388418,100,30100,45.50036,521.0660663236068,0.08681127,536.5539,251.37079,0.09345086,521.06604,2446.108001947403,1476969,9.359983,-0.21179311,898.98425,-1,True,356.0639,431253.97,362.43036,49.91982,1.5195312,0.013884179,,2.0032125,9.359983,301,[ 0.774 -0.105  0.124  0.023 -0.015  0.126  0.321 -0.705  0.     0.  0.    -1.686],158.63571,0.00086811266,90.77278,9.345086,737.7768,0.015195313
57.47,1.5232886,100,30200,16.343628,533.4741038422667,0.05946135,421.1856,298.56976,0.3430613,533.4741,2454.444494485855,1482716,9.359962,-0.21899387,783.0145,-1,True,500.33603,2250624.2,361.82892,35.91232,3.4463346,0.015232887,,2.7845597,9.359962,302,[ 0.781 -0.113  0.128  0.02  -0.016  0.116  0.32  -0.704  0.     0.  0.    -1.631],171.6452,0.0005946135,92.87002,34.30613,892.3209,0.034463346
57.24,1.135129,100,30300,65.98651,531.3106759121972,0.25933257,532.01483,262.90265,0.054910354,531.31067,2465.017388343811,1488440,9.359812,-0.22463465,894.6934,-1,True,292.38153,197242.1,362.6786,76.789505,0.81497294,0.011351291,,1.3022612,9.359812,303,[ 0.788 -0.12   0.127  0.02  -0.015  0.124  0.311 -0.707  0.     0.  0.    -1.638],168.6321,0.0025933257,104.293816,5.4910355,598.6798,0.008149729
