InitialReturnMean,Iteration,EpLenMean,ReturnMeanIW,ReturnStepMaxmin,TimeElapsed,MeanIW,InitialReturnMax,ESSRenyi,OptimizationReturnMin,InitialReturnStd,Bound,VarianceInit,MeanEntropy,InitialReturnMin,EpRewMean,StdIW,ReturnStepMax,ESSClassic,MinIWNorm,OptimizationReturnMax,Weights,MaxIWNorm,EpisodesSoFar,MeanIWNorm,OptimizationReturnMean,MinIW,EpThisIter,LearnableVariance,StdIWNorm,EmpiricalD2,TimestepsSoFar,MaxIW,J_sample_variance,InitialBound
288.63507,25,31.25,2413.8047,9.359905,124.1731812953949,5.7045617,539.0185,3.5673206,,79.07084,1557.6469,-1,0.856817,182.75798,288.63510514203193,47.13258,9.359905,1.4437314,5.30842e-06,356.2605,[ 0.116  0.04  -0.007  0.01   0.019  0.317 -0.001 -0.37   0.     0.  0.    -0.494],4.7457166,2500,0.057045624,105.87713,0.000530842,100,True,0.4713258,28.032244,62679,474.57166,163024880.0,126.929565
298.56854,26,32.31,23541.363,9.359497,132.04940843582153,67.55617,589.50476,0.09766548,,73.30707,17882.385,-1,0.87860537,163.61353,298.5685635017598,648.8753,9.359497,1.0723222,1.4132261e-05,425.89124,[ 0.128  0.045 -0.009  0.021  0.033  0.395 -0.012 -0.414  0.     0.  0.    -0.562],65.22651,2600,0.6755616,134.95503,0.0014132261,100,True,6.488753,1023.9032,65910,6522.6514,14841309000.0,121.71715
294.3632,27,31.88,328.04874,9.3596945,138.47831916809082,1.0803115,529.4703,78.461655,,78.388245,148.72653,-1,0.88435674,182.79105,294.36318584633773,0.8203515,9.3596945,63.426174,0.0019952217,346.67923,[ 0.119  0.063 -0.028 -0.043 -0.031  0.448 -0.035 -0.461  0.     0.  0.    -0.54 ],0.06815308,2700,0.0108031165,111.57215,0.19952218,100,True,0.008203515,1.2745079,69098,6.8153086,59721.598,135.52208
306.21457,28,33.15,321.15894,9.359743,145.7915539741516,1.0498611,567.0703,93.98544,,80.85933,145.67885,-1,0.90077764,183.4505,306.21456698345156,0.25673595,9.359743,94.35733,0.004016396,383.6198,[ 0.114  0.066 -0.03  -0.024 -0.015  0.441 -0.026 -0.461  0.     0.  0.    -0.535],0.018249648,2800,0.01049861,122.76406,0.40163964,100,True,0.0025673592,1.0639945,72413,1.8249648,47262.477,136.09349
301.20706,29,32.62,98987.78,9.359715,150.98338103294373,282.80908,568.0023,0.004075334,,70.22345,72295.25,-1,0.8620417,172.99866,301.2070460019568,2805.6348,9.359715,1.0058517,7.73337e-09,395.00366,[ 0.114  0.053 -0.029 -0.02  -0.01   0.425 -0.035 -0.455  0.     0.  0.    -0.518],281.98514,2900,2.8280902,128.20839,7.733371e-07,100,True,28.056345,24537.865,75675,28198.514,251981050000.0,130.80638
344.18134,30,37.21,357.42505,9.359598,159.73593616485596,1.0203669,667.2113,95.284386,,90.88244,152.36844,-1,0.86022377,192.6174,344.1813110967417,0.23773581,9.359598,94.85105,0.0061561903,474.5939,[ 0.102  0.028 -0.034  0.055  0.061  0.422 -0.045 -0.562  0.     0.  0.    -0.557],0.02618572,3000,0.010203668,151.5639,0.61561906,100,True,0.0023773578,1.0494899,79396,2.618572,51960.28,144.01793
342.54456,31,37.05,74246.85,9.359874,165.91420555114746,129.2389,574.73926,0.012559919,,90.66617,58861.81,-1,0.6952497,182.86786,342.5445979096855,1284.3835,9.359874,1.0023559,2.77725e-10,391.8714,[ 0.085  0.04  -0.058  0.052  0.052  0.407 -0.055 -0.564  0.     0.  0.    -0.559],129.08693,3100,1.292389,159.67673,2.77725e-08,100,True,12.843835,7961.835,83101,12908.693,256450380000.0,170.12282
371.0202,32,40.06,421.56372,9.359997,173.59306359291077,1.0906092,941.1247,85.48398,,115.46256,116.19394,-1,0.6998236,221.1984,371.02021179665746,0.5063051,9.359997,82.269356,0.004217008,719.9263,[ 0.096  0.045 -0.041 -0.051 -0.04   0.423  0.036 -0.518  0.     0.  0.    -0.724],0.038247354,3200,0.010906092,149.82182,0.42170084,100,True,0.0050630504,1.1698098,87107,3.8247354,103885.875,88.6828
370.89633,33,40.06,406.80838,9.359676,180.37076139450073,1.0904638,782.13464,88.812775,,96.46176,157.82803,-1,0.7108761,211.23526,370.8963160603943,0.41331768,9.359676,87.43835,0.0042910106,570.8994,[ 0.085  0.057 -0.051 -0.037 -0.03   0.44   0.044 -0.528  0.     0.  0.    -0.719],0.031490892,3300,0.010904637,159.66106,0.42910105,100,True,0.004133177,1.1259642,91113,3.1490893,78006.375,136.25595
364.0541,34,39.33,467.33743,9.359943,187.00159549713135,1.2458377,809.2096,67.54855,,103.42431,171.9621,-1,0.65335834,220.6218,364.05412299445646,0.9836403,9.359943,61.60004,0.0007618015,588.58777,[ 0.078  0.061 -0.056 -0.039 -0.03   0.445  0.035 -0.527  0.     0.  0.    -0.708],0.06482777,3400,0.012458376,143.43233,0.07618015,100,True,0.009836403,1.4804165,95046,6.482777,144502.84,121.291214
378.07803,35,40.81,399.28952,9.359955,193.82075762748718,1.037222,631.9153,92.37836,,84.84603,202.04951,-1,0.63952786,220.36057,378.07803246560616,0.29131228,9.359955,92.6886,0.0043228623,411.55472,[ 0.086  0.037 -0.049 -0.043 -0.034  0.452  0.021 -0.535  0.     0.  0.    -0.766],0.019620588,3500,0.010372221,157.71747,0.43228623,100,True,0.002913123,1.0825046,99127,1.9620589,67056.43,188.5034
374.12192,36,40.41,482.0136,9.359973,201.066410779953,1.2268212,771.05164,66.210625,,100.476364,197.73718,-1,0.62921935,211.40593,374.12192672885334,1.142224,9.359973,53.56639,0.0015025885,559.6457,[ 0.091  0.026 -0.048 -0.037 -0.031  0.454  0.02  -0.548  0.     0.  0.    -0.779],0.07896127,3600,0.012268212,162.716,0.15025885,100,True,0.011422239,1.5103316,103168,7.896127,169178.06,142.80644
381.3797,37,41.18,389.98703,9.359945,207.3140947818756,1.0220188,837.4015,97.03001,,103.53415,134.95078,-1,0.61382407,221.28638,381.3797140324855,0.2007354,9.359945,96.285576,0.00494043,616.1151,[ 0.092  0.027 -0.046 -0.017 -0.01   0.45   0.033 -0.542  0.     0.  0.    -0.79 ],0.017346604,3700,0.010220187,160.09334,0.49404302,100,True,0.002007354,1.030609,107286,1.7346604,64899.547,130.1593
383.38565,38,41.39,429.28702,9.359909,212.88103318214417,1.0924592,670.26697,87.26663,,102.549515,214.03613,-1,0.6165162,202.37082,383.3856859436132,0.399387,9.359909,88.21046,0.0029789372,467.89615,[ 0.086  0.032 -0.053 -0.019 -0.01   0.46   0.042 -0.539  0.     0.  0.    -0.805],0.027884895,3800,0.010924591,181.01486,0.29789373,100,True,0.00399387,1.1459134,111425,2.7884896,76058.41,182.3056
402.92203,39,43.5,463.4942,9.3599825,218.77656078338623,1.1310323,704.3839,82.115974,,118.88218,230.30049,-1,0.59845173,220.82031,402.92204791174385,0.56361926,9.3599825,80.10731,0.0026517224,483.5636,[ 0.086  0.022 -0.054 -0.028 -0.022  0.452  0.032 -0.553  0.     0.  0.    -0.802],0.04107303,3900,0.011310325,182.10175,0.26517224,100,True,0.005636193,1.2177899,115775,4.107303,114550.07,191.60687
384.18643,40,41.48,407.3519,9.359854,224.7800521850586,1.0333954,708.74066,92.6351,,98.86076,186.43915,-1,0.58358806,229.98885,384.1864203834385,0.29554114,9.359854,92.43935,0.004550714,478.75183,[ 0.071  0.034 -0.058 -0.039 -0.035  0.453  0.042 -0.538  0.     0.  0.    -0.82 ],0.01935152,4000,0.010333954,154.19757,0.45507142,100,True,0.002955411,1.0795044,119923,1.935152,76499.72,171.56424
395.14868,41,42.64,490.51962,9.359865,230.80082774162292,1.1952085,670.30493,70.09943,,97.00691,250.33986,-1,0.56460744,230.87643,395.14867943812635,1.2474551,9.359865,47.86206,0.001909781,439.4285,[ 0.067  0.035 -0.063 -0.035 -0.03   0.45   0.039 -0.548  0.     0.  0.    -0.835],0.12148472,4100,0.011952085,164.27225,0.19097811,100,True,0.012474551,1.4265451,124187,12.148472,243505.84,194.05722
376.8239,42,40.7,504.87363,9.359901,237.0431444644928,1.2233807,693.09796,71.898026,,97.84814,259.65277,-1,0.56899977,230.28238,376.82390097610534,1.8776417,9.359901,29.800896,0.0015265894,462.81558,[ 0.065  0.025 -0.067 -0.028 -0.023  0.433  0.023 -0.529  0.     0.  0.    -0.854],0.1904626,4200,0.012233807,146.54152,0.15265894,100,True,0.018776415,1.3908588,128257,19.04626,572149.7,168.8945
393.27985,43,42.46,444.30008,9.359871,245.19829058647156,1.1212966,885.4199,80.74973,,124.62405,148.7031,-1,0.56381226,220.81267,393.2798253651519,0.7827474,9.359871,67.23565,0.0021855026,664.60724,[ 0.055  0.026 -0.075 -0.026 -0.02   0.436  0.013 -0.559  0.     0.  0.    -0.85 ],0.06278286,4300,0.011212966,172.46715,0.21855025,100,True,0.007827475,1.2383941,132503,6.278286,140227.7,127.65387
387.9608,44,41.88,483.49908,9.359812,253.06127834320068,1.155829,726.78235,72.401695,,104.24809,227.25653,-1,0.5405953,211.93536,387.9607602911871,1.2599367,9.359812,45.69847,0.00058330485,514.847,[ 0.058  0.026 -0.07  -0.036 -0.028  0.447  0.021 -0.545  0.     0.  0.    -0.855],0.12870392,4400,0.01155829,176.0254,0.058330484,100,True,0.012599368,1.3811831,136691,12.870392,318489.47,169.92606
386.47906,45,41.73,446.50235,9.359769,261.3029782772064,1.1334594,780.7957,78.28055,,113.15965,181.75491,-1,0.52450746,211.36472,386.4790727591101,0.7605875,9.359769,68.95201,0.0029348677,569.431,[ 0.054  0.027 -0.075 -0.033 -0.025  0.461  0.015 -0.575  0.     0.  0.    -0.878],0.05550495,4500,0.011334594,175.11435,0.29348677,100,True,0.007605876,1.2774565,140864,5.550495,124092.14,152.24037
400.761,46,43.25,556.5042,9.359923,267.5571587085724,1.2639877,725.5891,57.06804,,113.53374,268.35626,-1,0.5049158,239.2967,400.76098263142694,1.263739,9.359923,50.009842,0.00042157315,486.29242,[ 0.058  0.019 -0.074 -0.035 -0.028  0.464  0.006 -0.57   0.     0.  0.    -0.894],0.0791775,4600,0.012639876,161.46428,0.042157315,100,True,0.012637389,1.7522943,145189,7.91775,324149.47,183.08426
392.20508,47,42.34,431.9097,9.359954,274.5675187110901,1.0824484,744.05835,87.697914,,114.43818,193.54958,-1,0.47362489,192.98027,392.2050497258761,0.415044,9.359954,87.1825,0.0025428939,551.07806,[ 0.056  0.02  -0.067 -0.054 -0.045  0.469  0.028 -0.559  0.     0.  0.    -0.914],0.02637809,4700,0.010824484,199.2248,0.2542894,100,True,0.00415044,1.140278,149423,2.637809,74590.15,168.98758
383.10995,48,41.36,537.1047,9.359961,281.97563791275024,1.2767388,592.2606,54.277313,,95.25384,295.93378,-1,0.4857203,230.52292,383.109951903217,1.7982029,9.359961,33.515575,0.001153462,361.7377,[ 0.05   0.013 -0.068 -0.057 -0.047  0.453  0.019 -0.554  0.     0.  0.    -0.945],0.16916949,4800,0.0127673885,152.58704,0.1153462,100,True,0.017982028,1.8423904,153559,16.916948,517605.8,205.43178
407.362,49,43.96,447.12616,9.359896,289.1672215461731,1.081402,847.47754,89.61225,,134.46497,178.55106,-1,0.4706121,211.38937,407.3619921556044,0.5137961,9.359896,81.583435,0.0028257894,636.08813,[ 0.053  0.008 -0.07  -0.066 -0.056  0.478  0.012 -0.575  0.     0.  0.    -0.933],0.046392117,4900,0.0108140195,195.97261,0.28257895,100,True,0.005137961,1.1159189,157955,4.6392117,97085.05,153.11873
384.4611,50,41.54,791.7173,9.359921,296.53109765052795,1.7719655,750.4772,21.941795,,108.715485,311.07422,-1,0.38899732,220.42056,384.46108710293885,4.6106763,9.359921,12.869236,0.00020234396,530.05664,[ 0.048  0.005 -0.071 -0.061 -0.051  0.458  0.008 -0.561  0.     0.  0.    -0.948],0.3950088,5000,0.017719654,164.04053,0.020234397,100,True,0.046106763,4.5575123,162109,39.50088,2462473.0,159.31792
358.8655,51,38.76,389.72852,9.359966,303.971093416214,1.061652,818.79553,90.42383,,94.749756,131.41019,-1,0.39128438,212.14845,358.8655122072363,0.3107952,9.359966,92.10642,0.0045886743,606.6471,[ 0.012  0.016 -0.071 -0.09  -0.074  0.462 -0.008 -0.573  0.     0.  0.    -1.03 ],0.020139778,5100,0.01061652,146.71706,0.45886743,100,True,0.0031079515,1.1059031,165985,2.0139778,71177.836,113.22687
380.33093,52,41.1,422.06873,9.359979,313.0146942138672,1.0901924,666.21643,85.713,,106.633606,206.18831,-1,0.40229437,221.82666,380.3309590895018,0.5273966,9.359979,81.03542,0.0014021801,444.38977,[ 0.013  0.015 -0.072 -0.08  -0.065  0.462 -0.004 -0.572  0.     0.  0.    -1.028],0.053353336,5200,0.010901923,158.5043,0.140218,100,True,0.0052739657,1.1666842,170095,5.335334,92917.21,180.46602
381.37927,53,41.2,419.15976,9.359966,319.47066259384155,1.0716164,742.53235,91.27744,,117.84639,185.9993,-1,0.38956726,220.61899,381.3792703725465,0.28803062,9.359966,93.2624,0.005802071,521.9133,[ 0.011  0.017 -0.074 -0.077 -0.063  0.458  0.005 -0.57   0.     0.  0.    -1.017],0.02144709,5300,0.010716163,160.76028,0.5802071,100,True,0.002880306,1.0955609,174215,2.144709,83138.586,158.61955
363.61902,54,39.27,454.998,9.359944,327.2494921684265,1.1580341,708.34607,71.95311,,98.32697,204.47824,-1,0.39030704,220.91968,363.6190406127847,0.966861,9.359944,58.924583,0.0016683037,487.4264,[-0.002  0.019 -0.086 -0.077 -0.067  0.448 -0.008 -0.57   0.     0.  0.    -1.029],0.07782176,5400,0.011580341,142.69937,0.16683038,100,True,0.009668611,1.389794,178142,7.782176,164474.8,151.1152
371.5711,55,40.14,404.7558,9.359912,336.005343914032,1.0775957,733.52875,89.63832,,122.238594,172.32614,-1,0.39457428,193.0552,371.57107012146537,0.38492694,9.359912,88.68406,0.0023361172,540.4735,[-0.005  0.015 -0.089 -0.064 -0.054  0.422 -0.014 -0.56   0.     0.  0.    -1.029],0.037191313,5500,0.010775957,178.51588,0.23361172,100,True,0.0038492696,1.1155943,182156,3.7191315,81613.78,151.51244
397.84036,56,42.94,452.29257,9.359882,345.13424825668335,1.1119415,715.64624,80.73655,,108.96322,213.35495,-1,0.3876068,248.9414,397.84031954185014,0.53174555,9.359882,81.3876,0.002329593,466.70483,[-0.003  0.011 -0.088 -0.062 -0.051  0.404 -0.019 -0.548  0.     0.  0.    -1.024],0.028326983,5600,0.011119414,148.89891,0.2329593,100,True,0.005317455,1.2385964,186450,2.8326983,110325.85,183.14647
398.41782,57,43.01,420.75116,9.3598795,352.7587003707886,1.0393761,891.95544,94.286575,,124.54132,145.17636,-1,0.37567124,202.36542,398.4178215258064,0.2276423,9.3598795,95.42266,0.0040484094,689.59,[-0.008  0.017 -0.09  -0.049 -0.039  0.409 -0.018 -0.552  0.     0.  0.    -1.031],0.02072179,5700,0.010393761,196.05243,0.40484095,100,True,0.002276423,1.0605963,190751,2.072179,75298.555,130.83124
407.69086,58,44.0,1649.3265,9.359963,361.63096284866333,2.5846057,976.66406,10.042814,,128.28333,724.7587,-1,0.37788165,240.18182,407.6908727773604,16.303843,9.359963,2.4514859,0.00013701587,736.48224,[-0.011  0.021 -0.095 -0.043 -0.037  0.412 -0.023 -0.561  0.     0.  0.    -1.043],1.6407626,5800,0.025846055,167.50905,0.013701587,100,True,0.16303843,9.957368,195151,164.07626,76298590.0,114.69165
409.17453,59,44.17,456.4404,9.359937,370.37679171562195,1.09529,968.3764,86.2306,,148.73088,143.59143,-1,0.3669771,220.48796,409.1745583428914,0.47506222,9.359937,84.16633,0.0035297398,747.8884,[ 0.009  0.032 -0.091 -0.027 -0.022  0.448  0.023 -0.579  0.     0.  0.    -1.041],0.03158264,5900,0.010952901,188.6866,0.352974,100,True,0.004750622,1.1596812,199568,3.158264,103344.766,118.66165
398.683,60,43.02,414.88538,9.35997,377.3403730392456,1.0301601,865.45154,96.439705,,114.513374,150.50085,-1,0.35529703,240.41652,398.6830210825491,0.17510442,9.35997,97.19188,0.0048798355,625.03503,[ 0.009  0.037 -0.098 -0.019 -0.01   0.438  0.022 -0.569  0.     0.  0.    -1.052],0.01692295,6000,0.010301601,158.26651,0.48798355,100,True,0.0017510442,1.0369173,203870,1.6922951,84227.98,139.04758
409.92148,61,44.23,5849.8955,9.359876,383.1462154388428,9.2575655,1011.8375,1.2838858,,127.84716,3170.9197,-1,0.34582797,248.862,409.9215146337353,78.63379,9.359876,1.3670896,7.871127e-05,762.9755,[ 0.005  0.043 -0.1   -0.02  -0.01   0.438  0.029 -0.565  0.     0.  0.    -1.064],7.9089956,6100,0.09257565,161.05951,0.007871128,100,True,0.78633785,77.88854,208293,790.8996,1049963260.0,106.3703
