EpLenMean,TimeElapsed,InitialReturnMean,MinIWNorm,EmpiricalD2,Weights,OptimizationReturnMax,StdIW,VarianceInit,MaxIWNorm,ESSClassic,InitialReturnMax,MeanIWNorm,ReturnMeanIW,EpRewMean,Iteration,ESSRenyi,StdIWNorm,MeanIW,J_sample_variance,OptimizationReturnMean,InitialReturnStd,InitialBound,MaxIW,MeanEntropy,EpisodesSoFar,OptimizationReturnMin,TimestepsSoFar,ReturnStepMax,InitialReturnMin,Bound,LearnableVariance,MinIW,ReturnStepMaxmin,EpThisIter
75.69,1152.585633277893,701.70435,0.004412172,1.1270652,[ 0.098  0.12  -0.282  0.025 -0.005  0.038 -0.146 -0.887 -0.002  0.  0.    -1.058],1191.0991,0.40094295,-1,0.030142099,87.98125,1503.1531,0.010847965,767.0701,701.7044522627627,127,88.72601,0.0040094294,1.0847964,179463.05,389.65042,174.33775,250.75851,3.01421,0.36085284,12700,,705625,9.359764,312.05402,288.33096,True,0.44121718,9.359764,100
74.05,1167.2975516319275,686.87695,0.0033850102,1.1451656,[ 0.104  0.115 -0.281  0.02  -0.009  0.037 -0.149 -0.883 -0.002  0.  0.    -1.058],835.37,0.4756428,-1,0.032671623,83.22235,1206.7734,0.010593396,740.80054,686.8769521963026,128,87.323616,0.004756428,1.0593396,244338.95,315.4735,174.294,324.84494,3.2671623,0.3651742,12800,,713030,9.359917,371.40344,353.38138,True,0.33850104,9.359917,100
74.04,1177.8052561283112,686.1916,0.0034327188,1.0574528,[ 0.106  0.116 -0.281  0.017 -0.013  0.029 -0.149 -0.876 -0.002  0.  0.    -1.054],948.5022,0.24986547,-1,0.01968988,94.51443,1282.7035,0.010371561,716.6919,686.1915990218725,129,94.56687,0.0024986546,1.0371561,177053.58,351.99033,189.2607,301.38055,1.9689881,0.3558542,12900,,720434,9.359908,334.20126,320.981,True,0.34327188,9.359908,100
76.51,1189.568606853485,709.59375,0.002296524,1.3416433,[ 0.108  0.115 -0.281  0.021 -0.01   0.026 -0.153 -0.88  -0.002  0.  0.    -1.063],1108.1428,0.91093534,-1,0.09261251,59.82675,1451.6802,0.011116464,848.8151,709.593695196742,130,74.53546,0.009109353,1.1116465,822709.06,366.05646,194.29564,274.08966,9.261251,0.3571053,13000,,728085,9.35996,343.5373,344.37372,True,0.2296524,9.35996,100
76.42,1200.130383491516,708.90515,0.0060720365,1.045587,[ 0.099  0.12  -0.284  0.019 -0.012  0.028 -0.155 -0.9   -0.002  0.  0.    -1.062],802.2227,0.2000712,-1,0.016085446,96.27466,1161.2915,0.01017088,728.4839,708.9052077753202,131,95.64006,0.002000712,1.0170878,175922.83,349.8364,162.59149,360.51785,1.6085446,0.3572353,13100,,735727,9.359939,359.0688,372.244,True,0.60720366,9.359939,100
76.77,1212.4194383621216,711.8777,0.00079663156,1.4593843,[ 0.097  0.12  -0.285  0.02  -0.012  0.025 -0.154 -0.902 -0.002  0.  0.    -1.062],921.6826,0.827503,-1,0.05204396,67.7273,1244.3799,0.011987644,874.79395,711.8776806428671,132,68.52205,0.00827503,1.1987644,514250.16,389.18042,195.16125,338.5637,5.2043962,0.36225486,13200,,743404,9.359981,322.69724,423.8121,True,0.07966316,9.359981,100
74.19,1224.362694978714,688.12866,0.0033247666,1.1962386,[ 0.094  0.128 -0.288  0.02  -0.011  0.038 -0.154 -0.908 -0.002  0.  0.    -1.057],931.56885,0.512062,-1,0.03688793,83.01977,1263.6433,0.011322477,776.7851,688.1287263226253,133,83.59536,0.00512062,1.1322477,260951.19,356.05423,214.28537,309.03577,3.688793,0.3655118,13300,,750823,9.359936,332.0745,362.16086,True,0.33247668,9.359936,100
79.4,1239.118783712387,736.46014,3.795443e-05,27.4701,[ 0.087  0.129 -0.29   0.025 -0.006  0.035 -0.152 -0.911 -0.002  0.  0.    -1.053],1028.2944,27.594578,-1,2.7788033,1.7259989,1350.5281,0.03656997,3898.919,736.4601101325621,134,3.6403215,0.27594575,3.656997,581573440.0,414.2264,186.37442,331.3017,277.88034,0.368883,13400,,758763,9.359951,322.2337,1775.4055,True,0.003795443,9.359951,100
77.79,1251.3361945152283,721.31165,0.0056249993,1.0377729,[ 0.089  0.115 -0.292  0.033  0.003  0.044 -0.188 -0.927 -0.002  0.  0.    -1.05 ],1189.1097,0.20991842,-1,0.01619512,96.13373,1550.4391,0.010467441,747.3507,721.3115602894405,135,96.3602,0.002099184,1.0467442,190247.17,359.98218,220.20439,256.1799,1.6195121,0.36823532,13500,,766542,9.359881,361.32938,273.51575,True,0.56249994,9.359881,100
77.3,1264.7480523586273,716.77936,0.0037198083,1.1879312,[ 0.092  0.108 -0.291  0.032  0.004  0.042 -0.191 -0.937 -0.002  0.  0.    -1.051],1072.9125,0.52382636,-1,0.033112653,81.49604,1395.0836,0.010993177,811.6818,716.7793787324072,136,84.17996,0.0052382634,1.0993178,314893.22,394.60815,194.49901,298.2543,3.3112655,0.36682406,13600,,774272,9.359987,322.17117,355.5219,True,0.37198085,9.359987,100
73.35,1277.7365000247955,679.9938,0.0018261943,1.3379912,[ 0.097  0.112 -0.292  0.026 -0.003  0.038 -0.189 -0.924 -0.002  0.  0.    -1.052],963.3077,0.6766702,-1,0.03769685,74.70193,1303.3806,0.011627845,815.2042,679.9938248801454,137,74.73891,0.0067667016,1.1627845,343748.1,339.92087,178.41733,288.97968,3.769685,0.3631117,13700,,781607,9.359905,340.07294,362.912,True,0.18261944,9.359905,100
75.86,1290.5997681617737,704.1189,0.0039621787,1.0727353,[ 1.037e-01  1.094e-01 -2.913e-01  2.716e-02 -2.429e-04  4.431e-02 -1.962e-01 -9.248e-01 -2.059e-03  0.000e+00  0.000e+00 -1.056e+00],921.36285,0.31112668,-1,0.029207997,92.03021,1255.2222,0.0105725415,741.5435,704.1189182390985,138,93.21964,0.003111267,1.0572542,188513.08,370.2596,182.8483,327.55228,2.9207997,0.37065384,13800,,789193,9.359914,333.8593,351.5224,True,0.39621788,9.359914,100
71.19,1304.1184267997742,660.24915,0.0033974724,1.283351,[ 0.112  0.108 -0.292  0.03   0.002  0.042 -0.193 -0.92  -0.002  0.  0.    -1.048],749.319,0.7026973,-1,0.044319257,72.204765,1111.7383,0.011325725,757.1689,660.2491507501369,139,77.921005,0.0070269722,1.1325727,275604.0,297.82983,149.11125,326.72763,4.431926,0.39869422,13900,,796312,9.3599825,362.4193,379.33878,True,0.33974725,9.3599825,100
76.59,1316.0220415592194,710.2802,0.0021452755,1.2169229,[ 0.098  0.12  -0.298  0.023 -0.003  0.048 -0.188 -0.914 -0.002  0.  0.    -1.02 ],900.25165,0.6466602,-1,0.049543045,73.57799,1262.3381,0.010791134,795.95233,710.2801703249592,140,82.17448,0.0064666024,1.0791135,410605.78,348.19366,184.48856,331.57874,4.9543047,0.3971557,14000,,803971,9.359894,362.0865,378.1908,True,0.21452755,9.359894,100
77.25,1329.7433257102966,715.44763,0.0008578078,1.7321353,[ 8.775e-02  1.195e-01 -3.010e-01  2.268e-02 -8.940e-04  4.767e-02 -1.946e-01 -9.323e-01 -2.059e-03  0.000e+00  0.000e+00 -1.022e+00],997.8135,1.6488397,-1,0.13808563,37.913857,1322.2566,0.012884868,922.0398,715.4476355509374,141,57.732212,0.016488397,1.288487,760680.6,391.00452,195.38,318.7707,13.808564,0.40621868,14100,,811696,9.35998,324.44315,399.97083,True,0.085780784,9.35998,100
76.85,1342.139319896698,712.58185,0.0016999444,1.7991338,[ 0.089  0.124 -0.302  0.011 -0.014  0.052 -0.183 -0.935 -0.002  0.  0.    -1.013],1104.9816,2.6481361,-1,0.25924543,17.794497,1408.8986,0.012320625,1051.6917,712.5819010235301,142,55.582302,0.026481362,1.2320626,6919885.5,408.6649,190.95006,289.91235,25.924543,0.41136706,14200,,819381,9.359849,303.917,484.7574,True,0.16999444,9.359849,100
77.94,1356.3440561294556,722.9165,0.0028921443,1.1338807,[ 0.079  0.125 -0.306  0.013 -0.015  0.057 -0.196 -0.971 -0.002  0.  0.    -1.008],763.602,0.4654468,-1,0.038835503,83.81728,1113.2595,0.010592804,780.78906,722.9164743510861,143,88.192696,0.004654468,1.0592804,252876.36,373.25894,171.13039,388.93866,3.8835504,0.41653445,14300,,827175,9.359918,349.65753,425.15662,True,0.28921443,9.359918,100
77.1,1368.6711249351501,714.5926,0.0037011234,1.2732748,[ 0.071  0.122 -0.307  0.013 -0.017  0.06  -0.204 -0.984 -0.002  0.  0.    -1.002],838.3814,0.75131613,-1,0.07090883,69.36509,1200.2195,0.011305371,843.8625,714.5925837992504,144,78.53764,0.0075131613,1.1305372,414019.34,352.7545,173.54965,354.5267,7.090883,0.42711523,14400,,834885,9.359888,361.83807,437.5661,True,0.37011236,9.359888,100
80.39,1381.5235834121704,745.3389,0.003615786,1.2008499,[ 0.054  0.128 -0.31   0.011 -0.019  0.063 -0.201 -0.993 -0.002  0.  0.    -0.992],1222.017,0.5429444,-1,0.041695256,81.00623,1498.6904,0.011212664,839.01666,745.3388747665471,145,83.27435,0.0054294434,1.1212664,269424.1,468.6654,209.56088,295.73175,4.1695256,0.41859046,14500,,842924,9.359933,276.6735,346.32233,True,0.3615786,9.359933,100
79.8,1392.8611433506012,739.1794,0.0027994842,1.2675612,[ 0.051  0.131 -0.312  0.017 -0.013  0.07  -0.202 -0.994 -0.002  0.  0.    -1.   ],906.6007,0.6652282,-1,0.044604216,74.47907,1200.6909,0.011364213,862.55994,739.1794246389676,146,78.891655,0.006652282,1.1364214,314235.9,445.08923,180.6441,378.97208,4.4604216,0.40591663,14600,,850904,9.359728,294.0902,457.0169,True,0.2799484,9.359728,100
81.59,1406.8225753307343,756.7356,0.0036489998,1.1557347,[ 0.039  0.139 -0.313  0.018 -0.013  0.069 -0.194 -0.995 -0.002  0.  0.    -1.013],1378.6113,0.42602456,-1,0.034501646,86.46267,1719.6588,0.010766692,848.4864,756.735636499422,147,86.52505,0.0042602457,1.0766693,431223.6,415.6882,244.38399,240.83807,3.4501646,0.4088653,14700,,859063,9.35982,341.04742,293.87012,True,0.3649,9.35982,100
83.8,1417.9339752197266,776.8017,0.0027681466,1.0864674,[ 0.03   0.138 -0.315  0.018 -0.014  0.068 -0.203 -0.996 -0.002  0.  0.    -1.01 ],1117.2255,0.32409734,-1,0.021772461,91.28812,1496.0813,0.010491238,831.03937,776.8017548199591,148,92.04142,0.003240973,1.0491238,247120.16,397.94592,190.65831,327.97733,2.177246,0.40163,14800,,867443,9.35994,378.8558,363.21292,True,0.27681467,9.35994,100
84.24,1430.982505083084,780.8696,3.2752494e-05,8.938226,[ 0.029  0.135 -0.316  0.022 -0.011  0.068 -0.206 -1.006 -0.002  0.  0.    -1.017],1275.093,18.19139,-1,1.8318733,2.4383726,1624.6453,0.02875917,2713.4907,780.8695866153262,149,11.187902,0.18191388,2.8759174,142254500.0,431.3173,217.97346,293.47595,183.18733,0.39322215,14900,,875867,9.359834,349.55228,1256.3367,True,0.0032752496,9.359834,100
86.93,1445.8429028987885,805.85626,0.00435957,1.0630695,[ 0.009  0.137 -0.318  0.029 -0.004  0.058 -0.225 -0.99  -0.002  0.  0.    -1.026],1081.9803,0.24226642,-1,0.018911961,94.92904,1413.0815,0.010482094,852.4131,805.8562377381227,150,94.06723,0.002422664,1.0482094,201355.73,474.75504,232.62251,381.93182,1.8911963,0.38893446,15000,,884560,9.359993,331.1012,415.32468,True,0.43595698,9.359993,100
89.28,1458.3661773204803,826.6092,0.00023219822,1.5986874,[ 0.008  0.132 -0.319  0.029 -0.004  0.054 -0.233 -0.992 -0.002  0.  0.    -1.03 ],1267.2354,1.7326891,-1,0.16640255,35.240982,1626.3596,0.0127818715,1162.6511,826.609230629134,151,62.551315,0.017326891,1.2781873,2875746.0,467.48492,247.05176,338.7014,16.640255,0.38191706,15100,,893488,9.359851,359.1243,545.74426,True,0.023219822,9.359851,100
90.52,1470.6761891841888,838.33545,0.0014541455,1.3434248,[-0.012  0.138 -0.322  0.029 -0.004  0.064 -0.239 -1.007 -0.002  0.  0.    -1.037],1232.5095,0.70531553,-1,0.05939148,74.4422,1566.1471,0.012037361,1014.249,838.3355221863449,152,74.43662,0.0070531545,1.2037361,433131.75,504.69794,252.1016,368.49142,5.939148,0.38336444,15200,,902540,9.359949,333.6376,469.67053,True,0.14541456,9.359949,100
93.2,1486.876932144165,862.86017,0.005920368,1.0442898,[-0.002  0.135 -0.322  0.024 -0.01   0.055 -0.243 -0.992 -0.002  0.  0.    -1.036],1283.7283,0.20895235,-1,0.01656337,96.21311,1578.1682,0.0105322935,917.0191,862.8600826267316,153,95.75886,0.0020895237,1.0532293,193000.27,568.4201,245.15501,389.40967,1.6563371,0.37622073,15300,,911860,9.35995,294.44,433.19772,True,0.5920368,9.35995,100
86.72,1500.5393896102905,801.6833,0.003215255,1.2315302,[ 2.867e-04  1.288e-01 -3.209e-01  2.522e-02 -8.093e-03  5.304e-02 -2.501e-01 -9.953e-01 -2.059e-03  0.000e+00  0.000e+00 -1.043e+00],1344.3384,0.5749625,-1,0.03708062,80.19164,1620.1335,0.011568575,945.01025,801.6832509322605,154,81.1998,0.0057496247,1.1568575,420353.16,525.8881,241.20422,315.64313,3.708062,0.3716228,15400,,920532,9.3598995,275.7951,405.63055,True,0.3215255,9.3598995,100
95.6,1517.2713828086853,884.5242,0.004821883,1.0782825,[-0.002  0.127 -0.32   0.027 -0.006  0.051 -0.255 -0.983 -0.002  0.  0.    -1.047],1564.5342,0.30744857,-1,0.026526272,91.69831,1888.9789,0.010218097,940.9796,884.52412395466,155,92.740074,0.0030744856,1.0218097,371205.1,560.0794,297.40472,317.8305,2.6526272,0.37003845,15500,,930092,9.359981,324.4447,352.52277,True,0.4821883,9.359981,100
96.26,1533.8697962760925,891.2764,0.0063166297,1.0448153,[-0.007  0.13  -0.321  0.024 -0.008  0.052 -0.255 -0.987 -0.002  0.  0.    -1.049],1526.8376,0.18329024,-1,0.0156947,96.9522,1878.1877,0.010337703,931.57477,891.2763601304883,156,95.71069,0.0018329023,1.0337703,261201.56,539.92615,287.9188,327.82,1.56947,0.3660583,15600,,939718,9.359917,351.35016,355.6311,True,0.63166296,9.359917,100
96.99,1551.9395022392273,896.7961,0.0038821714,1.0663478,[-0.008  0.13  -0.321  0.027 -0.006  0.051 -0.255 -0.991 -0.003  0.  0.    -1.053],1294.1539,0.27321088,-1,0.017404106,93.5431,1702.2887,0.010399009,935.942,896.7961327519025,157,93.77803,0.002732109,1.0399008,281845.44,488.6614,249.72485,386.10956,1.7404106,0.36428577,15700,,949417,9.359993,408.13477,408.586,True,0.38821715,9.359993,100
92.48,1566.2581923007965,856.1521,0.0019295923,1.2017955,[-0.007  0.13  -0.322  0.03  -0.002  0.052 -0.257 -0.99  -0.005  0.  0.    -1.055],1372.3893,0.56774694,-1,0.036729857,79.82056,1696.346,0.01129166,958.0194,856.152123935533,158,83.20883,0.0056774695,1.129166,345489.5,532.19543,250.59622,347.24835,3.6729858,0.36819485,15800,,958665,9.359941,323.9567,400.12634,True,0.19295923,9.359941,100
94.35,1581.6747040748596,873.60046,7.0868764e-06,15.293361,[-0.008  0.126 -0.324  0.036  0.003  0.054 -0.266 -1.007 -0.005  0.  0.    -1.051],1347.2374,46.51884,-1,4.6824493,1.3802098,1680.2404,0.055032514,6443.3457,873.6004409421087,159,6.538785,0.46518838,5.503252,1728251500.0,540.5975,255.3314,369.52832,468.24496,0.3356353,15900,,968100,9.359984,333.00293,4472.085,True,0.00070868764,9.359984,100
94.53,1596.2397446632385,874.27594,0.001061093,4.8925753,[-0.041  0.13  -0.325  0.043  0.01   0.076 -0.266 -1.046 -0.007  0.  0.    -1.083],1181.5005,7.552523,-1,0.6473268,7.051918,1502.6526,0.020802973,1983.845,874.275919749842,160,20.439135,0.07552523,2.0802975,31920404.0,553.12384,251.5845,423.4802,64.73268,0.34059078,16000,,977553,9.359996,321.15204,986.72235,True,0.10610929,9.359996,100
94.31,1608.8383190631866,872.32367,0.0031660404,1.2305506,[-0.05   0.137 -0.326  0.041  0.008  0.076 -0.25  -1.064 -0.005  0.  0.    -1.078],1318.8331,0.73717874,-1,0.06903162,67.508354,1622.0135,0.010625898,1001.5425,872.3236756467178,161,81.264435,0.007371787,1.0625899,1071282.4,569.1433,294.3915,385.71964,6.903162,0.3417978,16100,,986984,9.359918,303.18042,461.7517,True,0.31660405,9.359918,100
99.89,1623.97900056839,924.03534,0.0056329016,1.2744771,[-0.041  0.139 -0.328  0.038  0.004  0.069 -0.251 -1.068 -0.005  0.  0.    -1.077],1211.5712,1.8847284,-1,0.19685882,28.53293,1562.9067,0.011908825,1197.8041,924.0353460341549,162,78.46355,0.018847283,1.1908826,3532693.2,572.6997,289.1207,455.16336,19.685883,0.34169358,16200,,996973,9.3599415,351.33557,668.4816,True,0.5632902,9.3599415,100
102.49,1636.595269203186,947.0831,0.0037113284,1.1650308,[-0.04   0.142 -0.329  0.035  0.001  0.068 -0.254 -1.061  0.011  0.  0.    -1.077],1403.9587,0.46200287,-1,0.031999934,84.77449,1745.7285,0.0109016225,1083.9749,947.0831754410028,163,85.83464,0.0046200287,1.0901624,534483.5,605.3134,316.9729,423.36462,3.1999934,0.33511358,16300,,1007222,9.359967,341.7698,518.6909,True,0.37113285,9.359967,100
103.25,1649.7512748241425,953.97424,9.292892e-06,42.21843,[-4.706e-02  1.472e-01 -3.310e-01  3.329e-02  3.432e-04  7.020e-02 -2.550e-01 -1.070e+00  6.864e-03  0.000e+00  0.000e+00 -1.084e+00],1681.6533,53.01016,-1,5.3267713,1.6140846,2021.1455,0.06789782,8531.357,953.9742612473696,164,2.3686337,0.5301016,6.789781,2833728300.0,614.48206,327.31262,347.6306,532.6771,0.3302775,16400,,1017547,9.359948,339.4922,4591.5967,True,0.0009292892,9.359948,100
103.57,1665.3613107204437,957.8267,0.006221685,1.0667915,[-0.059  0.157 -0.336  0.023 -0.011  0.089 -0.273 -1.078  0.001  0.  0.    -1.089],1736.0963,0.2689317,-1,0.020437755,93.68673,2057.7231,0.010359846,1011.49713,957.8266960292256,165,93.73903,0.0026893169,1.0359848,336701.16,636.19995,350.52905,340.50977,2.0437756,0.32971212,16500,,1027904,9.359972,321.62683,373.89764,True,0.62216854,9.359972,100
104.46,1683.646075963974,963.9194,0.0020209104,1.5356401,[-6.101e-02  1.560e-01 -3.356e-01  2.075e-02 -1.367e-02  8.794e-02 -2.727e-01 -1.082e+00 -1.620e-04  0.000e+00  0.000e+00 -1.089e+00],1534.6758,2.018079,-1,0.20721568,25.90034,1896.1426,0.011931163,1304.3696,963.9193691835713,166,65.11942,0.020180792,1.1931164,6557126.0,602.4525,324.1035,395.0766,20.72157,0.32398677,16600,,1038350,9.359949,361.46686,599.4543,True,0.20209105,9.359949,100
105.54,1701.551685333252,973.7827,0.0007975563,1.5084158,[-0.061  0.154 -0.335  0.022 -0.013  0.083 -0.28  -1.077  0.009  0.  0.    -1.095],1365.1238,0.91168463,-1,0.051568784,61.779068,1768.4226,0.011590835,1229.9296,973.7827090880294,167,66.294716,0.009116845,1.1590835,1152062.4,570.4839,333.303,443.25598,5.1568785,0.31376648,16700,,1048904,9.359921,403.29883,578.3494,True,0.079755634,9.359921,100
113.76,1720.4543857574463,1050.8313,0.0011447768,1.5991222,[-0.057  0.154 -0.336  0.016 -0.018  0.075 -0.279 -1.081  0.008  0.  0.    -1.105],1639.269,1.9985185,-1,0.19275707,27.15418,2047.6189,0.012201807,1440.7112,1050.8311755896502,168,62.53431,0.019985184,1.2201807,6457281.5,642.4814,334.36597,436.54553,19.275707,0.30801392,16800,,1060280,9.359971,408.3498,663.90765,True,0.11447769,9.359971,100
118.82,1740.0018994808197,1096.5146,0.0038302287,1.1127236,[-0.066  0.157 -0.338  0.018 -0.017  0.078 -0.28  -1.086  0.001  0.  0.    -1.111],1701.7615,0.35790834,-1,0.022158215,90.39376,2063.3335,0.010979047,1202.4407,1096.5147300054566,169,89.869576,0.0035790831,1.0979047,414253.22,734.94275,355.41718,477.51477,2.2158215,0.30237952,16900,,1072162,9.359992,361.57202,549.484,True,0.38302287,9.359992,100
105.61,1759.0129001140594,974.6118,0.000109496665,2.2190905,[-0.064  0.158 -0.338  0.014 -0.021  0.078 -0.279 -1.085  0.002  0.  0.    -1.117],1393.2026,4.2978206,-1,0.4339984,9.904951,1807.0173,0.014250299,1454.7444,974.6118589742359,170,45.063507,0.04297821,1.4250299,8022311.5,560.7972,318.4593,432.50665,43.39984,0.3020366,17000,,1082723,9.35999,413.8147,647.19135,True,0.010949667,9.35999,100
114.21,1775.1958482265472,1052.6069,0.00042557306,1.4785026,[-7.038e-02  1.574e-01 -3.388e-01  1.565e-02 -1.898e-02  7.573e-02 -2.875e-01 -1.086e+00  1.046e-03  0.000e+00  0.000e+00 -1.117e+00],1579.8123,1.1560488,-1,0.08854859,50.41081,1937.8843,0.011655864,1276.6586,1052.6068509212723,171,67.635994,0.011560488,1.1655864,2475589.8,694.53485,309.4825,471.2417,8.854859,0.30253932,17100,,1094144,9.359764,358.07196,569.75507,True,0.042557307,9.359764,100
114.54,1790.7930521965027,1056.2551,0.0030331383,1.1589428,[-0.069  0.158 -0.34   0.013 -0.023  0.079 -0.286 -1.1    0.003  0.  0.    -1.116],1335.9551,0.37696972,-1,0.028452447,89.86438,1713.4277,0.011224709,1200.0288,1056.2550148084167,172,86.28554,0.0037696972,1.1224711,480202.78,678.7824,333.21088,542.2266,2.8452446,0.30856633,17200,,1105598,9.359952,377.4726,646.6557,True,0.30331385,9.359952,100
116.16,1812.7275683879852,1071.4733,0.0026484968,1.1944124,[-0.071  0.159 -0.34   0.014 -0.022  0.08  -0.279 -1.1   -0.005  0.  0.    -1.11 ],1609.862,0.46038517,-1,0.039920755,84.77684,1980.6797,0.010864441,1216.3586,1071.473298032188,173,83.72318,0.004603851,1.0864441,723056.25,700.6557,302.9179,477.2694,3.9920757,0.30758354,17300,,1117214,9.359983,370.81757,566.9581,True,0.2648497,9.359983,100
111.77,1831.2180216312408,1031.4064,0.0024590115,1.2289139,[-0.075  0.157 -0.34   0.012 -0.023  0.081 -0.283 -1.1   -0.004  0.  0.    -1.111],1444.5823,0.5525793,-1,0.038338862,79.71407,1880.8014,0.010953795,1192.6871,1031.4064166571497,174,81.372665,0.005525793,1.0953795,780203.94,595.18726,310.57718,467.16602,3.8338864,0.31336653,17400,,1128391,9.359962,436.21912,567.1906,True,0.24590117,9.359962,100
112.79,1847.1260120868683,1041.5444,0.00060437026,1.6053354,[-0.071  0.159 -0.342  0.015 -0.022  0.073 -0.286 -1.094  0.001  0.  0.    -1.106],1618.1469,1.3142955,-1,0.1232225,45.457565,2036.1797,0.01199855,1338.3912,1041.5445042598872,175,62.292282,0.013142955,1.1998551,2375407.5,623.51166,341.50592,430.69055,12.32225,0.31131083,17500,,1139670,9.359824,418.03287,564.4282,True,0.060437027,9.359824,100
118.53,1867.7281744480133,1089.2804,0.0020281193,1.2638661,[-0.083  0.164 -0.344  0.017 -0.02   0.077 -0.286 -1.1   -0.005  0.  0.    -1.108],1555.9639,0.6325837,-1,0.038091913,77.974815,1831.1729,0.0119024245,1281.7876,1089.2803782806423,176,79.12231,0.0063258363,1.1902424,556251.7,814.0714,326.33435,539.9286,3.8091912,0.3109703,17600,,1151523,9.359997,275.20898,664.1964,True,0.20281194,9.359997,100
114.63,1887.9527056217194,1057.1156,0.0010939165,1.2387565,[-0.086  0.167 -0.345  0.012 -0.025  0.083 -0.282 -1.104 -0.009  0.  0.    -1.108],1448.1294,0.71166575,-1,0.059693526,70.65027,1853.8038,0.011041574,1166.3256,1057.1156749317115,177,80.72611,0.0071166568,1.1041574,695587.1,651.4412,325.51645,500.9745,5.9693527,0.3179816,17700,,1162986,9.359975,405.67444,547.3436,True,0.109391645,9.359975,100
111.99,1905.9608988761902,1034.0364,0.0043624532,1.1663238,[-0.082  0.166 -0.345  0.012 -0.025  0.084 -0.283 -1.104 -0.002  0.  0.    -1.101],1872.7504,0.6251028,-1,0.05767063,74.27294,2251.4146,0.010621149,1149.4995,1034.0364092307098,178,85.73949,0.006251028,1.0621151,825571.56,655.3722,366.08768,358.61206,5.767063,0.33027616,17800,,1174185,9.359994,378.66418,420.065,True,0.43624532,9.359994,100
112.4,1921.9689207077026,1035.9851,0.0052654315,1.0665216,[-0.082  0.172 -0.35   0.014 -0.021  0.081 -0.284 -1.109 -0.008  0.  0.    -1.089],1507.9629,0.3149391,-1,0.024913086,91.99192,1884.9729,0.010674235,1103.8135,1035.9851113227319,179,93.76275,0.0031493907,1.0674237,334348.72,658.9751,319.53238,470.4933,2.4913087,0.32710552,17900,,1185425,9.359908,377.00998,519.81573,True,0.52654314,9.359908,100
119.45,1936.6698110103607,1099.8771,0.0030598599,1.1577122,[-0.083  0.172 -0.35   0.017 -0.018  0.084 -0.283 -1.113 -0.004  0.  0.    -1.092],1933.813,0.41500992,-1,0.025226943,87.56195,2355.7068,0.011011333,1245.7065,1099.8772225010293,180,86.37725,0.004150099,1.1011335,503632.72,677.98346,329.96262,393.16522,2.5226943,0.3256714,18000,,1197370,9.3599,421.89374,485.30536,True,0.305986,9.3599,100
108.91,1950.2352104187012,1004.7382,0.0039772764,1.0875169,[-0.084  0.174 -0.352  0.012 -0.024  0.083 -0.288 -1.116 -0.007  0.  0.    -1.093],1523.7759,0.36011288,-1,0.027771426,89.34918,1837.1697,0.010430204,1067.7567,1004.738167573255,181,91.95259,0.003601129,1.0430204,331659.03,691.34436,328.69403,453.58728,2.7771428,0.32039195,18100,,1208261,9.359925,313.39374,492.99408,True,0.39772764,9.359925,100
120.61,1965.7604765892029,1109.9836,0.0013749825,1.4945173,[-0.083  0.17  -0.351  0.013 -0.022  0.079 -0.293 -1.119 -0.007  0.  0.    -1.099],1485.6914,1.0202652,-1,0.08706955,55.351692,1847.6948,0.011359938,1340.8722,1109.983679548051,182,66.91123,0.010202652,1.1359938,1629600.0,747.9802,311.9099,555.67523,8.706955,0.31994942,18200,,1220322,9.359953,362.00348,663.22766,True,0.13749826,9.359953,100
123.71,1982.4862310886383,1139.4808,0.00023463044,7.429059,[-0.09   0.171 -0.352  0.015 -0.02   0.082 -0.298 -1.118 -0.01   0.  0.    -1.099],1750.3623,14.656253,-1,1.4203672,3.6485553,2149.1973,0.028520305,3329.732,1139.480818842805,183,13.460655,0.14656253,2.8520312,125349210.0,740.6459,323.0207,494.72168,142.03673,0.3181303,18300,,1232693,9.359994,398.83493,1572.3569,True,0.023463044,9.359994,100
121.39,2001.6163733005524,1119.6927,0.0020264375,1.1195595,[-0.075  0.165 -0.349  0.021 -0.016  0.062 -0.289 -1.1   -0.002  0.  0.    -1.101],1439.1279,0.41205728,-1,0.03396814,87.09889,1931.371,0.01070657,1208.5178,1119.6927386223083,184,89.32084,0.004120573,1.0706571,503737.53,627.4498,323.0188,540.2815,3.3968139,0.31544402,18400,,1244832,9.359939,492.24298,595.44714,True,0.20264375,9.359939,100
124.51,2020.738106250763,1147.5485,1.00395055e-05,17.807898,[-0.077  0.167 -0.35   0.018 -0.019  0.066 -0.29  -1.106 -0.009  0.  0.    -1.103],1436.9131,23.5566,-1,2.3023899,2.8673081,1897.186,0.040473167,4960.2954,1147.5484282716022,185,5.615486,0.23556598,4.047316,374216480.0,687.27545,319.22614,578.3927,230.239,0.31971735,18500,,1257283,9.3599825,460.27295,2558.492,True,0.0010039506,9.3599825,100
