MaxVanillaIw,MaxNormIw,Bound,Delta,EpsThisIter,VarDiscRet,eRenyi2,AvgRet,IterType,MinNormIw,VarJ,AvgVanillaIw,ESSClassic,AvgDiscRet,VarVanillaIw,VanillaAvgRet,MinVanillaIw,AvgNormIw,BatchSize,VarNormIw,ESSRenyi,AvgEpLen,J,VarRet
248.29,0.32772,63.3344,0.9,100,7965.47055295,95.3377,-32.1843816292,1,,68.8418,1.51526,4.71477642627,-32.1843816292,241.677,-32.1843816292,,0.002,500,0.00042104,5.24451419062,218.98,81.1238,7965.47055295
1.0,0.01,-20.9647,0.9,100,8361.13227728,1.0,-16.9188508943,2,0.01,90.9809,1.0,100.0,-16.9188508943,,-16.9188508943,1.0,0.01,500,3.50449e-18,500.0,260.79,-16.9188,8361.13227728
1.0,0.005,-21.9011,0.9,100,8273.68092395,1.0,-21.1616717197,2,0.005,90.7675,1.0,200.000000102,-21.1616717197,,-21.1616717197,1.0,0.005,500,2.1793e-19,500.0,246.1,-19.0403,8273.68092395
1.0,0.00333333,-23.1054,0.9,100,8270.49291072,1.0,-24.2281886942,2,0.00333333,90.7068,1.0,299.999969474,-24.2281886942,,-24.2281886942,1.0,0.00333333,500,5.43914e-20,500.0,237.94,-20.7696,8270.49291072
1.0,0.0025,-25.2934,0.9,100,8088.59902137,1.0,-30.7730547619,2,0.0025,90.5069,1.0,400.0,-30.7730547619,,-30.7730547619,1.0,0.0025,500,5.4346e-20,500.0,221.07,-23.2704,8088.59902137
37.5014,0.0635915,5.92077,0.9,100,8146.92093928,12.0426,-28.8028745629,1,1.7413e-22,272.423,1.17945,42.4294206719,-28.8028745629,15.0321,-28.8028745629,1.02688e-19,0.002,500,4.32236e-05,41.5192480528,230.85,12.4828,8146.92093928
1.0,0.01,-36.785,0.9,100,7402.14386788,1.0,-32.9415887585,2,0.01,85.6045,1.0,100.0,-32.9415887585,,-32.9415887585,1.0,0.01,500,3.50449e-18,500.0,220.3,-32.9416,7402.14386788
1.0,0.005,-38.3625,0.9,100,7656.80769496,1.0,-38.3272899714,2,0.005,86.3796,1.0,200.000000102,-38.3272899714,,-38.3272899714,1.0,0.005,500,2.1793e-19,500.0,207.45,-35.6344,7656.80769496
1.0,0.00333333,-35.6157,0.9,100,7897.71534082,1.0,-28.8957095823,2,0.00333333,87.1242,1.0,299.999969474,-28.8957095823,,-28.8957095823,1.0,0.00333333,500,5.43914e-20,500.0,228.61,-33.3882,7897.71534082
1.0,0.0025,-34.5039,0.9,100,7955.3776856,1.0,-30.1347656202,2,0.0025,87.5438,1.0,400.0,-30.1347656202,,-30.1347656202,1.0,0.0025,500,5.4346e-20,500.0,223.13,-32.5748,7955.3776856
1.00001,0.00200002,-32.952,0.9,100,8316.72923333,1.0,-25.5547422471,1,0.00199998,88.2368,1.0,500.000055171,-25.5547422471,3.69551e-12,-25.5547422471,0.99999,0.002,500,1.4938e-17,500.0,241.52,-31.1708,8316.72923333
1.0,0.01,-43.7758,0.9,100,7737.01791331,1.0,-39.9107664305,2,0.01,87.5194,1.0,100.0,-39.9107664305,,-39.9107664305,1.0,0.01,500,3.50449e-18,500.0,201.89,-39.9108,7737.01791331
1.0,0.005,-34.7091,0.9,100,8400.82423117,1.0,-24.0413612196,2,0.005,89.7284,1.0,200.000000102,-24.0413612196,,-24.0413612196,1.0,0.005,500,2.1793e-19,500.0,237.72,-31.9761,8400.82423117
1.0,0.00333333,-30.5771,0.9,100,8178.152928,1.0,-21.0846986908,2,0.00333333,89.9589,1.0,299.999969474,-21.0846986908,,-21.0846986908,1.0,0.00333333,500,5.43914e-20,500.0,249.99,-28.3456,8178.152928
1.0,0.0025,-32.5702,0.9,100,7488.1080753,1.0,-37.3998388367,2,0.0025,89.0962,1.0,400.0,-37.3998388367,,-37.3998388367,1.0,0.0025,500,5.4346e-20,500.0,207.44,-30.6092,7488.1080753
1.0,0.002,-33.1416,0.9,100,7927.88641568,1.0,-34.5012413053,1,0.002,89.0093,1.0,500.000006643,-34.5012413053,,-34.5012413053,1.0,0.002,500,5.43187e-20,500.0,215.35,-31.3876,7927.88641568
1.0,0.01,-26.2997,0.9,100,8170.41769593,1.0,-22.4523299361,2,0.01,89.9373,1.0,100.0,-22.4523299361,,-22.4523299361,1.0,0.01,500,3.50449e-18,500.0,244.03,-22.4523,8170.41769593
1.0,0.005,-38.1659,0.9,100,6835.26043142,1.0,-47.8755449835,2,0.005,87.1171,1.0,200.000000102,-47.8755449835,,-47.8755449835,1.0,0.005,500,2.1793e-19,500.0,184.98,-35.1639,6835.26043142
1.0,0.00333333,-33.3354,0.9,100,8159.48552258,1.0,-22.3249666906,2,0.00333333,88.2545,1.0,299.999969474,-22.3249666906,,-22.3249666906,1.0,0.00333333,500,5.43914e-20,500.0,245.89,-30.8843,8159.48552258
1.0,0.0025,-28.3965,0.9,100,8642.80645834,1.0,-12.4422346296,2,0.0025,89.6912,1.0,400.0,-12.4422346296,,-12.4422346296,1.0,0.0025,500,5.4346e-20,500.0,268.15,-26.2738,8642.80645834
1.0,0.002,-25.4853,0.9,100,8348.05550273,1.0,-12.8382465935,1,0.002,90.0966,1.0,500.000006643,-12.8382465935,,-12.8382465935,1.0,0.002,500,5.43187e-20,500.0,263.77,-23.5867,8348.05550273
1.0,0.01,-26.8659,0.9,100,8147.1945086,1.0,-23.0059826766,2,0.01,89.8094,1.0,100.0,-23.0059826766,,-23.0059826766,1.0,0.01,500,3.50449e-18,500.0,241.27,-23.006,8147.1945086
1.0,0.005,-26.5724,0.9,100,8223.82389814,1.0,-24.6800512273,2,0.005,90.0242,1.0,200.000000102,-24.6800512273,,-24.6800512273,1.0,0.005,500,2.1793e-19,500.0,238.18,-23.843,8223.82389814
1.0,0.00333333,-30.0796,0.9,100,7585.49624895,1.0,-35.8673805773,2,0.00333333,89.0968,1.0,299.999969474,-35.8673805773,,-35.8673805773,1.0,0.00333333,500,5.43914e-20,500.0,205.94,-27.8511,7585.49624895
1.0,0.0025,-29.7601,0.9,100,8114.1212105,1.0,-27.3404377914,2,0.0025,89.2299,1.0,400.0,-27.3404377914,,-27.3404377914,1.0,0.0025,500,5.4346e-20,500.0,232.73,-27.7235,8114.1212105
1.00002,0.00200004,-30.4603,0.9,100,8300.88962536,1.0,-32.0444580569,1,0.00199995,89.533,1.0,499.999994136,-32.0444580569,1.53958e-11,-32.0444580569,0.999977,0.002,500,6.1666e-17,500.0,224.39,-28.5876,8300.88962536
1.0,0.01,-43.0104,0.9,100,7310.6449117,1.0,-39.2332739825,2,0.01,85.0737,1.0,100.0,-39.2332739825,,-39.2332739825,1.0,0.01,500,3.50449e-18,500.0,207.8,-39.2333,7310.6449117
1.0,0.005,-34.3662,0.9,100,8303.76235924,1.0,-24.1574761719,2,0.005,88.238,1.0,200.000000102,-24.1574761719,,-24.1574761719,1.0,0.005,500,2.1793e-19,500.0,238.52,-31.6954,8303.76235924
1.0,0.00333333,-28.3285,0.9,100,8140.53632374,1.0,-14.8086197027,2,0.00333333,89.1088,1.0,299.999969474,-14.8086197027,,-14.8086197027,1.0,0.00333333,500,5.43914e-20,500.0,259.18,-26.0665,8140.53632374
1.0,0.0025,-27.0043,0.9,100,8231.51853185,1.0,-21.9818511989,2,0.0025,89.4188,1.0,400.0,-21.9818511989,,-21.9818511989,1.0,0.0025,500,5.4346e-20,500.0,241.4,-25.0453,8231.51853185
1.0,0.002,-26.7341,0.9,100,8465.80444769,1.0,-24.7285738806,1,0.002,89.8489,1.0,500.000006643,-24.7285738806,,-24.7285738806,1.0,0.002,500,5.43187e-20,500.0,240.38,-24.982,8465.80444769
1.0,0.01,-35.2625,0.9,100,7768.84750316,1.0,-31.4186387505,2,0.01,87.6992,1.0,100.0,-31.4186387505,,-31.4186387505,1.0,0.01,500,3.50449e-18,500.0,220.72,-31.4186,7768.84750316
1.0,0.005,-26.1807,0.9,100,8364.192253,1.0,-15.1190373162,2,0.005,89.7345,1.0,200.000000102,-15.1190373162,,-15.1190373162,1.0,0.005,500,2.1793e-19,500.0,264.78,-23.2688,8364.192253
1.0,0.00333333,-28.1641,0.9,100,7839.07280354,1.0,-30.7700175239,2,0.00333333,89.2613,1.0,299.999969474,-30.7700175239,,-30.7700175239,1.0,0.00333333,500,5.43914e-20,500.0,224.36,-25.7692,7839.07280354
1.0,0.0025,-29.9297,0.9,100,7675.84704553,1.0,-34.115268366,2,0.0025,88.8173,1.0,400.0,-34.115268366,,-34.115268366,1.0,0.0025,500,5.4346e-20,500.0,213.98,-27.8557,7675.84704553
1.0,0.002,-29.5384,0.9,100,8154.45468114,1.0,-26.994073505,1,0.002,89.0254,1.0,500.000006643,-26.994073505,,-26.994073505,1.0,0.002,500,5.43187e-20,500.0,233.42,-27.6834,8154.45468114
1.0,0.01,-35.4653,0.9,100,8284.03983696,1.0,-31.4489341425,2,0.01,90.5605,1.0,100.0,-31.4489341425,,-31.4489341425,1.0,0.01,500,3.50449e-18,500.0,223.93,-31.4489,8284.03983696
1.0,0.005,-31.5924,0.9,100,7950.27947647,1.0,-26.0560133908,2,0.005,89.6842,1.0,200.000000102,-26.0560133908,,-26.0560133908,1.0,0.005,500,2.1793e-19,500.0,233.52,-28.7525,7950.27947647
1.0,0.00333333,-25.971,0.9,100,8622.4917448,1.0,-13.3576640801,2,0.00333333,90.886,1.0,299.999969474,-13.3576640801,,-13.3576640801,1.0,0.00333333,500,5.43914e-20,500.0,264.88,-23.6209,8622.4917448
1.0,0.0025,-25.4932,0.9,100,8109.88534416,1.0,-22.9363759413,2,0.0025,90.5676,1.0,400.0,-22.9363759413,,-22.9363759413,1.0,0.0025,500,5.4346e-20,500.0,242.65,-23.4497,8109.88534416
1.0,0.002,-27.8642,0.9,100,7552.46074681,1.0,-36.383180627,1,0.002,89.9118,1.0,500.000006643,-36.383180627,,-36.383180627,1.0,0.002,500,5.43187e-20,500.0,211.53,-26.0364,7552.46074681
1.0,0.01,-33.9936,0.9,100,8022.02542159,1.0,-30.0575530243,2,0.01,89.1168,1.0,100.0,-30.0575530243,,-30.0575530243,1.0,0.01,500,3.50449e-18,500.0,222.95,-30.0576,8022.02542159
1.0,0.005,-32.3231,0.9,100,7860.50125155,1.0,-28.8116983151,2,0.005,88.6693,1.0,200.000000102,-28.8116983151,,-28.8116983151,1.0,0.005,500,2.1793e-19,500.0,225.31,-29.4346,7860.50125155
1.0,0.00333333,-32.433,0.9,100,8074.76551807,1.0,-31.3544248148,2,0.00333333,88.9212,1.0,299.999969474,-31.3544248148,,-31.3544248148,1.0,0.00333333,500,5.43914e-20,500.0,224.97,-30.0746,8074.76551807
1.0,0.0025,-30.4005,0.9,100,8088.16888441,1.0,-23.2083718229,2,0.0025,89.1117,1.0,400.0,-23.2083718229,,-23.2083718229,1.0,0.0025,500,5.4346e-20,500.0,241.46,-28.358,8088.16888441
1.0,0.002,-29.0904,0.9,100,8657.46307413,1.0,-22.8857635353,1,0.002,89.8426,1.0,500.000006643,-22.8857635353,,-22.8857635353,1.0,0.002,500,5.43187e-20,500.0,246.35,-27.2636,8657.46307413
1.0,0.01,-48.6587,0.9,100,7205.95686535,1.0,-44.6784998376,2,0.01,84.4624,1.0,100.0,-44.6784998376,,-44.6784998376,1.0,0.01,500,3.50449e-18,500.0,189.09,-44.6785,7205.95686535
1.0,0.005,-33.1828,0.9,100,8330.81422584,1.0,-15.9333425947,2,0.005,88.8666,1.0,200.000000102,-15.9333425947,,-15.9333425947,1.0,0.005,500,2.1793e-19,500.0,256.25,-30.3059,8330.81422584
1.0,0.00333333,-29.7384,0.9,100,8238.98615323,1.0,-21.3884852988,2,0.00333333,89.4505,1.0,299.999969474,-21.3884852988,,-21.3884852988,1.0,0.00333333,500,5.43914e-20,500.0,246.26,-27.3334,8238.98615323
1.0,0.0025,-30.9088,0.9,100,7802.38840502,1.0,-33.3038274456,2,0.0025,89.1,1.0,400.0,-33.3038274456,,-33.3038274456,1.0,0.0025,500,5.4346e-20,500.0,219.37,-28.826,7802.38840502
1.0,0.002,-32.5496,0.9,100,7717.41531029,1.0,-38.12924816,1,0.002,88.8423,1.0,500.000006643,-38.12924816,,-38.12924816,1.0,0.002,500,5.43187e-20,500.0,206.84,-30.6867,7717.41531029
1.0,0.01,-39.7178,0.9,100,7953.23957372,1.0,-35.7534920454,2,0.01,88.7339,1.0,100.0,-35.7534920454,,-35.7534920454,1.0,0.01,500,3.50449e-18,500.0,210.83,-35.7535,7953.23957372
1.0,0.005,-36.7366,0.9,100,8236.52533471,1.0,-31.98452064,2,0.005,89.5404,1.0,200.000000102,-31.98452064,,-31.98452064,1.0,0.005,500,2.1793e-19,500.0,224.04,-33.869,8236.52533471
1.0,0.00333333,-32.3471,0.9,100,8356.56833241,1.0,-22.2793878362,2,0.00333333,90.1804,1.0,299.999969474,-22.2793878362,,-22.2793878362,1.0,0.00333333,500,5.43914e-20,500.0,246.22,-30.0058,8356.56833241
1.0,0.0025,-30.821,0.9,100,7909.74211328,1.0,-25.1559560717,2,0.0025,89.7856,1.0,400.0,-25.1559560717,,-25.1559560717,1.0,0.0025,500,5.4346e-20,500.0,238.75,-28.7933,7909.74211328
1.00001,0.00200003,-29.2483,0.9,100,8168.05642476,1.0,-22.0002447504,1,0.00199998,89.8545,1.0,500.000080185,-22.0002447504,4.72928e-12,-22.0002447504,0.99999,0.002,500,1.90659e-17,500.0,247.85,-27.4347,8168.05642476
1.0,0.01,-31.6049,0.9,100,8028.06278107,1.0,-27.6585508225,2,0.01,89.1503,1.0,100.0,-27.6585508225,,-27.6585508225,1.0,0.01,500,3.50449e-18,500.0,233.43,-27.6585,8028.06278107
1.0,0.005,-37.4095,0.9,100,7190.24667461,1.0,-41.5794544404,2,0.005,87.0719,1.0,200.000000102,-41.5794544404,,-41.5794544404,1.0,0.005,500,2.1793e-19,500.0,198.17,-34.619,7190.24667461
1.0,0.00333333,-33.7339,0.9,100,8304.35949464,1.0,-25.1283477184,2,0.00333333,88.4013,1.0,299.999969474,-25.1283477184,,-25.1283477184,1.0,0.00333333,500,5.43914e-20,500.0,237.05,-31.4555,8304.35949464
1.0,0.0025,-33.2095,0.9,100,7679.68240091,1.0,-30.579072064,2,0.0025,88.102,1.0,400.0,-30.579072064,,-30.579072064,1.0,0.0025,500,5.4346e-20,500.0,221.72,-31.2364,7679.68240091
1.0,0.002,-31.7511,0.9,100,8366.72175589,1.0,-24.9856302343,1,0.002,88.7267,1.0,500.000006643,-24.9856302343,,-24.9856302343,1.0,0.002,500,5.43187e-20,500.0,242.72,-29.9862,8366.72175589
1.0,0.01,-31.2387,0.9,100,8397.16132563,1.0,-27.3360003587,2,0.01,91.1767,1.0,100.0,-27.3360003587,,-27.3360003587,1.0,0.01,500,3.50449e-18,500.0,234.06,-27.336,8397.16132563
1.0,0.005,-32.1412,0.9,100,7912.49393478,1.0,-31.4271478645,2,0.005,89.8747,1.0,200.000000102,-31.4271478645,,-31.4271478645,1.0,0.005,500,2.1793e-19,500.0,223.78,-29.3816,7912.49393478
1.0,0.00333333,-30.2769,0.9,100,8235.08696121,1.0,-25.1194642814,2,0.00333333,90.0366,1.0,299.999969474,-25.1194642814,,-25.1194642814,1.0,0.00333333,500,5.43914e-20,500.0,233.83,-27.9609,8235.08696121
1.0,0.0025,-32.7954,0.9,100,7643.95205777,1.0,-39.2760916513,2,0.0025,89.4194,1.0,400.0,-39.2760916513,,-39.2760916513,1.0,0.0025,500,5.4346e-20,500.0,206.8,-30.7897,7643.95205777
1.0,0.002,-32.0094,0.9,100,8328.26166319,1.0,-27.7356003913,1,0.002,89.7059,1.0,500.000006643,-27.7356003913,,-27.7356003913,1.0,0.002,500,5.43187e-20,500.0,232.19,-30.1789,8328.26166319
1.0,0.01,-33.0812,0.9,100,8265.64003159,1.0,-29.0012105593,2,0.01,90.4598,1.0,100.0,-29.0012105593,,-29.0012105593,1.0,0.01,500,3.50449e-18,500.0,229.57,-29.0012,8265.64003159
1.0,0.005,-28.5664,0.9,100,8175.45871834,1.0,-22.3568392035,2,0.005,90.2739,1.0,200.000000102,-22.3568392035,,-22.3568392035,1.0,0.005,500,2.1793e-19,500.0,246.3,-25.679,8175.45871834
1.0,0.00333333,-26.2201,0.9,100,8183.70878407,1.0,-20.2296784722,2,0.00333333,90.2227,1.0,299.999969474,-20.2296784722,,-20.2296784722,1.0,0.00333333,500,5.43914e-20,500.0,247.56,-23.8626,8183.70878407
1.0,0.0025,-28.9058,0.9,100,7782.12087001,1.0,-35.8688590091,2,0.0025,89.7675,1.0,400.0,-35.8688590091,,-35.8688590091,1.0,0.0025,500,5.4346e-20,500.0,214.97,-26.8641,7782.12087001
1.0,0.002,-30.3182,0.9,100,7779.29637274,1.0,-35.0036779957,1,0.002,89.4286,1.0,500.000006643,-35.0036779957,,-35.0036779957,1.0,0.002,500,5.43187e-20,500.0,215.43,-28.4921,7779.29637274
1.0,0.01,-42.0349,0.9,100,7629.93043892,1.0,-38.2396791903,2,0.01,86.9116,1.0,100.0,-38.2396791903,,-38.2396791903,1.0,0.01,500,3.50449e-18,500.0,205.13,-38.2397,7629.93043892
1.0,0.005,-35.3134,0.9,100,8217.73033184,1.0,-27.0198572955,2,0.005,88.7472,1.0,200.000000102,-27.0198572955,,-27.0198572955,1.0,0.005,500,2.1793e-19,500.0,232.77,-32.6298,8217.73033184
1.0,0.00333333,-29.2738,0.9,100,8673.57372647,1.0,-15.6702256902,2,0.00333333,90.4262,1.0,299.999969474,-15.6702256902,,-15.6702256902,1.0,0.00333333,500,5.43914e-20,500.0,260.58,-26.9766,8673.57372647
1.0,0.0025,-26.9113,0.9,100,7998.74481793,1.0,-18.7578459232,2,0.0025,90.139,1.0,400.0,-18.7578459232,,-18.7578459232,1.0,0.0025,500,5.4346e-20,500.0,253.95,-24.9219,7998.74481793
1.0,0.002,-27.852,0.9,100,7925.06081037,1.0,-30.6663736839,1,0.002,89.8581,1.0,500.000006643,-30.6663736839,,-30.6663736839,1.0,0.002,500,5.43187e-20,500.0,224.47,-26.0708,7925.06081037
1.0,0.01,-47.6464,0.9,100,7157.01482064,1.0,-43.7628625092,2,0.01,84.1751,1.0,100.0,-43.7628625092,,-43.7628625092,1.0,0.01,500,3.50449e-18,500.0,192.86,-43.7629,7157.01482064
1.0,0.005,-39.23,0.9,100,8129.35748229,1.0,-28.9709276644,2,0.005,87.3009,1.0,200.000000102,-28.9709276644,,-28.9709276644,1.0,0.005,500,2.1793e-19,500.0,233.5,-36.3669,8129.35748229
1.0,0.00333333,-37.6382,0.9,100,8058.17720419,1.0,-33.1676365739,2,0.00333333,87.9911,1.0,299.999969474,-33.1676365739,,-33.1676365739,1.0,0.00333333,500,5.43914e-20,500.0,219.29,-35.3005,8058.17720419
1.0,0.0025,-34.3549,0.9,100,8212.11363013,1.0,-23.4202431201,2,0.0025,88.6893,1.0,400.0,-23.4202431201,,-23.4202431201,1.0,0.0025,500,5.4346e-20,500.0,241.41,-32.3304,8212.11363013
1.0,0.002,-32.0449,0.9,100,8488.69075121,1.0,-21.7503025557,1,0.002,89.3941,1.0,500.000006643,-21.7503025557,,-21.7503025557,1.0,0.002,500,5.43187e-20,500.0,251.43,-30.2144,8488.69075121
1.0,0.01,-19.6034,0.9,100,8596.20040292,1.0,-15.5324425871,2,0.01,92.251,1.0,100.0,-15.5324425871,,-15.5324425871,1.0,0.01,500,3.50449e-18,500.0,264.91,-15.5324,8596.20040292
1.0,0.005,-25.1044,0.9,100,8152.52935517,1.0,-28.9190833187,2,0.005,91.2985,1.0,200.000000102,-28.9190833187,,-28.9190833187,1.0,0.005,500,2.1793e-19,500.0,229.53,-22.2258,8152.52935517
1.0,0.00333333,-28.8837,0.9,100,7956.10327121,1.0,-35.1483759681,2,0.00333333,90.6618,1.0,299.999969474,-35.1483759681,,-35.1483759681,1.0,0.00333333,500,5.43914e-20,500.0,215.03,-26.5333,7956.10327121
1.0,0.0025,-31.6001,0.9,100,7501.53713552,1.0,-38.6585659669,2,0.0025,89.7155,1.0,400.0,-38.6585659669,,-38.6585659669,1.0,0.0025,500,5.4346e-20,500.0,207.63,-29.5646,7501.53713552
1.0,0.002,-32.8862,0.9,100,7712.47434817,1.0,-37.0693404358,1,0.002,89.3039,1.0,500.000006643,-37.0693404358,,-37.0693404358,1.0,0.002,500,5.43187e-20,500.0,210.73,-31.0656,7712.47434817
1.0,0.01,-28.9432,0.9,100,8035.95572095,1.0,-24.9897679919,2,0.01,89.1941,1.0,100.0,-24.9897679919,,-24.9897679919,1.0,0.01,500,3.50449e-18,500.0,237.17,-24.9898,8035.95572095
1.0,0.005,-33.7313,0.9,100,7696.35814627,1.0,-36.8819326008,2,0.005,88.4469,1.0,200.000000102,-36.8819326008,,-36.8819326008,1.0,0.005,500,2.1793e-19,500.0,211.14,-30.9358,7696.35814627
1.0,0.00333333,-31.6451,0.9,100,7894.7488406,1.0,-26.2160325835,2,0.00333333,88.4616,1.0,299.999969474,-26.2160325835,,-26.2160325835,1.0,0.00333333,500,5.43914e-20,500.0,237.82,-29.3626,7894.7488406
1.0,0.0025,-36.4173,0.9,100,6889.79793845,1.0,-49.522285958,2,0.0025,87.4672,1.0,400.0,-49.522285958,,-49.522285958,1.0,0.0025,500,5.4346e-20,500.0,179.37,-34.4025,6889.79793845
1.00001,0.00200002,-35.4339,0.9,100,7864.20051069,1.0,-30.5487584355,1,0.00199996,87.635,1.0,500.00026254,-30.5487584355,1.37076e-11,-30.5487584355,0.999979,0.002,500,5.50067e-17,500.0,225.41,-33.6317,7864.20051069
1.0,0.01,-28.8601,0.9,100,8096.19307276,1.0,-24.6875492105,2,0.01,89.5278,1.0,100.0,-24.6875492105,,-24.6875492105,1.0,0.01,500,3.50449e-18,500.0,237.67,-24.6875,8096.19307276
1.0,0.005,-31.1463,0.9,100,7909.30793239,1.0,-31.7042192352,2,0.005,89.0788,1.0,200.000000102,-31.7042192352,,-31.7042192352,1.0,0.005,500,2.1793e-19,500.0,223.95,-28.1959,7909.30793239
1.0,0.00333333,-28.1198,0.9,100,8435.84778864,1.0,-20.7405690723,2,0.00333333,89.9233,1.0,299.999969474,-20.7405690723,,-20.7405690723,1.0,0.00333333,500,5.43914e-20,500.0,251.44,-25.7108,8435.84778864
1.0,0.0025,-30.9484,0.9,100,7431.32920874,1.0,-38.3161385933,2,0.0025,89.0713,1.0,400.0,-38.3161385933,,-38.3161385933,1.0,0.0025,500,5.4346e-20,500.0,205.89,-28.8621,7431.32920874
1.00258,0.00200517,-29.369,0.9,100,8384.37120481,1.00001,-22.0891941213,1,0.00199513,89.5245,0.999994,499.999594659,-22.0891941213,4.79124e-07,-22.0891941213,0.997558,0.002,500,1.91652e-12,499.996125728,246.55,-27.5029,8384.37120481
1.0,0.01,-27.5621,0.9,100,8469.61790121,1.0,-23.5201524978,2,0.01,91.5692,1.0,100.0,-23.5201524978,,-23.5201524978,1.0,0.01,500,3.50449e-18,500.0,241.96,-23.5202,8469.61790121
1.0,0.005,-23.4982,0.9,100,8321.84975857,1.0,-17.7601137436,2,0.005,91.2144,1.0,200.000000102,-17.7601137436,,-17.7601137436,1.0,0.005,500,2.1793e-19,500.0,253.68,-20.6401,8321.84975857
1.0,0.00333333,-26.5786,0.9,100,8030.18255362,1.0,-31.454733736,2,0.00333333,90.6789,1.0,299.999969474,-31.454733736,,-31.454733736,1.0,0.00333333,500,5.43914e-20,500.0,223.81,-24.245,8030.18255362
1.0,0.0025,-28.7655,0.9,100,7615.5953801,1.0,-34.2431932948,2,0.0025,89.8365,1.0,400.0,-34.2431932948,,-34.2431932948,1.0,0.0025,500,5.4346e-20,500.0,219.67,-26.7445,7615.5953801
1.00001,0.00200003,-28.6158,0.9,100,8117.52606325,1.0,-27.0627881967,1,0.00199995,89.7985,1.0,500.000286804,-27.0627881967,1.4007e-11,-27.0627881967,0.999974,0.002,500,5.61254e-17,500.0,233.08,-26.8082,8117.52606325
1.0,0.01,-32.9988,0.9,100,7935.04048299,1.0,-29.0053729855,2,0.01,88.6323,1.0,100.0,-29.0053729855,,-29.0053729855,1.0,0.01,500,3.50449e-18,500.0,228.81,-29.0054,7935.04048299
1.0,0.005,-27.8601,0.9,100,8242.08486301,1.0,-21.0671746373,2,0.005,89.5736,1.0,200.000000102,-21.0671746373,,-21.0671746373,1.0,0.005,500,2.1793e-19,500.0,247.1,-25.0363,8242.08486301
1.0,0.00333333,-27.8919,0.9,100,8096.13746416,1.0,-26.6863060159,2,0.00333333,89.5616,1.0,299.999969474,-26.6863060159,,-26.6863060159,1.0,0.00333333,500,5.43914e-20,500.0,232.53,-25.5863,8096.13746416
1.0,0.0025,-27.8966,0.9,100,8437.29133194,1.0,-26.7877633885,2,0.0025,90.0248,1.0,400.0,-26.7877633885,,-26.7877633885,1.0,0.0025,500,5.4346e-20,500.0,237.64,-25.8867,8437.29133194
1.00135,0.00200267,-27.9136,0.9,100,8611.71842595,1.00001,-26.5099832056,1,0.00199731,90.4923,1.00001,499.999811518,-26.5099832056,1.0899e-07,-26.5099832056,0.998671,0.002,500,4.35945e-13,499.996185332,232.56,-26.0091,8611.71842595
1.0,0.01,-29.2778,0.9,100,8297.79590085,1.0,-25.3442789221,2,0.01,90.6356,1.0,100.0,-25.3442789221,,-25.3442789221,1.0,0.01,500,3.50449e-18,500.0,238.01,-25.3443,8297.79590085
1.0,0.005,-30.7025,0.9,100,8167.05244396,1.0,-30.4979510335,2,0.005,90.3147,1.0,200.000000102,-30.4979510335,,-30.4979510335,1.0,0.005,500,2.1793e-19,500.0,224.89,-27.9211,8167.05244396
1.0,0.00333333,-34.9239,0.9,100,7362.64071344,1.0,-42.0877519899,2,0.00333333,88.95,1.0,299.999969474,-42.0877519899,,-42.0877519899,1.0,0.00333333,500,5.43914e-20,500.0,196.8,-32.6433,7362.64071344
1.0,0.0025,-31.6076,0.9,100,8316.20093293,1.0,-20.3696097183,2,0.0025,89.5577,1.0,400.0,-20.3696097183,,-20.3696097183,1.0,0.0025,500,5.4346e-20,500.0,251.5,-29.5749,8316.20093293
1.00001,0.00200002,-30.3482,0.9,100,8418.30956734,1.0,-24.3510270857,1,0.00199997,89.9314,1.0,500.000250783,-24.3510270857,8.95141e-12,-24.3510270857,0.999986,0.002,500,3.58873e-17,500.0,242.79,-28.5301,8418.30956734
1.0,0.01,-50.2215,0.9,100,6861.02293297,1.0,-46.3940578262,2,0.01,82.4161,1.0,100.0,-46.3940578262,,-46.3940578262,1.0,0.01,500,3.50449e-18,500.0,184.98,-46.3941,6861.02293297
1.0,0.005,-42.7645,0.9,100,7874.41681164,1.0,-33.3487797318,2,0.005,85.6539,1.0,200.000000102,-33.3487797318,,-33.3487797318,1.0,0.005,500,2.1793e-19,500.0,216.79,-39.8714,7874.41681164
1.0,0.00333333,-39.1114,0.9,100,7887.09317085,1.0,-30.5048320222,2,0.00333333,86.6793,1.0,299.999969474,-30.5048320222,,-30.5048320222,1.0,0.00333333,500,5.43914e-20,500.0,222.75,-36.7492,7887.09317085
1.0,0.0025,-42.4291,0.9,100,6662.2490579,1.0,-51.2858129659,2,0.0025,85.5774,1.0,400.0,-51.2858129659,,-51.2858129659,1.0,0.0025,500,5.4346e-20,500.0,176.42,-40.3834,6662.2490579
1.0,0.002,-41.6622,0.9,100,7731.5049893,1.0,-37.6289549457,1,0.002,85.9701,1.0,500.000006643,-37.6289549457,,-37.6289549457,1.0,0.002,500,5.43187e-20,500.0,207.0,-39.8325,7731.5049893
1.0,0.01,-34.5975,0.9,100,8040.01701286,1.0,-30.6801527071,2,0.01,89.2167,1.0,100.0,-30.6801527071,,-30.6801527071,1.0,0.01,500,3.50449e-18,500.0,224.89,-30.6802,8040.01701286
