ESSClassic,VarRet,MinNormIw,J,VarNormIw,eRenyi2,VarDiscRet,MaxNormIw,VarVanillaIw,AvgDiscRet,ESSRenyi,MaxVanillaIw,AvgNormIw,MinVanillaIw,Bound,AvgRet,VarJ,AvgEpLen,AvgVanillaIw,BatchSize
4.040993683072547,17629427.952616785,,-22.663408,0.0023986257,20.098385,695467.3203786914,0.28316146,25.070526,-2371.5238418892804,4.975524188168135,28.949074,0.01,,-1161.226,-12063.801877522203,112.74748,500.0,1.0223522,100
99.93407746714269,382.92445622089036,0.008799835,-9.339863,6.66281e-08,1.0010508,251.92739497135437,0.010188785,0.00067302294,-9.54810505487773,99.89502731969081,1.0240204,0.01,0.88442445,-250.66895,-10.00652292508141,14.380721,500.0,1.0050466,100
92.80708633245496,527394.2274534294,0.0006368455,-10.812207,7.828663e-06,1.0814556,20528.352302395357,0.012598745,0.079754986,-24.48821650451441,92.46796731932989,1.2716347,0.01,0.06427901,-264.9842,-82.87345855507479,12.250717,500.0,1.0093344,100
99.97793979592082,50.53581380241153,0.009380318,-8.190676,2.2299405e-08,1.0001024,49.13918215888087,0.01008968,0.00022223074,-8.214799979605527,99.9897609705122,1.0072397,0.01,0.9364251,-249.06348,-8.282284396961774,6.9612174,500.0,0.99828714,100
99.99640208487192,61.133532332866984,0.009707018,-9.745541,3.641421e-09,1.0000374,60.25146413740063,0.010045598,3.639897e-05,-9.754199540006168,99.9962569684162,1.0043497,0.01,0.97049874,-250.61012,-9.820448097641822,7.722469,500.0,0.9997908,100
99.99533533492244,60.592905133205235,0.009553272,-8.146234,4.713052e-09,1.000064,59.930801907773485,0.01004766,4.7218728e-05,-8.15389860091125,99.99359887092189,1.0057054,0.009999999,0.9562203,-248.98708,-8.19282504856561,7.692833,500.0,1.000935,100
99.99714671387471,70.15811624152099,0.009810416,-8.652172,2.865865e-09,1.0000354,68.84484737607596,0.010049058,2.8659579e-05,-8.660634015393127,99.99645960944844,1.0049222,0.010000002,0.9810575,-249.50299,-8.71321487487551,8.227148,500.0,1.0000162,100
99.99780933576758,58.4705078350916,0.009812249,-8.492104,2.2174231e-09,1.0000243,57.519329154461445,0.010042211,2.2152733e-05,-8.498136403272063,99.99756818963162,1.0037334,0.01,0.98074836,-249.3413,-8.550320116799744,7.530164,500.0,0.99951434,100
99.99464895102135,65.96811092750467,0.009582193,-7.958624,5.38907e-09,1.0000509,65.21338321983151,0.010049861,5.3905882e-05,-7.971381755336082,99.99491002242809,1.0051281,0.01,0.9583548,-248.7985,-8.010792481538388,8.018923,500.0,1.0001414,100
99.98655901057559,85.28780364364883,0.009567227,-9.081817,1.3571698e-08,1.0001714,83.21101431497394,0.010091424,0.00013619261,-9.121370203510637,99.982860642242,1.0109093,0.01,0.9583979,-249.95482,-9.180639429943907,8.955712,500.0,1.001751,100
99.99507361044147,59.245753240332796,0.00971452,-9.052927,4.9600386e-09,1.0000591,58.42052429262919,0.01006035,4.9640992e-05,-9.066824430753046,99.99408756882737,1.006447,0.01,0.97184974,-249.90721,-9.120177698060585,7.5963554,500.0,1.0004095,100
99.99649589224506,63.462943839115226,0.009781506,-8.436678,3.512931e-09,1.0000316,62.23043818107562,0.0100475885,3.5083016e-05,-8.444329552262207,99.99684105361948,1.0040971,0.010000002,0.9775064,-249.28957,-8.499548890894639,7.825873,500.0,0.9993414,100
99.99921803758426,71.22162195863362,0.009911517,-10.311946,7.8110746e-10,1.0000094,70.27111947311433,0.0100281965,7.811961e-06,-10.314032812909177,99.99905825548146,1.0028785,0.01,0.99120986,-251.16144,-10.368256184300769,8.332526,500.0,1.0000588,100
99.99811202454906,69.52225223431327,0.009948353,-9.284645,1.9139128e-09,1.0000204,68.55986902262651,0.010177286,1.914467e-05,-9.290088222809107,99.99796156270179,1.0178758,0.01,0.9949792,-250.13617,-9.345020270282197,8.2328,500.0,1.0001446,100
99.99415687666138,71.39037295942245,0.009743596,-7.974487,5.912437e-09,1.0000681,70.2289852669959,0.010161604,5.9062135e-05,-7.989683076659442,99.99319361286724,1.0156251,0.01,0.97384644,-248.8272,-8.04035197809881,8.309283,500.0,0.9994733,100
99.7417333604963,254.71652206855387,0.0071646417,-11.145879,2.615398e-07,1.0019411,189.7945017352411,0.010333416,0.0026124315,-11.562304758016595,99.80626756492143,1.0327555,0.01,0.71605784,-252.42432,-11.892644220284001,11.53815,500.0,0.9994328,100
