VarNormIw,AvgNormIw,VarRet,IterType,AvgEpLen,MaxNormIw,MinVanillaIw,MaxVanillaIw,Delta,AvgVanillaIw,VarJ,J,VarVanillaIw,ESSClassic,AvgDiscRet,ESSRenyi,VanillaAvgRet,AvgRet,BatchSize,Bound,VarDiscRet,eRenyi2,EpsThisIter,MinNormIw
7.66907e-06,0.01,2372.74114048,1,38.29,0.018182,0.304407,1.74102,0.4,0.957554,30.3636,-118.316,0.0703184,92.94338306,-123.056239525,93.0994119336,-123.056239525,-123.056239525,100,-179.999,2372.74114048,1.07412,100,0.00317901
4.4138e-06,0.01,2371.02573397,1,28.96,0.0176269,0.351723,1.79295,0.4,1.01717,35.747,-113.713,0.0456666,95.813247086,-116.989647756,95.7566268532,-116.989647756,-116.989647756,100,-175.512,2371.02573397,1.04431,100,0.00345786
0.00149977,0.01,3208.42084325,1,34.68,0.263079,,26.123,0.4,0.992973,9.7444,-107.09,14.7877,6.310036066,-122.06548946,99.9999880791,-122.06548946,-122.06548946,100,-166.626,3208.42084325,1.0,100,
2.41602e-07,0.01,10.2305165635,1,16.69,0.0107286,0.869176,1.07898,0.4,1.00571,3.15505,-108.592,0.00244367,99.761381986,-108.641596826,99.6752234836,-108.641596826,-108.641596826,100,-122.93,10.2305165635,1.00326,100,0.00864245
2.46391e-07,0.01,8.05896413838,1,16.28,0.0118123,0.8787,1.1765,0.4,0.995996,2.8225,-108.173,0.00244421,99.7566557502,-108.201295798,99.7981933649,-108.201295798,-108.201295798,100,-122.257,8.05896413838,1.00202,100,0.00882233
2.73384e-07,0.01,9.1153814159,1,16.36,0.0117703,0.883406,1.17644,0.4,0.999496,3.00613,-108.109,0.00273109,99.7300904958,-108.141515506,99.7637146137,-108.141515506,-108.141515506,100,-122.229,9.1153814159,1.00237,100,0.00883851
4.50418e-07,0.01,13.316486461,1,16.31,0.0112311,0.738134,1.13522,0.4,1.01078,3.1175,-107.734,0.0046018,99.5560664991,-107.828080407,99.4643094496,-107.828080407,-107.828080407,100,-124.298,13.316486461,1.00539,100,0.00730262
7.11885e-08,0.01,8.48543034139,1,16.5,0.0111551,0.917637,1.12166,0.4,1.00552,2.887,-107.816,0.000719762,99.9295415,-107.826820973,99.9264662175,-107.826820973,-107.826820973,100,-122.042,8.48543034139,1.00074,100,0.00912602
8.75193e-07,0.01,9.81164281033,1,16.49,0.0144895,0.91194,1.44697,0.4,0.998631,3.06647,-108.214,0.00872799,99.1409986758,-108.278895207,99.551185811,-108.278895207,-108.278895207,100,-122.409,9.81164281033,1.00451,100,0.0091319
3.21297e-07,0.01,7.3976721448,1,15.42,0.0139528,0.902177,1.39665,0.4,1.00098,2.69439,-107.571,0.00321928,99.6829335502,-107.59879074,99.812739742,-107.59879074,-107.59879074,100,-121.554,7.3976721448,1.00188,100,0.00901293
6.78966e-07,0.01,17.9784276993,1,16.25,0.0117155,0.75518,1.17575,0.4,1.00359,3.7653,-108.179,0.00683844,99.3323066383,-108.2893134,99.3588572807,-108.2893134,-108.2893134,100,-125.238,17.9784276993,1.00645,100,0.00752482
1.78161e-07,0.01,7.14701381972,1,16.85,0.0111219,0.83281,1.11317,0.4,1.00088,2.64643,-107.644,0.00178473,99.8239307007,-107.677129169,99.7661943894,-107.677129169,-107.677129169,100,-121.826,7.14701381972,1.00234,100,0.00832082
6.29901e-07,0.01,6.55911098051,1,15.84,0.0120742,0.740083,1.19006,0.4,0.985617,2.48701,-107.323,0.00611911,99.3802926363,-107.395705121,99.4933654548,-107.395705121,-107.395705121,100,-121.413,6.55911098051,1.00509,100,0.00750883
2.73077e-07,0.01,7.42615654289,1,15.97,0.0108771,0.807724,1.07778,0.4,0.990867,2.71946,-107.964,0.00268111,99.730378789,-107.999612007,99.7496451106,-107.999612007,-107.999612007,100,-121.948,7.42615654289,1.00251,100,0.00815169
3.70057e-07,0.01,18.3206163729,1,16.71,0.0116216,0.830712,1.1628,0.4,1.00055,3.9537,-108.428,0.00370464,99.6349960212,-108.495339427,99.6053477593,-108.495339427,-108.495339427,100,-125.14,18.3206163729,1.00396,100,0.00830256
8.34199e-07,0.01,9.10073124889,1,16.49,0.0113579,0.648769,1.1346,0.4,0.99895,2.81451,-108.514,0.00832448,99.180920623,-108.632795822,99.247346024,-108.632795822,-108.632795822,100,-123.106,9.10073124889,1.00758,100,0.00649451
4.3631e-07,0.01,9.95217639574,1,15.97,0.0114436,0.79168,1.14048,0.4,0.996608,3.11896,-108.067,0.00433355,99.5698676099,-108.122642815,99.6046263162,-108.122642815,-108.122642815,100,-122.205,9.95217639574,1.00397,100,0.00794374
1.13734e-07,0.01,7.4902633528,1,16.13,0.0109542,0.926752,1.09493,0.4,0.999551,2.71177,-107.931,0.00113631,99.8874955827,-107.958539363,99.8070869318,-107.958539363,-107.958539363,100,-121.918,7.4902633528,1.00193,100,0.00927169
3.1948e-07,0.01,7.20731592811,1,15.96,0.0113693,0.844298,1.13315,0.4,0.996672,2.64611,-107.821,0.00317357,99.6847086357,-107.853345382,99.7677724927,-107.853345382,-107.853345382,100,-121.89,7.20731592811,1.00233,100,0.00847118
2.43185e-07,0.01,8.44314196776,1,15.95,0.0118014,0.866306,1.17511,0.4,0.995739,2.87406,-107.704,0.00241117,99.7598147117,-107.734958385,99.7822981333,-107.734958385,-107.734958385,100,-121.943,8.44314196776,1.00218,100,0.00870013
3.36122e-07,0.01,7.28068271571,1,16.69,0.0112964,0.751607,1.13107,0.4,1.00127,2.64551,-107.529,0.00336975,99.6683669764,-107.578591383,99.6663297172,-107.578591383,-107.578591383,100,-121.712,7.28068271571,1.00335,100,0.00750655
2.88024e-07,0.01,7.16730563567,1,15.35,0.0107462,0.795708,1.07033,0.4,0.996003,2.66288,-107.406,0.00285727,99.7156364268,-107.435128662,99.797611598,-107.435128662,-107.435128662,100,-121.547,7.16730563567,1.00203,100,0.00798901
3.80776e-07,0.01,6.61670618606,1,16.34,0.0116239,0.807089,1.17345,0.4,1.00951,2.53557,-107.547,0.00388056,99.6244488443,-107.597754545,99.6314331729,-107.597754545,-107.597754545,100,-121.608,6.61670618606,1.0037,100,0.00799482
1.80736e-07,0.01,8.34125419196,1,15.88,0.0109308,0.820462,1.08731,0.4,0.994719,2.83725,-107.777,0.00178832,99.8213852105,-107.802469148,99.8192008807,-107.802469148,-107.802469148,100,-121.952,8.34125419196,1.00181,100,0.00824818
2.57963e-07,0.01,9.56592508204,1,16.29,0.0110404,0.830914,1.11323,0.4,1.00832,3.0025,-108.111,0.00262273,99.7453012759,-108.165623316,99.6156856496,-108.165623316,-108.165623316,100,-122.372,9.56592508204,1.00386,100,0.00824059
9.99157e-07,0.01,8.83570135925,1,16.28,0.0152591,0.809794,1.52575,0.4,0.999898,3.05052,-107.555,0.00998953,99.0205204122,-107.660095476,99.2655614529,-107.660095476,-107.660095476,100,-121.664,8.83570135925,1.0074,100,0.00809877
1.31082e-07,0.01,8.25600457244,1,16.14,0.0107602,0.891842,1.07452,0.4,0.998607,2.84004,-107.754,0.00130717,99.8704173767,-107.772414878,99.8702067144,-107.772414878,-107.772414878,100,-121.989,8.25600457244,1.0013,100,0.00893086
5.12303e-07,0.01,8.59520137946,1,17.02,0.0123211,0.855928,1.23012,0.4,0.998382,2.86512,-107.679,0.00510647,99.495383953,-107.741724202,99.5681892959,-107.741724202,-107.741724202,100,-122.197,8.59520137946,1.00434,100,0.00857315
9.85933e-07,0.01,10.5880303451,1,16.31,0.0126287,0.725575,1.24929,0.4,0.989249,3.15694,-108.556,0.00964846,99.0333813643,-108.690041258,99.0717362965,-108.690041258,-108.690041258,100,-123.002,10.5880303451,1.00937,100,0.00733461
1.08523e-07,0.01,7.27260871872,1,16.32,0.0110936,0.946672,1.10993,0.4,1.00051,2.66867,-107.369,0.00108635,99.8927006156,-107.382943662,99.8857731555,-107.382943662,-107.382943662,100,-121.603,7.27260871872,1.00114,100,0.00946186
5.28749e-07,0.01,7.88539972423,1,16.55,0.0126109,0.830312,1.2444,0.4,0.986767,2.74443,-107.316,0.00514848,99.4792824473,-107.37239994,99.5968448563,-107.37239994,-107.37239994,100,-121.482,7.88539972423,1.00405,100,0.00841447
