VarRet,MaxVanillaIw,MinNormIw,renyi2,VarDiscRet,EpsThisIter,IterType,VanillaAvgRet,VarNormIw,ESSRenyi,ESSClassic,VarJ,AvgNormIw,J,BatchSize,MaxNormIw,AvgVanillaIw,MinVanillaIw,Bound,SamplesThisIter,VarVanillaIw,delta,AvgRet,AvgDiscRet,AvgEpLen
3615.0666183933386,26371300000000.0,,nan,3615.0666183933386,8532,1,48.57271445817556,3.226258e-07,nan,1.9999818555364641,13320.352,6.511434e-07,29547.488,100,0.49773094,34499560.0,,203.53189,50000,9.0567614e+20,0.6,48.57271445817556,48.57271445817556,5.860290670417252
3602.464794512809,6.2624076e+16,,nan,3602.464794512809,8536,1,48.545506152185375,2.419129e-07,nan,1.9712684016751567,34531.79,6.508383e-07,46437.457,100,0.4279927,95230935000.0,,480.88684,50000,5.179275e+27,0.6,48.545506152185375,48.545506152185375,5.857544517338332
3891.854361260222,1.0528384e+28,,nan,3891.854361260222,8542,1,48.50477133249705,3.2519006e-07,nan,2.0000000498974932,30604.033,6.5038114e-07,109659.54,100,0.5,1.3694924e+22,,766.0088,50000,inf,0.6,48.50477133249705,48.50477133249705,5.853430110044486
5535.85976915459,2.4602086e+16,,nan,5535.85976915459,7992,1,52.53119540007381,3.47527e-07,nan,1.9999998932418435,64017.46,6.951396e-07,66200.195,100,0.49996963,34205846000.0,,561.54895,50000,8.414827e+26,0.6,52.53119540007381,52.53119540007381,6.256256256256257
8074.99220464203,1.1064184e+16,,nan,8074.99220464203,8370,1,49.70704157538852,6.5193554e-08,nan,0.9982457672326788,130366.37,6.6374616e-07,190014.16,100,0.15656385,46906163000.0,,1390.3157,50000,3.2558204e+26,0.6,49.70704157538852,49.70704157538852,5.973715651135006
9014.479282637176,3.1535077e+18,,nan,9014.479282637176,8604,1,48.08124205054117,2.1507337e-07,nan,1.867381624592389,159239.61,6.456945e-07,199559.8,100,0.39433634,5163618700000.0,,1905.8982,50000,1.3754375e+31,0.6,48.08124205054117,48.08124205054117,5.8112505811250585
8233.926175591461,1138108600000000.0,,nan,8233.926175591461,8378,1,49.6507216116171,1.3540928e-07,nan,1.9928881890647876,44647.566,6.6311236e-07,181006.45,100,0.24541034,3075232800.0,,1168.9197,50000,2.9122685e+24,0.6,49.6507216116171,49.6507216116171,5.9680114585820006
4918.650286413734,4.9325218e+27,,nan,4918.650286413734,9126,1,44.761250261621036,3.0437894e-07,nan,1.9999998540499933,45362.832,6.087613e-07,146093.4,100,0.4999989,6.00547e+21,,887.43396,50000,inf,0.6,44.761250261621036,44.761250261621036,5.478851632697786
10554.982729335297,5.5354408e+17,,nan,10554.982729335297,8638,1,47.85739989553277,2.591942e-07,nan,1.9810765639642836,108690.89,6.43153e-07,122275.92,100,0.44676247,796874300000.0,,2112.9712,50000,3.979022e+29,0.6,47.85739989553277,47.85739989553277,5.788376939106275
27717.273842281633,1.5707578e+17,,nan,27717.273842281633,7796,1,54.11068807164897,1.3060135e-07,nan,1.7339905301917005,61868.8,7.1261616e-07,405863.84,100,0.23749411,471315870000.0,,2771.234,50000,5.712947e+28,0.6,54.11068807164897,54.11068807164897,6.413545407901488
58051.32283664,61308560000000.0,,nan,58051.32283664,6620,1,65.51259304940776,4.118055e-07,nan,1.9999150677624686,102586.6,8.3920787e-07,383726.3,100,0.49532178,103873130.0,,2972.167,50000,6.308985e+21,0.6,65.51259304940776,65.51259304940776,7.552870090634441
847873.6268498444,398663.9,,nan,847873.6268498444,1472,1,329.83888817519454,1.7179975e-07,nan,2.0436505418567728,78606.09,3.774155e-06,558217.8,100,0.08690645,17.313091,,4154.2007,50000,3615201.0,0.6,329.83888817519454,329.83888817519454,33.96739130434783
2535800.7625937336,39729.887,,nan,2535800.7625937336,510,1,971.3350305329994,2.7677444e-07,nan,2.4485835847245707,45006.53,1.0893246e-05,751146.25,100,0.09472013,4.5691175,,4325.4766,50000,48694.066,0.6,971.3350305329994,971.3350305329994,98.03921568627452
4912135.43516616,22.600853,,nan,4912135.43516616,164,1,3043.8488780817434,4.489412e-09,nan,4.319545464440446,13604.46,3.3875338e-05,866325.94,100,0.00089741824,0.85312676,,4549.4326,50000,2.8474054,0.6,3043.8488780817434,3043.8488780817434,304.8780487804878
5294601.245283516,131.569,,nan,5294601.245283516,178,1,2803.5445782426964,8.649145e-09,nan,6.556866375647634,16686.078,3.1210988e-05,860197.44,100,0.0047887047,0.8575176,,4533.013,50000,6.5289636,0.6,2803.5445782426964,2803.5445782426964,280.8988764044944
3386667.799714915,13.738073,,nan,3386667.799714915,134,1,3727.233752348737,3.7580556e-09,nan,2.115815365049775,10710.722,4.145937e-05,868258.9,100,0.00068696344,0.8291153,,4546.739,50000,1.5029608,0.6,3727.233752348737,3727.233752348737,373.13432835820896
