IterType,ESSRenyi,VarNormIw,VarDiscRet,J,VarVanillaIw,VarRet,BatchSize,MaxVanillaIw,MinVanillaIw,Bound,AvgDiscRet,ESSClassic,VarJ,MinNormIw,AvgNormIw,EpsThisIter,eRenyi2,VanillaAvgRet,AvgRet,AvgEpLen,AvgVanillaIw,MaxNormIw
,200.0,3.5044917e-18,0.04255091601139741,4999.843,,0.04255091601139741,200,1.0,1.0,4579.032,4999.84317400475,100.0,0.20523894,0.01,0.009999998,100,1.0,4999.84317400475,4999.84317400475,500.0,1.0,0.01
1,192.31030048713703,1.113992e-06,86775.17124405412,4992.7817,0.04295192,86775.17124405412,200,1.2554721,0.17396252,4689.333,4970.538939934603,191.50909259233026,72.061,0.0008859423,0.005,100,1.0399859,4970.538939934603,4970.538939934603,497.08,0.98179376,0.006393767
2,200.0,3.5044917e-18,0.013321880715174681,4999.8813,,0.013321880715174681,200,1.0,1.0,4579.071,4999.881573092703,100.0,0.11485721,0.01,0.009999998,100,1.0,4999.881573092703,4999.881573092703,500.0,1.0,0.01
1,196.15346797368488,5.100896e-07,38393.58622208284,4994.8115,0.02035821,38393.58622208284,200,1.214508,0.36611778,4694.35,4986.03038538306,196.02048841787155,71.87009,0.0018326277,0.0049999994,100,1.0196098,4986.03038538306,4986.03038538306,498.62,0.9988875,0.0060793036
2,200.0,3.5044917e-18,0.01565829051721914,4999.8667,,0.01565829051721914,200,1.0,1.0,4579.056,4999.866576970003,100.0,0.124522045,0.01,0.009999998,100,1.0,4999.866576970003,4999.866576970003,500.0,1.0,0.01
1,199.99997615814493,4.7057e-12,0.01240372984201947,4999.8896,1.8826248e-07,0.01240372984201947,200,1.0017267,0.99899423,4702.3315,4999.888905423773,199.99995255890136,0.1110759,0.004994538,0.005,100,1.0000001,4999.888905423773,4999.888905423773,500.0,1.0000867,0.0050081997
2,200.0,3.5044917e-18,0.010671625446574162,4999.902,,0.010671625446574162,200,1.0,1.0,4579.0913,4999.902328596875,100.0,0.10280129,0.01,0.009999998,100,1.0,4999.902328596875,4999.902328596875,500.0,1.0,0.01
,300.0,2.179301e-19,70714.97410374897,4981.077,,70714.97410374897,300,1.0,1.0,4683.519,4981.076918002081,200.00000010221265,265.2572,0.005,0.0049999994,100,1.0,4981.076918002081,4981.076918002081,498.125,1.0,0.005
1,293.65734897649793,1.9952361e-07,47143.13821966052,4996.4194,0.018338947,47143.13821966052,300,1.1938859,0.27899984,4750.8545,4987.337243288031,294.7252036358305,59.99084,0.00092026714,0.0033333334,100,1.0215988,4987.337243288031,4987.337243288031,498.75,1.0105755,0.0039379736
2,300.0,3.5044917e-18,0.02650200386407553,4999.8496,,0.02650200386407553,300,1.0,1.0,4579.039,4999.849344512702,100.0,0.16196926,0.01,0.009999998,100,1.0,4999.849344512702,4999.849344512702,500.0,1.0,0.01
2,300.0,2.179301e-19,0.01899922914113955,4999.873,,0.01899922914113955,300,1.0,1.0,4702.315,4999.873488303587,200.00000010221265,0.13749434,0.005,0.0049999994,100,1.0,4999.873488303587,4999.873488303587,500.0,1.0,0.005
1,300.0,5.4391416e-20,0.017006839487997954,4999.8784,,0.017006839487997954,300,1.0,1.0,4756.9233,4999.8780245716425,299.999969473632,0.13018863,0.0033333334,0.0033333336,100,1.0,4999.8780245716425,4999.8780245716425,500.0,1.0,0.0033333334
2,300.0,3.5044917e-18,0.02728056000378287,4999.8643,,0.02728056000378287,300,1.0,1.0,4579.0537,4999.86439662972,100.0,0.1643397,0.01,0.009999998,100,1.0,4999.86439662972,4999.86439662972,500.0,1.0,0.01
2,300.0,2.179301e-19,0.029606285200130016,4999.8794,,0.029606285200130016,300,1.0,1.0,4702.3213,4999.879279862521,200.00000010221265,0.17164169,0.005,0.0049999994,100,1.0,4999.879279862521,4999.879279862521,500.0,1.0,0.005
1,299.9996423725577,1.9335564e-11,0.02704684552638901,4999.883,1.7401688e-06,0.02704684552638901,300,1.0019784,0.9948066,4756.9277,4999.881758879974,299.9995437388411,0.16372629,0.0033160509,0.0033333334,100,1.0000012,4999.881758879974,4999.881758879974,500.0,0.99999124,0.0033399572
2,300.0,3.5044917e-18,0.01728583480427002,4999.8906,,0.01728583480427002,300,1.0,1.0,4579.08,4999.891081757466,100.0,0.13083749,0.01,0.009999998,100,1.0,4999.891081757466,4999.891081757466,500.0,1.0,0.01
2,300.0,2.179301e-19,0.012689661955639838,4999.8984,,0.012689661955639838,300,1.0,1.0,4702.3403,4999.899049614029,200.00000010221265,0.11238026,0.005,0.0049999994,100,1.0,4999.899049614029,4999.899049614029,500.0,1.0,0.005
1,299.9999642372174,9.940279e-13,0.012424886488999358,4999.898,8.9465026e-08,0.012424886488999358,300,1.0006565,0.99870723,4756.943,4999.8972385430725,299.99998894203804,0.11124623,0.0033289543,0.0033333334,100,1.0000001,4999.8972385430725,4999.8972385430725,500.0,1.000021,0.0033354517
2,300.0,3.5044917e-18,0.011765610300456291,4999.889,,0.011765610300456291,300,1.0,1.0,4579.0786,4999.889374868446,100.0,0.1079276,0.01,0.009999998,100,1.0,4999.889374868446,4999.889374868446,500.0,1.0,0.01
2,300.0,2.179301e-19,0.01315816914938762,4999.8955,,0.01315816914938762,300,1.0,1.0,4702.3374,4999.896089568149,200.00000010221265,0.11442515,0.005,0.0049999994,100,1.0,4999.896089568149,4999.896089568149,500.0,1.0,0.005
,400.0,5.4391416e-20,0.012859728711747715,4999.894,,0.012859728711747715,400,1.0,1.0,4756.939,4999.8942835344615,299.999969473632,0.11321532,0.0033333334,0.0033333336,100,1.0,4999.8942835344615,4999.8942835344615,500.0,1.0,0.0033333334
1,399.99952316341023,1.2542075e-11,0.012381310063197128,4999.8916,2.0065231e-06,0.012381310063197128,400,1.0021176,0.9911035,4789.4863,4999.890875000749,399.9991759835366,0.11096253,0.0024778883,0.0025,100,1.0000012,4999.890875000749,4999.890875000749,500.0,0.99994767,0.0025054251
2,400.0,3.5044917e-18,0.017491181890632684,4999.8926,,0.017491181890632684,400,1.0,1.0,4579.082,4999.892302649572,100.0,0.13159232,0.01,0.009999998,100,1.0,4999.892302649572,4999.892302649572,500.0,1.0,0.01
2,400.0,2.179301e-19,0.017154097137160443,4999.8877,,0.017154097137160443,400,1.0,1.0,4702.3296,4999.888059655051,200.00000010221265,0.13064681,0.005,0.0049999994,100,1.0,4999.888059655051,4999.888059655051,500.0,1.0,0.005
2,400.0,5.4391416e-20,0.017120333696251055,4999.8867,,0.017120333696251055,400,1.0,1.0,4756.9316,4999.886754228015,299.999969473632,0.13063547,0.0033333334,0.0033333336,100,1.0,4999.886754228015,4999.886754228015,500.0,1.0,0.0033333334
,500.0,5.434597e-20,0.023404111710067625,4999.8833,,0.023404111710067625,500,1.0,1.0,4789.478,4999.883345233062,400.0,0.15279257,0.0025,0.0024999997,100,1.0,4999.883345233062,4999.883345233062,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.025761290797550032,4999.8833,,0.025761290797550032,500,1.0,1.0,4811.691,4999.883084438133,500.00000664260017,0.16033834,0.002,0.0020000003,100,1.0,4999.883084438133,4999.883084438133,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.013104319035893625,4999.8896,,0.013104319035893625,500,1.0,1.0,4579.079,4999.889656358578,100.0,0.11391203,0.01,0.009999998,100,1.0,4999.889656358578,4999.889656358578,500.0,1.0,0.01
2,500.0,2.179301e-19,0.0446486009154159,4999.877,,0.0446486009154159,500,1.0,1.0,4702.319,4999.877160049831,200.00000010221265,0.21077438,0.005,0.0049999994,100,1.0,4999.877160049831,4999.877160049831,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.042000976600700506,4999.877,,0.042000976600700506,500,1.0,1.0,4756.922,4999.877000291357,299.999969473632,0.20460123,0.0033333334,0.0033333336,100,1.0,4999.877000291357,4999.877000291357,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.037049724244900654,4999.877,,0.037049724244900654,500,1.0,1.0,4789.4717,4999.877071418388,400.0,0.19224484,0.0025,0.0024999997,100,1.0,4999.877071418388,4999.877071418388,500.0,1.0,0.0025
1,497.3536867553427,2.4906011e-08,49997.63677436355,4990.9185,0.0062720645,49997.63677436355,500,1.8218684,0.8952022,4802.226,4989.880382377601,496.9121575495876,200.20299,0.0017838896,0.002,100,1.0053208,4989.880382377601,4989.880382377601,499.002,1.0036521,0.0036304782
2,500.0,3.5044917e-18,24994.12633759361,4984.0703,,24994.12633759361,500,1.0,1.0,4563.26,4984.070158872097,100.0,157.30284,0.01,0.009999998,100,1.0,4984.070158872097,4984.070158872097,498.43,1.0,0.01
2,500.0,2.179301e-19,12726.267741598416,4990.8677,,12726.267741598416,500,1.0,1.0,4693.3096,4990.867836497731,200.00000010221265,112.528366,0.005,0.0049999994,100,1.0,4990.867836497731,4990.867836497731,499.11,1.0,0.005
2,500.0,5.4391416e-20,8488.117653447172,4993.8726,,8488.117653447172,500,1.0,1.0,4750.9175,4993.872857121819,299.999969473632,91.9773,0.0033333334,0.0033333336,100,1.0,4993.872857121819,4993.872857121819,499.4066666666667,1.0,0.0033333334
2,500.0,5.434597e-20,6367.53136229372,4995.372,,6367.53136229372,500,1.0,1.0,4784.967,4995.3716893274795,400.0,79.697,0.0025,0.0024999997,100,1.0,4995.3716893274795,4995.3716893274795,499.555,1.0,0.0025
1,496.5321624515594,3.0546683e-08,5094.715625223401,4997.9883,0.007657021,5094.715625223401,500,1.1070997,0.49958587,4809.14,4996.270586042024,496.2180972331119,35.966595,0.0009978431,0.0020000003,100,1.0069841,4996.270586042024,4996.270586042024,499.644,1.0013314,0.002211255
2,500.0,3.5044917e-18,0.016971791209867106,4999.898,,0.016971791209867106,500,1.0,1.0,4579.0874,4999.898114091073,100.0,0.12963079,0.01,0.009999998,100,1.0,4999.898114091073,4999.898114091073,500.0,1.0,0.01
2,500.0,2.179301e-19,0.016247077376837723,4999.88,,0.016247077376837723,500,1.0,1.0,4702.322,4999.879814289124,200.00000010221265,0.12714987,0.005,0.0049999994,100,1.0,4999.879814289124,4999.879814289124,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.015022282552586499,4999.88,,0.015022282552586499,500,1.0,1.0,4756.925,4999.879578041301,299.999969473632,0.12236177,0.0033333334,0.0033333336,100,1.0,4999.879578041301,4999.879578041301,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.015047650880994074,4999.883,,0.015047650880994074,500,1.0,1.0,4789.4775,4999.8825355168665,400.0,0.122512504,0.0025,0.0024999997,100,1.0,4999.8825355168665,4999.8825355168665,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.01421002304570189,4999.8823,,0.01421002304570189,500,1.0,1.0,4811.69,4999.881830770944,500.00000664260017,0.119080625,0.002,0.0020000003,100,1.0,4999.881830770944,4999.881830770944,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.009260139303104325,4999.8916,,0.009260139303104325,500,1.0,1.0,4579.081,4999.891965175823,100.0,0.09572885,0.01,0.009999998,100,1.0,4999.891965175823,4999.891965175823,500.0,1.0,0.01
2,500.0,2.179301e-19,0.008546605580500464,4999.9004,,0.008546605580500464,500,1.0,1.0,4702.3423,4999.900648734466,200.00000010221265,0.092211,0.005,0.0049999994,100,1.0,4999.900648734466,4999.900648734466,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.029228233586700725,4999.892,,0.029228233586700725,500,1.0,1.0,4756.937,4999.891642076696,299.999969473632,0.1706699,0.0033333334,0.0033333336,100,1.0,4999.891642076696,4999.891642076696,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,25778.40942376158,4991.8545,,25778.40942376158,500,1.0,1.0,4781.449,4991.85511404621,400.0,160.35573,0.0025,0.0024999997,100,1.0,4991.85511404621,4991.85511404621,499.2,1.0,0.0025
1,493.3376021860541,6.376063e-08,20622.7378451573,4998.274,0.015998513,20622.7378451573,500,1.2054495,0.2303232,4808.8154,4993.461028348498,492.17049071488555,36.10268,0.00045980554,0.002,100,1.0135047,4993.461028348498,4993.461028348498,499.36,1.0018288,0.0024064982
2,500.0,3.5044917e-18,0.010927738314497006,4999.899,,0.010927738314497006,500,1.0,1.0,4579.0884,4999.899542445963,100.0,0.10401053,0.01,0.009999998,100,1.0,4999.899542445963,4999.899542445963,500.0,1.0,0.01
2,500.0,2.179301e-19,0.011859228637044375,4999.898,,0.011859228637044375,500,1.0,1.0,4702.34,4999.89800538185,200.00000010221265,0.10862613,0.005,0.0049999994,100,1.0,4999.89800538185,4999.89800538185,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.015066825823469078,4999.888,,0.015066825823469078,500,1.0,1.0,4756.933,4999.888051308847,299.999969473632,0.12254477,0.0033333334,0.0033333336,100,1.0,4999.888051308847,4999.888051308847,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.015964060690671744,4999.8887,,0.015964060690671744,500,1.0,1.0,4789.4834,4999.888842366973,400.0,0.12619357,0.0025,0.0024999997,100,1.0,4999.888842366973,4999.888842366973,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.016486305787648464,4999.8877,,0.016486305787648464,500,1.0,1.0,4811.6953,4999.886968355932,500.00000664260017,0.12827635,0.002,0.0020000003,100,1.0,4999.886968355932,4999.886968355932,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.014469318879465363,4999.894,,0.014469318879465363,500,1.0,1.0,4579.0835,4999.894546853679,100.0,0.11968474,0.01,0.009999998,100,1.0,4999.894546853679,4999.894546853679,500.0,1.0,0.01
2,500.0,2.179301e-19,0.053905032818591395,4999.8726,,0.053905032818591395,500,1.0,1.0,4702.3145,4999.872414122501,200.00000010221265,0.23159614,0.005,0.0049999994,100,1.0,4999.872414122501,4999.872414122501,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.03975114489288747,4999.877,,0.03975114489288747,500,1.0,1.0,4756.922,4999.876935581064,299.999969473632,0.19904938,0.0033333334,0.0033333336,100,1.0,4999.876935581064,4999.876935581064,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.03352391615729442,4999.8813,,0.03352391615729442,500,1.0,1.0,4789.476,4999.881579167046,400.0,0.18287091,0.0025,0.0024999997,100,1.0,4999.881579167046,4999.881579167046,500.0,1.0,0.0025
1,499.99958276783474,5.5771845e-12,0.029064829813900756,4999.884,1.3942653e-06,0.029064829813900756,500,1.0015521,0.9915652,4811.6914,4999.882715092424,499.99930474249186,0.1694771,0.0019831525,0.0019999999,100,1.0000008,4999.882715092424,4999.882715092424,500.0,0.9999889,0.0020031265
2,500.0,3.5044917e-18,0.012695400056287888,4999.9053,,0.012695400056287888,500,1.0,1.0,4579.0947,4999.905477008216,100.0,0.11211658,0.01,0.009999998,100,1.0,4999.905477008216,4999.905477008216,500.0,1.0,0.01
2,500.0,2.179301e-19,0.011740853351810023,4999.903,,0.011740853351810023,500,1.0,1.0,4702.3447,4999.9025815859195,200.00000010221265,0.1080912,0.005,0.0049999994,100,1.0,4999.9025815859195,4999.9025815859195,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.015289929145459156,4999.898,,0.015289929145459156,500,1.0,1.0,4756.943,4999.898064671379,299.999969473632,0.12345029,0.0033333334,0.0033333336,100,1.0,4999.898064671379,4999.898064671379,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.01389237253134636,4999.901,,0.01389237253134636,500,1.0,1.0,4789.4956,4999.900237625101,400.0,0.1177222,0.0025,0.0024999997,100,1.0,4999.900237625101,4999.900237625101,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.014550533693411947,4999.897,,0.014550533693411947,500,1.0,1.0,4811.7046,4999.896679039374,500.00000664260017,0.120507166,0.002,0.0020000003,100,1.0,4999.896679039374,4999.896679039374,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.012392583050970971,4999.8853,,0.012392583050970971,500,1.0,1.0,4579.0747,4999.885317681115,100.0,0.11077797,0.01,0.009999998,100,1.0,4999.885317681115,4999.885317681115,500.0,1.0,0.01
2,500.0,2.179301e-19,0.014301938301965269,4999.885,,0.014301938301965269,500,1.0,1.0,4702.3267,4999.884951582976,200.00000010221265,0.11929827,0.005,0.0049999994,100,1.0,4999.884951582976,4999.884951582976,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.013047642920057247,4999.8916,,0.013047642920057247,500,1.0,1.0,4756.9365,4999.891606830692,299.999969473632,0.11403789,0.0033333334,0.0033333336,100,1.0,4999.891606830692,4999.891606830692,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.013297975275778515,4999.891,,0.013297975275778515,500,1.0,1.0,4789.486,4999.89088721482,400.0,0.1151716,0.0025,0.0024999997,100,1.0,4999.89088721482,4999.89088721482,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.01388694373278701,4999.89,,0.01388694373278701,500,1.0,1.0,4811.6978,4999.889586910851,500.00000664260017,0.117733136,0.002,0.0020000003,100,1.0,4999.889586910851,4999.889586910851,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.03143882679937218,4999.873,,0.03143882679937218,500,1.0,1.0,4579.0625,4999.87349067388,100.0,0.1764293,0.01,0.009999998,100,1.0,4999.87349067388,4999.87349067388,500.0,1.0,0.01
2,500.0,2.179301e-19,0.021063847345453367,4999.879,,0.021063847345453367,500,1.0,1.0,4702.321,4999.878703597745,200.00000010221265,0.14477603,0.005,0.0049999994,100,1.0,4999.878703597745,4999.878703597745,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.02269594153158937,4999.883,,0.02269594153158937,500,1.0,1.0,4756.9277,4999.883247139983,299.999969473632,0.15040295,0.0033333334,0.0033333336,100,1.0,4999.883247139983,4999.883247139983,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.0206591826850444,4999.886,,0.0206591826850444,500,1.0,1.0,4789.481,4999.88628060768,400.0,0.14355281,0.0025,0.0024999997,100,1.0,4999.88628060768,4999.88628060768,500.0,1.0,0.0025
1,499.9988675143143,1.1582436e-11,0.022375633617393698,4999.885,2.895744e-06,0.022375633617393698,500,1.0030621,0.99329656,4811.6924,4999.884422751471,499.99851179280904,0.14895838,0.0019865474,0.0019999999,100,1.0000023,4999.884422751471,4999.884422751471,500.0,1.0000231,0.002006078
2,500.0,3.5044917e-18,0.01602568959411263,4999.9087,,0.01602568959411263,500,1.0,1.0,4579.098,4999.9091597899915,100.0,0.12593673,0.01,0.009999998,100,1.0,4999.9091597899915,4999.9091597899915,500.0,1.0,0.01
2,500.0,2.179301e-19,0.014419556822864488,4999.901,,0.014419556822864488,500,1.0,1.0,4702.343,4999.900915314313,200.00000010221265,0.11976661,0.005,0.0049999994,100,1.0,4999.900915314313,4999.900915314313,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.019475242134739477,4999.892,,0.019475242134739477,500,1.0,1.0,4756.937,4999.891869303,299.999969473632,0.13931337,0.0033333334,0.0033333336,100,1.0,4999.891869303,4999.891869303,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,156.18115259226408,4999.2666,,156.18115259226408,500,1.0,1.0,4788.8613,4999.267143888258,400.0,12.481605,0.0025,0.0024999997,100,1.0,4999.267143888258,4999.267143888258,499.94,1.0,0.0025
1,499.75764583310496,1.873828e-09,124.94866645452481,4999.4795,0.0004676038,124.94866645452481,500,1.0229721,0.8266729,4811.2417,4999.392489508519,499.76639663451175,9.243243,0.0016548535,0.002,100,1.000485,4999.392489508519,4999.392489508519,499.952,0.999089,0.0020478098
2,500.0,3.5044917e-18,0.009752913530128715,4999.904,,0.009752913530128715,500,1.0,1.0,4579.0933,4999.903819761895,100.0,0.09826699,0.01,0.009999998,100,1.0,4999.903819761895,4999.903819761895,500.0,1.0,0.01
2,500.0,2.179301e-19,0.010363853830193722,4999.9043,,0.010363853830193722,500,1.0,1.0,4702.346,4999.904375857126,200.00000010221265,0.10155278,0.005,0.0049999994,100,1.0,4999.904375857126,4999.904375857126,500.0,1.0,0.005
2,500.0,5.4391416e-20,83330.14116551705,4983.239,,83330.14116551705,500,1.0,1.0,4740.2837,4983.2376082086585,299.999969473632,288.1881,0.0033333334,0.0033333336,100,1.0,4983.2376082086585,4983.2376082086585,498.33666666666664,1.0,0.0033333334
2,500.0,5.434597e-20,62497.5429855436,4987.402,,62497.5429855436,500,1.0,1.0,4776.9966,4987.401558336995,400.0,249.68239,0.0025,0.0024999997,100,1.0,4987.401558336995,4987.401558336995,498.7525,1.0,0.0025
1,481.3984656277829,1.6912627e-07,99795.70276739013,4988.5317,0.042069834,99795.70276739013,500,1.6594157,0.15288149,4796.7383,4979.902535513546,479.7557040519304,190.94698,0.00030653144,0.002,100,1.0386406,4979.902535513546,4979.902535513546,498.004,0.997493,0.0033271725
2,500.0,3.5044917e-18,0.027001272090017837,4999.8706,,0.027001272090017837,500,1.0,1.0,4579.06,4999.870731878751,100.0,0.16349429,0.01,0.009999998,100,1.0,4999.870731878751,4999.870731878751,500.0,1.0,0.01
2,500.0,2.179301e-19,0.025469921499337668,4999.8706,,0.025469921499337668,500,1.0,1.0,4702.3125,4999.8709171080245,200.00000010221265,0.15918978,0.005,0.0049999994,100,1.0,4999.8709171080245,4999.8709171080245,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.026349082645204944,4999.877,,0.026349082645204944,500,1.0,1.0,4756.922,4999.876716531851,299.999969473632,0.16205703,0.0033333334,0.0033333336,100,1.0,4999.876716531851,4999.876716531851,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.032348875346329006,4999.871,,0.032348875346329006,500,1.0,1.0,4789.466,4999.870743301693,400.0,0.17963071,0.0025,0.0024999997,100,1.0,4999.870743301693,4999.870743301693,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.02805438549638905,4999.8765,,0.02805438549638905,500,1.0,1.0,4811.684,4999.8760283267875,500.00000664260017,0.16732673,0.002,0.0020000003,100,1.0,4999.8760283267875,4999.8760283267875,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.0554415389874869,4999.877,,0.0554415389874869,500,1.0,1.0,4579.0664,4999.876830700858,100.0,0.23426332,0.01,0.009999998,100,1.0,4999.876830700858,4999.876830700858,500.0,1.0,0.01
2,500.0,2.179301e-19,0.03388119726094326,4999.8765,,0.03388119726094326,500,1.0,1.0,4702.3184,4999.876563292804,200.00000010221265,0.18359551,0.005,0.0049999994,100,1.0,4999.876563292804,4999.876563292804,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.025579518036578087,4999.8843,,0.025579518036578087,500,1.0,1.0,4756.929,4999.884339916615,299.999969473632,0.15966517,0.0033333334,0.0033333336,100,1.0,4999.884339916615,4999.884339916615,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.02279993774001187,4999.8843,,0.02279993774001187,500,1.0,1.0,4789.479,4999.884358982857,400.0,0.15080568,0.0025,0.0024999997,100,1.0,4999.884358982857,4999.884358982857,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.02055791884422615,4999.8857,,0.02055791884422615,500,1.0,1.0,4811.6934,4999.885489864656,500.00000664260017,0.14323792,0.002,0.0020000003,100,1.0,4999.885489864656,4999.885489864656,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.013475333530727206,4999.874,,0.013475333530727206,500,1.0,1.0,4579.0635,4999.873812668975,100.0,0.11548759,0.01,0.009999998,100,1.0,4999.873812668975,4999.873812668975,500.0,1.0,0.01
2,500.0,2.179301e-19,0.017155825897719166,4999.871,,0.017155825897719166,500,1.0,1.0,4702.313,4999.871565217929,200.00000010221265,0.13064508,0.005,0.0049999994,100,1.0,4999.871565217929,4999.871565217929,500.0,1.0,0.005
2,500.0,5.4391416e-20,0.01624601170943997,4999.872,,0.01624601170943997,500,1.0,1.0,4756.917,4999.872027227748,299.999969473632,0.12723926,0.0033333334,0.0033333336,100,1.0,4999.872027227748,4999.872027227748,500.0,1.0,0.0033333334
2,500.0,5.434597e-20,0.016801631963047618,4999.875,,0.016801631963047618,500,1.0,1.0,4789.4697,4999.875505725668,400.0,0.12945409,0.0025,0.0024999997,100,1.0,4999.875505725668,4999.875505725668,500.0,1.0,0.0025
1,500.0,5.431875e-20,0.016159705614262204,4999.8755,,0.016159705614262204,500,1.0,1.0,4811.683,4999.8747560801285,500.00000664260017,0.12699068,0.002,0.0020000003,100,1.0,4999.8747560801285,4999.8747560801285,500.0,1.0,0.002
2,500.0,3.5044917e-18,0.02170807425785913,4999.868,,0.02170807425785913,500,1.0,1.0,4579.0576,4999.868584382092,100.0,0.1465944,0.01,0.009999998,100,1.0,4999.868584382092,4999.868584382092,500.0,1.0,0.01
2,500.0,2.179301e-19,0.017836967634716802,4999.878,,0.017836967634716802,500,1.0,1.0,4702.32,4999.877658914944,200.00000010221265,0.13321924,0.005,0.0049999994,100,1.0,4999.877658914944,4999.877658914944,500.0,1.0,0.005
