J,AvgRet,VarRet,IterType,VanillaAvgRet,VarNormIw,ESSRenyi,Bound,MaxNormIw,AvgDiscRet,ESSClassic,Delta,VarVanillaIw,BatchSize,VarJ,AvgVanillaIw,AvgEpLen,MaxVanillaIw,MinNormIw,eRenyi2,EpsThisIter,MinVanillaIw,VarDiscRet,AvgNormIw
-380.548,-382.375599646,1172.02796631,1,-382.375599646,2.13947e-06,98.0957725634,-474.223,0.012708,-382.375599646,97.9258514128,0.2,0.0217049,100,33.6454,1.00722,500.0,1.27998,0.00600797,1.01941,100,0.605136,1172.02796631,0.01
-375.117,-376.236260993,1323.8773763,1,-376.236260993,1.15448e-06,98.8493510977,-474.228,0.0137613,-376.236260993,98.8699775181,0.2,0.011873,100,35.0467,1.01411,500.0,1.39555,0.00709095,1.01164,100,0.719102,1323.8773763,0.01
-379.05,-381.06644741,1027.03270927,1,-381.06644741,3.3966e-06,97.9458319877,-476.237,0.0204259,-381.06644741,96.7467472466,0.2,0.0336699,100,32.2568,0.995632,500.0,2.03367,0.00555369,1.02097,100,0.552943,1027.03270927,0.01
-378.642,-380.422143566,1095.05427093,1,-380.422143566,1.81527e-06,98.1398189833,-473.03,0.012642,-380.422143566,98.2346404729,0.2,0.0178315,100,33.0943,0.991112,500.0,1.25297,0.00613181,1.01895,100,0.607731,1095.05427093,0.01
-382.062,-384.738398758,1758.18483144,1,-384.738398758,2.50942e-06,97.5131417566,-487.165,0.0148676,-384.738398758,97.5758968102,0.2,0.0266165,100,41.288,1.02988,500.0,1.53119,0.00605528,1.0255,100,0.623623,1758.18483144,0.01
-369.524,-374.592067529,1636.85501054,1,-374.592067529,6.5399e-06,95.1547207069,-470.763,0.0153842,-374.592067529,93.9192135134,0.2,0.0665255,100,39.3307,1.00858,500.0,1.55161,0.00341784,1.05092,100,0.344715,1636.85501054,0.01
-369.65,-374.240090243,1486.25117132,1,-374.240090243,6.46625e-06,95.579451725,-471.709,0.0162905,-374.240090243,93.9835597525,0.2,0.0615018,100,37.4795,0.975254,500.0,1.58874,0.00435763,1.04625,100,0.424979,1486.25117132,0.01
-376.155,-378.060529532,1223.62213559,1,-378.060529532,2.51898e-06,97.9767767019,-472.548,0.0131951,-378.060529532,97.5669030728,0.2,0.0248256,100,34.663,0.992746,500.0,1.30994,0.00572919,1.02065,100,0.568763,1223.62213559,0.01
-374.442,-376.233072124,1462.59010414,1,-376.233072124,2.06435e-06,98.2380040159,-473.554,0.0171559,-376.233072124,97.9972161413,0.2,0.0201331,100,37.1256,0.98756,500.0,1.69425,0.00641738,1.01794,100,0.633755,1462.59010414,0.01
-375.021,-378.406886909,1748.21009171,1,-378.406886909,4.60014e-06,96.8554398781,-480.95,0.0209688,-378.406886909,95.6442418897,0.2,0.0476037,100,40.9324,1.01727,500.0,2.13309,0.00617577,1.03247,100,0.62824,1748.21009171,0.01
-371.062,-373.524710028,1711.49574264,1,-373.524710028,2.89159e-06,97.6545969304,-470.21,0.0125697,-373.524710028,97.2169917582,0.2,0.0279195,100,39.8321,0.98262,500.0,1.23512,0.00481024,1.02402,100,0.472664,1711.49574264,0.01
-372.674,-376.246929164,1632.48131857,1,-376.246929164,4.80448e-06,96.3610045584,-471.993,0.0156567,-376.246929164,95.4595179663,0.2,0.0454065,100,39.449,0.972156,500.0,1.52207,0.00484665,1.03776,100,0.47117,1632.48131857,0.01
-375.654,-379.788047037,1490.23208592,1,-379.788047037,5.79249e-06,95.8682389534,-477.82,0.0143051,-379.788047037,94.5764731847,0.2,0.0567311,100,37.5346,0.989642,500.0,1.41569,0.00296866,1.0431,100,0.293791,1490.23208592,0.01
-367.717,-369.26280747,1224.08904684,1,-369.26280747,2.03256e-06,98.3683967172,-465.944,0.0162804,-369.26280747,98.0274750791,0.2,0.0206963,100,33.6092,1.00908,500.0,1.64282,0.00625139,1.01659,100,0.630814,1224.08904684,0.01
-373.237,-374.870560494,1440.06784698,1,-374.870560494,2.00973e-06,98.4660805535,-481.532,0.0157744,-374.870560494,98.0492107448,0.2,0.0199254,100,36.6379,0.995716,500.0,1.57068,0.00662873,1.01558,100,0.660033,1440.06784698,0.01
-362.072,-365.201623704,1372.3496357,1,-365.201623704,5.09794e-06,97.0562883358,-466.546,0.020028,-365.201623704,95.1955246277,0.2,0.054062,100,35.1006,1.02979,500.0,2.06247,0.00570124,1.03033,100,0.587108,1372.3496357,0.01
-368.529,-370.110614542,1489.40370244,1,-370.110614542,2.06229e-06,98.4607757086,-471.559,0.0122277,-370.110614542,97.9991666368,0.2,0.020682,100,38.0377,1.00143,500.0,1.22452,0.00550153,1.01563,100,0.55094,1489.40370244,0.01
-368.675,-371.49610273,1372.87072978,1,-371.49610273,3.15574e-06,97.6569047496,-472.295,0.0147029,-371.49610273,96.9704637015,0.2,0.0307131,100,34.7586,0.986532,500.0,1.45049,0.00385289,1.02399,100,0.3801,1372.87072978,0.01
-372.705,-374.025127051,1450.98944814,1,-374.025127051,1.46567e-06,98.5387184575,-470.265,0.0131918,-374.025127051,98.5697306954,0.2,0.0146874,100,39.1638,1.00105,500.0,1.32056,0.0070427,1.01483,100,0.705008,1450.98944814,0.01
-368.79,-370.040625048,1499.31856687,1,-370.040625048,1.38488e-06,98.947421066,-477.059,0.0127883,-370.040625048,98.6475089913,0.2,0.0136119,100,36.2599,0.99141,500.0,1.26784,0.00592004,1.01064,100,0.586919,1499.31856687,0.01
-363.174,-364.098327529,818.430972299,1,-364.098327529,1.54416e-06,98.8501664765,-449.853,0.0177435,-364.098327529,98.4942745872,0.2,0.0155469,100,29.2576,1.0034,500.0,1.78039,0.00778793,1.01163,100,0.781444,818.430972299,0.01
-371.687,-374.435134009,1443.78415902,1,-374.435134009,3.69867e-06,96.971154213,-466.574,0.0138782,-374.435134009,96.4676663255,0.2,0.0376911,100,38.0069,1.00948,500.0,1.40097,0.00492765,1.03123,100,0.497436,1443.78415902,0.01
-367.728,-369.899212899,1647.11726274,1,-369.899212899,2.66396e-06,97.8784162348,-468.286,0.015294,-369.899212899,97.4304403993,0.2,0.0269638,100,40.2122,1.00607,500.0,1.53868,0.00640639,1.02168,100,0.644525,1647.11726274,0.01
-373.449,-375.956072319,1733.35052649,1,-375.956072319,3.60031e-06,97.3543652109,-475.481,0.0142644,-375.956072319,96.5583415126,0.2,0.0339087,100,40.5809,0.970477,500.0,1.38432,0.00499501,1.02718,100,0.484754,1733.35052649,0.01
-369.939,-372.581158943,1578.65211035,1,-372.581158943,2.75472e-06,97.8102378722,-484.352,0.0157057,-372.581158943,97.3452267097,0.2,0.0275123,100,35.7496,0.999366,500.0,1.56957,0.00539133,1.02239,100,0.538791,1578.65211035,0.01
-370.394,-372.994859072,1391.61734742,1,-372.994859072,2.78331e-06,97.425733651,-471.711,0.0150835,-372.994859072,97.3184247892,0.2,0.0278676,100,35.692,1.00062,500.0,1.50928,0.00608897,1.02642,100,0.609274,1391.61734742,0.01
-367.767,-368.862332366,1313.17255796,1,-368.862332366,1.19576e-06,98.8359575159,-462.63,0.0123948,-368.862332366,98.8300661025,0.2,0.0118011,100,36.1042,0.993434,500.0,1.23134,0.00549429,1.01178,100,0.545821,1313.17255796,0.01
-372.876,-375.843647677,1458.56777434,1,-375.843647677,3.84256e-06,96.8971928072,-468.972,0.0163331,-375.843647677,96.3352886815,0.2,0.0398637,100,38.7072,1.01854,500.0,1.66359,0.00410436,1.03202,100,0.418046,1458.56777434,0.01
-372.526,-374.414202024,1655.51054922,1,-374.414202024,1.99473e-06,98.4309105103,-490.98,0.0143149,-374.414202024,98.0634490711,0.2,0.0202158,100,38.997,1.00671,500.0,1.4411,0.00716372,1.01594,100,0.721178,1655.51054922,0.01
-369.431,-371.387278783,1601.39618958,1,-371.387278783,1.35115e-06,98.4091324752,-494.789,0.0119857,-371.387278783,98.680047218,0.2,0.0136553,100,37.1683,1.00531,500.0,1.20493,0.00645121,1.01617,100,0.648545,1601.39618958,0.01
-362.998,-366.673947073,1344.14108829,1,-366.673947073,5.61369e-06,96.045156729,-458.14,0.0152265,-366.673947073,94.7350589763,0.2,0.0531064,100,34.9496,0.972634,500.0,1.48098,0.00411351,1.04118,100,0.400094,1344.14108829,0.01
-367.09,-368.087195834,1092.1256427,1,-368.087195834,1.0713e-06,98.9200944413,-459.818,0.0166893,-368.087195834,98.9505596624,0.2,0.011014,100,32.9582,1.01395,500.0,1.69221,0.00844274,1.01092,100,0.856051,1092.1256427,0.01
-367.259,-368.316378281,1490.28759081,1,-368.316378281,1.4109e-06,99.0218231207,-472.17,0.0137744,-368.316378281,98.6224321005,0.2,0.0138006,100,36.7657,0.989012,500.0,1.3623,0.00603191,1.00988,100,0.596563,1490.28759081,0.01
-357.888,-361.278187642,1309.08779675,1,-361.278187642,4.79652e-06,96.6351116223,-453.402,0.0163177,-361.278187642,95.4667152316,0.2,0.0504039,100,35.2542,1.02511,500.0,1.67273,0.00456121,1.03482,100,0.467573,1309.08779675,0.01
-369.379,-373.11576409,1707.74300853,1,-373.11576409,5.7819e-06,96.0613025486,-469.574,0.0206368,-373.11576409,94.5858476174,0.2,0.0615204,100,42.8285,1.03151,500.0,2.12871,0.00265936,1.041,100,0.274316,1707.74300853,0.01
-366.154,-368.524320556,1459.52113898,1,-368.524320556,3.48607e-06,97.4316404787,-462.381,0.0165703,-368.524320556,96.6639763,0.2,0.0356027,100,37.1522,1.01059,500.0,1.67457,0.00599708,1.02636,100,0.606057,1459.52113898,0.01
-372.301,-375.399544589,1756.73746831,1,-375.399544589,3.23828e-06,97.405913671,-487.617,0.0128978,-375.399544589,96.8936904994,0.2,0.0307923,100,38.2278,0.975132,500.0,1.25771,0.00333401,1.02663,100,0.32511,1756.73746831,0.01
-366.153,-367.562768748,1088.95155662,1,-367.562768748,1.42594e-06,98.4028756707,-456.976,0.0120626,-367.562768748,98.6080164829,0.2,0.0144472,100,33.5389,1.00656,500.0,1.21418,0.00638104,1.01623,100,0.642293,1088.95155662,0.01
-360.752,-362.342722282,1081.82541799,1,-362.342722282,1.83729e-06,98.2088716644,-453.539,0.0123555,-362.342722282,98.2135941327,0.2,0.0186359,100,32.9651,1.00713,500.0,1.24437,0.00634514,1.01824,100,0.639039,1081.82541799,0.01
-360.003,-360.903231373,1070.78983767,1,-360.903231373,9.8362e-07,99.0166101663,-449.223,0.0116727,-360.903231373,99.0356399843,0.2,0.0100229,100,32.0588,1.00945,500.0,1.17829,0.0062439,1.00993,100,0.630288,1070.78983767,0.01
-360.807,-363.38549068,1398.52404408,1,-363.38549068,6.46322e-06,96.7831957415,-453.524,0.0264291,-363.38549068,93.9862374592,0.2,0.0652099,100,40.5078,1.00446,500.0,2.6547,0.00566767,1.03324,100,0.569294,1398.52404408,0.01
-371.756,-372.537287384,1706.08233488,1,-372.537287384,5.79022e-07,99.2219777074,-469.883,0.0120519,-372.537287384,99.430057388,0.2,0.00578716,100,40.8375,0.999735,500.0,1.20487,0.00832792,1.00784,100,0.832571,1706.08233488,0.01
-364.514,-365.505856892,1500.69749443,1,-365.505856892,1.09056e-06,98.9764444169,-462.533,0.0128181,-365.505856892,98.931896689,0.2,0.0113229,100,37.2866,1.01895,500.0,1.3061,0.00756218,1.01034,100,0.770551,1500.69749443,0.01
-358.208,-359.419120729,1279.97630085,1,-359.419120729,2.40908e-06,98.5680005283,-454.9,0.0129319,-359.419120729,97.6705844777,0.2,0.0233053,100,35.604,0.983563,500.0,1.27193,0.00524807,1.01453,100,0.516181,1279.97630085,0.01
-369.375,-371.779205517,1428.82741822,1,-371.779205517,2.54744e-06,97.5648358458,-472.108,0.0145899,-371.779205517,97.5400623453,0.2,0.024653,100,36.4656,0.983745,500.0,1.43528,0.00581848,1.02496,100,0.57239,1428.82741822,0.01
-362.933,-365.596360519,1357.85723663,1,-365.596360519,3.64184e-06,97.1696581122,-456.505,0.0151409,-365.596360519,96.5200424867,0.2,0.0350781,100,35.7456,0.981426,500.0,1.48597,0.00602445,1.02913,100,0.591255,1357.85723663,0.01
-363.821,-365.740458505,1366.85516532,1,-365.740458505,3.02864e-06,98.1461457264,-465.312,0.0170117,-365.740458505,97.0889558094,0.2,0.0298272,100,35.7265,0.99239,500.0,1.68823,0.00687697,1.01889,100,0.682463,1366.85516532,0.01
-367.936,-368.546648775,1448.10046582,1,-368.546648775,6.76383e-07,99.3551267876,-459.676,0.0122552,-368.546648775,99.33484396,0.2,0.00666812,100,37.7556,0.992899,500.0,1.21681,0.00747359,1.00649,100,0.742052,1448.10046582,0.01
-361.178,-362.268122129,978.013434076,1,-362.268122129,1.19593e-06,98.8065625983,-449.871,0.0139772,-362.268122129,98.8298920901,0.2,0.0119767,100,31.1422,1.00073,500.0,1.39874,0.00832912,1.01208,100,0.833519,978.013434076,0.01
-368.584,-368.904209165,1481.09829946,1,-368.904209165,2.57663e-07,99.673245638,-469.924,0.0112037,-368.904209165,99.7455363955,0.2,0.00254844,100,38.0482,0.994513,500.0,1.11422,0.00851788,1.00328,100,0.847115,1481.09829946,0.01
-359.379,-361.351748294,1379.15165766,1,-361.351748294,2.15743e-06,97.9683092921,-455.267,0.0134922,-361.351748294,97.9088287089,0.2,0.0219416,100,35.4889,1.00848,500.0,1.36066,0.00618121,1.02074,100,0.62336,1379.15165766,0.01
-356.897,-359.835426515,1616.84676051,1,-359.835426515,2.90812e-06,97.4751716615,-457.455,0.0129627,-359.835426515,97.2015241781,0.2,0.0308276,100,39.1121,1.02959,500.0,1.33462,0.00315908,1.0259,100,0.325255,1616.84676051,0.01
-362.164,-364.741975408,1448.14631619,1,-364.741975408,3.16244e-06,97.3723783592,-454.298,0.0136553,-364.741975408,96.9641944106,0.2,0.0314885,100,36.5169,0.997849,500.0,1.3626,0.00387916,1.02699,100,0.387082,1448.14631619,0.01
-365.564,-367.235194449,1621.68999722,1,-367.235194449,1.80789e-06,98.3839831038,-465.056,0.0139878,-367.235194449,98.241672269,0.2,0.017985,100,38.7433,0.997399,500.0,1.39514,0.00649983,1.01643,100,0.648293,1621.68999722,0.01
-368.199,-369.373659722,1157.46425016,1,-369.373659722,1.48209e-06,98.7710908034,-468.904,0.0133107,-369.373659722,98.5539425012,0.2,0.0151319,100,33.1043,1.01044,500.0,1.34496,0.00622913,1.01244,100,0.629413,1157.46425016,0.01
-362.111,-364.512659568,1153.57905937,1,-364.512659568,3.61206e-06,97.5420669094,-460.756,0.0231283,-364.512659568,96.5475023221,0.2,0.0375543,100,32.6181,1.01965,500.0,2.35828,0.00535229,1.0252,100,0.545747,1153.57905937,0.01
-366.321,-367.627713244,1501.98718074,1,-367.627713244,1.36425e-06,98.6031527213,-462.13,0.0120578,-367.627713244,98.6674057277,0.2,0.0145032,100,38.1553,1.03106,500.0,1.24323,0.00632701,1.01417,100,0.652354,1501.98718074,0.01
-360.964,-361.999592046,1379.23533083,1,-361.999592046,1.1716e-06,98.9929834309,-461.651,0.0121587,-361.999592046,98.8533830596,0.2,0.0115556,100,35.4975,0.993128,500.0,1.20752,0.00713902,1.01017,100,0.708996,1379.23533083,0.01
-367.695,-369.500491622,1311.33125489,1,-369.500491622,4.12151e-06,97.9448370477,-458.083,0.0219427,-369.500491622,96.079660909,0.2,0.0446258,100,35.5249,1.04055,500.0,2.28325,0.00806591,1.02098,100,0.839302,1311.33125489,0.01
-363.639,-365.920705265,2098.26757035,1,-365.920705265,2.78624e-06,97.9261199342,-470.995,0.0150631,-365.920705265,97.3156274672,0.2,0.0278317,100,45.9807,0.999449,500.0,1.50548,0.00585422,1.02118,100,0.585099,2098.26757035,0.01
-362.669,-363.694741904,1101.1194967,1,-363.694741904,2.56056e-06,98.7085159813,-454.222,0.0226974,-363.694741904,97.5277660463,0.2,0.0250936,100,33.45,0.989951,500.0,2.24693,0.00798808,1.01308,100,0.790781,1101.1194967,0.01
-365.07,-366.002933456,1157.90241871,1,-366.002933456,1.08414e-06,99.0937969157,-458.919,0.0125065,-366.002933456,98.938078321,0.2,0.0108291,100,33.2926,0.999432,500.0,1.24994,0.00569347,1.00914,100,0.569024,1157.90241871,0.01
-364.082,-367.214229265,1419.55882136,1,-367.214229265,4.50858e-06,96.8282504687,-462.518,0.0158492,-367.214229265,95.7272152516,0.2,0.0429449,100,35.5665,0.975969,500.0,1.54684,0.00384315,1.03276,100,0.37508,1419.55882136,0.01
-363.652,-365.552670329,1415.45130015,1,-365.552670329,1.86308e-06,98.0701295571,-462.597,0.0126208,-365.552670329,98.1889293405,0.2,0.0190792,100,36.4728,1.01196,500.0,1.27718,0.00603598,1.01968,100,0.610819,1415.45130015,0.01
-364.471,-365.876336664,1428.48594069,1,-365.876336664,1.73035e-06,98.6734743449,-466.201,0.0122809,-365.876336664,98.3157914818,0.2,0.0172707,100,36.6187,0.999051,500.0,1.22692,0.00530292,1.01344,100,0.529789,1428.48594069,0.01
-363.153,-364.871928842,1680.55919854,1,-364.871928842,1.84812e-06,98.3208143955,-461.653,0.0152508,-364.871928842,98.2031977283,0.2,0.018882,100,39.0587,1.01078,500.0,1.54153,0.00700209,1.01708,100,0.707761,1680.55919854,0.01
-365.113,-367.271336977,1363.10828551,1,-367.271336977,2.84032e-06,97.7520408105,-461.386,0.0133229,-367.271336977,97.2650097934,0.2,0.0277929,100,36.1234,0.989198,500.0,1.31789,0.00536302,1.023,100,0.530509,1363.10828551,0.01
-357.576,-359.942011292,1339.13419404,1,-359.942011292,3.6504e-06,97.367981813,-451.202,0.0135621,-359.942011292,96.5121284092,0.2,0.0345512,100,35.0816,0.972884,500.0,1.31943,0.00593202,1.02703,100,0.577117,1339.13419404,0.01
-363.842,-367.628763047,1640.7509814,1,-367.628763047,4.57369e-06,96.870606394,-469.207,0.0151434,-367.628763047,95.6681903172,0.2,0.0447357,100,37.1013,0.988993,500.0,1.49767,0.0030546,1.0323,100,0.302098,1640.7509814,0.01
-361.716,-363.989798105,1779.5968976,1,-363.989798105,3.46809e-06,97.511464148,-464.37,0.0170235,-363.989798105,96.6805330491,0.2,0.0348292,100,42.5527,1.00214,500.0,1.70598,0.0052438,1.02552,100,0.525499,1779.5968976,0.01
-356.2,-357.179282807,1290.94006552,1,-357.179282807,9.72415e-07,98.9174115987,-447.914,0.0121816,-357.179282807,99.0464902615,0.2,0.00971243,100,35.4352,0.999397,500.0,1.21742,0.00742779,1.01094,100,0.742332,1290.94006552,0.01
-364.879,-366.963933366,1428.46682204,1,-366.963933366,2.59114e-06,97.7945135052,-457.451,0.012964,-366.963933366,97.4989368954,0.2,0.0256396,100,37.1977,0.994742,500.0,1.28958,0.00449551,1.02255,100,0.447187,1428.46682204,0.01
-362.962,-363.591795541,1517.63342119,1,-363.591795541,4.93664e-07,99.4501120392,-473.918,0.0118275,-363.591795541,99.5136477689,0.2,0.00483514,100,38.2099,0.989667,500.0,1.17053,0.00781683,1.00553,100,0.773606,1517.63342119,0.01
-364.141,-365.416743067,1399.36675746,1,-365.416743067,9.91982e-07,98.7691835637,-464.049,0.0121337,-365.416743067,99.0274821874,0.2,0.0105132,100,36.9471,1.02947,500.0,1.24913,0.0071833,1.01246,100,0.739503,1399.36675746,0.01
-361.421,-361.990775282,1085.76428294,1,-361.990775282,8.4715e-07,99.3421016792,-449.1,0.0117597,-361.990775282,99.1683033938,0.2,0.00844428,100,33.2977,0.998392,500.0,1.17408,0.00696059,1.00662,100,0.69494,1085.76428294,0.01
-364.795,-366.42026403,2026.76454872,1,-366.42026403,1.20039e-06,98.6016923751,-482.202,0.0118585,-366.42026403,98.8255668577,0.2,0.0124027,100,41.9966,1.01648,500.0,1.20539,0.00643642,1.01418,100,0.654247,2026.76454872,0.01
-361.925,-364.899054428,1282.89330008,1,-364.899054428,3.58366e-06,96.8680671256,-454.104,0.0159714,-364.899054428,96.5737378571,0.2,0.0353096,100,34.4792,0.99262,500.0,1.58535,0.00345567,1.03233,100,0.343017,1282.89330008,0.01
-354.338,-356.07691963,871.257059262,1,-356.07691963,2.4225e-06,98.1023345564,-442.705,0.0126004,-356.07691963,97.6578876397,0.2,0.0237316,100,28.8809,0.989763,500.0,1.24714,0.00612719,1.01934,100,0.606447,871.257059262,0.01
-360.059,-361.6750933,1417.81498482,1,-361.6750933,1.74549e-06,98.3071834631,-456.332,0.0146735,-361.6750933,98.3013422276,0.2,0.0178665,100,36.8632,1.01172,500.0,1.48454,0.00638272,1.01722,100,0.645753,1417.81498482,0.01
-357.479,-358.949677231,800.275555791,1,-358.949677231,2.10068e-06,98.4290163855,-448.399,0.0133229,-358.949677231,97.9626723717,0.2,0.0213456,100,28.3293,1.00803,500.0,1.34299,0.00620051,1.01596,100,0.625031,800.275555791,0.01
-361.668,-362.871908777,1349.60232652,1,-362.871908777,1.09708e-06,98.766136785,-456.037,0.013881,-362.871908777,98.9255673043,0.2,0.0108141,100,36.0559,0.992832,500.0,1.37815,0.00747148,1.01249,100,0.741792,1349.60232652,0.01
-355.45,-356.598450133,944.980424081,1,-356.598450133,1.34457e-06,98.8070746769,-449.783,0.0147717,-356.598450133,98.6863435051,0.2,0.0140139,100,30.1332,1.02091,500.0,1.50805,0.00687409,1.01207,100,0.701783,944.980424081,0.01
-358.861,-359.683107937,1378.43958015,1,-359.683107937,1.10519e-06,99.080711501,-450.817,0.0139906,-359.683107937,98.9177198473,0.2,0.0109325,100,37.3361,0.994581,500.0,1.39148,0.00775432,1.00928,100,0.77123,1378.43958015,0.01
-359.274,-361.939654627,1424.47791408,1,-361.939654627,2.8215e-06,97.345135208,-459.656,0.0134089,-361.939654627,97.2826015749,0.2,0.0294918,100,35.6928,1.02238,500.0,1.3709,0.00562711,1.02727,100,0.575303,1424.47791408,0.01
-357.083,-358.1810667,1039.49209755,1,-358.1810667,1.44923e-06,98.8832938717,-452.858,0.0148921,-358.1810667,98.5855585025,0.2,0.0149139,100,31.2069,1.01444,500.0,1.51072,0.00780106,1.01129,100,0.791372,1039.49209755,0.01
-360.69,-362.33088295,1360.23642763,1,-362.33088295,1.8601e-06,98.404272416,-462.237,0.0143937,-362.33088295,98.1918018533,0.2,0.0186504,100,36.5508,1.00133,500.0,1.44129,0.00690171,1.01622,100,0.691088,1360.23642763,0.01
-360.41,-362.947047081,992.940840063,1,-362.947047081,3.76621e-06,97.33063284,-455.497,0.0149889,-362.947047081,96.4055253316,0.2,0.0354892,100,30.8429,0.970724,500.0,1.455,0.00481555,1.02743,100,0.467456,992.940840063,0.01
-368.143,-369.980536146,1197.77632304,1,-369.980536146,2.06307e-06,98.0936963114,-465.101,0.015693,-369.980536146,97.9983951058,0.2,0.020136,100,34.9138,0.987937,500.0,1.55037,0.00789986,1.01943,100,0.780456,1197.77632304,0.01
-362.994,-364.514539392,1493.46455676,1,-364.514539392,2.09114e-06,98.5672245432,-471.212,0.0128533,-364.514539392,97.9717365619,0.2,0.0198958,100,38.7398,0.975414,500.0,1.25373,0.00568316,1.01454,100,0.554344,1493.46455676,0.01
-351.415,-353.598431835,944.884056261,1,-353.598431835,7.83228e-06,97.2665872558,-440.851,0.0273579,-353.598431835,92.8040266167,0.2,0.0832742,100,30.8906,1.03112,500.0,2.82094,0.00577697,1.0281,100,0.595677,944.884056261,0.01
-355.56,-357.334924704,1125.45602119,1,-357.334924704,1.64217e-06,98.0053249439,-445.779,0.0135197,-357.334924704,98.4002859478,0.2,0.0171557,100,33.5003,1.02211,500.0,1.38186,0.00666069,1.02035,100,0.680793,1125.45602119,0.01
-361.263,-361.960773278,1240.06633993,1,-361.960773278,7.8111e-07,99.24111133,-453.042,0.0123556,-361.960773278,99.2326562864,0.2,0.00793306,100,35.1133,1.00778,500.0,1.24517,0.00710058,1.00765,100,0.71558,1240.06633993,0.01
-357.298,-358.352854993,1091.51077229,1,-358.352854993,1.21427e-06,98.9009677869,-449.305,0.0133153,-358.352854993,98.8121685323,0.2,0.0122086,100,32.3532,1.00271,500.0,1.33514,0.00716595,1.01111,100,0.718537,1091.51077229,0.01
-364.262,-364.819341514,863.491610465,1,-364.819341514,6.23966e-07,99.3365491033,-449.687,0.0120681,-364.819341514,99.3860779278,0.2,0.0062352,100,29.1205,0.999642,500.0,1.20638,0.00824582,1.00668,100,0.824287,863.491610465,0.01
-360.711,-363.406507148,1400.61691468,1,-363.406507148,2.72965e-06,97.2806869736,-458.901,0.0124298,-363.406507148,97.3687767758,0.2,0.0280371,100,34.1165,1.01348,500.0,1.25973,0.00487272,1.02795,100,0.493838,1400.61691468,0.01
-357.631,-358.810062289,906.927300417,1,-358.810062289,1.81716e-06,98.7350866447,-450.108,0.0147389,-358.810062289,98.2328242219,0.2,0.0193107,100,29.9698,1.03087,500.0,1.51938,0.00765579,1.01281,100,0.78921,906.927300417,0.01
-356.979,-360.27652177,1630.79406332,1,-360.27652177,3.75121e-06,96.8856321907,-461.437,0.0144682,-360.27652177,96.4192720899,0.2,0.0373268,100,37.6117,0.997527,500.0,1.44324,0.00450653,1.03214,100,0.449538,1630.79406332,0.01
-354.357,-356.035215759,1168.99289092,1,-356.035215759,2.11983e-06,98.199203038,-448.175,0.0130167,-356.035215759,97.9445187506,0.2,0.0209305,100,33.8313,0.993664,500.0,1.29342,0.00666142,1.01834,100,0.661921,1168.99289092,0.01
-357.694,-359.891283421,1664.33489816,1,-359.891283421,3.15697e-06,97.8780622015,-457.833,0.0184509,-359.891283421,96.9693383868,0.2,0.0321509,100,39.8051,1.00916,500.0,1.86199,0.00690098,1.02168,100,0.696421,1664.33489816,0.01
-363.87,-366.850411732,1710.14537007,1,-366.850411732,3.36121e-06,97.4186169882,-465.349,0.0137658,-366.850411732,96.7795786791,0.2,0.0323825,100,38.1504,0.981539,500.0,1.35116,0.00417122,1.0265,100,0.409422,1710.14537007,0.01
-359.24,-360.935926748,1217.45130773,1,-360.935926748,1.90809e-06,98.2531233046,-451.243,0.014242,-360.935926748,98.1460221904,0.2,0.0193181,100,33.3236,1.0062,500.0,1.43302,0.00710671,1.01778,100,0.715074,1217.45130773,0.01
-354.242,-356.486784403,1018.91893509,1,-356.486784403,4.79272e-06,97.2179238872,-442.186,0.0262554,-356.486784403,95.4701580547,0.2,0.0482476,100,35.546,1.00334,500.0,2.6343,0.00745998,1.02862,100,0.748488,1018.91893509,0.01
-363.515,-364.713907855,1187.90465754,1,-364.713907855,1.41918e-06,98.776498926,-459.227,0.0128407,-364.713907855,98.6144887642,0.2,0.0134667,100,34.2865,0.974119,500.0,1.25084,0.00710618,1.01239,100,0.692227,1187.90465754,0.01
-358.2,-362.481542152,1023.35573592,1,-362.481542152,7.62122e-05,94.5211029998,-469.239,0.0924452,-362.481542152,56.9962471407,0.2,0.993644,100,38.3771,1.14183,500.0,10.5557,0.00564229,1.05796,100,0.644256,1023.35573592,0.01
-356.826,-359.08507961,1408.75168058,1,-359.08507961,2.90361e-06,97.7391706778,-453.135,0.0154857,-359.08507961,97.2057390814,0.2,0.0301798,100,37.1214,1.0195,500.0,1.57878,0.00710376,1.02313,100,0.724232,1408.75168058,0.01
-351.347,-352.836205551,1375.63325173,1,-352.836205551,1.47699e-06,98.3277061954,-445.838,0.0139038,-352.836205551,98.5588493544,0.2,0.0143661,100,37.204,0.986233,500.0,1.37123,0.00726212,1.01701,100,0.716214,1375.63325173,0.01
-354.76,-357.677747862,1642.00472218,1,-357.677747862,3.01738e-06,97.3806074099,-460.082,0.0134982,-357.677747862,97.0994414063,0.2,0.0306871,100,36.5708,1.00847,500.0,1.36125,0.00537018,1.0269,100,0.541567,1642.00472218,0.01
-350.476,-350.978152214,1016.45138293,1,-350.978152214,5.44131e-07,99.4899198445,-443.2,0.0113633,-350.978152214,99.4641947362,0.2,0.00550484,100,31.2529,1.00582,500.0,1.14294,0.00773248,1.00513,100,0.777749,1016.45138293,0.01
