ESSRenyi,IterType,BatchSize,AvgRet,J,VanillaAvgRet,MinVanillaIw,AvgDiscRet,VarVanillaIw,eRenyi2,AvgEpLen,Bound,VarJ,MinNormIw,MaxVanillaIw,EpsThisIter,AvgNormIw,VarRet,VarDiscRet,MaxNormIw,VarNormIw,ESSClassic,AvgVanillaIw
48.45686357782135,1,100,-1385.323588947621,-1161.3474,-1385.323588947621,1.3082407e-06,-1385.323588947621,1.2461443,2.0636911,500.0,-1398.435,170.16286,1.1079908e-08,4.099758,100,0.009999999,130372.41990643689,130372.41990643689,0.03472216,8.938514e-05,53.05285295468376,1.1807325
84.63609972493244,1,100,-1189.3074665847896,-1143.93,-1189.3074665847896,0.030796748,-1189.3074665847896,0.20673743,1.1815289,500.0,-1325.2822,50.312664,0.00030027286,1.8037187,100,0.01,35972.947276500556,35972.947276500556,0.017586526,1.9653575e-05,83.71210033113849,1.0256253
95.75414564967184,1,100,-1148.95188476501,-1140.1803,-1148.95188476501,0.32335758,-1148.95188476501,0.045778878,1.0443412,500.0,-1290.6887,31.332754,0.0031592876,1.336949,100,0.01,5971.922167447643,5971.922167447643,0.013062338,4.369959e-06,95.85314252287873,1.0235143
96.20326271484325,1,100,-1146.9132809020243,-1136.8372,-1146.9132809020243,0.319887,-1146.9132809020243,0.04764588,1.0394658,500.0,-1305.5042,61.611324,0.003230189,1.4369824,100,0.01,16517.41123452783,16517.41123452783,0.014510513,4.858341e-06,95.41096011719048,0.99030435
99.5669956720932,1,100,-1132.2808927704812,-1131.87,-1132.2808927704812,0.8667687,-1132.2808927704812,0.0044251345,1.0043489,500.0,-1232.1362,19.381336,0.008633109,1.2131945,100,0.009999999,269.1755319434389,269.1755319434389,0.012083547,4.389899e-07,99.5673073471553,1.0040053
98.37787948175925,1,100,-1135.0586081086715,-1132.8088,-1135.0586081086715,0.7111527,-1135.0586081086715,0.014068175,1.0164887,500.0,-1272.9749,52.154247,0.00704947,1.5726571,100,0.010000002,3588.213166364207,3588.213166364207,0.015589338,1.3823721e-06,98.64991706721189,1.008803
50.2012121983934,1,100,-1127.9717743312267,-987.22845,-1127.9717743312267,0.006132341,-1127.9717743312267,15.129233,1.9919838,500.0,-1220.0425,879.0112,4.535595e-05,39.255287,100,0.01,11955.874118485812,11955.874118485812,0.2903395,0.00082762353,10.877283014617056,1.3520477
41.61234255250102,1,100,-1121.5387593097846,-1013.13684,-1121.5387593097846,0.037681647,-1121.5387593097846,35.658928,2.4031332,500.0,-1179.0674,483.76675,0.00025596205,59.998142,100,0.009999999,4287.287621939634,4287.287621939634,0.40755245,0.0016453554,5.784018907491509,1.4721576
42.532321054984706,1,100,-1119.2997921046679,-992.4997,-1119.2997921046679,0.0028988891,-1119.2997921046679,2.2407677,2.3511531,500.0,-1245.6868,503.78943,2.6915599e-05,7.594008,100,0.009999998,30861.111188053957,30861.111188053957,0.07050882,0.00019317093,34.33603847315174,1.0770295
44.97796411074372,1,100,-1086.363846717572,-951.69293,-1086.363846717572,2.980083e-06,-1086.363846717572,1.200113,2.223311,500.0,-1197.8143,282.60522,3.2616143e-08,4.0792484,100,0.010000002,45663.369704617,45663.369704617,0.04464619,0.00014375753,41.26775393921992,0.9136835
35.48431007519777,1,100,-1055.8254762488532,-815.5021,-1055.8254762488532,7.6538294e-07,-1055.8254762488532,3.3459713,2.818147,500.0,-1092.7761,385.48154,7.0829684e-09,11.8836155,100,0.01,147901.51444283442,147901.51444283442,0.10997275,0.0002865466,26.06330954376656,1.0805963
70.39425393583024,1,100,-814.0031381357654,-748.00354,-814.0031381357654,0.12328977,-814.0031381357654,0.5294588,1.4205705,500.0,-944.8363,240.07094,0.0011522486,4.3008766,100,0.010000002,89824.06211632701,89824.06211632701,0.04019538,4.624561e-05,68.59502367052345,1.0699928
56.60108914787865,1,100,-820.4791774163709,-680.13336,-820.4791774163709,0.03824749,-820.4791774163709,1.1945096,1.7667505,500.0,-899.5061,195.9718,0.00036165424,5.743575,100,0.009999998,140876.51115113287,140876.51115113287,0.05430914,0.00010679993,48.60695188091816,1.0575706
78.28943451089356,1,100,-684.454413888946,-631.321,-684.454413888946,0.09766427,-684.454413888946,0.4691508,1.2773116,500.0,-817.8917,81.40037,0.00093407196,3.1916788,100,0.01,27394.580803033186,27394.580803033186,0.030525573,4.2914282e-05,70.18275446736325,1.0455754
