MinVanillaIw,VarDiscRet,AvgNormIw,MaxVanillaIw,MinNormIw,VanillaAvgRet,J,BatchSize,eRenyi2,EpsThisIter,Bound,VarVanillaIw,VarRet,IterType,MaxNormIw,AvgRet,AvgDiscRet,AvgVanillaIw,VarNormIw,ESSRenyi,AvgEpLen,VarJ,ESSClassic
1.0,231351.366624418,0.009999998,1.0,0.01,4950.7977568511915,4950.798,200,1.0,100,4529.9873,,231351.366624418,2,0.01,4950.7977568511915,4950.7977568511915,1.0,3.5044917e-18,200.0,495.12,478.57895,100.0
0.23940822,122617.1789063654,0.005,1.2986414,0.0011800482,4967.36828345612,4987.258,200,1.0413457,100,4683.611,0.04714752,122617.1789063654,1,0.0064010313,4967.36828345612,4967.36828345612,1.0144001,1.1454608e-06,192.05917594772833,496.78,107.69006,191.2796714041261
1.0,62853.72277696295,0.009999998,1.0,0.01,4966.788625420702,4966.7886,200,1.0,100,4545.978,,62853.72277696295,2,0.01,4966.788625420702,4966.788625420702,1.0,3.5044917e-18,200.0,496.73,249.44977,100.0
0.31716457,33018.63796129343,0.005,1.2289765,0.0015935538,4980.473543331067,4988.008,200,1.019993,100,4687.49,0.021956483,33018.63796129343,1,0.006174839,4980.473543331067,4980.473543331067,0.9951486,5.5427705e-07,196.0797870954117,498.09,97.80923,195.68317493720676
1.0,3213.51556682554,0.009999998,1.0,0.01,4991.969152245647,4991.969,200,1.0,100,4571.1587,,3213.51556682554,2,0.01,4991.969152245647,4991.969152245647,1.0,3.5044917e-18,200.0,499.24,56.403713,100.0
0.4233792,9900.177692796813,0.005000001,1.1626664,0.002107431,4987.810777315508,4993.564,200,1.0156461,100,4693.687,0.01732905,9900.177692796813,1,0.0057873395,4987.810777315508,4987.810777315508,1.0044913,4.2936085e-07,196.91898584682818,498.825,48.74768,196.63969716391816
1.0,0.03184321094245931,0.009999998,1.0,0.01,4999.81544869989,4999.815,200,1.0,100,4579.0044,,0.03184321094245931,2,0.01,4999.81544869989,4999.81544869989,1.0,3.5044917e-18,200.0,500.0,0.17756946,100.0
0.86009187,80411.24442140701,0.005,2.3619487,0.0042138025,4987.810777315508,4977.1787,300,1.0221558,100,4676.3423,0.040570043,9900.177692796813,,0.01157177,4987.810777315508,4979.741204437038,1.020565,9.737873e-07,293.49734280766705,498.825,318.78815,192.53785304912458
0.48356944,6620.997186601334,0.0033333334,1.1390867,0.0016044062,4991.797840163142,4995.2163,300,1.0117607,100,4750.837,0.011494173,6620.997186601334,1,0.003779308,4991.797840163142,4991.797840163142,1.0046695,1.2652859e-07,296.5127984707439,499.21666666666664,44.118,296.63332303001823
1.0,0.046073293665016835,0.009999998,1.0,0.01,4999.776034250757,4999.776,300,1.0,100,4578.9653,,0.046073293665016835,2,0.01,4999.776034250757,4999.776034250757,1.0,3.5044917e-18,300.0,500.0,0.213601,100.0
1.0,180.77624294328672,0.0049999994,1.0,0.005,4998.838788988114,4998.8384,300,1.0,100,4701.2803,,180.77624294328672,2,0.005,4998.838788988114,4998.838788988114,1.0,2.179301e-19,300.0,499.91,13.411653,200.00000010221265
0.9064536,136.70107314932466,0.0033333334,1.0302771,0.0030221597,4998.913221912096,4998.9766,300,1.0002809,100,4755.9873,0.00023841514,136.70107314932466,1,0.0034349933,4998.913221912096,4998.913221912096,0.99978566,2.6501932e-09,299.915766531712,499.92,10.704425,299.92871674943626
1.0,9.10875455617327,0.009999998,1.0,0.01,4999.456164274723,4999.456,300,1.0,100,4578.6455,,9.10875455617327,2,0.01,4999.456164274723,4999.456164274723,1.0,3.5044917e-18,300.0,499.98,3.002923,100.0
1.0,115678.18431517587,0.0049999994,1.0,0.005,4975.270650789569,4975.2705,300,1.0,100,4677.7124,,115678.18431517587,2,0.005,4975.270650789569,4975.270650789569,1.0,2.179301e-19,300.0,497.565,339.26358,200.00000010221265
0.97061265,77123.95354909166,0.003333333,1.1032004,0.0032338891,4998.913221912096,4983.552,400,1.0002949,100,4740.561,0.00025363415,136.70107314932466,,0.0036756455,4998.913221912096,4983.445765300728,1.0004596,2.8155678e-09,399.88206526881754,499.92,275.44165,299.9243358068773
0.9209804,102.63278249986938,0.0025,1.0226156,0.0023033195,4999.1255536534145,4999.166,400,1.000201,100,4788.7397,0.00017765522,102.63278249986938,1,0.0025575033,4999.1255536534145,4999.1255536534145,0.9996229,1.1111834e-09,399.9196214101675,499.94,9.409321,399.92899878726604
1.0,0.18299434006799198,0.009999998,1.0,0.01,4999.7275179792205,4999.7275,400,1.0,100,4578.917,,0.18299434006799198,2,0.01,4999.7275179792205,4999.7275179792205,1.0,3.5044917e-18,400.0,500.0,0.42564905,100.0
1.0,1300.6294486209301,0.0049999994,1.0,0.005,4997.1958751936645,4997.196,400,1.0,100,4699.6377,,1300.6294486209301,2,0.005,4997.1958751936645,4997.1958751936645,1.0,2.179301e-19,400.0,499.75,35.973976,200.00000010221265
1.0,906.3350109998432,0.0033333336,1.0,0.0033333334,4997.694988517248,4997.6953,400,1.0,100,4754.74,,906.3350109998432,2,0.0033333334,4997.694988517248,4997.694988517248,1.0,5.4391416e-20,400.0,499.8,30.055187,299.999969473632
0.97788453,680.0304677527378,0.0025,1.0857995,0.002443345,4999.1255536534145,4998.213,500,1.0002095,100,4787.7856,0.00018725837,102.63278249986938,,0.0027129815,4999.1255536534145,4998.2205213512725,1.0005592,1.169057e-09,499.89529656933877,499.94,26.144003,399.9254366517644
0.89727336,95.20640010445125,0.002,1.0176389,0.0017974302,4999.098877035631,4999.1465,500,1.0002775,100,4810.928,0.00031238602,95.20640010445125,1,0.0020385482,4999.098877035631,4999.098877035631,0.99839574,1.2535628e-09,499.8612788847394,499.938,9.003746,499.84375473420516
1.0,100.33866089900528,0.009999998,1.0,0.01,4998.732791021402,4998.733,500,1.0,100,4577.9224,,100.33866089900528,2,0.01,4998.732791021402,4998.732791021402,1.0,3.5044917e-18,500.0,499.91,9.966699,100.0
1.0,3481.841941614508,0.0049999994,1.0,0.005,4993.408703316783,4993.408,500,1.0,100,4695.85,,3481.841941614508,2,0.005,4993.408703316783,4993.408703316783,1.0,2.179301e-19,500.0,499.38,58.85944,200.00000010221265
1.0,2598.9586912172304,0.0033333336,1.0,0.0033333334,4994.579476590636,4994.579,500,1.0,100,4751.624,,2598.9586912172304,2,0.0033333334,4994.579476590636,4994.579476590636,1.0,5.4391416e-20,500.0,499.49333333333334,50.894955,299.999969473632
1.0,1952.5885009415788,0.0024999997,1.0,0.0025,4995.865903004153,4995.866,500,1.0,100,4785.461,,1952.5885009415788,2,0.0025,4995.865903004153,4995.865903004153,1.0,5.434597e-20,500.0,499.62,44.13284,400.0
0.5411987,4358.801665019018,0.0019999999,1.1435621,0.0010811922,4993.58484351857,4995.465,500,1.0086044,100,4806.465,0.009101719,4358.801665019018,1,0.0022845778,4993.58484351857,4993.58484351857,1.0011146,3.6325854e-08,495.734498457413,499.394,44.396477,495.5091419072643
1.0,249980.32583483326,0.009999998,1.0,0.01,4949.804826956729,4949.8047,500,1.0,100,4528.994,,249980.32583483326,2,0.01,4949.804826956729,4949.804826956729,1.0,3.5044917e-18,500.0,495.01,497.47418,100.0
1.0,175415.67643611514,0.0049999994,1.0,0.005,4958.783395232677,4958.784,500,1.0,100,4661.226,,175415.67643611514,2,0.005,4958.783395232677,4958.783395232677,1.0,2.179301e-19,500.0,495.91,417.77817,200.00000010221265
1.0,123130.17363622707,0.0033333336,1.0,0.0033333334,4967.880968424281,4967.881,500,1.0,100,4724.926,,123130.17363622707,2,0.0033333334,4967.880968424281,4967.880968424281,1.0,5.4391416e-20,500.0,496.82,350.31378,299.999969473632
1.0,92461.73052385493,0.0024999997,1.0,0.0025,4975.855091735694,4975.8555,500,1.0,100,4765.45,,92461.73052385493,2,0.0025,4975.855091735694,4975.855091735694,1.0,5.434597e-20,500.0,497.615,303.6949,400.0
0.46918777,74024.12640386801,0.002,1.2334315,0.0009417061,4980.640716050891,4985.7446,500,1.0237998,100,4795.326,0.021125278,74024.12640386801,1,0.0024756186,4980.640716050891,4980.640716050891,0.99646324,8.510202e-08,488.376742423228,498.092,221.0765,489.6042768426876
1.0,15290.767530899215,0.009999998,1.0,0.01,4983.477503307255,4983.4775,500,1.0,100,4562.667,,15290.767530899215,2,0.01,4983.477503307255,4983.477503307255,1.0,3.5044917e-18,500.0,498.39,123.036,100.0
1.0,7673.3085047320155,0.0049999994,1.0,0.005,4991.597112521535,4991.597,500,1.0,100,4694.039,,7673.3085047320155,2,0.005,4991.597112521535,4991.597112521535,1.0,2.179301e-19,500.0,499.195,87.37817,200.00000010221265
1.0,5121.880886398957,0.0033333336,1.0,0.0033333334,4994.319337783395,4994.32,500,1.0,100,4751.3647,,5121.880886398957,2,0.0033333334,4994.319337783395,4994.319337783395,1.0,5.4391416e-20,500.0,499.4633333333333,71.447945,299.999969473632
1.0,3883.468923461016,0.0024999997,1.0,0.0025,4995.357483438936,4995.3574,500,1.0,100,4784.952,,3883.468923461016,2,0.0025,4995.357483438936,4995.357483438936,1.0,5.434597e-20,500.0,499.5675,62.23954,400.0
0.5940691,5570.083218099601,0.0019999999,1.1308138,0.0011945209,4993.093443746055,4994.9473,500,1.0090165,100,4805.9087,0.010147705,5570.083218099601,1,0.002273777,4993.093443746055,4993.093443746055,0.99465674,4.1028095e-08,495.53202861354185,499.344,53.999435,494.9336622443714
1.0,0.2313212581305037,0.009999998,1.0,0.01,4999.677103895628,4999.6772,500,1.0,100,4578.8667,,0.2313212581305037,2,0.01,4999.677103895628,4999.677103895628,1.0,3.5044917e-18,500.0,500.0,0.47854942,100.0
1.0,0.13553750822536442,0.0049999994,1.0,0.005,4999.751353407066,4999.751,500,1.0,100,4702.193,,0.13553750822536442,2,0.005,4999.751353407066,4999.751353407066,1.0,2.179301e-19,500.0,500.0,0.3672347,200.00000010221265
1.0,0.12424602862845734,0.0033333336,1.0,0.0033333334,4999.746163336191,4999.746,500,1.0,100,4756.791,,0.12424602862845734,2,0.0033333334,4999.746163336191,4999.746163336191,1.0,5.4391416e-20,500.0,500.0,0.3518972,299.999969473632
1.0,0.10510249884226162,0.0024999997,1.0,0.0025,4999.755410934855,4999.7554,500,1.0,100,4789.35,,0.10510249884226162,2,0.0025,4999.755410934855,4999.755410934855,1.0,5.434597e-20,500.0,500.0,0.323793,400.0
0.85156715,405.36949306227814,0.002,1.0321983,0.0017008675,4998.861958944836,4998.9976,500,1.000626,100,4810.7466,0.0005651195,405.36949306227814,1,0.002061649,4998.861958944836,4998.861958944836,1.0013328,2.254465e-09,499.68721180567843,499.912,17.111217,499.71891479510697
1.0,0.04134272371798828,0.009999998,1.0,0.01,4999.7811521561325,4999.7812,500,1.0,100,4578.9707,,0.04134272371798828,2,0.01,4999.7811521561325,4999.7811521561325,1.0,3.5044917e-18,500.0,500.0,0.20230618,100.0
1.0,0.0625384646246173,0.0049999994,1.0,0.005,4999.789402699112,4999.79,500,1.0,100,4702.232,,0.0625384646246173,2,0.005,4999.789402699112,4999.789402699112,1.0,2.179301e-19,500.0,500.0,0.24943385,200.00000010221265
1.0,0.0864148731890849,0.0033333336,1.0,0.0033333334,4999.768371694838,4999.7686,500,1.0,100,4756.8135,,0.0864148731890849,2,0.0033333334,4999.768371694838,4999.768371694838,1.0,5.4391416e-20,500.0,500.0,0.29346475,299.999969473632
1.0,0.0771928764627706,0.0024999997,1.0,0.0025,4999.7743972453745,4999.7744,500,1.0,100,4789.369,,0.0771928764627706,2,0.0025,4999.7743972453745,4999.7743972453745,1.0,5.434597e-20,500.0,500.0,0.27747858,400.0
1.0,0.07254753279613849,0.0020000003,1.0,0.002,4999.774233739942,4999.775,500,1.0,100,4811.5825,,0.07254753279613849,1,0.002,4999.774233739942,4999.774233739942,1.0,5.431875e-20,500.0,500.0,0.2690685,500.00000664260017
1.0,0.06054183629363453,0.009999998,1.0,0.01,4999.823885187934,4999.824,500,1.0,100,4579.0137,,0.06054183629363453,2,0.01,4999.823885187934,4999.823885187934,1.0,3.5044917e-18,500.0,500.0,0.24482007,100.0
1.0,0.07941526256946034,0.0049999994,1.0,0.005,4999.756082296379,4999.756,500,1.0,100,4702.1978,,0.07941526256946034,2,0.005,4999.756082296379,4999.756082296379,1.0,2.179301e-19,500.0,500.0,0.2811021,200.00000010221265
1.0,0.07564080829644566,0.0033333336,1.0,0.0033333334,4999.756542522904,4999.757,500,1.0,100,4756.802,,0.07564080829644566,2,0.0033333334,4999.756542522904,4999.756542522904,1.0,5.4391416e-20,500.0,500.0,0.2745639,299.999969473632
1.0,0.09411796625133469,0.0024999997,1.0,0.0025,4999.7674552192875,4999.7676,500,1.0,100,4789.3623,,0.09411796625133469,2,0.0025,4999.7674552192875,4999.7674552192875,1.0,5.434597e-20,500.0,500.0,0.30639246,400.0
0.9990694,0.1028783897099226,0.002,1.0002935,0.0019981542,4999.761350726107,4999.762,500,1.0000019,100,4811.57,4.2587136e-08,0.1028783897099226,1,0.0020006024,4999.761350726107,4999.761350726107,0.9999923,1.7035344e-13,499.9990463275026,500.0,0.32028103,499.9999931430195
1.0,0.07062190617277347,0.009999998,1.0,0.01,4999.731418658205,4999.732,500,1.0,100,4578.9214,,0.07062190617277347,2,0.01,4999.731418658205,4999.731418658205,1.0,3.5044917e-18,500.0,500.0,0.26442045,100.0
1.0,288.22571042849944,0.0049999994,1.0,0.005,4998.563792520923,4998.5635,500,1.0,100,4701.0054,,288.22571042849944,2,0.005,4998.563792520923,4998.563792520923,1.0,2.179301e-19,500.0,499.885,16.934704,200.00000010221265
1.0,192.16678981947106,0.0033333336,1.0,0.0033333334,4998.962545028673,4998.963,500,1.0,100,4756.008,,192.16678981947106,2,0.0033333334,4998.962545028673,4998.962545028673,1.0,5.4391416e-20,500.0,499.92333333333335,13.839291,299.999969473632
1.0,144.148733584556,0.0024999997,1.0,0.0025,4999.171656234293,4999.172,500,1.0,100,4788.7666,,144.148733584556,2,0.0025,4999.171656234293,4999.171656234293,1.0,5.434597e-20,500.0,499.9425,11.99117,400.0
0.9589855,115.33225859136597,0.002,1.0198535,0.0019190944,4999.293757783681,4999.3135,500,1.0000994,100,4811.112,8.967401e-05,115.33225859136597,1,0.0020409015,4999.293757783681,4999.293757783681,0.9994147,3.591162e-10,499.95029466798866,499.954,10.300848,499.95519746184175
1.0,0.05893324322632164,0.009999998,1.0,0.01,4999.80211411676,4999.8022,500,1.0,100,4578.9917,,0.05893324322632164,2,0.01,4999.80211411676,4999.80211411676,1.0,3.5044917e-18,500.0,500.0,0.2415327,100.0
1.0,18.122459820052317,0.0049999994,1.0,0.005,4999.481415894765,4999.4814,500,1.0,100,4701.9233,,18.122459820052317,2,0.005,4999.481415894765,4999.481415894765,1.0,2.179301e-19,500.0,499.975,4.2463875,200.00000010221265
1.0,12.095891922006896,0.0033333336,1.0,0.0033333334,4999.5700507259335,4999.57,500,1.0,100,4756.6147,,12.095891922006896,2,0.0033333334,4999.5700507259335,4999.5700507259335,1.0,5.4391416e-20,500.0,499.98333333333335,3.4721103,299.999969473632
1.0,9.091233716773653,0.0024999997,1.0,0.0025,4999.618803313428,4999.6187,500,1.0,100,4789.2134,,9.091233716773653,2,0.0025,4999.618803313428,4999.618803313428,1.0,5.434597e-20,500.0,499.9875,3.0113928,400.0
0.95711976,7.286096778782892,0.002,1.0084589,0.0019137937,4999.654165995774,4999.6587,500,1.0000296,100,4811.464,2.977611e-05,7.286096778782892,1,0.002016448,4999.654165995774,4999.654165995774,1.0002329,1.19049e-10,499.985218485095,499.99,2.6116536,499.9851263492921
1.0,0.038997012937949056,0.009999998,1.0,0.01,4999.806319366635,4999.8066,500,1.0,100,4578.996,,0.038997012937949056,2,0.01,4999.806319366635,4999.806319366635,1.0,3.5044917e-18,500.0,500.0,0.19647875,100.0
1.0,0.04505673494697968,0.0049999994,1.0,0.005,4999.797358248115,4999.798,500,1.0,100,4702.2397,,0.04505673494697968,2,0.005,4999.797358248115,4999.797358248115,1.0,2.179301e-19,500.0,500.0,0.21174349,200.00000010221265
1.0,736.4693332593174,0.0033333336,1.0,0.0033333334,4998.224297041547,4998.2246,500,1.0,100,4755.2695,,736.4693332593174,2,0.0033333334,4998.224297041547,4998.224297041547,1.0,5.4391416e-20,500.0,499.8466666666667,27.092691,299.999969473632
1.0,552.3573380486204,0.0024999997,1.0,0.0025,4998.600983938265,4998.601,500,1.0,100,4788.196,,552.3573380486204,2,0.0025,4998.600983938265,4998.600983938265,1.0,5.434597e-20,500.0,499.885,23.472881,400.0
0.66416603,1447.6809579126493,0.0019999999,1.0887877,0.0013328145,4997.410992023504,4997.942,500,1.002579,100,4809.5073,0.0030105258,1447.6809579126493,1,0.0021849235,4997.410992023504,4997.410992023504,0.9966369,1.2123509e-08,498.71383011333086,499.768,29.740103,498.49212380044116
1.0,0.09761819682444955,0.009999998,1.0,0.01,4999.742800564976,4999.742,500,1.0,100,4578.9316,,0.09761819682444955,2,0.01,4999.742800564976,4999.742800564976,1.0,3.5044917e-18,500.0,500.0,0.31087884,100.0
1.0,0.0739293948460189,0.0049999994,1.0,0.005,4999.771960849812,4999.7715,500,1.0,100,4702.2134,,0.0739293948460189,2,0.005,4999.771960849812,4999.771960849812,1.0,2.179301e-19,500.0,500.0,0.27122244,200.00000010221265
1.0,0.09988417295350878,0.0033333336,1.0,0.0033333334,4999.763095518719,4999.7627,500,1.0,100,4756.8076,,0.09988417295350878,2,0.0033333334,4999.763095518719,4999.763095518719,1.0,5.4391416e-20,500.0,500.0,0.31551906,299.999969473632
1.0,0.08825275481063947,0.0024999997,1.0,0.0025,4999.772688645676,4999.7725,500,1.0,100,4789.367,,0.08825275481063947,2,0.0025,4999.772688645676,4999.772688645676,1.0,5.434597e-20,500.0,500.0,0.29670656,400.0
0.9895279,0.08524277587079723,0.002,1.0033809,0.0019792095,4999.777176264728,4999.7783,500,1.0000027,100,4811.586,4.8777842e-06,0.08524277587079723,1,0.0020069177,4999.777176264728,4999.777176264728,0.9999223,1.9514166e-11,499.99862909692894,500.0,0.29049286,499.99762792761635
1.0,0.09072681092788651,0.009999998,1.0,0.01,4999.7545427999175,4999.755,500,1.0,100,4578.9443,,0.09072681092788651,2,0.01,4999.7545427999175,4999.7545427999175,1.0,3.5044917e-18,500.0,500.0,0.2997117,100.0
1.0,0.08234580147340455,0.0049999994,1.0,0.005,4999.768799593113,4999.769,500,1.0,100,4702.211,,0.08234580147340455,2,0.005,4999.768799593113,4999.768799593113,1.0,2.179301e-19,500.0,500.0,0.28624126,200.00000010221265
1.0,0.07450202618229519,0.0033333336,1.0,0.0033333334,4999.763926689589,4999.764,500,1.0,100,4756.809,,0.07450202618229519,2,0.0033333334,4999.763926689589,4999.763926689589,1.0,5.4391416e-20,500.0,500.0,0.2724888,299.999969473632
1.0,1764.6089350165666,0.0024999997,1.0,0.0025,4997.664900164017,4997.665,500,1.0,100,4787.26,,1764.6089350165666,2,0.0025,4997.664900164017,4997.664900164017,1.0,5.434597e-20,500.0,499.7925,41.954697,400.0
0.773059,1411.708155016242,0.002,1.0582206,0.001551623,4998.087287779764,4998.4624,500,1.0018294,100,4810.098,0.0020209807,1411.708155016242,1,0.0021239768,4998.087287779764,4998.087287779764,0.99645215,8.1415905e-09,499.0869773918325,499.834,29.133707,498.9863843047161
1.0,0.02841513441707014,0.009999998,1.0,0.01,4999.826302664642,4999.8267,500,1.0,100,4579.016,,0.02841513441707014,2,0.01,4999.826302664642,4999.826302664642,1.0,3.5044917e-18,500.0,500.0,0.16772208,100.0
1.0,0.04178052943573446,0.0049999994,1.0,0.005,4999.812645841433,4999.8125,500,1.0,100,4702.2544,,0.04178052943573446,2,0.005,4999.812645841433,4999.812645841433,1.0,2.179301e-19,500.0,500.0,0.20389526,200.00000010221265
1.0,0.040884681290346926,0.0033333336,1.0,0.0033333334,4999.804954921074,4999.805,500,1.0,100,4756.85,,0.040884681290346926,2,0.0033333334,4999.804954921074,4999.804954921074,1.0,5.4391416e-20,500.0,500.0,0.20185755,299.999969473632
1.0,0.046764670053202416,0.0024999997,1.0,0.0025,4999.792441167669,4999.793,500,1.0,100,4789.3877,,0.046764670053202416,2,0.0025,4999.792441167669,4999.792441167669,1.0,5.434597e-20,500.0,500.0,0.21597399,400.0
1.0,0.04618937626637717,0.0020000003,1.0,0.002,4999.793786262484,4999.794,500,1.0,100,4811.6016,,0.04618937626637717,1,0.002,4999.793786262484,4999.793786262484,1.0,5.431875e-20,500.0,500.0,0.21469454,500.00000664260017
1.0,0.06527510311452185,0.009999998,1.0,0.01,4999.7838653239805,4999.7837,500,1.0,100,4578.973,,0.06527510311452185,2,0.01,4999.7838653239805,4999.7838653239805,1.0,3.5044917e-18,500.0,500.0,0.25420165,100.0
1.0,0.06746831524693436,0.0049999994,1.0,0.005,4999.797783034341,4999.798,500,1.0,100,4702.2397,,0.06746831524693436,2,0.005,4999.797783034341,4999.797783034341,1.0,2.179301e-19,500.0,500.0,0.259095,200.00000010221265
1.0,0.06321568630101289,0.0033333336,1.0,0.0033333334,4999.787537850227,4999.787,500,1.0,100,4756.832,,0.06321568630101289,2,0.0033333334,4999.787537850227,4999.787537850227,1.0,5.4391416e-20,500.0,500.0,0.25101116,299.999969473632
1.0,0.060848878420336934,0.0024999997,1.0,0.0025,4999.791263785977,4999.7915,500,1.0,100,4789.386,,0.060848878420336934,2,0.0025,4999.791263785977,4999.791263785977,1.0,5.434597e-20,500.0,500.0,0.24636434,400.0
0.995685,0.07832734919963097,0.002,1.0011382,0.0019913453,4999.786409674833,4999.7876,500,1.0000002,100,4811.595,4.5086261e-07,0.07832734919963097,1,0.0020022518,4999.786409674833,4999.786409674833,1.0000123,1.8034072e-12,499.99988079073887,500.0,0.27913764,499.999796760803
1.0,0.04472299206421071,0.009999998,1.0,0.01,4999.7783412740855,4999.7783,500,1.0,100,4578.968,,0.04472299206421071,2,0.01,4999.7783412740855,4999.7783412740855,1.0,3.5044917e-18,500.0,500.0,0.21041991,100.0
1.0,0.048636265327811526,0.0049999994,1.0,0.005,4999.778177712895,4999.7783,500,1.0,100,4702.22,,0.048636265327811526,2,0.005,4999.778177712895,4999.778177712895,1.0,2.179301e-19,500.0,500.0,0.21998912,200.00000010221265
1.0,0.04375570189919637,0.0033333336,1.0,0.0033333334,4999.785859740578,4999.786,500,1.0,100,4756.831,,0.04375570189919637,2,0.0033333334,4999.785859740578,4999.785859740578,1.0,5.4391416e-20,500.0,500.0,0.20883173,299.999969473632
1.0,0.04550967555589656,0.0024999997,1.0,0.0025,4999.787009843908,4999.787,500,1.0,100,4789.382,,0.04550967555589656,2,0.0025,4999.787009843908,4999.787009843908,1.0,5.434597e-20,500.0,500.0,0.21306579,400.0
1.0,0.054633543660456495,0.0020000003,1.0,0.002,4999.770014373632,4999.7705,500,1.0,100,4811.578,,0.054633543660456495,1,0.002,4999.770014373632,4999.770014373632,1.0,5.431875e-20,500.0,500.0,0.23350012,500.00000664260017
1.0,0.05564249646560665,0.009999998,1.0,0.01,4999.752750871961,4999.7524,500,1.0,100,4578.942,,0.05564249646560665,2,0.01,4999.752750871961,4999.752750871961,1.0,3.5044917e-18,500.0,500.0,0.2346972,100.0
1.0,0.06237944225993216,0.0049999994,1.0,0.005,4999.761339545465,4999.761,500,1.0,100,4702.203,,0.06237944225993216,2,0.005,4999.761339545465,4999.761339545465,1.0,2.179301e-19,500.0,500.0,0.24912702,200.00000010221265
1.0,0.0678564762297844,0.0033333336,1.0,0.0033333334,4999.749812105952,4999.75,500,1.0,100,4756.795,,0.0678564762297844,2,0.0033333334,4999.749812105952,4999.749812105952,1.0,5.4391416e-20,500.0,500.0,0.26006022,299.999969473632
1.0,0.07175302861994749,0.0024999997,1.0,0.0025,4999.748332486128,4999.7485,500,1.0,100,4789.3433,,0.07175302861994749,2,0.0025,4999.748332486128,4999.748332486128,1.0,5.434597e-20,500.0,500.0,0.26753363,400.0
1.0,0.06922345734603037,0.0020000003,1.0,0.002,4999.75570035247,4999.7563,500,1.0,100,4811.564,,0.06922345734603037,1,0.002,4999.75570035247,4999.75570035247,1.0,5.431875e-20,500.0,500.0,0.26283967,500.00000664260017
1.0,4369.06984063946,0.009999998,1.0,0.01,4991.428773710127,4991.428,500,1.0,100,4570.6177,,4369.06984063946,2,0.01,4991.428773710127,4991.428773710127,1.0,3.5044917e-18,500.0,499.19,65.767624,100.0
1.0,2191.1229652945854,0.0049999994,1.0,0.005,4995.6054858326415,4995.6055,500,1.0,100,4698.0474,,2191.1229652945854,2,0.005,4995.6054858326415,4995.6054858326415,1.0,2.179301e-19,500.0,499.595,46.692265,200.00000010221265
