MinNormIw,AvgDiscRet,ESSClassic,ESSRenyi,VarNormIw,VarJ,Bound,MaxVanillaIw,BatchSize,MinVanillaIw,VarRet,AvgNormIw,VarVanillaIw,eRenyi2,AvgVanillaIw,VarDiscRet,AvgEpLen,AvgRet,J,MaxNormIw
0.01,8.753886504564434e-14,100.0,nan,3.5044917e-18,1173.7968,-309.13547,1.0,100,1.0,1391716.1089310504,0.009999998,,nan,1.0,1391716.1089310504,133.67,1326.8057605193242,1.5258789e-05,0.01
0.01,-2.2282620193436741e-13,100.0,nan,3.5044917e-18,1091.591,-310.9636,1.0,100,1.0,1203606.913822274,0.009999998,,nan,1.0,1203606.913822274,131.5,1305.014127784466,-1.4305115e-05,0.01
0.01,-1.7280399333685637e-13,100.0,nan,3.5044917e-18,1101.9014,-300.67377,1.0,100,1.0,1226451.2387515218,0.009999998,,nan,1.0,1226451.238751522,143.74,1427.3995171120528,1.1444092e-05,0.01
0.01,-2.2737367544323206e-13,100.0,nan,3.5044917e-18,1131.9177,-305.95767,1.0,100,1.0,1294179.666272246,0.009999998,,nan,1.0,1294179.6662722458,137.46,1364.6088108504366,1.9073486e-06,0.01
0.01,-1.1823431123048067e-13,100.0,nan,3.5044917e-18,1132.8298,-309.47134,1.0,100,1.0,1296266.102027519,0.009999998,,nan,1.0,1296266.102027519,133.28,1322.8089174579748,-1.2397766e-05,0.01
0.01,-8.86757334228605e-14,100.0,nan,3.5044917e-18,1283.1028,-280.8851,1.0,100,1.0,1662982.6849511375,0.009999998,,nan,1.0,1662982.6849511375,167.23,1662.481053241403,-1.5258789e-05,0.01
0.01,2.7966962079517543e-13,100.0,nan,3.5044917e-18,1173.1327,-292.94662,1.0,100,1.0,1390141.7484769823,0.009999998,,nan,1.0,1390141.7484769823,152.9,1518.8910557600084,9.536743e-06,0.01
0.01,7.958078640513122e-14,100.0,nan,3.5044917e-18,1104.7086,-287.39102,1.0,100,1.0,1232708.0696336553,0.009999998,,nan,1.0,1232708.0696336553,159.52,1585.1802083968641,-9.536743e-06,0.01
0.01,4.911271389573813e-13,100.0,nan,3.5044917e-18,1132.8556,-297.76608,1.0,100,1.0,1296324.986793117,0.009999998,,nan,1.0,1296324.986793117,147.2,1461.9937868091938,8.583069e-06,0.01
0.01,-1.3528733688872307e-13,100.0,nan,3.5044917e-18,1045.561,-315.90366,1.0,100,1.0,1104240.2991312903,0.009999998,,nan,1.0,1104240.2991312905,125.62,1246.2011851315401,3.8146973e-06,0.01
0.01,8.753886504564434e-14,100.0,nan,3.5044917e-18,1090.4806,-304.57254,1.0,100,1.0,1201159.7102078465,0.009999998,,nan,1.0,1201159.7102078465,139.1,1380.9836971483933,-4.7683716e-06,0.01
0.01,-1.8417267710901798e-13,100.0,nan,3.5044917e-18,1136.5211,-311.23212,1.0,100,1.0,1304727.408814417,0.009999998,,nan,1.0,1304727.4088144167,131.2,1301.9921860106465,-7.6293945e-06,0.01
0.01,-8.640199666842818e-14,100.0,nan,3.5044917e-18,1119.1505,-309.7573,1.0,100,1.0,1265149.356070231,0.009999998,,nan,1.0,1265149.356070231,132.95,1319.516166018479,1.5258789e-05,0.01
0.01,2.0122570276726037e-13,100.0,nan,3.5044917e-18,1225.851,-296.47717,1.0,100,1.0,1517889.6383904733,0.009999998,,nan,1.0,1517889.6383904733,148.7,1477.308380271437,,0.01
0.01,1.9667822925839573e-13,100.0,nan,3.5044917e-18,1298.3934,-298.90262,1.0,100,1.0,1702854.3117538241,0.009999998,,nan,1.0,1702854.3117538246,145.84,1448.489730433426,-1.1444092e-05,0.01
0.01,9.777068044058978e-14,100.0,nan,3.5044917e-18,1073.7167,-305.88797,1.0,100,1.0,1164512.5438124898,0.009999998,,nan,1.0,1164512.5438124898,137.54,1365.490927156852,3.8146973e-06,0.01
0.01,-2.0236257114447654e-13,100.0,nan,3.5044917e-18,990.5301,-312.2667,1.0,100,1.0,991060.4744242808,0.009999998,,nan,1.0,991060.4744242805,129.98,1289.6998263815874,-2.861023e-06,0.01
0.01,-1.5916157281026246e-14,100.0,nan,3.5044917e-18,1062.995,-300.99673,1.0,100,1.0,1141371.9788037047,0.009999998,,nan,1.0,1141371.9788037047,142.35,1413.2961049824971,-3.8146973e-06,0.01
0.01,-7.73070496506989e-14,100.0,nan,3.5044917e-18,1366.0039,-289.29095,1.0,100,1.0,1884814.760887472,0.009999998,,nan,1.0,1884814.760887472,157.24,1562.693654332361,3.8146973e-06,0.01
0.01,1.3187673175707459e-13,100.0,nan,3.5044917e-18,973.2444,-252.51231,1.0,100,1.0,956772.4655756681,0.009999998,,nan,1.0,956772.4655756681,121.97,1209.5077036155997,-1.8119812e-05,0.01
0.01,1.1368683772161603e-13,100.0,nan,3.5044917e-18,1285.3706,-280.73123,1.0,100,1.0,1668866.2450744205,0.009999998,,nan,1.0,1668866.2450744205,167.41,1664.3990563954044,3.8146973e-06,0.01
0.01,-1.6825651982799172e-13,100.0,nan,3.5044917e-18,1306.5714,-295.7959,1.0,100,1.0,1724372.4685255624,0.009999998,,nan,1.0,1724372.4685255624,149.53,1485.402858179778,,0.01
0.01,6.366462912410498e-14,100.0,nan,3.5044917e-18,1276.6871,-298.5152,1.0,100,1.0,1646394.2192888644,0.009999998,,nan,1.0,1646394.2192888642,146.29,1453.09270732825,-9.536743e-06,0.01
0.01,-2.4556356947869064e-13,100.0,nan,3.5044917e-18,1273.6501,-297.5063,1.0,100,1.0,1638570.3760176124,0.009999998,,nan,1.0,1638570.3760176126,147.48,1464.992591361108,-3.8146973e-06,0.01
0.01,-1.978150976356119e-13,100.0,nan,3.5044917e-18,1170.5642,-290.2588,1.0,100,1.0,1384061.3318268042,0.009999998,,nan,1.0,1384061.3318268042,156.11,1551.1940969800867,7.1525574e-06,0.01
0.01,6.366462912410498e-14,100.0,nan,3.5044917e-18,1227.3828,-294.5524,1.0,100,1.0,1521685.3425986352,0.009999998,,nan,1.0,1521685.3425986352,151.01,1500.1780804930606,,0.01
0.01,-3.6834535421803596e-13,100.0,nan,3.5044917e-18,1338.602,-284.72342,1.0,100,1.0,1809955.0454741812,0.009999998,,nan,1.0,1809955.0454741812,162.67,1616.9010161956394,3.8146973e-06,0.01
0.01,9.094947017729283e-15,100.0,nan,3.5044917e-18,1293.4713,-288.88608,1.0,100,1.0,1689967.6850104232,0.009999998,,nan,1.0,1689967.6850104232,157.73,1567.5040808348554,1.5258789e-05,0.01
0.01,-1.3187673175707459e-13,100.0,nan,3.5044917e-18,1107.7385,-311.34143,1.0,100,1.0,1239479.4101176881,0.009999998,,nan,1.0,1239479.4101176881,131.07,1300.6937483204365,-5.722046e-06,0.01
0.01,9.094947017729283e-15,100.0,nan,3.5044917e-18,1275.0981,-292.66492,1.0,100,1.0,1642298.439566309,0.009999998,,nan,1.0,1642298.439566309,153.23,1522.6045774246447,-7.6293945e-06,0.01
0.01,8.29913915367797e-14,100.0,nan,3.5044917e-18,1005.95593,-323.30237,1.0,100,1.0,1022169.0146676097,0.009999998,,nan,1.0,1022169.0146676097,116.85,1158.4047619579092,-1.8835068e-05,0.01
0.01,3.865352482534945e-14,100.0,nan,3.5044917e-18,1267.8741,-310.39807,1.0,100,1.0,1623742.3504088232,0.009999998,,nan,1.0,1623742.3504088232,132.17,1311.9026263484236,-3.8146973e-06,0.01
0.01,-5.456968210637569e-13,100.0,nan,3.5044917e-18,1283.3798,-291.84918,1.0,100,1.0,1663700.620403568,0.009999998,,nan,1.0,1663700.6204035673,154.2,1532.2975126443641,7.6293945e-06,0.01
0.01,3.433342499192804e-13,100.0,nan,3.5044917e-18,1208.4252,-287.79282,1.0,100,1.0,1475041.6207734754,0.009999998,,nan,1.0,1475041.6207734756,159.04,1580.4941806132922,-3.8146973e-06,0.01
0.01,2.955857780762017e-14,100.0,nan,3.5044917e-18,1054.8058,-310.0095,1.0,100,1.0,1123853.8453119283,0.009999998,,nan,1.0,1123853.8453119283,132.64,1316.3019166682466,7.6293945e-06,0.01
0.01,-1.6143530956469475e-13,100.0,nan,3.5044917e-18,1157.1942,-300.0119,1.0,100,1.0,1352624.8913516079,0.009999998,,nan,1.0,1352624.8913516079,144.53,1435.3092092975846,-9.536743e-07,0.01
0.01,2.5011104298755527e-14,100.0,nan,3.5044917e-18,964.26355,-260.49326,1.0,100,1.0,939196.1802154576,0.009999998,,nan,1.0,939196.1802154576,133.49,1324.6919421975178,3.8146973e-06,0.01
0.009999998,-2.0463630789890885e-14,100.00004237679823,nan,,1247.2692,-289.68582,3.5712925e-05,100,3.5712925e-05,1571394.6904745852,0.009999998,5.34743e-23,nan,3.5712932e-05,1571394.6904745852,156.79,1558.0009991508111,2.861023e-06,0.009999998
0.01,4.888534022029489e-14,100.0,nan,3.5044917e-18,1233.445,-300.43506,1.0,100,1.0,1536753.9772438195,0.009999998,,nan,1.0,1536753.9772438195,144.01,1430.2811407196339,-5.066395e-06,0.01
0.01,7.73070496506989e-14,100.0,nan,3.5044917e-18,1131.2128,-306.2842,1.0,100,1.0,1292568.1025778267,0.009999998,,nan,1.0,1292568.102577827,137.05,1360.3897184290938,2.861023e-05,0.01
0.01,1.4779288903810084e-13,100.0,nan,3.5044917e-18,1146.5392,-298.1466,1.0,100,1.0,1327830.357553097,0.009999998,,nan,1.0,1327830.3575530972,146.73,1457.4727188606935,-1.7166138e-05,0.01
0.01,1.2505552149377764e-13,100.0,nan,3.5044917e-18,1064.4152,-313.59656,1.0,100,1.0,1144423.9064310538,0.009999998,,nan,1.0,1144423.9064310535,128.4,1273.8987343798394,6.914139e-06,0.01
0.01,-1.4779288903810084e-13,100.0,nan,3.5044917e-18,1267.4209,-284.0701,1.0,100,1.0,1622581.6078867323,0.009999998,,nan,1.0,1622581.6078867323,163.47,1624.6763518797657,1.7166138e-05,0.01
0.01,9.43600753089413e-14,100.0,nan,3.5044917e-18,1142.2195,-313.60458,1.0,100,1.0,1317843.7886696337,0.009999998,,nan,1.0,1317843.7886696337,128.36,1273.6992836208963,-2.861023e-06,0.01
0.01,2.5011104298755527e-14,100.0,nan,3.5044917e-18,1270.1008,-294.39127,1.0,100,1.0,1629450.5908773493,0.009999998,,nan,1.0,1629450.5908773493,151.2,1502.0922974944854,3.2424927e-05,0.01
0.01,-5.729816621169448e-13,100.0,nan,3.5044917e-18,1298.2335,-297.7144,1.0,100,1.0,1702434.5751579509,0.009999998,,nan,1.0,1702434.5751579513,147.25,1462.6080188748774,-1.9073486e-05,0.01
0.010000001,2.091837814077735e-13,99.99997883839171,nan,8.761229e-19,954.0455,-315.39865,0.9013249,100,0.9013249,919397.047304349,0.01,3.5885995e-15,nan,0.90132487,919397.0473043491,126.26,1252.486016171776,7.6293945e-06,0.010000001
0.01,-5.2295945351943376e-14,100.0,nan,3.5044917e-18,1304.5712,-293.43588,1.0,100,1.0,1719097.0375648183,0.009999998,,nan,1.0,1719097.0375648183,152.31,1513.393986344102,-1.9073486e-05,0.01
0.01,-5.1159076974727215e-14,100.0,nan,3.5044917e-18,1094.4933,-311.85217,1.0,100,1.0,1210015.7555960524,0.009999998,,nan,1.0,1210015.7555960524,130.46,1294.5116303905916,7.6293945e-06,0.01
0.01,4.0017766878008843e-13,99.99999201159773,nan,3.5044917e-18,1158.574,-300.36218,0.9550588,100,0.9550588,1355852.7147325538,0.009999998,,nan,0.9550588,1355852.7147325538,144.1,1430.9946134518768,-6.67572e-06,0.01
0.01,-2.2737367544323207e-14,100.0,nan,3.5044917e-18,1053.4359,-296.24268,1.0,100,1.0,1120936.6488166223,0.009999998,,nan,1.0,1120936.6488166223,149.01,1479.9818929201726,-4.7683716e-06,0.01
0.01,2.6375346351414917e-13,100.0,nan,3.5044917e-18,1131.7913,-305.46677,1.0,100,1.0,1293890.313113112,0.009999998,,nan,1.0,1293890.313113112,138.05,1370.4949168243716,7.6293945e-06,0.01
0.01,2.6375346351414917e-13,100.0,nan,3.5044917e-18,1083.348,-306.8165,1.0,100,1.0,1185497.9648258416,0.009999998,,nan,1.0,1185497.9648258416,136.44,1354.3892423777777,1.9073486e-06,0.01
0.01,-6.821210263296962e-14,100.0,nan,3.5044917e-18,1248.6667,-287.90506,1.0,100,1.0,1574917.9332402132,0.009999998,,nan,1.0,1574917.9332402132,158.9,1579.098029707228,-3.8146973e-06,0.01
0.01,3.0013325158506633e-13,100.0,nan,3.5044917e-18,1322.8027,-284.1403,1.0,100,1.0,1767481.795929599,0.009999998,,nan,1.0,1767481.7959295993,163.36,1623.8926802485314,-3.8146973e-06,0.01
0.01,2.7057467377744614e-13,100.0,nan,3.5044917e-18,1302.3486,-286.5393,1.0,100,1.0,1713244.5852690253,0.009999998,,nan,1.0,1713244.5852690248,160.52,1595.389014821748,7.6293945e-06,0.01
0.01,1.5916157281026246e-14,100.0,nan,3.5044917e-18,1150.16,-295.78033,1.0,100,1.0,1336230.4320221196,0.009999998,,nan,1.0,1336230.4320221196,149.54,1485.5038714685568,5.722046e-06,0.01
0.01,1.2505552149377764e-13,100.0,nan,3.5044917e-18,976.59753,-314.19394,1.0,100,1.0,963376.4986428643,0.009999998,,nan,1.0,963376.4986428643,127.65,1266.3974123289493,9.536743e-07,0.01
0.01,-3.296918293926865e-13,100.0,nan,3.5044917e-18,1250.6174,-296.12653,1.0,100,1.0,1579842.4113497776,0.009999998,,nan,1.0,1579842.4113497778,149.12,1481.4007749756188,3.8146973e-06,0.01
0.01,-7.73070496506989e-14,100.0,nan,3.5044917e-18,1175.3904,-299.35233,1.0,100,1.0,1395497.4084945607,0.009999998,,nan,1.0,1395497.4084945607,145.28,1443.0132485065405,,0.01
0.01,-3.3651303965598344e-13,100.0,nan,3.5044917e-18,1319.876,-290.69617,1.0,100,1.0,1759669.1196726868,0.009999998,,nan,1.0,1759669.1196726868,155.57,1545.9974071175557,-1.1444092e-05,0.01
0.01,2.319211489520967e-13,100.0,nan,3.5044917e-18,1389.055,-281.87564,1.0,100,1.0,1948963.5447148464,0.009999998,,nan,1.0,1948963.5447148464,166.03,1650.708873900006,-1.1444092e-05,0.01
0.01,-2.853539626812562e-13,100.0,nan,3.5044917e-18,1177.5438,-296.6927,1.0,100,1.0,1400615.5669754576,0.009999998,,nan,1.0,1400615.5669754571,148.46,1474.6898212520223,6.67572e-06,0.01
0.01,9.549694368615746e-14,100.0,nan,3.5044917e-18,1058.3375,-314.90833,1.0,100,1.0,1131392.2422602745,0.009999998,,nan,1.0,1131392.2422602745,126.79,1257.9023052389173,,0.01
0.01,4.092726157978177e-13,100.0,nan,3.5044917e-18,1322.6388,-275.30673,1.0,100,1.0,1767043.9123866688,0.009999998,,nan,1.0,1767043.9123866688,173.86,1728.7925361255561,-4.7683716e-06,0.01
