MinNormIw,AvgDiscRet,ESSClassic,ESSRenyi,VarNormIw,VarJ,Bound,MaxVanillaIw,BatchSize,MinVanillaIw,VarRet,AvgNormIw,VarVanillaIw,eRenyi2,AvgVanillaIw,VarDiscRet,AvgEpLen,AvgRet,J,MaxNormIw
,-2.9416469260468145e-14,1.0,0.0005812676157010919,0.010000002,,2061412.1,523692.6,100,,5068.280106981779,0.01,2742539300.0,172037.8,5236.926,5068.28010698178,12.62,116.11656713830943,393.69345,1.0
,-2.2737367544323207e-14,1.0,0.0003517878297241368,0.010000001,,2280691.2,259519.23,100,,73026.08789121184,0.01,673502340.0,284262.25,2595.1924,73026.08789121184,51.07,500.5047393464753,879.15106,1.0
,-1.284661266254261e-13,1.0,0.0013269651446687464,0.010000002,2.2174113e-14,2412911.5,195512.4,100,,170995.61519655364,0.01,382250980.0,75359.93,1955.124,170995.61519655364,73.5,724.7429549759024,1234.6791,1.0
,-3.865352482534945e-14,1.0,0.0010507043659393166,0.010000002,4.0443686e-07,1941769.6,171125.88,100,,674763.014627652,0.01,292840640.0,95174.25,1711.2588,674763.014627652,126.42,1253.9065888330097,1135.9004,1.0
,1.6143530956469475e-13,1.0052941800867496,0.0012714736250179918,0.009946807,37.237713,281002.44,15489.546,100,,1214948.8934353695,0.01,2399148.0,78648.9,155.30548,1214948.8934353695,137.32,1363.1910367760593,1829.0085,0.9973599
,-1.887201506178826e-13,1.0,nan,0.0100000035,0.00028469274,603424.06,30852.74,100,,1471062.6131273757,0.01,9518913.0,nan,308.5274,1471062.6131273757,132.38,1313.9024651848888,1965.8751,1.0
,1.546140993013978e-13,1.0,nan,0.010000002,,6783755.5,182907.78,100,,1164587.704050654,0.01,334552640.0,nan,1829.0778,1164587.704050654,129.92,1289.1002815956622,3710.5466,1.0
,3.410605131648481e-14,1.0,nan,0.010000002,7.3764556e-07,3846887.5,205034.81,100,,1017519.4608071703,0.01,420392700.0,nan,2050.3481,1017519.4608071703,142.22,1412.0953039169372,1877.6844,1.0
,8.640199666842818e-14,1.8866424542388247,nan,0.005252951,7481.618,1661569.1,60194.07,100,,1427308.383430851,0.01,43743410.0,nan,912.5458,1427308.383430851,136.88,1359.0046515709269,1823.2511,0.659628
,-3.183231456205249e-14,3.2103896303429917,nan,0.0030453403,11089.003,841128.4,25273.803,100,,1500443.9689507445,0.01,16580867.0,nan,737.8798,1500443.9689507445,142.29,1413.0058275134354,1142.2092,0.34251922
1.324829e-35,-7.275957614183426e-14,1.002635331062456,nan,0.0099734515,16.973633,163916170000.0,19932553000.0,100,2.6442009e-25,1300563.8559800386,0.01,3.9729643e+18,nan,199588080.0,1300563.8559800384,147.74,1467.497719337779,821.2724,0.9986845
,2.4783730623312296e-13,1.0,nan,0.010000002,,4309206.5,210247.08,100,,971452.473428048,0.01,442038300.0,nan,2102.4707,971452.4734280476,123.88,1228.7041831546558,2051.1013,1.0
,1.341504685115069e-13,1.1174329024653422,nan,0.008938471,121.64099,73338180.0,2412837.2,100,,1559219.9036182608,0.01,58333327000.0,nan,25546.227,1559219.9036182608,141.94,1409.6068054049863,2870.9148,0.9444985
,1.4097167877480388e-13,3.000000700415237,nan,0.003265993,6484.7573,675527070000.0,56630380000.0,100,,1291703.0842847812,0.010000002,9.426635e+19,nan,1698911500.0,1291703.0842847812,135.56,1345.5043343728396,397.6235,0.3333333
0.01,-9.777068044058978e-14,100.0,nan,3.5044917e-18,1227.387,-293.14655,1.0,100,1.0,1521695.6737920751,0.009999998,,nan,1.0,1521695.6737920751,152.68,1516.8824910715007,-1.335144e-05,0.01
0.009985383,3.501554601825774e-13,99.97892050117267,nan,2.1357133e-08,1128.9578,-305.73132,1.1414195,100,0.9956949,1291185.8082218524,0.009999996,0.0002123567,nan,0.9971524,1291185.8082218526,137.68,1366.8923806753626,0.06267452,0.011446791
,-1.546140993013978e-13,,nan,1.0203036e-06,968.8783,3.0559305e+35,4.194456e+34,100,,934754.0314761935,0.009999998,inf,nan,4.1525121e+34,934754.0314761935,118.84,1178.4057124903507,7.3592377,0.010101008
0.01,7.958078640513123e-15,100.0,nan,3.5044917e-18,1101.3301,-305.2644,1.0,100,1.0,1225179.6530277,0.009999998,,nan,1.0,1225179.6530277,138.29,1372.9001478446592,5.722046e-06,0.01
0.01,-1.6143530956469475e-13,100.0,nan,3.5044917e-18,1218.0823,-296.51907,1.0,100,1.0,1498711.5430452423,0.009999998,,nan,1.0,1498711.5430452423,148.66,1476.501856485976,-9.536743e-07,0.01
0.01,-5.684341886080802e-14,100.0,nan,3.5044917e-18,1052.624,-307.04785,1.0,100,1.0,1119209.361513843,0.009999998,,nan,1.0,1119209.361513843,136.17,1351.6026851467332,-9.536743e-06,0.01
0.01,2.7284841053187846e-13,100.0,nan,3.5044917e-18,1246.5632,-297.57343,1.0,100,1.0,1569615.9681246947,0.009999998,,nan,1.0,1569615.9681246947,147.41,1464.1901315242428,2.0980835e-05,0.01
0.01,1.7962520360015334e-13,100.0,nan,3.5044917e-18,1197.8429,-299.2892,1.0,100,1.0,1449320.610923766,0.009999998,,nan,1.0,1449320.6109237662,145.38,1443.895849510864,2.002716e-05,0.01
0.01,4.0017766878008843e-13,100.0,nan,3.5044917e-18,1135.8248,-299.87512,1.0,100,1.0,1303129.3304815441,0.009999998,,nan,1.0,1303129.330481544,144.69,1436.8980771759216,-1.9073486e-06,0.01
0.01,8.640199666842818e-14,100.0,nan,3.5044917e-18,1127.8466,-302.26746,1.0,100,1.0,1284886.6594690422,0.009999998,,nan,1.0,1284886.6594690422,141.83,1408.5092248562441,-2.670288e-05,0.01
0.01,-1.5802470443304627e-13,100.0,nan,3.5044917e-18,1218.166,-292.01813,1.0,100,1.0,1498917.5870966564,0.009999998,,nan,1.0,1498917.5870966564,154.01,1530.2902927664895,5.722046e-06,0.01
0.009999998,-2.8308022592682394e-13,100.00004796013307,nan,,968.3319,-313.97522,1.0370697e-09,100,1.0370697e-09,947138.3140267137,0.009999998,4.980182e-32,nan,1.0370699e-09,947138.3140267137,127.95,1269.3982588432073,,0.009999998
0.009999997,2.285105438204482e-13,100.00005690825692,nan,,1220.3623,-303.1764,0.67032415,100,0.67032415,1504327.8961588289,0.009999997,3.2297397e-14,nan,0.6703243,1504327.8961588289,140.76,1397.7086109486277,,0.009999997
0.01,-1.6143530956469475e-13,100.0,nan,3.5044917e-18,1010.30945,-300.4509,1.0,100,1.0,1031035.4547774482,0.009999998,,nan,1.0,1031035.4547774482,143.98,1429.6879046374015,1.9073486e-06,0.01
0.01,6.139089236967266e-14,100.0,nan,3.5044917e-18,1288.6666,-283.03726,1.0,100,1.0,1677436.208103406,0.009999998,,nan,1.0,1677436.208103406,164.67,1636.9990031940417,,0.01
0.01,1.77351466845721e-13,100.0,nan,3.5044917e-18,1126.8057,-251.93349,1.0,100,1.0,1282516.1762469239,0.009999998,,nan,1.0,1282516.1762469239,147.66,1466.3946841838094,5.722046e-06,0.01
0.01,7.16227077646181e-14,100.0,nan,3.5044917e-18,1225.6633,-299.6685,1.0,100,1.0,1517424.8915830662,0.009999998,,nan,1.0,1517424.8915830662,144.94,1439.389662635422,1.7166138e-05,0.01
0.01,2.773958840407431e-13,100.0,nan,3.5044917e-18,1305.6326,-289.22275,1.0,100,1.0,1721895.4277869186,0.009999998,,nan,1.0,1721895.4277869186,157.32,1563.5027615837328,1.335144e-05,0.01
0.010000002,1.3642420526593923e-13,99.99996125147685,nan,8.761229e-19,1261.2174,-291.87943,167748.31,100,167748.31,1606736.1982544377,0.010000003,0.0009864267,nan,167748.28,1606736.1982544377,149.63,1486.312826976342,-1.9073486e-06,0.010000002
0.01,1.8189894035458565e-14,100.0,nan,3.5044917e-18,1116.9426,-263.56476,1.0,100,1.0,1260162.4934819154,0.009999998,,nan,1.0,1260162.4934819154,133.84,1328.1996900171414,7.6293945e-06,0.01
0.01,-4.320099833421409e-14,100.0,nan,3.5044917e-18,992.0932,-314.126,1.0,100,1.0,994190.7917855489,0.009999998,,nan,1.0,994190.7917855489,127.75,1267.402566046709,-4.2915344e-06,0.01
0.01,-1.750777300912887e-13,100.0,nan,3.5044917e-18,1092.9574,-248.66779,1.0,100,1.0,1206621.9936506255,0.009999998,,nan,1.0,1206621.9936506255,147.54,1465.1939650086888,3.8146973e-06,0.01
0.01,-1.7053025658242404e-14,100.0,nan,3.5044917e-18,1026.5945,-246.43019,1.0,100,1.0,1064541.6276535029,0.009999998,,nan,1.0,1064541.6276535029,130.2,1291.7883232822535,-3.8146973e-06,0.01
0.01,1.1368683772161603e-13,100.0,nan,3.5044917e-18,1432.0553,-279.73026,1.0,100,1.0,2071497.2017127448,0.009999998,,nan,1.0,2071497.201712745,168.59,1676.2922234377243,3.8146973e-06,0.01
0.01,-1.3642420526593923e-14,100.0,nan,3.5044917e-18,940.7683,-238.49672,1.0,100,1.0,893984.7658830131,0.009999998,,nan,1.0,893984.7658830131,127.61,1265.900800435644,,0.01
0.01,2.205524651799351e-13,100.0,nan,3.5044917e-18,1157.4022,-296.6044,1.0,100,1.0,1353110.8565007446,0.009999998,,nan,1.0,1353110.8565007448,148.57,1475.7971430093341,9.536743e-06,0.01
0.01,-2.6147972675971688e-14,100.0,nan,3.5044917e-18,1047.8075,-306.6976,1.0,100,1.0,1108990.5671223167,0.009999998,,nan,1.0,1108990.5671223167,136.58,1355.8711108547507,-1.2397766e-05,0.01
0.01,-2.5465851649641993e-13,100.0,nan,3.5044917e-18,1302.3706,-292.08423,0.955569,100,0.955569,1713302.463028405,0.009999998,3.5885995e-15,nan,0.9555691,1713302.4630284053,153.93,1529.5040486345163,1.1444092e-05,0.01
0.01,-2.2282620193436741e-13,100.0,nan,3.5044917e-18,1219.1246,-295.14697,1.0,100,1.0,1501277.5930095431,0.009999998,,nan,1.0,1501277.5930095431,150.29,1492.999921709146,8.583069e-06,0.01
0.01,1.3187673175707459e-13,100.0,nan,3.5044917e-18,1274.9335,-280.87558,1.0,100,1.0,1641874.2415078527,0.009999998,,nan,1.0,1641874.2415078527,167.27,1662.6841220107246,1.7166138e-05,0.01
0.01,-7.048583938740194e-14,100.0,nan,3.5044917e-18,1137.4298,-297.7589,1.0,100,1.0,1306814.8691026499,0.009999998,,nan,1.0,1306814.8691026494,147.2,1461.9924921374104,1.04904175e-05,0.01
0.01,7.73070496506989e-14,100.0,nan,3.5044917e-18,1217.1094,-299.70956,1.0,100,1.0,1496318.3133683472,0.009999998,,nan,1.0,1496318.3133683472,144.86,1438.9018785513215,1.9073486e-06,0.01
0.01,5.911715561524034e-14,100.0,nan,3.5044917e-18,1244.9648,-304.76184,1.0,100,1.0,1565593.3618571386,0.009999998,,nan,1.0,1565593.3618571386,138.85,1378.6019863012446,-7.6293945e-06,0.01
0.01,-6.139089236967266e-14,100.0,nan,3.5044917e-18,1154.6232,-297.2941,1.0,100,1.0,1346620.990068716,0.009999998,,nan,1.0,1346620.990068716,147.75,1467.4865090442615,3.8146973e-06,0.01
0.01,-2.4556356947869064e-13,100.0,nan,3.5044917e-18,1214.3556,-298.02533,1.0,100,1.0,1489555.091552824,0.009999998,,nan,1.0,1489555.091552824,146.89,1458.913408466838,1.5258789e-05,0.01
0.01,-3.319655661471188e-13,100.0,nan,3.5044917e-18,994.3801,-305.24387,1.0,100,1.0,998779.6354496988,0.009999998,,nan,1.0,998779.6354496989,138.3,1372.892608576237,3.33786e-06,0.01
0.01,-3.1718627724330873e-13,100.0,nan,3.5044917e-18,1200.8171,-300.00403,1.0,100,1.0,1456527.3226940436,0.009999998,,nan,1.0,1456527.3226940436,144.52,1435.4028290977772,3.8146973e-06,0.01
0.01,-1.7848833522293717e-13,100.0,nan,3.5044917e-18,963.80273,-245.43568,1.0,100,1.0,938298.7298822728,0.009999998,,nan,1.0,938298.7298822727,136.38,1353.5976972073902,2.861023e-06,0.01
0.01,1.341504685115069e-13,100.0,nan,3.5044917e-18,1074.4003,-309.46213,1.0,100,1.0,1165996.0032916022,0.009999998,,nan,1.0,1165996.003291602,133.27,1322.6037838726295,-9.536743e-07,0.01
0.01,2.7284841053187846e-14,100.0,nan,3.5044917e-18,1159.3892,-304.55435,1.0,100,1.0,1357760.7916832455,0.009999998,,nan,1.0,1357760.7916832455,139.11,1381.2122270423445,-7.6293945e-06,0.01
0.01,-2.4442670110147445e-13,100.0,nan,3.5044917e-18,1221.1818,-300.00055,1.0,100,1.0,1506348.5081438532,0.009999998,,nan,1.0,1506348.5081438534,144.53,1435.3947137783116,1.335144e-05,0.01
0.01,1.9326762412674725e-13,100.0,nan,3.5044917e-18,1247.3794,-295.6693,1.0,100,1.0,1571671.8405039092,0.009999998,,nan,1.0,1571671.8405039092,149.67,1486.9069554207613,-1.335144e-05,0.01
0.01,9.094947017729283e-14,100.0,nan,3.5044917e-18,1064.6693,-315.17175,1.0,100,1.0,1144970.412632245,0.009999998,,nan,1.0,1144970.412632245,126.51,1255.103016424756,-3.8146973e-06,0.01
