AvgRet,ESSRenyi,VanillaAvgRet,AvgDiscRet,EpsThisIter,MinVanillaIw,MaxVanillaIw,AvgVanillaIw,VarRet,AvgNormIw,J,VarDiscRet,IterType,ESSClassic,Delta,AvgEpLen,VarNormIw,MinNormIw,eRenyi2,VarJ,BatchSize,MaxNormIw,Bound,VarVanillaIw
-346.034616683,96.1280220606,-346.034616683,-346.034616683,100,0.575264,1.67128,1.03203,893.727990241,0.01,-344.609,893.727990241,1,96.0562394357,0.6,500.0,4.14716e-06,0.0055741,1.04028,28.4905,100,0.0161941,-381.763,0.0441709
-340.184312789,89.6307955417,-340.184312789,-340.184312789,100,0.278074,2.33758,1.00184,860.516664948,0.01,-336.57,860.516664948,1,88.4848115344,0.6,500.0,1.31452e-05,0.00277562,1.11569,30.3376,100,0.0233329,-374.981,0.131937
-343.27904733,91.8247321207,-343.27904733,-343.27904733,100,0.380381,2.28395,1.00074,1011.28205478,0.01,-340.368,1011.28205478,1,90.8607037656,0.6,500.0,1.01602e-05,0.00380099,1.08903,31.2137,100,0.0228225,-377.725,0.101753
-343.870559252,56.9943812152,-343.870559252,-343.870559252,100,0.0929439,62.541,1.45178,918.066705324,0.01,-320.844,918.066705324,1,5.27835065176,0.6,500.0,0.00181266,0.000640206,1.75456,129.818,100,0.430788,-374.311,38.2048
-345.494769123,87.9551306167,-345.494769123,-345.494769123,100,0.23519,1.9413,0.976612,841.238378379,0.01,-341.231,841.238378379,1,86.2786376469,0.6,500.0,1.60642e-05,0.00240823,1.13694,30.9683,100,0.0198779,-380.018,0.153216
-337.344247139,95.0935058042,-337.344247139,-337.344247139,100,0.59269,2.5499,1.03594,715.955708404,0.01,-335.658,715.955708404,1,93.0767246421,0.6,500.0,7.51338e-06,0.00572127,1.0516,26.031,100,0.0246143,-369.819,0.0806316
-347.44063313,94.9994694322,-347.44063313,-347.44063313,100,0.250353,1.57678,1.01061,1002.25713432,0.01,-345.503,1002.25713432,1,95.2726545941,0.6,500.0,5.01204e-06,0.00247725,1.05264,31.6635,100,0.0156023,-385.314,0.0511894
-342.225991159,53.2826816142,-342.225991159,-342.225991159,100,0.0519714,43.7943,1.38722,885.290709418,0.01,-324.116,885.290709418,1,9.29003237183,0.6,500.0,0.000986286,0.000374643,1.87678,104.307,100,0.315698,-369.747,18.98
-339.348436753,96.0489177361,-339.348436753,-339.348436753,100,0.356937,2.09952,1.02014,674.974063933,0.01,-337.737,674.974063933,1,94.225687009,0.6,500.0,6.19009e-06,0.0034989,1.04114,24.9135,100,0.0205806,-375.23,0.0644196
-341.982474053,89.2756985599,-341.982474053,-341.982474053,100,0.330877,3.35117,1.08016,878.426538383,0.01,-338.13,878.426538383,1,83.8259682408,0.6,500.0,1.94897e-05,0.00306323,1.12013,29.75,100,0.0310248,-376.016,0.227394
-343.616390984,97.4578337791,-343.616390984,-343.616390984,100,0.672467,1.64026,1.00636,959.160180898,0.01,-342.733,959.160180898,1,97.3000756881,0.6,500.0,2.80287e-06,0.00668218,1.02608,30.719,100,0.0162989,-379.247,0.0283862
-345.390274089,93.830142169,-345.390274089,-345.390274089,100,0.498461,1.67451,1.06798,1287.33731716,0.01,-342.463,1287.33731716,1,94.7493493671,0.6,500.0,5.59759e-06,0.00466732,1.06576,30.7987,100,0.0156792,-385.871,0.063845
-337.038882456,89.8912563943,-337.038882456,-337.038882456,100,0.214458,1.83995,0.993901,711.583741252,0.01,-333.756,711.583741252,1,89.0757712269,0.6,500.0,1.23879e-05,0.00215774,1.11246,27.6872,100,0.0185124,-369.753,0.122372
-339.852384335,99.9999403954,-339.852384335,-339.852384335,100,1.54916e-07,247.413,3.19734,889.759499386,0.01,-301.997,889.759499386,1,1.65809063946,0.6,500.0,0.00599094,4.84514e-10,1.0,52.8202,100,0.77381,-335.668,612.454
-339.852384335,nan,-339.852384335,-344.437891021,100,0.00404182,6.45513e+06,85461.8,889.759499386,0.01,-314.434,1154.0944927,,1.67308710723,0.6,500.0,0.00593634,4.72939e-10,nan,80.7739,200,0.755324,-inf,4.33573e+11
-341.727008348,199.999856949,-341.727008348,-341.727008348,100,,36.0857,0.195396,1432.8046306,0.005,-303.731,1432.8046306,1,1.16905102255,0.6,500.0,0.00427334,,1.0,55.8431,200,0.923401,-332.678,6.52614
-342.277761158,200.0,-342.277761158,-342.277761158,100,1.0,1.0,1.0,907.395158878,0.01,-342.278,907.395158878,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,29.972,200,0.01,-376.498,
-341.727008348,nan,-341.727008348,-341.166675831,100,0.0277118,inf,inf,1432.8046306,nan,nan,764.407611703,,nan,0.6,500.0,nan,nan,nan,nan,300,nan,nan,nan
-337.537492786,280.690414466,-337.537492786,-337.537492786,100,0.251793,2.16686,0.977614,795.491996804,0.00333333,-338.16,795.491996804,1,277.439040806,0.6,500.0,9.06558e-07,0.000858528,1.06879,33.267,300,0.00738827,-362.595,0.0779781
-345.932331045,300.0,-345.932331045,-345.932331045,100,1.0,1.0,1.0,847.58577716,0.01,-345.932,847.58577716,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,28.9674,300,0.01,-380.157,
-337.384341864,300.0,-337.384341864,-337.384341864,100,1.0,1.0,1.0,711.45626435,0.005,-341.658,711.45626435,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.1068,300,0.005,-365.859,
-340.582858356,241.932737499,-340.582858356,-340.582858356,100,0.0937666,3.65974,1.02165,944.523779127,0.00333333,-336.998,944.523779127,1,240.14843386,0.6,500.0,2.77846e-06,0.000305933,1.24001,32.1408,300,0.0119407,-359.75,0.261004
-341.565979056,300.0,-341.565979056,-341.565979056,100,1.0,1.0,1.0,899.131719473,0.01,-341.566,899.131719473,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,29.8352,300,0.01,-378.087,
-341.816842532,300.0,-341.816842532,-341.816842532,100,1.0,1.0,1.0,937.072623961,0.005,-341.691,937.072623961,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,30.1486,300,0.005,-367.516,
-340.583538889,282.387190488,-340.583538889,-340.583538889,100,0.331743,1.9227,0.987949,808.259874063,0.00333333,-339.962,808.259874063,1,281.35686341,0.6,500.0,7.38704e-07,0.0011193,1.06237,29.3732,300,0.00648718,-362.285,0.0648906
-342.78534047,300.0,-342.78534047,-342.78534047,100,1.0,1.0,1.0,754.252193039,0.01,-342.785,754.252193039,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,27.326,300,0.01,-377.738,
-342.408066,300.0,-342.408066,-342.408066,100,1.0,1.0,1.0,992.595354679,0.005,-342.597,992.595354679,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.4062,300,0.005,-368.342,
-340.27713797,247.083634753,-340.27713797,-340.27713797,100,0.30532,7.12589,1.04234,1123.3789567,0.00333333,-337.443,1123.3789567,1,222.398080408,0.6,500.0,3.89e-06,0.000976396,1.21416,35.9578,300,0.0227882,-360.919,0.380372
-338.817571711,300.0,-338.817571711,-338.817571711,100,1.0,1.0,1.0,719.647447861,0.01,-338.818,719.647447861,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,26.6918,300,0.01,-375.039,
-337.64509429,300.0,-337.64509429,-337.64509429,100,1.0,1.0,1.0,929.045812731,0.005,-338.231,929.045812731,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.5735,300,0.005,-363.844,
-338.502227353,269.32876565,-338.502227353,-338.502227353,100,0.243113,1.97977,0.992304,958.298613933,0.00333333,-336.242,958.298613933,1,267.497545448,0.6,500.0,1.35458e-06,0.000816663,1.11388,30.8016,300,0.00665041,-358.526,0.120043
-341.006734277,300.0,-341.006734277,-341.006734277,100,1.0,1.0,1.0,914.772707144,0.01,-341.007,914.772707144,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,30.0936,300,0.01,-378.243,
-336.003287975,300.0,-336.003287975,-336.003287975,100,1.0,1.0,1.0,689.969379023,0.005,-338.505,689.969379023,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.295,300,0.005,-364.835,
-340.191530405,258.651663683,-340.191530405,-340.191530405,100,0.104201,2.26004,1.00515,1158.52660178,0.00333333,-336.087,1158.52660178,1,253.828757798,0.6,500.0,2.02786e-06,0.000345556,1.15986,28.5428,300,0.00749485,-359.571,0.184392
-333.541196137,300.0,-333.541196137,-333.541196137,100,1.0,1.0,1.0,639.992865143,0.01,-333.541,639.992865143,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,25.1713,300,0.01,-371.054,
-342.493523573,300.0,-342.493523573,-342.493523573,100,1.0,1.0,1.0,945.244687756,0.005,-338.017,945.244687756,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.3677,300,0.005,-366.074,
-337.804356018,282.113112163,-337.804356018,-337.804356018,100,0.496269,2.57234,0.998026,809.095970812,0.00333333,-336.39,809.095970812,1,280.589853003,0.6,500.0,7.712e-07,0.0016575,1.0634,28.4307,300,0.00859143,-360.013,0.0691343
-340.685101404,300.0,-340.685101404,-340.685101404,100,1.0,1.0,1.0,646.042212003,0.01,-340.685,646.042212003,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,25.29,300,0.01,-374.987,
-339.213071586,300.0,-339.213071586,-339.213071586,100,1.0,1.0,1.0,809.519225044,0.005,-339.949,809.519225044,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,26.8523,300,0.005,-364.204,
-339.543781287,288.759968863,-339.543781287,-339.543781287,100,0.682885,2.11715,0.994429,839.884604468,0.00333333,-339.042,839.884604468,1,289.240355278,0.6,500.0,4.14712e-07,0.00228904,1.03893,27.5452,300,0.00709671,-359.913,0.0369094
-334.574438892,300.0,-334.574438892,-334.574438892,100,1.0,1.0,1.0,735.836036903,0.01,-334.574,735.836036903,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,26.9903,300,0.01,-372.243,
-338.170578086,300.0,-338.170578086,-338.170578086,100,1.0,1.0,1.0,1087.38699024,0.005,-336.372,1087.38699024,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,30.0953,300,0.005,-364.537,
-343.079811105,296.825912614,-343.079811105,-343.079811105,100,0.704006,1.32021,1.0104,865.402527671,0.00333333,-338.362,865.402527671,1,297.30269692,0.6,500.0,1.01147e-07,0.00232253,1.01069,30.1114,300,0.00435539,-361.481,0.0092936
-338.451029457,300.0,-338.451029457,-338.451029457,100,1.0,1.0,1.0,1046.23614008,0.01,-338.451,1046.23614008,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,32.1834,300,0.01,-373.127,
-335.41303013,300.0,-335.41303013,-335.41303013,100,1.0,1.0,1.0,953.90255638,0.005,-336.932,953.90255638,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,31.502,300,0.005,-361.479,
-333.000060741,263.290410328,-333.000060741,-333.000060741,100,0.151197,2.29877,1.03625,786.968759649,0.00333333,-332.89,786.968759649,1,264.810313748,0.6,500.0,1.48145e-06,0.000486358,1.13943,32.2081,300,0.00739449,-354.284,0.143173
-340.053016867,300.0,-340.053016867,-340.053016867,100,1.0,1.0,1.0,868.527136158,0.01,-340.053,868.527136158,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,29.3231,300,0.01,-375.421,
-338.990659568,300.0,-338.990659568,-338.990659568,100,1.0,1.0,1.0,763.52216818,0.005,-339.522,763.52216818,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.4279,300,0.005,-364.531,
-338.430508159,281.991533472,-338.430508159,-338.430508159,100,0.360419,2.16784,1.00114,953.939441129,0.00333333,-337.821,953.939441129,1,281.686922821,0.6,500.0,7.24772e-07,0.00120003,1.06386,28.689,300,0.00721791,-359.717,0.0653783
-334.427851495,300.0,-334.427851495,-334.427851495,100,1.0,1.0,1.0,963.091293647,0.01,-334.428,963.091293647,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,30.8782,300,0.01,-370.664,
-339.588347966,300.0,-339.588347966,-339.588347966,100,1.0,1.0,1.0,1074.80486986,0.005,-337.008,1074.80486986,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,31.8656,300,0.005,-367.545,
-338.697600957,288.041710141,-338.697600957,-338.697600957,100,0.40602,1.73067,1.00712,894.022177121,0.00333333,-336.502,894.022177121,1,289.322683415,0.6,500.0,4.1143e-07,0.00134384,1.04152,31.0838,300,0.00572814,-361.948,0.0375575
-338.751040267,300.0,-338.751040267,-338.751040267,100,1.0,1.0,1.0,891.496121477,0.01,-338.751,891.496121477,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,29.7083,300,0.01,-374.306,
-334.5695482,300.0,-334.5695482,-334.5695482,100,1.0,1.0,1.0,893.121832303,0.005,-336.66,893.121832303,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.7953,300,0.005,-362.562,
-339.503994699,252.342593113,-339.503994699,-339.503994699,100,0.125887,2.76068,1.00732,993.095800151,0.00333333,-333.947,993.095800151,1,246.85784224,0.6,500.0,2.39994e-06,0.000416576,1.18886,31.9459,300,0.00913542,-357.006,0.219167
-339.620381139,300.0,-339.620381139,-339.620381139,100,1.0,1.0,1.0,800.865972722,0.01,-339.62,800.865972722,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,28.1577,300,0.01,-378.141,
-336.977580351,300.0,-336.977580351,-336.977580351,100,1.0,1.0,1.0,832.737418464,0.005,-338.299,832.737418464,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.4672,300,0.005,-365.537,
-336.79127583,261.012294194,-336.79127583,-336.79127583,100,0.133153,2.07754,0.994022,958.900215509,0.00333333,-335.208,958.900215509,1,260.358951878,0.6,500.0,1.69739e-06,0.000446512,1.14937,30.2634,300,0.00696677,-359.051,0.150944
-336.857891423,300.0,-336.857891423,-336.857891423,100,1.0,1.0,1.0,1021.43568068,0.01,-336.858,1021.43568068,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,31.7997,300,0.01,-377.506,
-340.63225755,300.0,-340.63225755,-340.63225755,100,1.0,1.0,1.0,1133.20546563,0.005,-338.745,1133.20546563,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,32.7125,300,0.005,-367.488,
-338.434042017,299.999570847,-338.434042017,-338.434042017,100,,0.000169415,5.65702e-07,656.157295389,0.00333333,-296.297,656.157295389,1,1.00349417032,0.6,500.0,0.00332169,,1.0,1.71506,300,0.998257,-319.765,9.56701e-11
-357.244670921,300.0,-357.244670921,-357.244670921,100,1.0,1.0,1.0,1307.44289997,0.01,-357.245,1307.44289997,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,35.9773,300,0.01,-397.468,
-353.403814792,300.0,-353.403814792,-353.403814792,100,1.0,1.0,1.0,1119.36618683,0.005,-355.324,1119.36618683,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,34.7125,300,0.005,-383.766,
-338.434042017,3.37041949921e+13,-338.434042017,-353.731973848,100,5902.67,inf,inf,656.157295389,nan,nan,1298.44237739,,nan,0.6,500.0,nan,nan,1.1868e-11,nan,400,nan,nan,nan
-338.193053557,369.914765477,-338.193053557,-338.193053557,100,0.613803,3.79801,1.00654,932.400983076,0.0025,-336.965,932.400983076,1,364.601781484,0.6,500.0,6.08314e-07,0.00152454,1.08133,31.6259,400,0.00943333,-358.1,0.0986074
-332.256930291,400.0,-332.256930291,-332.256930291,100,1.0,1.0,1.0,948.386127017,0.01,-332.257,948.386127017,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,30.6415,400,0.01,-375.508,
-336.830575565,400.0,-336.830575565,-336.830575565,100,1.0,1.0,1.0,893.983595673,0.005,-334.544,893.983595673,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,30.2854,400,0.005,-365.127,
-335.950288914,400.0,-335.950288914,-335.950288914,100,1.0,1.0,1.0,682.805679803,0.00333333,-335.013,682.805679803,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,28.935,400,0.00333333,-359.983,
-333.242895998,377.298342963,-333.242895998,-333.242895998,100,0.28377,2.34276,1.00477,931.881049024,0.0025,-333.19,931.881049024,1,375.310989024,0.6,500.0,4.12175e-07,0.000706059,1.06017,28.4217,400,0.00582912,-355.456,0.0665782
-342.791068544,400.0,-342.791068544,-342.791068544,100,1.0,1.0,1.0,1092.51524195,0.01,-342.791,1092.51524195,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,32.8875,400,0.01,-383.428,
-336.068164211,400.0,-336.068164211,-336.068164211,100,1.0,1.0,1.0,891.13211896,0.005,-339.43,891.13211896,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,31.5152,400,0.005,-368.164,
-338.792650605,400.0,-338.792650605,-338.792650605,100,1.0,1.0,1.0,907.80691316,0.00333333,-339.217,907.80691316,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,31.0129,400,0.00333333,-362.679,
-340.940833646,190.971534828,-340.940833646,-340.940833646,100,0.179298,210.82,1.61287,975.274978885,0.0025,-324.799,975.274978885,1,8.79223325098,0.6,500.0,0.000278789,0.000277918,2.09455,194.824,400,0.326778,-354.205,116.037
-343.872700908,400.0,-343.872700908,-343.872700908,100,1.0,1.0,1.0,1090.06194076,0.01,-343.873,1090.06194076,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,32.8506,400,0.01,-380.684,
-335.979342636,400.0,-335.979342636,-335.979342636,100,1.0,1.0,1.0,842.684576837,0.005,-339.926,842.684576837,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,31.1815,400,0.005,-365.956,
-336.538588462,400.0,-336.538588462,-336.538588462,100,1.0,1.0,1.0,765.035544205,0.00333333,-338.797,765.035544205,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,30.0533,400,0.00333333,-360.05,
-334.239549282,368.347952053,-334.239549282,-334.239549282,100,0.364259,1.91671,1.01312,985.211172656,0.0025,-336.165,985.211172656,1,369.418356449,0.6,500.0,5.18691e-07,0.000898857,1.08593,30.3343,400,0.00472973,-355.345,0.0851821
-335.849427175,400.0,-335.849427175,-335.849427175,100,1.0,1.0,1.0,724.411714785,0.01,-335.849,724.411714785,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,26.78,400,0.01,-369.837,
-335.565418233,400.0,-335.565418233,-335.565418233,100,1.0,1.0,1.0,823.801073698,0.005,-335.707,823.801073698,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,27.6837,400,0.005,-360.712,
-336.189128469,400.0,-336.189128469,-336.189128469,100,1.0,1.0,1.0,935.412934281,0.00333333,-335.868,935.412934281,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,28.6297,400,0.00333333,-356.284,
-337.603327165,364.044844835,-337.603327165,-337.603327165,100,0.343625,2.3635,0.992379,679.445253428,0.0025,-334.589,679.445253428,1,360.465854196,0.6,500.0,6.87189e-07,0.000865658,1.09877,27.6695,400,0.00595413,-353.123,0.108281
-341.590197073,400.0,-341.590197073,-341.590197073,100,1.0,1.0,1.0,995.634371665,0.01,-341.59,995.634371665,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,31.3955,400,0.01,-377.443,
-337.552769995,400.0,-337.552769995,-337.552769995,100,1.0,1.0,1.0,727.617336558,0.005,-339.572,727.617336558,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.276,400,0.005,-366.218,
-337.198935621,400.0,-337.198935621,-337.198935621,100,1.0,1.0,1.0,833.72337132,0.00333333,-338.781,833.72337132,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,29.1165,400,0.00333333,-360.538,
-337.074009118,388.032507163,-337.074009118,-337.074009118,100,0.266537,1.44105,0.994846,748.426696163,0.0025,-337.739,748.426696163,1,387.297890103,0.6,500.0,2.05494e-07,0.000669795,1.03084,28.8041,400,0.0036213,-356.869,0.032541
-336.974410184,400.0,-336.974410184,-336.974410184,100,1.0,1.0,1.0,909.531899003,0.01,-336.974,909.531899003,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,30.0073,400,0.01,-372.01,
-342.298922752,400.0,-342.298922752,-342.298922752,100,1.0,1.0,1.0,1046.10104383,0.005,-339.637,1046.10104383,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,31.227,400,0.005,-364.993,
-342.105031418,400.0,-342.105031418,-342.105031418,100,1.0,1.0,1.0,1060.39528863,0.00333333,-340.459,1060.39528863,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,31.6444,400,0.00333333,-362.994,
-339.547059814,358.171672117,-339.547059814,-339.547059814,100,0.31893,2.61402,1.01397,829.343132288,0.0025,-338.117,829.343132288,1,355.021134695,0.6,500.0,7.93817e-07,0.000786344,1.11678,30.7701,400,0.00644503,-358.741,0.130583
-335.087654343,400.0,-335.087654343,-335.087654343,100,1.0,1.0,1.0,751.969366746,0.01,-335.088,751.969366746,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,27.2846,400,0.01,-368.513,
-341.693133684,400.0,-341.693133684,-341.693133684,100,1.0,1.0,1.0,990.832651433,0.005,-338.39,990.832651433,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.5566,400,0.005,-366.169,
-335.786924113,400.0,-335.786924113,-335.786924113,100,1.0,1.0,1.0,767.819985323,0.00333333,-337.523,767.819985323,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,28.9359,400,0.00333333,-360.203,
-335.443784642,399.999856949,-335.443784642,-335.443784642,100,,9.21375,0.0525616,826.234967587,0.0025,-320.792,826.234967587,1,3.53264482001,0.6,500.0,0.000703193,,1.0,98.3061,400,0.438235,-340.434,0.310837
-337.559954815,400.0,-337.559954815,-337.559954815,100,1.0,1.0,1.0,709.606709437,0.01,-337.56,709.606709437,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,26.5049,400,0.01,-370.843,
-343.107915768,400.0,-343.107915768,-343.107915768,100,1.0,1.0,1.0,992.629726817,0.005,-340.334,992.629726817,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.1599,400,0.005,-365.001,
-334.733473702,400.0,-334.733473702,-334.733473702,100,1.0,1.0,1.0,875.728430019,0.00333333,-338.467,875.728430019,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,29.3739,400,0.00333333,-358.607,
-338.276642086,359.800099809,-338.276642086,-338.276642086,100,0.283141,2.49608,0.98429,899.838739506,0.0025,-336.332,899.838739506,1,357.01204159,0.6,500.0,7.54454e-07,0.00071915,1.11173,31.3795,400,0.00633979,-357.076,0.11695
-337.825316129,400.0,-337.825316129,-337.825316129,100,1.0,1.0,1.0,1137.21966471,0.01,-337.825,1137.21966471,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,33.5536,400,0.01,-376.934,
-339.346204827,400.0,-339.346204827,-339.346204827,100,1.0,1.0,1.0,1067.72592989,0.005,-338.586,1067.72592989,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,33.0458,400,0.005,-366.24,
-338.966264964,400.0,-338.966264964,-338.966264964,100,1.0,1.0,1.0,757.483593034,0.00333333,-338.713,757.483593034,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,31.2733,400,0.00333333,-361.292,
-339.847708669,399.999618531,-339.847708669,-339.847708669,100,,43.6675,0.545708,756.830389759,0.0025,-317.005,756.830389759,1,7.38134179084,0.6,500.0,0.000333275,,1.0,77.6118,400,0.20005,-336.56,15.8797
-344.363794429,400.0,-344.363794429,-344.363794429,100,1.0,1.0,1.0,878.013139471,0.01,-344.364,878.013139471,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,29.4828,400,0.01,-380.469,
-341.539384052,400.0,-341.539384052,-341.539384052,100,1.0,1.0,1.0,927.085425643,0.005,-342.952,927.085425643,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.9252,400,0.005,-368.482,
-337.662739858,400.0,-337.662739858,-337.662739858,100,1.0,1.0,1.0,775.01647614,0.00333333,-341.189,775.01647614,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,29.3084,400,0.00333333,-362.034,
-339.847708669,nan,-339.847708669,-350.685309072,100,0.0229003,inf,inf,756.830389759,nan,nan,1360.09169373,,nan,0.6,500.0,nan,nan,nan,nan,500,nan,nan,nan
-343.21784537,443.697690919,-343.21784537,-343.21784537,100,0.152406,3.37128,1.00128,1301.08271988,0.002,-337.433,1301.08271988,1,435.945854762,0.6,500.0,5.88904e-07,0.000304422,1.12689,31.1844,500,0.00673396,-357.083,0.147603
-333.318942037,500.0,-333.318942037,-333.318942037,100,1.0,1.0,1.0,598.751874444,0.01,-333.319,598.751874444,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,24.3468,500,0.01,-365.674,
-337.904603586,500.0,-337.904603586,-337.904603586,100,1.0,1.0,1.0,1000.66140887,0.005,-335.612,1000.66140887,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,28.2306,500,0.005,-361.571,
-338.076914145,500.0,-338.076914145,-338.076914145,100,1.0,1.0,1.0,1686.93526071,0.00333333,-336.434,1686.93526071,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,33.0053,500,0.00333333,-361.188,
-335.833526186,500.0,-335.833526186,-335.833526186,100,1.0,1.0,1.0,860.968205523,0.0025,-336.283,860.968205523,2,400.0,0.6,500.0,5.4346e-20,0.0025,1.0,32.0963,500,0.0025,-357.721,
-338.943481542,489.651348913,-338.943481542,-338.943481542,100,0.617511,2.1399,1.00176,958.247824369,0.002,-336.466,958.247824369,1,489.228443375,0.6,500.0,8.82468e-08,0.00123285,1.02113,32.232,500,0.00427227,-355.842,0.0221395
-336.901879504,500.0,-336.901879504,-336.901879504,100,1.0,1.0,1.0,1711.19698673,0.01,-336.902,1711.19698673,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,41.1593,500,0.01,-382.461,
-340.237658462,500.0,-340.237658462,-340.237658462,100,1.0,1.0,1.0,1051.78643278,0.005,-338.57,1051.78643278,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,37.0197,500,0.005,-370.785,
-335.011253857,500.0,-335.011253857,-335.011253857,100,1.0,1.0,1.0,824.609090375,0.00333333,-337.384,824.609090375,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,34.4757,500,0.00333333,-363.687,
-331.679175765,500.0,-331.679175765,-331.679175765,100,1.0,1.0,1.0,947.985589045,0.0025,-335.957,947.985589045,2,400.0,0.6,500.0,5.4346e-20,0.0025,1.0,33.6476,500,0.0025,-358.737,
-335.111375464,457.163037004,-335.111375464,-335.111375464,100,0.462785,2.66974,1.00211,815.307014119,0.002,-333.841,815.307014119,1,460.121860031,0.6,500.0,3.47367e-07,0.000923623,1.0937,32.2776,500,0.00532825,-355.149,0.0872082
-332.864120447,500.0,-332.864120447,-332.864120447,100,1.0,1.0,1.0,811.760646989,0.01,-332.864,811.760646989,2,100.0,0.6,500.0,3.50449e-18,0.01,1.0,28.3486,500,0.01,-366.537,
-336.487474234,500.0,-336.487474234,-336.487474234,100,1.0,1.0,1.0,948.162667609,0.005,-334.676,948.162667609,2,200.000000102,0.6,500.0,2.1793e-19,0.005,1.0,29.571,500,0.005,-361.375,
-343.720594674,500.0,-343.720594674,-343.720594674,100,1.0,1.0,1.0,1004.66930715,0.00333333,-337.691,1004.66930715,2,299.999969474,0.6,500.0,5.43914e-20,0.00333333,1.0,30.5399,500,0.00333333,-359.491,
-336.663283559,500.0,-336.663283559,-336.663283559,100,1.0,1.0,1.0,932.408548726,0.0025,-337.434,932.408548726,2,400.0,0.6,500.0,5.4346e-20,0.0025,1.0,30.5038,500,0.0025,-358.622,
