J,AvgRet,BatchSize,MaxVanillaIw,delta,SamplesThisIter,VarVanillaIw,VarRet,AvgNormIw,AvgEpLen,VarJ,renyi2,ESSClassic,VanillaAvgRet,VarDiscRet,EpsThisIter,MaxNormIw,IterType,MinVanillaIw,MinNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,Bound,AvgDiscRet
755403.0,2771.47705397,100,41.96,0.4,50000,47.7254,4196288.21832,3.08642e-05,277.777777778,18863.6,nan,4.06202560378,2771.47705397,4196288.21832,180,0.000366215,1,,,nan,3.53635,3.63538e-09,4247.33,2771.47705397
788529.0,3159.49790399,100,47.0468,0.4,50000,58.0312,2856130.44312,3.51617e-05,316.455696203,15586.4,nan,4.5344947714,3159.49790399,2856130.44312,158,0.000423714,1,,,nan,3.90416,4.70704e-09,4243.78,3159.49790399
806053.0,3420.85017044,100,15.6725,0.4,50000,8.28248,4501784.01664,3.80518e-05,342.465753425,16055.3,nan,5.53081758293,3420.85017044,4501784.01664,146,0.000270959,1,3.02408e-30,5.22828e-35,nan,2.20094,2.47567e-09,4327.34,3420.85017044
779874.0,3200.8787967,100,30.5039,0.4,50000,28.7966,3743181.63895,3.56125e-05,320.512820513,16758.3,nan,5.17415575049,3200.8787967,3743181.63895,156,0.00034516,1,,,nan,3.1473,3.68698e-09,4303.9,3200.8787967
802799.0,3420.07848765,100,19.7295,0.4,50000,13.5805,4089008.5822,3.80518e-05,342.465753425,15630.8,nan,3.15781859152,3420.07848765,4089008.5822,146,0.00030325,1,1.70228e-24,2.61648e-29,nan,2.47565,3.20839e-09,4294.35,3420.07848765
777505.0,3200.90760056,100,64.5179,0.4,50000,24.8326,3791711.02666,3.56125e-05,320.512820513,16918.4,nan,5.17265969159,3200.90760056,3791711.02666,156,0.000769496,1,,,nan,2.98591,3.53244e-09,4304.6,3200.90760056
790104.0,3284.58654068,100,30.2003,0.4,50000,23.1309,3774488.0812,3.65497e-05,328.947368421,16103.8,nan,5.57387799455,3284.58654068,3774488.0812,152,0.000360803,1,,,nan,3.05932,3.30149e-09,4282.65,3284.58654068
792027.0,3200.92370829,100,20.8856,0.4,50000,13.8549,4386626.04926,3.56125e-05,320.512820513,16702.8,nan,4.50439650876,3200.92370829,4386626.04926,156,0.000305013,1,,,nan,2.43855,2.95493e-09,4312.2,3200.92370829
839370.0,4029.52386745,100,6.50919,0.4,50000,2.16463,2822843.5701,4.48029e-05,403.225806452,12665.6,nan,3.27233416475,4029.52386745,2822843.5701,124,0.000184731,1,1.37991e-09,3.91617e-14,nan,1.57868,1.74344e-09,4345.49,4029.52386745
835929.0,4095.82046532,100,6.50968,0.4,50000,1.72775,3037773.05128,4.55373e-05,409.836065574,13953.5,nan,3.94403814262,4095.82046532,3037773.05128,122,0.000190292,1,5.14304e-09,1.50342e-13,nan,1.55779,1.47639e-09,4351.19,4095.82046532
820831.0,3784.7366591,100,8.91304,0.4,50000,4.08537,3484985.46619,4.20875e-05,378.787878788,14628.7,nan,3.32013712409,3784.7366591,3484985.46619,132,0.000196238,1,4.76056e-19,1.04813e-23,nan,1.9116,1.98037e-09,4336.02,3784.7366591
820480.0,3728.08626748,100,13.8637,0.4,50000,4.59686,3621355.42118,4.14594e-05,373.134328358,14765.4,nan,3.61459878453,3728.08626748,3621355.42118,134,0.00030674,1,7.65029e-16,1.69266e-20,nan,1.87383,2.25033e-09,4336.87,3728.08626748
712346.0,2149.04404814,100,235.022,0.4,50000,230.433,4781109.18213,2.39464e-05,215.517241379,21998.0,nan,4.88653086018,2149.04404814,4781109.18213,232,0.000948167,1,,,nan,5.93558,3.75057e-09,4301.87,2149.04404814
759182.0,2971.5781897,100,1.23168e+06,0.4,50000,6.01773e+08,4418056.96248,3.30688e-05,297.619047619,18467.4,nan,12.0000942768,2971.5781897,4418056.96248,168,0.0827386,1,,,nan,492.274,2.71553e-06,4303.39,2971.5781897
839172.0,4029.57967581,100,8.30948,0.4,50000,2.11208,2764327.00774,4.48029e-05,403.225806452,12621.8,nan,2.61757093218,4029.57967581,2764327.00774,124,0.000237008,1,1.70074e-18,4.85097e-23,nan,1.57078,1.71826e-09,4345.58,4029.57967581
526409.0,622.43637809,100,3.00346e+06,0.4,50000,1.53386e+09,2207183.79248,7.01459e-06,63.1313131313,38607.1,nan,24.2908732831,622.43637809,2207183.79248,792,0.013424,1,,,nan,1569.44,3.0641e-08,4305.83,622.43637809
841595.0,4095.79031175,100,7.40994,0.4,50000,1.97658,2647108.4967,4.55373e-05,409.836065574,12047.2,nan,4.06320735099,4095.79031175,2647108.4967,122,0.000223267,1,,,nan,1.51132,1.79446e-09,4310.69,4095.79031175
843631.0,4029.61861065,100,5.95669,0.4,50000,2.00901,2720181.87629,4.48029e-05,403.225806452,12029.9,nan,2.88070875034,4029.61861065,2720181.87629,124,0.000176618,1,4.01291e-14,1.18984e-18,nan,1.51104,1.7662e-09,4345.02,4029.61861065
401205.0,112.312425966,100,2.93066e+13,0.4,50000,1.39858e+22,401189.617573,1.357e-06,12.2129946263,33466.7,nan,11.9999998459,112.312425966,401189.617573,4094,0.0832936,1,,,nan,4.77456e+08,1.12974e-07,3753.59,112.312425966
546969.0,645.631579267,100,4.06154e+06,0.4,50000,1.78695e+09,2444844.32079,7.27167e-06,65.445026178,41060.6,nan,15.6083709304,645.631579267,2444844.32079,764,0.0191407,1,,,nan,1543.0,3.96869e-08,4303.18,645.631579267
865482.0,4462.49052842,100,3.36898,0.4,50000,0.290815,2379088.8505,4.96032e-05,446.428571429,11615.6,nan,1.61743058339,4462.49052842,2379088.8505,112,0.000145644,1,0.000645686,2.79136e-08,nan,1.1474,5.43508e-10,4381.72,4462.49052842
777584.0,3119.91332732,100,26.7378,0.4,50000,14.8974,4845031.9471,3.47222e-05,312.5,18501.3,nan,3.66644083492,3119.91332732,4845031.9471,160,0.000355133,1,,,nan,2.61422,2.6281e-09,4330.8,3119.91332732
495984.0,470.146088784,100,1.63142e+07,0.4,50000,6.47445e+10,1266291.63711,5.33163e-06,47.9846449136,34860.4,nan,12.9913576147,470.146088784,1266291.63711,1042,0.0106979,1,,,nan,8130.69,2.78399e-08,3979.21,470.146088784
752773.0,2598.89500444,100,14433.7,0.4,50000,72350.5,4503964.75472,2.89352e-05,260.416666667,19147.0,nan,11.9984208962,2598.89500444,4503964.75472,192,0.0450181,1,,,nan,9.27723,7.03813e-07,4302.3,2598.89500444
790863.0,2971.57418135,100,102.664,0.4,50000,42.1639,4017369.00838,3.30688e-05,297.619047619,16161.2,nan,3.26664722934,2971.57418135,4017369.00838,168,0.000976491,1,,,nan,3.4767,3.81456e-09,4302.81,2971.57418135
790928.0,3242.6676175,100,41.2471,0.4,50000,25.1743,3808091.55477,3.6075e-05,324.675324675,16524.8,nan,2.55582582884,3242.6676175,3808091.55477,154,0.000480393,1,3.07182e-24,3.57766e-29,nan,3.09745,3.41478e-09,4304.13,3242.6676175
796370.0,3242.61743909,100,36.231,0.4,50000,14.1993,4734923.67896,3.6075e-05,324.675324675,16877.0,nan,4.77843595171,3242.61743909,4734923.67896,154,0.000518007,1,,,nan,2.5232,2.90252e-09,4326.65,3242.61743909
759416.0,3043.54920843,100,47.7671,0.4,50000,59.0248,4060556.8863,3.38753e-05,304.87804878,17788.7,nan,4.06368637405,3043.54920843,4060556.8863,164,0.000426894,1,,,nan,3.79046,4.7143e-09,4243.27,3043.54920843
551156.0,643.910067601,100,2.97395e+06,0.4,50000,1.61091e+09,2330700.95954,7.25268e-06,65.274151436,49107.4,nan,24.497404654,643.910067601,2330700.95954,766,0.0178186,1,,,nan,1210.49,5.78293e-08,4305.61,643.910067601
488219.0,453.58425656,100,2.37362e+08,0.4,50000,3.58117e+12,1546448.80101,5.14403e-06,46.2962962963,43393.5,nan,12.7009074974,453.58425656,1546448.80101,1080,0.055369,1,,,nan,22052.0,1.94867e-07,4180.76,453.58425656
480215.0,373.85258226,100,3.91672e+08,0.4,50000,8.83304e+12,1206041.72804,4.2604e-06,38.3435582822,34107.5,nan,11.9566435043,373.85258226,1206041.72804,1304,0.048394,1,,,nan,34481.1,1.34849e-07,4071.34,373.85258226
500691.0,556.375547179,100,2.12133e+07,0.4,50000,8.90785e+10,1852207.83141,6.28457e-06,56.5610859729,35690.1,nan,18.5451742373,556.375547179,1852207.83141,884,0.0141478,1,,,nan,9423.13,3.96217e-08,4180.54,556.375547179
497448.0,456.39204015,100,1.46416e+06,0.4,50000,7.62778e+08,1730089.70502,5.17277e-06,46.5549348231,45303.1,nan,13.2513992165,456.39204015,1730089.70502,1074,0.00680606,1,,,nan,1112.8,1.64821e-08,4305.91,456.39204015
515009.0,590.344702983,100,4.85698e+06,0.4,50000,8.95718e+09,1893558.9701,6.66134e-06,59.9520383693,34345.7,nan,14.6769785172,590.344702983,1893558.9701,834,0.00844812,1,,,nan,3829.73,2.70993e-08,4180.35,590.344702983
541498.0,668.439453819,100,1.55386e+07,0.4,50000,4.57443e+10,2297000.81311,7.52785e-06,67.7506775068,34513.7,nan,20.5951572235,668.439453819,2297000.81311,738,0.024455,1,,,nan,4783.17,1.13305e-07,4180.42,668.439453819
507172.0,466.742434394,100,4.05287e+06,0.4,50000,5.50939e+09,1656238.96881,5.29101e-06,47.619047619,47799.6,nan,22.5210887131,466.742434394,1656238.96881,1050,0.00810761,1,,,nan,2644.89,2.20477e-08,4130.84,466.742434394
818125.0,3783.86455577,100,17.451,0.4,50000,7.63705,2458962.71759,4.20875e-05,378.787878788,12354.7,nan,4.86315025167,3783.86455577,2458962.71759,132,0.000348954,1,5.56224e-20,1.11224e-24,nan,2.10478,3.05366e-09,4248.4,3783.86455577
866518.0,4461.38081869,100,3.27566,0.4,50000,0.497899,1678843.58098,4.96032e-05,446.428571429,8717.24,nan,2.036917002,4461.38081869,1678843.58098,112,0.000136042,1,9.6476e-05,4.00675e-09,nan,1.19436,8.5879e-10,4325.48,4461.38081869
864706.0,4462.44603269,100,5.6979,0.4,50000,0.730221,1561754.65064,4.96032e-05,446.428571429,9309.84,nan,5.70785147443,4462.44603269,1561754.65064,112,0.00022702,1,0.00167304,6.66587e-08,nan,1.24497,1.15919e-09,4345.85,4462.44603269
871548.0,4543.76715762,100,4.23826,0.4,50000,0.813476,1035496.48226,5.0505e-05,454.545454545,7452.25,nan,2.77204949471,4543.76715762,1035496.48226,110,0.000155949,1,0.000106112,3.90444e-09,nan,1.37259,1.10137e-09,4352.98,4543.76715762
795154.0,3466.87604665,100,56.9996,0.4,50000,65.7245,2137138.34992,3.85802e-05,347.222222222,13005.4,nan,4.56492364011,3466.87604665,2137138.34992,144,0.000570388,1,,,nan,3.85538,6.58148e-09,4163.91,3466.87604665
821066.0,3784.75126267,100,17.1436,0.4,50000,8.1895,3034993.53085,4.20875e-05,378.787878788,13588.2,nan,4.41976295936,3784.75126267,3034993.53085,132,0.000331947,1,,,nan,2.17364,3.07037e-09,4304.6,3784.75126267
866311.0,4462.47802498,100,3.00567,0.4,50000,0.269858,2411182.96752,4.96032e-05,446.428571429,11639.1,nan,1.92406823111,4462.47802498,2411182.96752,112,0.000136541,1,9.84082e-07,4.47048e-11,nan,1.09191,5.56904e-10,4385.05,4462.47802498
845845.0,4095.83363762,100,7.68598,0.4,50000,1.81748,2880887.28236,4.55373e-05,409.836065574,12425.7,nan,5.32301348414,4095.83363762,2880887.28236,122,0.000229931,1,3.26672e-19,9.77259e-24,nan,1.52219,1.62654e-09,4350.06,4095.83363762
842913.0,4095.81011427,100,9.79324,0.4,50000,3.6834,2083297.13529,4.55373e-05,409.836065574,10864.3,nan,3.924910191,4095.81011427,2083297.13529,122,0.000250028,1,6.32661e-30,1.61523e-34,nan,1.78363,2.4009e-09,4304.79,4095.81011427
836517.0,4028.61399566,100,8.22813,0.4,50000,4.37035,1863259.71931,4.48029e-05,403.225806452,10812.5,nan,2.32260239944,4028.61399566,1863259.71931,124,0.000200452,1,3.63203e-13,8.84826e-18,nan,1.83907,2.59377e-09,4295.67,4028.61399566
842497.0,4095.80974977,100,11.9869,0.4,50000,4.06119,1790129.52259,4.55373e-05,409.836065574,10270.7,nan,5.54172035827,4095.80974977,1790129.52259,122,0.000300368,1,1.03896e-12,2.60343e-17,nan,1.81727,2.55007e-09,4304.5,4095.80974977
873722.0,4543.76344927,100,8.73868,0.4,50000,0.841182,1043512.68185,5.05051e-05,454.545454545,7116.44,nan,4.29524971534,4543.76344927,1043512.68185,110,0.000330324,1,3.30349e-06,1.24872e-10,nan,1.33611,1.20193e-09,4353.09,4543.76344927
869445.0,4542.85174178,100,3.49573,0.4,50000,0.687831,1039266.92839,5.05051e-05,454.545454545,7246.63,nan,1.4769859732,4542.85174178,1039266.92839,110,0.000139116,1,1.61805e-08,6.43921e-13,nan,1.2691,1.08934e-09,4319.43,4542.85174178
799477.0,3420.85195971,100,25.8122,0.4,50000,14.7688,4021599.98112,3.80518e-05,342.465753425,16239.1,nan,7.44726073884,3420.85195971,4021599.98112,146,0.000390027,1,6.72637e-32,1.01637e-36,nan,2.51829,3.37196e-09,4304.35,3420.85195971
844709.0,4095.86199476,100,7.90513,0.4,50000,2.67765,2219369.41279,4.55373e-05,409.836065574,10754.0,nan,2.53435384083,4095.86199476,2219369.41279,122,0.000217553,1,1.39791e-14,3.84713e-19,nan,1.65467,2.028e-09,4306.59,4095.86199476
873911.0,4543.74642024,100,4.18799,0.4,50000,0.678248,1169757.54566,5.05051e-05,454.545454545,7347.26,nan,3.11126432004,4543.74642024,1169757.54566,110,0.000162395,1,6.61509e-06,2.5651e-10,nan,1.30247,1.01982e-09,4353.03,4543.74642024
816202.0,3727.43963064,100,13.2137,0.4,50000,8.4295,2200929.74929,4.14594e-05,373.134328358,12284.4,nan,2.91085139374,3727.43963064,2200929.74929,134,0.000251901,1,,,nan,2.17479,3.06347e-09,4262.99,3727.43963064
841502.0,4094.84867723,100,10.7797,0.4,50000,4.72438,1464584.15572,4.55373e-05,409.836065574,9332.38,nan,3.54010158097,4094.84867723,1464584.15572,122,0.000254293,1,3.19543e-25,7.53804e-30,nan,1.93036,2.62907e-09,4271.37,4094.84867723
769754.0,2835.3764865,100,210.288,0.4,50000,146.027,3363773.53654,3.15657e-05,284.090909091,16552.9,nan,5.58132272639,2835.3764865,3363773.53654,176,0.00133488,1,,,nan,4.97264,5.88421e-09,4243.54,2835.3764865
777698.0,3240.44723131,100,62.3592,0.4,50000,75.1564,2367978.99387,3.6075e-05,324.675324675,14347.8,nan,3.13427883756,3240.44723131,2367978.99387,154,0.000581859,1,,,nan,3.86625,6.54334e-09,4090.34,3240.44723131
660316.0,1615.60807211,100,751.024,0.4,50000,5514.83,3218694.24179,1.80375e-05,162.337662338,22058.1,nan,4.37743328885,1615.60807211,3218694.24179,308,0.000738485,1,,,nan,18.3438,5.33223e-09,4178.24,1615.60807211
812641.0,3728.07695507,100,9.76906,0.4,50000,5.08249,3754294.13045,4.14594e-05,373.134328358,15444.9,nan,2.81480650902,3728.07695507,3754294.13045,134,0.000214987,1,,,nan,1.88393,2.46147e-09,4304.65,3728.07695507
510832.0,94.1714847888,100,4.79875e+13,0.4,50000,3.25157e+22,329481.30511,1.15596e-06,10.4036620891,103903.0,nan,12.0000037705,94.1714847888,329481.30511,4806,0.0729599,1,,,nan,7.60304e+08,7.51633e-08,4092.77,94.1714847888
494860.0,121.964567415,100,3.66065e+08,0.4,50000,7.34036e+12,394810.382403,1.46507e-06,13.1856540084,100871.0,nan,32.3491283251,121.964567415,394810.382403,3792,0.0198896,1,,,nan,26964.4,2.16697e-08,4112.64,121.964567415
477398.0,184.547401909,100,3.30521e+15,0.4,50000,2.36456e+26,415210.864143,2.16001e-06,19.4401244168,60540.2,nan,9.9948554976,184.547401909,415210.864143,2572,0.0938717,1,,,nan,7.60537e+10,1.90731e-07,3916.81,184.547401909
428592.0,93.2719082026,100,8.92016e+10,0.4,50000,2.01555e+17,220066.143666,1.14689e-06,10.3220478943,91009.1,nan,21.9723494267,93.2719082026,220066.143666,4844,0.0423231,1,,,nan,2.41724e+06,4.53735e-08,3828.78,93.2719082026
491196.0,425.214173548,100,1.77348e+08,0.4,50000,2.50849e+12,1184456.40228,4.83092e-06,43.4782608696,30216.4,nan,9.89871458963,425.214173548,1184456.40228,1150,0.0284069,1,,,nan,30160.0,6.4359e-08,4051.87,425.214173548
455780.0,209.8578367,100,5.07765e+09,0.4,50000,9.80684e+14,536309.306538,2.44093e-06,21.9683655536,52587.3,nan,12.2940244024,209.8578367,536309.306538,2276,0.0453298,1,,,nan,273422.0,7.81576e-08,3916.67,209.8578367
468260.0,120.656755619,100,8.61393e+14,0.4,50000,1.65933e+25,311653.662024,1.45054e-06,13.0548302872,58657.1,nan,12.0000001774,120.656755619,311653.662024,3830,0.0524177,1,,,nan,2.3837e+10,6.14449e-08,3979.89,120.656755619
423095.0,97.5568495838,100,8.78946e+14,0.4,50000,1.10809e+25,184991.643951,1.19474e-06,10.752688172,58651.7,nan,11.9944812957,97.5568495838,184991.643951,4650,0.081485,1,,,nan,1.28872e+10,9.52368e-08,3693.53,97.5568495838
174622.0,44.6542233087,100,1.56312e+17,0.4,50000,2.09488e+29,12086.0141122,6.07297e-07,5.4656755575,40475.7,nan,7.083127641,44.6542233087,12086.0141122,9148,0.0552175,1,,,nan,1.71916e+12,2.61414e-08,1396.58,44.6542233087
437830.0,113.248610748,100,9.16566e+11,0.4,50000,1.37963e+19,247949.983803,1.36836e-06,12.315270936,45484.4,nan,11.9992853475,113.248610748,247949.983803,4060,0.0814915,1,,,nan,1.53905e+07,1.09058e-07,3949.26,113.248610748
420942.0,128.357046393,100,1.03282e+18,0.4,50000,1.96661e+31,272538.144579,1.53638e-06,13.8274336283,64056.0,nan,12.0000046952,128.357046393,272538.144579,3616,0.0832729,1,,,nan,1.90554e+13,1.27844e-07,3749.52,128.357046393
487946.0,626.854318142,100,6.68256e+06,0.4,50000,1.53432e+10,1818582.30203,7.06814e-06,63.6132315522,32011.8,nan,16.7030261922,626.854318142,1818582.30203,786,0.00771381,1,,,nan,6123.2,2.04441e-08,4096.56,626.854318142
544051.0,832.709764913,100,740118.0,0.4,50000,1.62909e+08,2508628.64229,9.35279e-06,84.1750841751,36121.6,nan,20.9666601586,832.709764913,2508628.64229,594,0.00815424,1,,,nan,848.903,1.97747e-08,4193.07,832.709764913
579240.0,1128.42254158,100,1.27159e+09,0.4,50000,2.44956e+14,3457097.46342,1.26263e-05,113.636363636,33248.4,nan,11.9999985981,1128.42254158,3457097.46342,440,0.0832972,1,,,nan,192748.0,1.05113e-06,4303.76,1128.42254158
598102.0,1108.07939779,100,41397.1,0.4,50000,1.05406e+06,3361361.1283,1.24008e-05,111.607142857,32734.8,nan,17.5209091675,1108.07939779,3361361.1283,448,0.00539226,1,,,nan,95.2025,1.78841e-08,4302.86,1108.07939779
627559.0,1605.44800098,100,2240.02,0.4,50000,4205.31,3678512.69847,1.79211e-05,161.290322581,24962.7,nan,17.7626370965,1605.44800098,3678512.69847,310,0.00276622,1,,,nan,14.5122,6.41306e-09,4243.04,1605.44800098
666222.0,1766.27384969,100,175.284,0.4,50000,495.814,4528094.85868,1.97006e-05,177.304964539,27110.9,nan,6.54016733315,1766.27384969,4528094.85868,282,0.000441342,1,,,nan,7.82427,3.14331e-09,4300.93,1766.27384969
600445.0,1314.82353237,100,10287.1,0.4,50000,30605.2,3431530.08012,1.46972e-05,132.275132275,25594.6,nan,11.3521078527,1314.82353237,3431530.08012,378,0.00591253,1,,,nan,25.5715,1.01101e-08,4240.93,1314.82353237
622730.0,1489.05919504,100,1300.3,0.4,50000,3857.3,3698584.97708,1.66334e-05,149.700598802,26463.4,nan,4.40938156785,1489.05919504,3698584.97708,334,0.00148854,1,,,nan,14.5299,5.05499e-09,4186.86,1489.05919504
699202.0,2167.86642398,100,199375.0,0.4,50000,1.10274e+07,4456674.03057,2.41546e-05,217.391304348,22428.8,nan,10.0000176748,2167.86642398,4456674.03057,230,0.0647047,1,,,nan,74.4276,1.16146e-06,4302.56,2167.86642398
707173.0,2352.81406555,100,4286.87,0.4,50000,6114.59,5093646.65031,2.62055e-05,235.849056604,24232.0,nan,11.4365291566,2352.81406555,5093646.65031,212,0.0181845,1,,,nan,6.17774,1.10025e-07,4312.11,2352.81406555
646401.0,1791.36881264,100,195.991,0.4,50000,711.631,3725386.47199,1.9984e-05,179.856115108,26584.3,nan,4.25389939274,1791.36881264,3725386.47199,278,0.000440547,1,,,nan,8.8905,3.59557e-09,4242.92,1791.36881264
439795.0,254.899473451,100,2.98993e+08,0.4,50000,8.11124e+12,799496.342438,2.93945e-06,26.455026455,48571.3,nan,18.5270862397,254.899473451,799496.342438,1890,0.0166617,1,,,nan,52748.3,2.51885e-08,4181.09,254.899473451
626581.0,1637.3477308,100,393.329,0.4,50000,680.501,4263871.78317,1.82749e-05,164.473684211,26217.4,nan,3.520534589,1637.3477308,4263871.78317,304,0.000835054,1,,,nan,8.60787,3.06722e-09,4276.58,1637.3477308
573194.0,1314.83616277,100,2132.61,0.4,50000,17529.7,3524058.24692,1.46972e-05,132.275132275,25812.1,nan,13.1874908397,1314.83616277,3524058.24692,378,0.00119762,1,,,nan,26.1715,5.52827e-09,4242.67,1314.83616277
666931.0,1916.15853519,100,1132.91,0.4,50000,995.277,4073734.94603,2.13675e-05,192.307692308,23699.3,nan,5.24037098789,1916.15853519,4073734.94603,260,0.00262554,1,,,nan,9.21999,5.34554e-09,4251.71,1916.15853519
764159.0,3007.57508007,100,29.465,0.4,50000,23.3662,4489111.94169,3.34672e-05,301.204819277,19277.9,nan,3.50031574361,3007.57508007,4489111.94169,166,0.00033482,1,,,nan,2.94519,3.01717e-09,4305.19,3007.57508007
693236.0,2094.64196916,100,92.5732,0.4,50000,199.083,4721993.43969,2.33427e-05,210.084033613,24199.6,nan,5.28678862811,2094.64196916,4721993.43969,238,0.000377143,1,,,nan,5.72968,3.30428e-09,4301.52,2094.64196916
699863.0,2025.73059715,100,645.977,0.4,50000,664.036,3797571.96348,2.25836e-05,203.25203252,22100.3,nan,3.01275709445,2025.73059715,3797571.96348,246,0.00172651,1,,,nan,8.44971,4.74344e-09,4241.47,2025.73059715
681811.0,2076.05421937,100,8.05742e+06,0.4,50000,1.50251e+10,3520645.57968,2.31481e-05,208.333333333,21392.3,nan,10.0000004831,2076.05421937,3520645.57968,240,0.0993392,1,,,nan,1877.55,2.28385e-06,4163.32,2076.05421937
842978.0,4164.3520816,100,6.85389,0.4,50000,1.97964,2451586.54336,4.62963e-05,416.666666667,12476.4,nan,2.88569912219,4164.3520816,2451586.54336,120,0.000191785,1,1.27026e-21,3.55442e-26,nan,1.65451,1.55003e-09,4353.26,4164.3520816
731881.0,2469.75892088,100,487905.0,0.4,50000,7.85396e+07,4710324.41337,2.75027e-05,247.524752475,20656.5,nan,12.0000378229,2469.75892088,4710324.41337,202,0.0811258,1,,,nan,165.406,2.17138e-06,4302.44,2469.75892088
769389.0,3007.6120053,100,20846.3,0.4,50000,174439.0,3987453.49384,3.34672e-05,301.204819277,18291.8,nan,11.9996968043,3007.6120053,3987453.49384,166,0.059588,1,,,nan,11.7082,1.42529e-06,4304.23,3007.6120053
754483.0,2971.66397331,100,6860.23,0.4,50000,15578.0,4143782.93845,3.30688e-05,297.619047619,18931.4,nan,10.022291059,2971.66397331,4143782.93845,168,0.040581,1,,,nan,5.59028,5.45107e-07,4304.3,2971.66397331
842175.0,4164.35253381,100,6.12752,0.4,50000,1.94084,2461812.66138,4.62963e-05,416.666666667,12339.0,nan,3.19170009878,4164.35253381,2461812.66138,120,0.000173955,1,5.01928e-05,1.42493e-09,nan,1.63077,1.5642e-09,4352.85,4164.35253381
782828.0,3420.31462798,100,18.0687,0.4,50000,14.6093,3622146.68716,3.80518e-05,342.465753425,16776.9,nan,3.31168553927,3420.31462798,3622146.68716,146,0.000272557,1,3.21526e-24,4.85005e-29,nan,2.52257,3.32423e-09,4275.84,3420.31462798
635426.0,1595.07241731,100,1.15609e+07,0.4,50000,2.85531e+10,3783247.7728,1.78063e-05,160.256410256,26803.2,nan,12.0000008134,1595.07241731,3783247.7728,312,0.082923,1,,,nan,2482.51,1.46899e-06,4238.9,1595.07241731
477265.0,379.509236472,100,3.68849e+09,0.4,50000,7.05442e+14,1434825.50306,4.32003e-06,38.8802488336,44079.1,nan,11.9999969746,379.509236472,1434825.50306,1286,0.0812854,1,,,nan,196030.0,3.42602e-07,4304.66,379.509236472
652556.0,1454.68656176,100,455.915,0.4,50000,1438.5,4315182.47698,1.62443e-05,146.198830409,26903.8,nan,9.19785466307,1454.68656176,4315182.47698,342,0.000662036,1,,,nan,11.1867,3.03323e-09,4302.71,1454.68656176
753349.0,2835.42989548,100,76.1286,0.4,50000,67.7893,4473466.95627,3.15657e-05,284.090909091,19928.1,nan,7.61187926206,2835.42989548,4473466.95627,176,0.000580942,1,,,nan,4.13647,3.94757e-09,4296.17,2835.42989548
765016.0,3007.60969741,100,205.582,0.4,50000,35.3209,4882829.07892,3.34672e-05,301.204819277,19338.4,nan,5.07084275899,3007.60969741,4882829.07892,166,0.00234344,1,4.14454e-30,4.72438e-35,nan,2.93597,4.58954e-09,4317.21,3007.60969741
404487.0,40.3088586095,100,5.45112e+25,0.4,50000,inf,84932.2645559,5.58572e-07,5.02714659159,50316.9,nan,9.999556765,40.3088586095,84932.2645559,9946,0.0992653,1,,,nan,3.06738e+20,5.50415e-08,3949.15,40.3088586095
355993.0,28.5997459457,100,5.94307e+20,0.4,50000,inf,21271.8035098,4.28802e-07,3.85921580735,50322.9,nan,9.57154877446,28.5997459457,21271.8035098,12956,0.0740595,1,,,nan,3.44101e+15,2.45715e-08,3063.12,28.5997459457
397819.0,27.8073005026,100,7.53231e+19,0.4,50000,inf,23860.9703771,4.19985e-07,3.77986090112,1918.03,nan,11.3084325486,27.8073005026,23860.9703771,13228,0.0547379,1,,,nan,5.77927e+14,1.60238e-08,3231.61,27.8073005026
430760.0,64.9518946668,100,4.14674e+12,0.4,50000,1.75085e+20,206013.416342,8.31919e-07,7.48727163822,73146.9,nan,11.7656486988,64.9518946668,206013.416342,6678,0.072265,1,,,nan,4.77376e+07,5.31731e-08,4096.4,64.9518946668
401262.0,50.8772118556,100,1.16316e+14,0.4,50000,1.25047e+23,128376.460478,6.76023e-07,6.08420540277,76842.8,nan,10.8207831195,50.8772118556,128376.460478,8218,0.0545341,1,,,nan,1.44189e+09,2.74873e-08,3949.06,50.8772118556
434954.0,74.8819183081,100,7.12898e+13,0.4,50000,4.89737e+22,237603.737103,9.41939e-07,8.47744998305,72261.2,nan,9.99995311299,74.8819183081,237603.737103,5898,0.0787827,1,,,nan,8.52352e+08,5.98096e-08,4084.5,74.8819183081
576617.0,971.946789132,100,206339.0,0.4,50000,2.71409e+07,2978261.75256,1.08932e-05,98.0392156863,40405.8,nan,14.7131404356,971.946789132,2978261.75256,510,0.00538573,1,,,nan,417.345,1.84905e-08,4251.94,971.946789132
693140.0,2026.20246052,100,7705.99,0.4,50000,13625.2,4404203.54406,2.25836e-05,203.25203252,23395.0,nan,9.97965092591,2026.20246052,4404203.54406,246,0.0222261,1,,,nan,7.82993,1.13347e-07,4300.69,2026.20246052
728467.0,2571.38837064,100,1.53093e+10,0.4,50000,8.05155e+16,4037583.8171,2.86369e-05,257.731958763,19912.9,nan,11.9999983066,2571.38837064,4037583.8171,194,0.0833332,1,,,nan,5.26093e+06,2.38565e-06,4241.13,2571.38837064
755040.0,3044.3924116,100,24.6587,0.4,50000,30.0168,4624563.39511,3.38753e-05,304.87804878,19380.0,nan,2.98550935886,3044.3924116,4624563.39511,164,0.000259885,1,4.71556e-31,4.96987e-36,nan,3.2142,3.33416e-09,4303.64,3044.3924116
